TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_REPORT_PLAYER_BUTTON_REPORT,REPORT,الإبلاغ,举报,檢舉,MELDEN,DENUNCIAR,ILMIANNA,SIGNALER,דיווח,LAPORKAN,SEGNALA,通報,신고,LAPOR,RAPPORTEREN,ZGŁOŚ,DENUNCIAR,ПОЖАЛОВАТЬСЯ,รายงาน,ŞİKAYET ET,BÁO CÁO
TID_QUEST_FALLBACK_REWARD_BUTTON_CLAIM,CLAIM,المطالبة,领取,領取,EINFORDERN,RECLAMAR,LUNASTA,RÉCUPÉRER,קבלו,KLAIM,RITIRA,回収,받기,KUMPUL,OPHALEN,ODBIERZ,RESGATAR,ЗАБРАТЬ,รับ,AL,NHẬN
TID_RECRUIT_ROAD_TAB_RECRUIT_ROAD,RECRUIT ROAD,مسار التجنيد,招募之路,招募之路,PFAD DER REKRUTEN,CAMINO DE RECLUTAMIENTO,VÄRVÄYSTIE,RECRUTEMENT,שביל הגיוס,JALAN REKRUT,RECLUTAMENTO,リクルート目標,리크루트 진척도,JALAN PENGAMBILAN,REKRUTENPAD,ŚCIEŻKA REKRUTACJI,RECRUTAMENTO,ДОРОГА ВЕРБОВКИ,ถนนคัดสรร,SAVAŞÇI ALMA YOLU,CHIÊU MỘ
TID_CHROMATIC_BRAWLER_UNLOCK_REQUIREMENT,Unlock <NUM> more Chromatic Brawlers,افتح <NUM> من الأبطال المتلوّنين الآخرين,再解锁<NUM>名流彩英雄,再解鎖<NUM>名星虹英雄,<NUM> weitere chromatische Brawler freischalten,Desbloquea <NUM> brawlers cromáticos más.,Avaa vielä <NUM> kromaattista rämäpäätä.,Débloquez encore <NUM> brawlers chromatiques,פתיחת <NUM> בראולרים כרומטיים נוספים,Buka <NUM> Jagoan Kromatik lagi,Sblocca altri <NUM> brawler cromatici.,クロマティックキャラクターをあと<NUM>体アンロックする必要があります,<NUM>명의 크로마틱 브롤러를 더 잠금 해제하세요,Buka <NUM> lagi Brawler Kromatik.,Ontgrendel nog <NUM> chromatische knokkers.,Odblokuj <NUM> dodatkowych chromatycznych Zadymiarzy,Desbloqueie mais <NUM> Brawlers cromáticos.,Нужно разблокировать больше хроматических бойцов (<NUM>),ปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <NUM> ตัว,<NUM> kromatik savaşçı daha aç,Mở khóa thêm <NUM>Chiến binh Brawl Sắc màu
TID_BUTTON_NAVI_RECRUIT_ROAD,Recruit Road,مسار التجنيد,招募之路,招募之路,Pfad der Rekruten,Camino de reclutamiento,Värväystie,Recrutement,שביל הגיוס,Jalan Rekrut,Reclutamento,リクルート目標,리크루트 진척도,Jalan Pengambilan,Rekrutenpad,Ścieżka rekrutacji,Caminho de recrutamento,Дорога вербовки,ถนนคัดสรร,Savaşçı Alma Yolu,Chiêu mộ
TID_BRAWL_PASS_SEASON_14,GHOST STATION,محطة الأشباح,车站惊魂,幽靈詭站,GEISTERSTATION,ESTACIÓN FANTASMAL,HAAMUASEMA,GARE FANTÔME,תחנת רוחות,STASIUN HANTU,LA STAZIONE INFESTATA,幽霊鉄道,고스트 스테이션,STESEN BERHANTU,SPOOKSTATION,STACJA-WIDMO,ESTAÇÃO FANTASMA,СТАНЦИЯ ПРИЗРАКОВ,สถานีผีสิง,HAYALET İSTASYONU,NHÀ GA MA
TID_GHOST_TRAIN_GROM_SKIN,FRANKENGROM,جروم فرانكشتاين,科学怪人格罗姆,縫合怪客,FRANKENGROM,FRANKENGROM,FRANKENGROM,FRANKENGROM,פרנקנגרום,FRANKENGROM,GROMENSTEIN,モンスター グロム,프랑켄그롬,FRANKENGROM,FRANKENGROM,FRANKENGROM,GROMENSTEIN,ФРАНКЕНГРОМ,แฟรงเกนกร็อม,FRANKENGROM,FRANKENGROM
TID_GHOST_TRAIN_GROM_SKIN_SHOP,FRANKENGROM,جروم فرانكشتاين,科学怪人\n格罗姆,縫合怪客,FRANKENGROM,FRANKENGROM,FRANKENGROM,FRANKENGROM,פרנקנגרום,FRANKENGROM,GROMENSTEIN,モンスター\nグロム,프랑켄그롬,FRANKENGROM,FRANKENGROM,FRANKENGROM,GROMENSTEIN,ФРАНКЕНГРОМ,แฟรงเกนกร็อม,FRANKENGROM,FRANKENGROM
TID_GHOST_TRAIN_COLETTE_SKIN,INSPECTOR COLETTE,كوليت مفتشة التذاكر,检票员科莱特,殭屍查票員,INSPEKTOR COLETTE,COLETTE REVISORA,TARKASTAJA-COLETTE,COLETTE CONTRÔLEUSE,המפקחת סופיה,INSPEKTUR COLETTE,COLETTE CONTROLLORE,キョンシー車掌 コレット,검표원 콜레트,INSPEKTOR COLETTE,CONDUCTEUR-COLETTE,INSPEKTOR COLETTE,COLETTE INSPETORA,КОНДУКТОР КОЛЕТТ,สายสืบ โคเล็ตต์,MÜFETTİŞ COLETTE,COLETTE CƯƠNG THI SOÁT VÉ
TID_GHOST_TRAIN_COLETTE_SKIN_SHOP,INSPECTOR\nCOLETTE,كوليت\nمفتشة التذاكر,检票员科莱特,殭屍查票員,INSPEKTOR\nCOLETTE,COLETTE\nREVISORA,TARKASTAJA-\nCOLETTE,COLETTE\nCONTRÔLEUSE,המפקחת\nסופיה,INSPEKTUR\nCOLETTE,COLETTE\nCONTROLLORE,キョンシー車掌\nコレット,검표원 콜레트,INSPEKTOR\nCOLETTE,CONDUCTEUR-\nCOLETTE,INSPEKTOR\nCOLETTE,COLETTE\nINSPETORA,КОНДУКТОР\nКОЛЕТТ,สายสืบ\nโคเล็ตต์,MÜFETTİŞ\nCOLETTE,COLETTE\nCƯƠNG THI SOÁT VÉ
TID_BRICK_OVEN_ASH_SKIN,PIZZA OVEN ASH,آش فرن البيتزا,披萨烤炉阿拾,披薩大師,PIZZABÄCKERIN ASH,ASH PIZZERO,PIZZAUUNI-ASH,ASH PIZZAÏOLO,אש תנור פיצה,ASH OVEN PIZA,ASH PIZZAIOLO,ピザ窯 アッシュ,피자 화덕 애쉬,ASH KETUHAR PIZA,PIZZAOVEN-ASH,ASH PIEC DO PIZZY,ASH PIZZAIOLO,ПЕЧЬ ДЛЯ ПИЦЦЫ ЭШ,แอช เตาอบพิซซ่า,PİZZA FIRINI ASH,ASH LÒ NƯỚNG PIZZA
TID_BRICK_OVEN_ASH_SKIN_SHOP,PIZZA OVEN\nASH,آش\nفرن البيتزا,披萨烤炉阿拾,披薩大師,PIZZABÄCKERIN\nASH,ASH\nPIZZERO,PIZZAUUNI-\nASH,ASH\nPIZZAÏOLO,אש\nתנור פיצה,ASH\nOVEN PIZA,ASH\nPIZZAIOLO,ピザ窯\nアッシュ,피자 화덕 애쉬,ASH\nKETUHAR PIZA,PIZZAOVEN-\nASH,ASH\nPIEC DO PIZZY,ASH\nPIZZAIOLO,ПЕЧЬ ДЛЯ ПИЦЦЫ\nЭШ,แอช\nเตาอบพิซซ่า,PİZZA FIRINI\nASH,ASH\nLÒ NƯỚNG PIZZA
TID_ZOMBIE_BROCK_SKIN,ZOMBROCK,بروك الزومبي,怪物布洛克,酷技喪屍,ZOMBROCK,ZOMBROCK,ZOMBROCK,ZOMBROCK,זומברוק,BROCK ZOMBIE,ZOMBROCK,ゾンビ男 ブロック,좀비 브록,ZOMBROCK,ZOMBIE-BROCK,ZOMBROCK,BROCK ZUMBI,ЗОМБРОК,ซอมบร็อค,ZOMBROCK,BROCK ZOMBIE
TID_ZOMBIE_BROCK_SKIN_SHOP,ZOMBROCK,بروك الزومبي,怪物布洛克,酷技喪屍,ZOMBROCK,ZOMBROCK,ZOMBROCK,ZOMBROCK,זומברוק,BROCK\nZOMBIE,ZOMBROCK,ゾンビ男\nブロック,좀비 브록,ZOMBROCK,ZOMBIE-\nBROCK,ZOMBROCK,BROCK\nZUMBI,ЗОМБРОК,ซอมบร็อค,ZOMBROCK,BROCK\nZOMBIE
TID_GHOST_METRO_PENNY_SKIN,TRASH PANDA PENNY,بيني والراكون,捣蛋浣熊潘妮,壞壞浣熊拍擋,TRASHPANDA PENNY,PENNY REINO MAPACHE,ROSKISPANDA-PENNY,RATON PENNY,פני טראש פנדה,PENNY RAKUN,PENNY SIGNORA DEI PROCIONI,ポンポコゾンビ ペニー,펑크 판다 페니,PENNY RAKUN,WASBEER-PENNY,TANDETNA PANDA PENNY,PENNY GUAXINIM,ХОЗЯЙКА ЕНОТОВ ПЕННИ,แรคคูน เพนนี,RAKUN PENNY,PENNY GẤU MÈO XẤU XA
TID_GHOST_METRO_PENNY_SKIN_SHOP,TRASH PANDA\nPENNY,بيني\nوالراكون,捣蛋浣熊潘妮,壞壞浣熊拍擋,TRASHPANDA\nPENNY,PENNY\nREINO MAPACHE,ROSKISPANDA-\nPENNY,RATON\nPENNY,פני\nטראש פנדה,PENNY\nRAKUN,PENNY\nSIGNORA DEI PROCIONI,ポンポコゾンビ\nペニー,펑크 판다 페니,PENNY\nRAKUN,WASBEER-\nPENNY,TANDETNA PANDA\nPENNY,PENNY\nGUAXINIM,ХОЗЯЙКА ЕНОТОВ\nПЕННИ,แรคคูน\nเพนนี,RAKUN\nPENNY,PENNY\nGẤU MÈO XẤU XA
TID_BSWF22_TARA_SKIN,RAGEQUIT TARA,تارا المنسحبة الغاضبة,怒退玩家塔拉,怒離行者,RAGEQUIT TARA,TARA ENRABIETADA,PELIRAIVO-TARA,TARA RAGEUSE,טארה שוברת את הכלים,TARA MENGGILA,TARA GAMER ROSICONA,ゲーマー タラ,노발대발 타라,TARA MENGAMUK,SPELVERLATER-TARA,WŚCIEKŁA TARA,TARA IRADA,ЯРОСТНАЯ ТАРА,ทาร่า คนหัวร้อน,SİNİRLİ TARA,TARA THỊNH NỘ
TID_BSWF22_TARA_SKIN_SHOP,RAGEQUIT\nTARA,تارا\nالمنسحبة الغاضبة,怒退玩家塔拉,怒離行者,RAGEQUIT\nTARA,TARA\nENRABIETADA,PELIRAIVO-\nTARA,TARA\nRAGEUSE,טארה\nשוברת את הכלים,TARA\nMENGGILA,TARA\nGAMER ROSICONA,ゲーマー\nタラ,노발대발 타라,TARA\nMENGAMUK,SPELVERLATER-\nTARA,WŚCIEKŁA\nTARA,TARA\nIRADA,ЯРОСТНАЯ\nТАРА,ทาร่า\nคนหัวร้อน,SİNİRLİ\nTARA,TARA\nTHỊNH NỘ
TID_TOPGUN_JANET_SKIN,G-FORCE JANET,جانيت القوة جي,疾速珍妮特,捍衛飛官,G-FORCE JANET,JANET FUERZA G,G-VOIMA-JANET,JANET G-FORCE,ג‘נט כוח-ג‘י,JANET AVIATOR,JANET FORZA G,パイロット ジャネット,G-포스 자넷,JANET DAYA G,G-KRACHT-JANET,GRAWITACYJNA JANET,JANET G-FORCE,РЕАКТИВНАЯ ДЖАНЕТ,แจเน็ต แรงจี,YER ÇEKİMİ USTASI JANET,JANET LỰC LƯỢNG G
TID_TOPGUN_JANET_SKIN_SHOP,G-FORCE\nJANET,جانيت\nالقوة جي,疾速珍妮特,捍衛飛官,G-FORCE\nJANET,JANET\nFUERZA G,G-VOIMA-\nJANET,JANET\nG-FORCE,ג‘נט\nכוח-ג‘י,JANET\nAVIATOR,JANET\nFORZA G,パイロット\nジャネット,G-포스 자넷,JANET\nDAYA G,G-KRACHT-\nJANET,GRAWITACYJNA\nJANET,JANET\nG-FORCE,РЕАКТИВНАЯ\nДЖАНЕТ,แจเน็ต\nแรงจี,YER ÇEKİMİ USTASI\nJANET,JANET\nLỰC LƯỢNG G
TID_PURCHASE_BRAWL_PASS_REDEEM_INFO,Your Supercell ID has <NUMBER> x Brawl Pass available. Use one to activate this Season's Brawl Pass?,يحتوي Supercell ID الخاص بك على عدد <NUMBER> Brawl Pass. أتريد استخدام واحد لتفعيل Brawl Pass لهذا الموسم؟,您的Supercell ID中有<NUMBER>张乱斗金券可用。要使用一张来启用当前主题季的乱斗金券吗？,你的Supercell ID中有<NUMBER>張亂鬥通行券可使用。要使用一張來啟用當前主題季的亂鬥通行券嗎？,"Verfügbare Brawlpass-Nutzungen für deine Supercell ID: <NUMBER>. Möchtest du einen nutzen, um den Brawlpass für diese Saison zu aktivieren?",Hay a tu disposición <NUMBER> Brawl Pass en tu Supercell ID. ¿Quieres usar uno para activar el Brawl Pass de esta temporada?,Supercell ID:lläsi on saatavilla <NUMBER> x Brawl Pass. Käytetäänkö yksi tämän kauden Brawl Passin aktivoimiseen?,Vous avez <NUMBER> Pass Brawl disponible(s) sur votre compte Supercell ID. Voulez-vous en activer un cette saison ?,ל-Supercell ID שלך יש <NUMBER> x ‏Brawl Pass זמינים. רוצה להשתמש באחד מהם כדי להפעיל את ה-Brawl Pass של העונה הנוכחית?,Terdapat <NUMBER> Brawl Pass di Supercell ID milikmu. Gunakan satu untuk mengaktifkan Brawl Pas Musim ini?,Hai a disposizione <NUMBER> Brawl Pass nel tuo Supercell ID. Vuoi usarne uno per attivare quello di questa stagione?,Supercell IDにブロスタバスが<NUMBER>個保存されています。1つ消費して今シーズンのブロスタパスを有効化しますか？,Supercell ID에 사용 가능한 브롤 패스가 <NUMBER>개 있습니다. 하나를 사용해 이번 시즌 브롤 패스를 활성화할까요?,Supercell ID anda ada <NUMBER> Brawl Pass. Guna satu untuk mengaktifkan Brawl Pass musim ini?,Er zijn <NUMBER> Brawl Pass(es) beschikbaar op je Supercell ID. Wil je er een gebruiken om de Brawl Pass van dit seizoen te activeren?,"Masz na koncie Supercell ID <NUMBER> x Karnet Zadymiarski. Użyć jeden, aby aktywować Karnet Zadymiarski na ten sezon?",Você tem <NUMBER> Brawl Passes disponíveis no seu Supercell ID. Quer usar um para ativar o passe da temporada atual?,В твоём Supercell ID есть Brawl Pass (<NUMBER>). Использовать один для активации Brawl Pass текущего сезона?,Supercell ID ของคุณมี Brawl Pass ที่ใช้ได้<NUMBER> รายการ ใช้หนึ่งรายการเพื่อเปิดใช้งาน Brawl Pass ของฤดูกาลนี้หรือไม่?,Supercell ID´nde <NUMBER> adet Brawl Pass bulunuyor. Bir tanesini kullanarak bu sezonun Brawl Pass´ini etkinleştirmek ister misin?,Supercell ID của bạn có <NUMBER> Vé Brawl Pass. Kích hoạt một Vé Brawl Pass cho mùa giải này?
TID_PURCHASE_BRAWL_PASS_REDEEM_ALREADY_IN_PROGRESS,Please wait. Redeeming Brawl Pass from your Supercell ID now.,يرجى الانتظار. جارٍ استرداد Brawl Pass من Supercell ID الخاص بك الآن.,正在从您的Supercell ID中兑换乱斗金券，请稍候。,正在從你的Supercell ID中兌換亂鬥通行券，請稍候。,Bitte warten. Brawlpass von deiner Supercell ID wird eingelöst.,"Espera, por favor. Estamos canjeando el Brawl Pass de tu Supercell ID.",Hetkinen vain... Brawl Passin lunastaminen Supercell ID:ltäsi on käynnissä.,Veuillez patienter. Activation du Pass Brawl à partir de votre Supercell ID en cours.,צריך לחכות. Brawl Pass מה-Supercell ID שלך מתממש עכשיו.,Mohon tunggu. Brawl Pass dari Supercell ID milikmu sedang ditukarkan.,"Attendi, stiamo riscattando il Brawl Pass dal tuo Supercell ID.",Supercell IDのブロスタパスを有効化しています。しばらくお待ちください。,잠시만 기다려주세요. Supercell ID의 브롤 패스 사용을 처리하는 중입니다.,Sila tunggu sebentar. Brawl Pass sedang ditukar daripada Supercell ID anda.,Een ogenblik geduld. Er wordt een Brawl Pass van je Supercell ID ingewisseld.,Czekaj. Trwa realizowanie Karnetu Zadymiarskiego z twojego konta Supercell ID.,Aguarde. O Brawl Pass está sendo resgatado do seu Supercell ID.,"Пожалуйста, подождите. Идёт активация Brawl Pass из Supercell ID.",โปรดรอ กำลังแลก Brawl Pass จาก Supercell ID ของคุณอยู่ในขณะนี้,Lütfen bekle. Supercell ID´nden Brawl Pass alınıyor.,Vui lòng chờ. Hiện đang kích hoạt Vé Brawl Pass từ Supercell ID của bạn.
TID_PURCHASE_BRAWL_PASS_BUY_FROM_SUPERCELL_STORE,Your Supercell ID doesn't have enough Brawl Passes to redeem. Go to Supercell Store to buy more.,لا يحتوي Supercell ID الخاص بك على تذاكر Brawl Pass كافية. زر متجر Supercell لشرائها.,您的Supercell ID中没有可兑换的乱斗金券，前往Supercell商店购买一些吧！,你的Supercell ID中沒有可兌換的亂鬥通行券，請前往Supercell商店購買！,"Unter deiner Supercell ID sind nicht genug Brawlpässe verfügbar. Gehe zum Supercell Store, um mehr zu kaufen.",Tu Supercell ID no tiene Brawl Pass suficientes para realizar el canje. Compra más en Supercell Store.,Supercell ID:lläsi ei ole tarpeeksi lunastettavia Brawl Passeja. Voit ostaa lisää Supercell Storesta.,Aucun Pass Brawl à activer sur votre Supercell ID. Rendez-vous dans le Supercell Store pour en acheter !,ל-Supercell ID אין מספיק Brawl Passes למימוש. אפשר לקנות עוד בחנות Supercell.,Brawl Pass di Supercell ID milikmu tidak cukup untuk ditukarkan. Kunjungi Toko Supercell untuk membeli Brawl Pass.,Il tuo Supercell ID non ha Brawl Pass a sufficienza da riscattare. Acquistane di più dal Supercell Store.,Supercell IDにブロスタパスがありません。Supercellストアでブロスタパスをご購入ください。,Supercell ID에 사용 가능한 브롤 패스가 충분치 않습니다. Supercell 스토어에서 더 구입하세요.,Supercell ID anda tiada Brawl Pass yang cukup untuk ditukar. Pergi ke Kedai Supercell untuk beli lagi.,Je hebt niet genoeg Brawl Passes op je Supercell ID om in te wisselen. Ga naar de Supercell Store om er meer te kopen.,"Nie masz na koncie Supercell ID wystarczająco Karnetów Zadymiarskich do realizacji. Przejdź do sklepu Supercell, aby kupić więcej.",Não há Brawl Passes no seu Supercell ID. Adquira mais na Supercell Store.,В твоём Supercell ID не хватает Brawl Pass для активации. Приобрети Brawl Pass в магазине Supercell.,Supercell ID มี Brawl Passes ไม่เพียงพอให้แลก ไปที่ Supercell Store เพื่อซื้อเพิ่ม,Supercell ID´nde yeterince Brawl Pass bulunmuyor. Supercell dükkanından alıp tamamlayabilirsin.,Supercell ID của bạn không có đủ Vé Brawl Pass để kích hoạt. Hãy mua thêm trong Cửa hàng Supercell.
TID_SUPERCELL_STORE_GEM_PACK_1_TITLE,30 Gems,30 جوهرة,30宝石,30寶石,30 Juwelen,30 gemas,30 jalokiveä,30 gemmes,30 יהלומים,30 Permata,30 gemme,エメラルド30個,보석 30개,30 permata,30 edelstenen,30 klejnotów,30 gemas,30 кристаллов,อัญมณี 30 เม็ด,30 Elmas,30 Ngọc
TID_SUPERCELL_STORE_GEM_PACK_2_TITLE,80 Gems,80 جوهرة,80宝石,80寶石,80 Juwelen,80 gemas,80 jalokiveä,80 gemmes,80 יהלומים,80 Permata,80 gemme,エメラルド80個,보석 80개,80 permata,80 edelstenen,80 klejnotów,80 gemas,80 кристаллов,อัญมณี 80 เม็ด,80 Elmas,80 Ngọc
TID_SUPERCELL_STORE_GEM_PACK_3_TITLE,170 Gems,170 جوهرة,170宝石,170寶石,170 Juwelen,170 gemas,170 jalokiveä,170 gemmes,170 יהלומים,170 Permata,170 gemme,エメラルド170個,보석 170개,170 permata,170 edelstenen,170 klejnotów,170 gemas,170 кристаллов,อัญมณี 170 เม็ด,170 Elmas,170 Ngọc
TID_SUPERCELL_STORE_GEM_PACK_4_TITLE,360 Gems,360 جوهرة,360宝石,360寶石,360 Juwelen,360 gemas,360 jalokiveä,360 gemmes,360 יהלומים,360 Permata,360 gemme,エメラルド360個,보석 360개,360 permata,360 edelstenen,360 klejnotów,360 gemas,360 кристаллов,อัญมณี 360 เม็ด,360 Elmas,360 Ngọc
TID_SUPERCELL_STORE_GEM_PACK_5_TITLE,950 Gems,950 جوهرة,950宝石,950寶石,950 Juwelen,950 gemas,950 jalokiveä,950 gemmes,950 יהלומים,950 Permata,950 gemme,エメラルド950個,보석 950개,950 permata,950 edelstenen,950 klejnotów,950 gemas,950 кристаллов,อัญมณี 950 เม็ด,950 Elmas,950 Ngọc
TID_SUPERCELL_STORE_GEM_PACK_6_TITLE,2000 Gems,2000 جوهرة,2000宝石,2000寶石,2000 Juwelen,2000 gemas,2000 jalokiveä,2000 gemmes,2000 יהלומים,2000 Permata,2000 gemme,エメラルド2000個,보석 2000개,2000 permata,2000 edelstenen,2000 klejnotów,2000 gemas,2000 кристаллов,อัญมณี 2000 เม็ด,2000 Elmas,2000 Ngọc
TID_SUPERCELL_STORE_BRAWL_PASS_BUNDLE,Brawl Pass Bundle,مجموعة Brawl Pass,乱斗金券礼包,亂鬥通行券超值特惠,Brawlpass-Bundle,Combo del Brawl Pass,Brawl Pass -paketti,Lot Pass Brawl,חבילת Brawl Pass,Paket Brawl Pass,Bundle del Brawl Pass,ブロスタパスセット,브롤 패스 번들,Pakej Brawl Pass,Brawl Pass-bundel,Pakiet z karnetem zadymiarskim,Pacote do Brawl Pass,Набор Brawl Pass,ห่อ Brawl Pass,Brawl Pass Paketi,Gói Vé Brawl Pass
TID_BARKEEP_DESC,Barley serves the finest beverages in Starr Park. But dirty his bar up and steam comes out and bottles start flying!,يقدم بارلي أفضل المشروبات في Starr Park. لكن إذا أحدثت فوضى وتسببت في اتساخ الكافيتريا الخاصة به، فسوف يستشيط غضبًا ويرميك بزجاجات المشروبات.,巴利很乐意用星妙乐园的招牌饮料招待顾客。不过，你要是敢弄脏他的地盘，招待你的就是满腔怒火和乱飞的玻璃瓶了！,保力很樂意為顧客們奉上美好星樂園的招牌飲料。不過，你要是敢弄髒他的地盤，招待你的就是滿腔怒火和亂飛的玻璃瓶了！,"Barley serviert die besten Getränke im Starr Park. Wenn du seine Bar schmutzig machst, wird er jedoch wütend und wirft mit Flaschen!","Barley sirve los mejores tragos de Starr Park, aunque ¡ojo! Como le ensucies el bar, se pondrá que echa humo ¡y empezarán a volar botellas!","Barley tarjoilee Starr Parkin parhaat juomat, mutta jos sotket hänen baaritiskinsä, hän kilahtaa ja pullot alkavat lennellä!","Bartaba propose les meilleurs cocktails de Starr Park. En revanche, il n'est pas rare de voir des bouteilles valser dans son bar fumant !","בארלי מגיש את המשקאות הכי טובים בפארק סטארר. אבל הוא גם מטנף את הבר, העסק מתלהט ובקבוקים מתחילים לעוף לכל עבר!","Minuman buatan Barley adalah yang paling enak di Starr Park. Tapi, kalau kamu sampai mengotori bar miliknya, dia akan sangat marah dan botol-botol akan mulai beterbangan.","Bombardino serve i migliori cocktail dello Starr Park, ma ha un piccolo vizio: se qualcuno gli sporca il bar, va su di giri e inizia a far volare bottiglie dappertutto!",スターパークで最高のドリンクを振る舞うバーリー。でも彼のバーを汚そうものなら、容赦なく瓶を投げつけられる。,"스타 파크에서 가장 맛 좋은 음료를 찾고 있다면 발리를 찾으세요. 단, 발리의 바를 어지럽히지 않도록 조심해야 합니다. 어딘가에서 병이 날아올지도 몰라요!","Barley menghidangkan minuman paling berkualiti di Starr Park. Tapi, jika mengotorkan barnya, dia akan meradang dan botol akan berterbangan!","Barley serveert de beste drankjes in Starr Park. Maar als je zijn bar vies maakt, komt er stoom uit zijn oren en vliegen de flessen door de lucht!","Barley serwuje najlepsze napoje w Parku Starr. Ale jeśli pobrudzisz jego bar, zacznie buchać parą i rzucać butelkami!",Barley serve as melhores bebidas do Starr Park e deixa o local tinindo. Quem fizer sujeira pode se preparar para ver garrafas voando!,"Барли готовит лучшие напитки в парке Старр! Но стоит только кому-то запачкать барную стойку, как он вскипает и начинает кидаться бутылками!",บาร์ลีย์เสิร์ฟเครื่องดื่มชั้นเลิศใน Starr Park หากคุณทำบาร์ของเขาเลอะแล้วล่ะก็ เตรียมเห็นเขาโกรธจนควันออกหู และขวดปลิวไปทั่วได้เลย!,"Barley, Starr Park'taki en leziz içecekleri servis eder. Ama sakın barı kirleteyim deme, yoksa şişeler sana doğru uçmaya başlar!",Barley luôn phục vụ các loại thức uống tuyệt vời nhất trong Công viên Starr. Nhưng đừng dại dột mà làm bẩn quán bar của ông ta nhé!
TID_GEAR_SUPER_HEALTH_TITLE,THICC HEAD,الرأس الكبير,铁头,鐵頭,TICKSCHÄDEL,CABEZÓN,KOVA PÄÄ,TÊTE DURE,ראש טוב,MUKA TEBAL,TESTA DURA,タフヘッド,단단한 머리,KERAS KEPALA,KOPPIE ERBIJ,GRUBOGŁOWY TICK,MENTE SÃ,КРЕПКАЯ ГОЛОВА,หมวกหัวแข็ง,DİK KAFALI,CỨNG ĐẦU
TID_GEAR_SUPER_HEALTH_INFO,Tick's Head gets <NUM> EXTRA HEALTH,يحصل رأس تيك على <NUM> من الصحة الإضافية,迪克的爆炸头获得<NUM>额外生命值。,滴答的頭部獲得<NUM>額外生命值。,Ticks Kopf erhält <NUM> ZUSÄTZLICHE TREFFERPUNKTE.,La cabeza de Tick obtiene <NUM> puntos de salud más.,Tickin pää saa <NUM> pistettä LISÄELINVOIMAA.,La tête de Tick reçoit <NUM> points de santé supplémentaires.,הראש של טיק מקבל תוספת <NUM> בריאות,Kepala Tick mendapatkan <NUM> KESEHATAN EKSTRA,La testa di Tick riceve <NUM> PUNTI SALUTE IN PIÙ.,ティックの頭に<NUM>HPを追加で付与する。,틱의 머리 폭탄 HP가 <NUM> 증가합니다.,Kepala Tick mendapat <NUM> NILAI NYAWA TAMBAHAN.,Ticks hoofd krijgt <NUM> EXTRA LEVENSPUNTEN.,Głowa Ticka otrzymuje <NUM> DODATK. PKT ŻYCIA,A cabeça do Tick recebe mais <NUM> pontos de saúde.,Голова Тика получает <NUM> ДОП. ОЧКОВ ЗДОРОВЬЯ.,หัวของติ๊กต็อกได้รับพลังชีวิตเพิ่ม <NUM> หน่วย,Tick'in kafası <NUM> EKSTRA SAĞLIK kazanır.,Đầu của Tick có THÊM <NUM> MÁU
TID_GEAR_SUPER_HEALTH_UPGRADE_INFO,Tick's Head gets extra health,يحصل رأس تيك على صحة إضافية,迪克的爆炸头获得额外生命值,滴答的頭部獲得額外生命值,Ticks Kopf erhält zusätzliche Trefferpunkte.,La cabeza de Tick obtiene más puntos de salud.,Tickin pää saa lisäelinvoimaa.,Augmente la santé de la tête de Tick,הראש של טיק מקבל תוספת בריאות,Kepala Tick mendapatkan kesehatan ekstra,La testa di Tick riceve più salute.,ティックの頭にHPを追加で付与,틱의 머리 폭탄 HP가 증가합니다.,Kepala mendapat nilai nyawa tambahan.,Ticks hoofd krijgt extra levenspunten.,Głowa Ticka otrzymuje dodatkowe punkty życia,A cabeça do Tick recebe mais pontos de saúde.,Голова Тика получает дополнительные очки здоровья,หัวของติ๊กต็อกได้รับพลังชีวิตเพิ่ม,Tick'in kafası ekstra sağlık kazanır.,Đầu của Tick có thêm máu
TID_GEAR_SUPER_RANGE_TITLE,TALK TO THE HAND,اليد الطويلة,长臂,長臂,SPRICH ZU DER HAND,HÁBLALE A LA MANO,PUHU KÄDELLE,PARLE À MA MAIN,עבודת יד,PANJANG TANGAN,PROLUNGA,ノビールハンド,매콤한 손맛,KUASA TANGAN,HANDIGHEIDJE,POROZMAWIAJ Z DŁONIĄ,MÃO LEVE,ДЛИННАЯ РУКА,ถุงมืออเนกประสงค์,ELİME KONUŞ,TAY DÀI
