"Name","Disabled","FileName","ExportName","ParticleFileName","ParticleExportName","ParticleStyle","ParticleVariations","ThemeMusic","LoadingJingle","LoadingScreen","CustomButtonName"
"Brawlidays_2021","true","sc/background_brawlidays2021.sc","bgr_brawlidays2021",,,,,"Xmas_menu","sfx/brawl_xmas_load_01.ogg","sc/loading_brawlidays.sc",
"Brawlidays_2021_snow","true","sc/background_brawlidays2021.sc","bgr_brawlidays2021","sc/ui.sc","particle_snow_","Snow",2,"Xmas_menu","sfx/brawl_xmas_load_01.ogg","sc/loading_brawlidays.sc",
"Brawlentines","true","sc/background_stv.sc","bgr_stv",,,,,"Brawlywood_Menu","sfx/brawl_fighting_load_01.ogg",,
"LNY22","true","sc/background_lny22.sc","bgr_lny22",,,,,"Retro_Fight_Menu","sfx/brawl_fighting_load_01.ogg",,
"Biodome","true","sc/background_biodome.sc","bgr_biodome",,,,,"Biodome_Menu","sfx/brawly_biome_loading_01.ogg",,
"Ramadan22","true","sc/background_ramadan22.sc","bgr_ramadan22",,,,,"Brawzaar_menu_muzak",,,
"Easter22","true","sc/background_easter22.sc","bgr_easter22",,,,,"MenuMusic",,,
"GoldenWeek22","true","sc/background_gw22.sc","bgr_gw",,,,,"Lunar_Menu_Music",,,
"Stuntshow","true","sc/background_stuntshow.sc","bgr_stuntshow",,,,,"Pinstuntbrawl_Menu",,,
"Villains","true","sc/background_villains.sc","bgr_villains",,,,,"Space_Brawl_Menu",,,
"Deepsea","true","sc/background_deepsea.sc","bgr_deepsea",,,,,"Deepsea_Beastieboys_Menu","sfx/brawl_underwater_load_01.ogg",,
"Bt21","true","sc/background_basic.sc","bgr_bt21",,,,,"MenuMusic",,,
"MechaMortis","true","sc/background_mecha.sc","bgr_mecha",,,,,"MechMenuMusic",,,
"MoonFestival2022","true","sc/background_mf.sc","bgr_mf24",,,,,"Lunar_Menu_Music",,,
"Brawloween2022","true","sc/background_brawloween22.sc","bgr_brawloween",,,,,"Halloween_menu","sfx/brawloween_load_01.ogg","sc/loading_brawloween2022.sc",
"RobotFactory","true","sc/background_outlaw.sc","bgr_outlaw",,,,,"Robotfactory_Menu",,,
"GhostTrain","true","sc/background_ghosttrain.sc","bgr_ghosttrain",,,,,"Ghosttrain_Menu","sfx/ghost_train_load_01.ogg",,
"ActionHeroes","true","sc/background_action.sc","bgr_action",,,,,"TopGun_Action_Menu",,,
"LastBox","true","sc/background_lastbox.sc","bgr_lastbox",,,,,"MenuMusic",,,
"Candyland","true","sc/background_candyland.sc","bgr_candyland",,,,,"Mandy_Candy_Menu","sfx/candy_land_load_01.ogg",,
"4thAnniversary","true","sc/background_basic.sc","bgr_4thanniversary",,,,,"MenuMusic",,,
"Brawlentines23","true","sc/background_brawlentines.sc","bgr_brawlentines",,,,,"Brawlentines_Menu",,,
"LNY23","true","sc/background_lny23.sc","bgr_lny23",,,,,"Retro_Fight_Menu","sfx/brawl_fighting_load_01.ogg",,
"LNY23red","true","sc/background_lny23.sc","bgr_lny23red",,,,,"Retro_Fight_Menu","sfx/brawl_fighting_load_01.ogg",,
"Darkmas","true","sc/background_darkmas.sc","bgr_darkmas","sc/ui.sc","particle_snow_","Snow",2,"Krampus_Menu","sfx/dark_xmas_load_01.ogg","sc/loading_darkmas.sc",
"Masks","true","sc/background_masks.sc","bgr_masks",,,,,"Mask_Dance_Menu","sfx/brawl_mask_dance_loading_jingle_01.ogg",,
"Easter2023","true","sc/background_easter_2023.sc","bgr_easter2023",,,,,"MenuMusic",,,
"Popstar","true","sc/background_popstar.sc","bgr_popstar",,,,,"MenuMusic",,,
"Ramadan2023","true","sc/background_ramadan2023.sc","bgr_ramadan2023",,,,,"Brawzaar_menu_muzak",,,
"Hub","true","sc/background_hub.sc","bgr_hub",,,,,"Scifi_Noir_Menu",,,
"Olympus","true","sc/background_olympus.sc","bgr_olympus",,,,,"Brawlympus_Menu","sfx/brawlympus_loading_01.ogg","sc/loading_olympus.sc",
"GoldenWeek2023","true","sc/background_gw2023.sc","bgr_gw2023",,,,,"Lunar_Menu_Music",,,
"Jungle","true","sc/background_jungle.sc","bgr_jungle",,,,,"Brawl_Jungle_Menu","sfx/brawl_jungle_loading_01.ogg",,
"Deepsea2023","true","sc/background_deepsea.sc","bgr_deepsea",,,,,"Deepsea_Beastieboys_Menu","sfx/brawl_underwater_load_01.ogg",,
"Enchanted","true","sc/background_enchantedforest.sc","bgr_enchanted",,,,,"Brawl_Enchanted_Forest_Menu","sfx/enchanted_forest_loading_01.ogg",,
"Phoenix","true","sc/background_phoenix.sc","bgr_phoenix","sc/ui.sc","particle_ember_","Ember",2,"Action_Western_Menu",,,
"Velocirapids2023","true","sc/background_velocirapids2023.sc","bgr_velocirapids2023",,,,,"Summer_Brawl_Menu_Muzak",,,
"Cursedpirates","true","sc/background_cursedpirates.sc","bgr_cursedpirates",,,,,"Brawl_Cursed_Pirates_Menu","sfx/cursed_pirates_loading_01.ogg","sc/loading_cursed.sc",
"Football2023","true","sc/background_football2023.sc","bgr_football2023",,,,,"Footbrawl_menu_muzak",,,
"Mechaedgar","true","sc/background_mecha_edgar.sc","bgr_mecha_edgar",,,,,"MechMenuMusic",,"sc/loading_mechaedgar.sc",
"Brawloween2023","true","sc/background_ghosttrain.sc","bgr_ghosttrain",,,,,"Ghosttrain_Menu","sfx/ghost_train_load_01.ogg",,
"Wasteland","true","sc/background_wasteland.sc","bgr_wasteland",,,,,"Wasteland_Menu","sfx/wasteland_loading_01.ogg",,
"University","true","sc/background_university.sc","bgr_university",,,,,"Highschool_Menu","sfx/monster_university_loading_01.ogg","sc/loading_university.sc",
"MoonFestival2023","true","sc/background_mf2023.sc","bgr_mf24",,,,,"Lunar_Menu_Music",,,
"Retropolis2023","true","sc/background_retropolis.sc","bgr_retropolis",,,,,"Retropolis_menu",,"sc/loading_retropolis.sc","button_cctv"
"WF2023","true","sc/background_wf2023.sc","bgr_wf2023",,,,,"MenuMusic","sfx/brawlywood_load_01.ogg","sc/loading_wf2023.sc","button_cctv"
"Hindu","true","sc/background_hindu.sc","bgr_hindu",,,,,"Hindu_Menu","sfx/hindu_brawl_loading_01.ogg","sc/loading_hindu.sc","button_cctv"
"Halloween2023","true","sc/background_brawloween2023.sc","bgr_brawloween",,,,,"Halloween_menu","sfx/brawloween_load_01.ogg","sc/loading_brawloween2023.sc",
"Circus","true","sc/background_circus.sc","bgr_circus",,,,,"Circus_Menu","sfx/hindu_circus_loading_01.ogg",,"button_cctv"
"Brawlidays2023","true","sc/background_brawlidays2023.sc","bgr_brawlidays2023",,,,,"Xmas_menu","sfx/brawl_xmas_load_01.ogg",,"button_cctv"
"LNY24","true","sc/background_lny24.sc","bgr_lny24",,,,,"Retro_Fight_Menu","sfx/brawl_fighting_load_01.ogg","sc/loading_lny2024.sc",
"Cartoon","true","sc/background_cartoon.sc","bgr_cartoon",,,,,"Brawly_Toonz_Menu","sfx/brawly_toonz_loading_01.ogg","sc/loading_cartoon.sc",
"Superbrawl","true","sc/background_superbrawl.sc","bgr_superbrawl",,,,,"Highschool_Menu","sfx/monster_university_loading_01.ogg","sc/loading_lny2024.sc",
"Carnaval","true","sc/background_carnaval.sc","bgr_carnaval","sc/ui.sc","particle_snow_","Snow",2,"Footbrawl_menu_muzak","sfx/brawl_fighting_load_01.ogg","sc/loading_lny2024.sc",
"Sands","true","sc/background_sands.sc","bgr_sands",,,,,"Brawzaar_menu_muzak","sfx/hindu_brawl_loading_01.ogg","sc/loading_sands.sc",
"Ragnarok","true","sc/background_ragnarok.sc","bgr_ragnarok",,,,,"Ragnarok_Menu","sfx/ragnarok_load_01.ogg","sc/loading_ragnarok.sc",
"LoveSwamp","true","sc/background_love_swamp.sc","bgr_loveswamp",,,,,"Loveswamp_Menu","sfx/swampoflove_load_01.ogg",,
"Melody","true","sc/background_melody.sc","bgr_melody",,,,,"Kpop_Menu","sfx/kpop_load_01.ogg","sc/loading_melodie.sc",
"BabyShark","true","sc/background_babyshark.sc","bgr_babyshark",,,,,"Babyshark_Menu","sfx/babyshark_load_01.ogg","sc/loading_babyshark.sc",
"MechaLeon","true","sc/background_mecha_leon.sc","bgr_mecha_leon",,,,,"MechMenuMusic","sfx/brawl_robotfactory_load_01.ogg","sc/loading_leon_mecha.sc",
"Enchanted2024","true","sc/background_enchantedforest.sc","bgr_enchanted",,,,,"Brawl_Enchanted_Forest_Menu","sfx/enchanted_forest_loading_01.ogg",,
"Godzilla","true","sc/background_godzilla.sc","bgr_godzilla",,,,,"Godzilla_Menu","sfx/brawl_godzilla_load_01.ogg","sc/loading_godzilla.sc",
"Hackers","true","sc/background_hackers.sc","bgr_hackers",,,,,"Brawl_Haxx0r_M3nu","sfx/brawl_cyberhax_load_01.ogg","sc/loading_hackers.sc",
"Madevil","true","sc/background_madevil.sc","bgr_madevil","sc/ui.sc","particle_ember_","Ember",2,"Draco_Madevil_Menu","sfx/brawl_metal_load_01.ogg","sc/loading_draco.sc",
"Velocirapids2024","true","sc/background_velocirapids2023.sc","bgr_velocirapids2023",,,,,"Summer_Brawl_Menu_Muzak","sfx/brawl_jungle_loading_01.ogg","sc/loading_velocirapids.sc",
"Berry","true","sc/background_candyland.sc","bgr_candyland",,,,,"Mandy_Candy_Menu","sfx/candy_land_load_01.ogg",,
"Greek","true","sc/background_olympus.sc","bgr_olympus",,,,,"Brawlympus_Menu","sfx/brawlympus_loading_01.ogg","sc/loading_greek.sc",
"Classic","true",,,,,,,"MenuMusic",,"sc/loading_classic.sc",
"Clancy","true","sc/background_deepsea.sc","bgr_deepsea",,,,,"Deepsea_Beastieboys_Menu","sfx/brawl_underwater_load_01.ogg","sc/loading_clancy.sc",
"Deepsea2024","true","sc/background_deepsea.sc","bgr_deepsea",,,,,"Deepsea_Beastieboys_Menu","sfx/brawl_underwater_load_01.ogg","sc/loading_deepsea.sc",
"Pirates2024","true","sc/background_cursedship.sc","bgr_cursedpirates",,,,,"Brawl_Cursed_Pirates_Menu","sfx/cursed_pirates_loading_01.ogg","sc/loading_cursedship.sc",
"Dynamic","true","sc/background_basic.sc","bgr",,,,,"MenuMusic",,,
"Digger","true","sc/background_digger.sc","bgr_digger",,,,,"Ragnarok_Menu","sfx/ragnarok_load_01.ogg",,
"Spongebob","true","sc/background_spongebob.sc","bgr_sb",,,,,"Spongebrawl_Menu_Musings","sfx/spongebrawl_loading_01.ogg","sc/loading_spongebob.sc",
"Samurai","true","sc/background_samurai.sc","bgr_samurai",,,,,"Katana_Brawl_Menu","sfx/brawl_mask_dance_loading_jingle_01.ogg","sc/loading_samurai.sc",
"DarkOnceUpon","true","sc/background_darkonceupon.sc","bgr_dark",,,,,"Dark_Once_Upon_Menu","sfx/fairytale_load_01.ogg","sc/loading_darkonceupon.sc",
"Zombie","true","sc/background_zombie.sc","bgr_zombie",,,,,"Ghosttrain_Menu","sfx/ghost_train_load_01.ogg","sc/loading_shade.sc",
"Angels","true","sc/background_angel.sc","bgr_angel",,,,,"Angelic_Menu_Music","sfx/angel_demon_load_01.ogg","sc/loading_demonsangels.sc",
"Demons","true","sc/background_demon.sc","bgr_demon",,,,,"Demonic_Menu_Music","sfx/angel_demon_load_01.ogg","sc/loading_demonsangels.sc",
"Selena","true","sc/background_selena.sc","bgr_selena",,,,,"Juju_Menu_Music","sfx/juju_loading_jingle_01.ogg",,
"Toons2","true","sc/background_toons2.sc","bgr_toons2",,,,,"Brawly_Toonz_Menu","sfx/brawly_toonz_loading_01.ogg","sc/loading_toons2.sc",
"Shade","true","sc/background_ghosttrain.sc","bgr_ghosttrain",,,,,"Ghosttrain_Menu","sfx/ghost_train_load_01.ogg","sc/loading_shade.sc",
"ToyStory","true","sc/background_toystory.sc","bgr_toystory",,,,,"Disney_Buzz_Menu","sfx/brawl_story_logo_01.ogg",,
"Arcade","true","sc/background_arcade.sc","bgr_arcade",,,,,"Retro_Fight_Menu","sfx/brawl_fighting_load_01.ogg","sc/loading_starrforcemeeple.sc",
"Ollie","true","sc/background_ollie.sc","bgr_ollie",,,,,"Skatebeat_Menu_Music","sfx/ollie_load_jingle_01.ogg","sc/loading_ollie.sc",
"GoodRandoms","true","sc/background_goodrandoms.sc","bgr_goodrandoms",,,,,"Good_Randoms_Menu","sfx/goodrandoms_load_01.ogg","sc/loading_goodrandoms.sc",
"DarkSands",,"sc/background_darksands.sc","bgr_darksands",,,,,"Brawzaar_menu_muzak","sfx/hindu_brawl_loading_01.ogg","sc/loading_darksands.sc",
"Finx",,"sc/background_finnx.sc","bgr_finnx",,,,,"Finx_Menu_Music","sfx/finx_loading_jingle_01.ogg",,
"Superheroes",,"sc/background_superheroes.sc","bgr_superheroes",,,,,"Make_Heroes_Menu_Music","sfx/make_heroes_jingle_01.ogg","sc/loading_superheroes.sc",
"Lumi",,"sc/background_lumi.sc","bgr_lumi",,,,,"Lumi_Menu_Music","sfx/lumi_loading_jingle_01.ogg","sc/loading_lumi.sc",
"Uno",,"sc/background_aprilfools.sc","bgr_aprilfools",,,,,"Uno_Menu_Music","sfx/uno_loading_jingle_01.ogg","sc/loading_uno.sc",
"Retropolis25",,"sc/background_superheroes.sc","bgr_superheroes",,,,,"Retropolis_menu",,"sc/loading_retropolis25.sc",
