"Name","Type","Index","ProgressStart","Progress","Season","PrimaryRewardType","PrimaryRewardCount","PrimaryRewardExtraData","PrimaryRewardData","SecondaryRewardType","SecondaryRewardCount","SecondaryRewardExtraData","SecondaryRewardData"
"Premium_1_94",1,94,18600,200,1,16,10,,,,,,
"Premium_1_95",1,95,18800,200,1,19,1,,"emoji_champie_darksands",1,10,,
"Premium_1_96",1,96,19000,200,1,16,10,,,,,,
"Premium_1_97",1,97,19200,200,1,16,5,,,,,,
"Premium_1_98",1,98,19400,200,1,16,10,,,,,,
"Premium_1_99",1,99,19600,200,1,16,10,,,,,,
"Premium_1_100",1,100,19800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_0",2,0,-1,1,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_1",2,1,0,200,1,49,1,,"OverchargeStar",,,,
"Free_1_2",2,2,200,200,1,49,1,,"RankedStar",,,,
"Free_1_3",2,3,400,200,1,50,1,,,,,,
"Free_1_4",2,4,600,200,1,49,1,,"RankedStar",,,,
"Free_1_5",2,5,800,200,1,49,1,5,,,,,
"Free_1_6",2,6,1000,200,1,49,1,,"RankedStar",,,,
"Free_1_7",2,7,1200,200,1,50,1,,,,,,
"Free_1_8",2,8,1400,200,1,49,1,,"RankedStar",,,,
"Free_1_9",2,9,1600,200,1,50,1,,,,,,
"Free_1_10",2,10,1800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_11",2,11,2000,200,1,50,1,,,,,,
"Free_1_12",2,12,2200,200,1,49,1,,"RankedStar",,,,
"Free_1_13",2,13,2400,200,1,50,1,,,,,,
"Free_1_14",2,14,2600,200,1,16,5,,,,,,
"Free_1_15",2,15,2800,200,1,49,1,4,,,,,
"Free_1_16",2,16,3000,200,1,49,1,,"RankedStar",,,,
"Free_1_17",2,17,3200,200,1,50,1,,,,,,
"Free_1_18",2,18,3400,200,1,49,1,,"RankedStar",,,,
"Free_1_19",2,19,3600,200,1,50,1,,,,,,
"Free_1_20",2,20,3800,200,1,49,1,5,,,,,
"Free_1_21",2,21,4000,200,1,16,5,,,,,,
"Free_1_22",2,22,4200,200,1,49,1,,"RankedStar",,,,
"Free_1_23",2,23,4400,200,1,50,1,,,,,,
"Free_1_24",2,24,4600,200,1,49,1,,"RankedStar",,,,
"Free_1_25",2,25,4800,200,1,49,1,4,,,,,
"Free_1_26",2,26,5000,200,1,49,1,,"RankedStar",,,,
"Free_1_27",2,27,5200,200,1,50,1,,,,,,
"Free_1_28",2,28,5400,200,1,49,1,,"RankedStar",,,,
"Free_1_29",2,29,5600,200,1,50,1,,,,,,
"Free_1_30",2,30,5800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_31",2,31,6000,200,1,50,1,,,,,,
"Free_1_32",2,32,6200,200,1,49,1,,"RankedStar",,,,
"Free_1_33",2,33,6400,200,1,50,1,,,,,,
"Free_1_34",2,34,6600,200,1,16,5,,,,,,
"Free_1_35",2,35,6800,200,1,49,1,5,,,,,
"Free_1_36",2,36,7000,200,1,49,1,,"RankedStar",,,,
"Free_1_37",2,37,7200,200,1,50,1,,,,,,
"Free_1_38",2,38,7400,200,1,49,1,,"RankedStar",,,,
"Free_1_39",2,39,7600,200,1,50,1,,,,,,
"Free_1_40",2,40,7800,200,1,49,1,5,,,,,
"Free_1_41",2,41,8000,200,1,16,5,,,,,,
"Free_1_42",2,42,8200,200,1,49,1,,"RankedStar",,,,
"Free_1_43",2,43,8400,200,1,50,1,,,,,,
"Free_1_44",2,44,8600,200,1,49,1,,"RankedStar",,,,
"Free_1_45",2,45,8800,200,1,49,1,4,,,,,
"Free_1_46",2,46,9000,200,1,49,1,,"RankedStar",,,,
"Free_1_47",2,47,9200,200,1,50,1,,,,,,
"Free_1_48",2,48,9400,200,1,49,1,,"RankedStar",,,,
"Free_1_49",2,49,9600,200,1,50,1,,,,,,
"Free_1_50",2,50,9800,200,1,49,1,5,,,,,
"Free_1_51",2,51,10000,200,1,50,1,,,,,,
"Free_1_52",2,52,10200,200,1,49,1,,"RankedStar",,,,
"Free_1_53",2,53,10400,200,1,50,1,,,,,,
"Free_1_54",2,54,10600,200,1,16,5,,,,,,
"Free_1_55",2,55,10800,200,1,49,1,4,,,,,
"Free_1_56",2,56,11000,200,1,49,1,,"RankedStar",,,,
"Free_1_57",2,57,11200,200,1,50,1,,,,,,
"Free_1_58",2,58,11400,200,1,49,1,,"RankedStar",,,,
"Free_1_59",2,59,11600,200,1,50,1,,,,,,
"Free_1_60",2,60,11800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_61",2,61,12000,200,1,16,5,,,,,,
"Free_1_62",2,62,12200,200,1,49,1,,"RankedStar",,,,
"Free_1_63",2,63,12400,200,1,50,1,,,,,,
"Free_1_64",2,64,12600,200,1,49,1,,"RankedStar",,,,
"Free_1_65",2,65,12800,200,1,49,1,4,,,,,
"Free_1_66",2,66,13000,200,1,49,1,,"RankedStar",,,,
"Free_1_67",2,67,13200,200,1,50,1,,,,,,
"Free_1_68",2,68,13400,200,1,49,1,,"RankedStar",,,,
"Free_1_69",2,69,13600,200,1,50,1,,,,,,
"Free_1_70",2,70,13800,200,1,49,1,5,,,,,
"Free_1_71",2,71,14000,200,1,50,1,,,,,,
"Free_1_72",2,72,14200,200,1,49,1,,"RankedStar",,,,
"Free_1_73",2,73,14400,200,1,50,1,,,,,,
"Free_1_74",2,74,14600,200,1,16,5,,,,,,
"Free_1_75",2,75,14800,200,1,49,1,4,,,,,
"Free_1_76",2,76,15000,200,1,49,1,,"RankedStar",,,,
"Free_1_77",2,77,15200,200,1,50,1,,,,,,
"Free_1_78",2,78,15400,200,1,49,1,,"RankedStar",,,,
"Free_1_79",2,79,15600,200,1,50,1,,,,,,
"Free_1_80",2,80,15800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_81",2,81,16000,200,1,16,5,,,,,,
"Free_1_82",2,82,16200,200,1,49,1,,"RankedStar",,,,
"Free_1_83",2,83,16400,200,1,50,1,,,,,,
"Free_1_84",2,84,16600,200,1,49,1,,"RankedStar",,,,
"Free_1_85",2,85,16800,200,1,49,1,4,,,,,
"Free_1_86",2,86,17000,200,1,49,1,,"RankedStar",,,,
"Free_1_87",2,87,17200,200,1,50,1,,,,,,
"Free_1_88",2,88,17400,200,1,49,1,,"RankedStar",,,,
"Free_1_89",2,89,17600,200,1,50,1,,,,,,
"Free_1_90",2,90,17800,200,1,49,1,5,,,,,
"Free_1_91",2,91,18000,200,1,50,1,,,,,,
"Free_1_92",2,92,18200,200,1,49,1,,"RankedStar",,,,
"Free_1_93",2,93,18400,200,1,50,1,,,,,,
"Free_1_94",2,94,18600,200,1,16,5,,,,,,
"Free_1_95",2,95,18800,200,1,49,1,4,,,,,
"Free_1_96",2,96,19000,200,1,49,1,,"RankedStar",,,,
"Free_1_97",2,97,19200,200,1,50,1,,,,,,
"Free_1_98",2,98,19400,200,1,16,5,,"RankedStar",,,,
"Free_1_99",2,99,19600,200,1,49,1,5,,,,,
"Free_1_100",2,100,19800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Tail_1",3,0,0,0,1,49,1,5,,,,,
