"TID","CN"
"TID_LUCHADOR_ULTI","飞身肘击"
"TID_LUCHADOR_ULTI_DESC","艾尔·普里莫高高跃起，落地时施放强力肘击，能重创并击退所有单位。"
"TID_TRICKSHOT_DUDE","弹射机器人"
"TID_TRICKSHOT_DUDE_DESC","一个被更高级机器人淘汰掉的泳池清理机器人。现在弹射机器人依靠自己强大的角度计算能力成为了一名伟大的英雄。"
"TID_TRICKSHOT_DUDE_WEAPON","弹射子弹"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","弹射机器人射出的子弹击中除敌人外的任何东西后都会进行弹射，这一特性使它可以攻击到躲在掩体后的敌人。"
"TID_TRICKSHOT_DUDE_ULTI","魔术射击"
"TID_TRICKSHOT_DUDE_ULTI_DESC","弹射机器人射出一长串子弹，子弹可以在墙面反弹并射穿所有敌人。"
"TID_CACTUS","斯派克"
"TID_CACTUS_DESC","这个奇怪的沙漠居民是他们种族中的最后一人。\n真是这样吗...？"
"TID_CACTUS_WEAPON","尖刺炸弹"
"TID_CACTUS_WEAPON_DESC","斯派克投掷出一个小仙人掌，仙人掌爆炸后会向不同方向发射尖刺。"
"TID_CACTUS_ULTI","针刺狂欢"
"TID_CACTUS_ULTI_DESC","斯派克邀请大家参与尖刺狂欢！对范围内的敌人造成伤害并减缓他们的移动速度。"
"TID_BARKEEP","巴利"
"TID_BARKEEP_DESC","巴利原本只想做一个普普通通的酒保。现在他打磨好了身上的零件——蒸汽涌现，酒瓶飞扬！"
"TID_BARKEEP_WEAPON","酒瓶冲击"
"TID_BARKEEP_WEAPON_DESC","巴利投掷出的酒瓶破碎后会溅射出腐蚀性的液体，对经过液体溅射区域的敌人造成伤害。"
"TID_BARKEEP_ULTI","盛情款待"
"TID_BARKEEP_ULTI_DESC","这个是免费赠送的！巴利投掷出多个燃烧酒瓶，让一大片区域燃起熊熊烈火。坏人都滚远点！"
"TID_MECHANIC","杰西"
"TID_MECHANIC_DESC","杰西是个乡下来的天才少女，她竟然可以用一堆废铜烂铁做出威力十足的炮台。"
"TID_MECHANIC_WEAPON","震击步枪"
"TID_MECHANIC_WEAPON_DESC","杰西的个人发明，震击步枪通过发射能量球来打击敌人，能量球在能量耗尽前最多可以击中三个目标。"
"TID_MECHANIC_ULTI","架设炮台"
"TID_MECHANIC_ULTI_DESC","杰西仅用一些金属残片就可以造出一座炮塔，简直是个天才！"
"TID_SHAMAN","妮塔"
"TID_SHAMAN_DESC","小脚丫妮塔是众多部族萨满中的年纪最小的一位，她的灵兽是大宝贝熊。"
"TID_SHAMAN_WEAPON","冲击波"
"TID_SHAMAN_WEAPON_DESC","妮塔向前方发射一道冲击波，冲击波会震裂大地并对波及的敌人造成伤害。"
"TID_SHAMAN_ULTI","召唤熊灵"
"TID_SHAMAN_ULTI_DESC","妮塔召唤出大宝贝熊，并驱使它重创眼前的敌人。"
"TID_UNDERTAKER","莫提斯"
"TID_UNDERTAKER_DESC","莫提斯的工作就是将人埋葬。尽管他骨瘦如柴，满面沧桑，但他的移动速度相当惊人。"
"TID_UNDERTAKER_WEAPON","铁铲扫击"
"TID_UNDERTAKER_WEAPON_DESC","善于创造商机的莫提斯总是喜欢拿着他锋利的铁铲向前冲。"
"TID_UNDERTAKER_ULTI","生命之血"
"TID_UNDERTAKER_ULTI_DESC","莫提斯召唤出一群蝙蝠，伤害敌人的同时能为自身恢复生命值，太恐怖了！"
"TID_CROW","黑鸦"
"TID_CROW_DESC","这个高深莫测的生物只在小镇上出现过一天，没有人敢碰他的羽毛——不会再有人了。"
"TID_CROW_WEAPON","淬毒匕首"
"TID_CROW_WEAPON_DESC","黑鸦向三个方向投掷出淬毒匕首，被匕首伤到的对手会受到持续性伤害。"
"TID_CROW_ULTI","俯冲突袭"
"TID_CROW_ULTI_DESC","黑鸦暂时飞到空中，在他起飞和落地的瞬间会向周围投掷出一圈淬毒的匕首。"
"TID_DEAD_MARIACHI","波科"
"TID_DEAD_MARIACHI_DESC","在自己的粉丝都被对手乐队吸引走后，波科醒着的每分每秒都在尝试找到那最美的旋律，他想要赢回自己失去的一切。"
"TID_DEAD_MARIACHI_WEAPON","强袭之音"
"TID_DEAD_MARIACHI_WEAPON_DESC","波科弹吉他时会放出一波接一波刺耳的琴声，对被音浪波及的对手造成伤害。"
"TID_DEAD_MARIACHI_ULTI","愈世之音"
"TID_DEAD_MARIACHI_ULTI_DESC","波科弹奏出一段振奋人心的旋律，使自己和一定范围内的队友生命值得到恢复！安可！"
"TID_BOW_DUDE","阿博"
"TID_BOW_DUDE_DESC","驯鹰猎人阿博是部族历史上最伟大的弓箭手，他射出的箭看上去朴实无华，威力却不容小窥！"
"TID_BOW_DUDE_WEAPON","鹰眼射击"
"TID_BOW_DUDE_WEAPON_DESC","阿博一次发射三枚爆炸性箭矢，这些箭矢会像鹰爪一般抓伤对手。"
"TID_BOW_DUDE_ULTI","爆炸陷阱"
"TID_BOW_DUDE_ULTI_DESC","阿博在地下埋上爆炸性的陷阱，踩到陷阱的敌人会被炸飞！"
"TID_SNIPER","小胡椒"
"TID_SNIPER_DESC","小胡椒德拉普瑞姆一直都是一位绝色女英雄，她身手十分全面，她的精准射击技巧更是炉火纯青。"
"TID_SNIPER_WEAPON","阳伞秘枪"
"TID_SNIPER_WEAPON_DESC","小胡椒的特制阳伞可以从伞顶发射子弹狙击敌人，子弹飞行的距离越远，造成的伤害越大！"
"TID_SNIPER_ULTI","触不可及"
"TID_SNIPER_ULTI_DESC","小胡椒向一旁跳开，以躲避那些企图接近她的\q追求者\q。不过她还是会让他们感受一点名媛的\q青睐\q：三颗藏在她吊带袜中的手榴弹。"
"TID_MINIGUN_DUDE","帕姆"
"TID_MINIGUN_DUDE_DESC","帕姆是一名拥有钢铁般意志的女士，她把扩张后的拾荒者家族管理得井然有序。"
"TID_MINIGUN_DUDE_WEAPON","废料风暴"
"TID_MINIGUN_DUDE_WEAPON_DESC","帕姆处理金属废料的方式简单粗暴：将它们塞进喷射器里然后一股脑地射向坏人！"
"TID_MINIGUN_DUDE_ULTI","母爱如水"
"TID_MINIGUN_DUDE_ULTI_DESC","在战斗中受伤在所难免。有了治疗炮台的帮助，帕姆的慈母之吻能够使受伤的心灵和躯体得到安慰！"
"TID_BONE_THROWER","白面枪手"
"TID_BONE_THROWER_DESC","不要小看这个枪手！他能随手拿起巨型机关枪，轻松扫平无数坏蛋。"
"TID_BONE_THROWER_WEAPON","重型机关枪"
"TID_BONE_THROWER_WEAPON_DESC","这个大个子能够轻而易举拿起这架巨大的机关枪，甚至能一边开火一边前进！"
"TID_BONE_THROWER_ULTI","绷带分发装置"
"TID_BONE_THROWER_ULTI_DESC","枪林弹雨中不免会受些皮肉伤，而这台绷带分发装置能让您和您的队友都保持奋战的活力。"
"TID_BLACK_HOLE","塔拉"
"TID_BLACK_HOLE_DESC","这位来自远方的神秘人为了解读众人的命运而来。你的塔罗牌上写了什么？只有简单的两个字：战败！"
"TID_BLACK_HOLE_WEAPON","三重塔罗"
"TID_BLACK_HOLE_WEAPON_DESC","塔拉轻抖手腕，以迅雷之势甩出三张塔罗牌射伤对手。这技艺真是出神入化！"
"TID_BLACK_HOLE_ULTI","重力漩涡"
"TID_BLACK_HOLE_ULTI_DESC","塔拉的最强幻术便是无情地将所有观众吸入旋涡，被吸入漩涡的人头撞头时肯定很痛！"
"TID_STAT_DAMAGE_PER_SECOND","每秒伤害"
"TID_STAT_DAMAGE_PER_SECOND_EACH","每秒伤害"
"TID_STAT_DAMAGE_PER_STRIKE","每击伤害"
"TID_ROBOT","副官艾恩斯"
"TID_ROBOT_DESC","为服务而生，为破坏代言。"
"TID_ROBOT_WEAPON","狙击火箭"
"TID_ROBOT_WEAPON_DESC","副官艾恩斯利用与生俱来的机械精度发射爆炸火箭，可以攻击到超远距离外的敌军。"
"TID_ROBOT_ULTI","密集打击"
"TID_ROBOT_ULTI_DESC","如果需要使用非常手段，副官艾恩斯可以发射大量火箭，这些火箭将从天而降，对密集的敌军造成重大打击。"
"TID_ARMOR_STAT","生命值"
"TID_HEALTH","生命值"
"TID_STAT_GRENADE_DAMAGE","单个手榴弹伤害"
"TID_STAT_MISSILE_DAMAGE","单发火箭伤害"
"TID_STAT_HEALTH","生命值"
"TID_STAT_SPEED","速度"
"TID_STAT_DAMAGE","伤害"
"TID_STAT_DAMAGE_PER_SHOT","单发伤害"
"TID_STAT_DAMAGE_PER_SHELL","单发霰弹伤害"
"TID_STAT_HAMMER_DAMAGE","每0.2秒伤害"
"TID_BATTLE","对战"
"TID_QUIT","退出"
"TID_MATCHMAKING_QUIT","退出"
"TID_MATCHMAKING_HEADING","正在搜索玩家"
"TID_MATCHMAKING_TIME_LABEL","离对战开始还有："
"TID_MATCHMAKING_PLAYERS","已找到玩家 <x>/<y>"
"TID_BUTTON_CANCEL","取消"
"TID_BUTTON_OK","确定"
"TID_ENTER_NAME_TITLE","欢迎来到《荒野乱斗》！"
"TID_ENTER_NAME_BODY","您叫什么名字？"
"TID_TIME_DAYS","天"
"TID_TIME_HOURS","小时"
"TID_TIME_MINS","分"
"TID_TIME_SECS","秒"
"TID_MATCHMAKING_TIME","<TIME>后开始"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","错误！"
"TID_ERROR_POP_UP_OUT_OF_SYNC","客户端与服务器不同步！"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","重新加载"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","连接错误"
"TID_ERROR_POP_UP_CONNECTION_FAILED","无法连接服务器，请检查您的网络连接后再次尝试。"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","重试"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","登录失败"
"TID_ERROR_POP_UP_LOGIN_FAILED","请稍后再次尝试。"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","重试"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","还在吗？"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","点击下方按钮重新载入游戏。"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","重新载入游戏"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","可以更新啦！"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","好消息！《荒野乱斗》有新版本啦。"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","更新"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","系统维护中"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","抱歉，服务器正在维护。请您先休息一会儿，稍后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","重试"
"TID_ERROR_POP_UP_BANNED_TITLE","您的账号已被封禁！"
"TID_ERROR_POP_UP_BANNED","您的账号已被临时封禁"
"TID_ERROR_POP_UP_BANNED_BUTTON","确定"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","联系玩家支持"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","查看详情"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","重要通知"
"TID_INFO_POP_UP_IAP_NOTE","《荒野乱斗》是一款免费游戏，但您可以使用应用内购买加速游戏进度（您可以在设备的设置中关闭此购买功能）。轻按确定以接受我们的服务条款与隐私保护政策。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","确定"
"TID_SERVER_ERROR_TITLE","服务器错误<number>"
"TID_SERVER_ERROR","您在战斗时掉线了。"
"TID_SERVER_ERROR_BUTTON","确定"
"TID_COME_BACK_NOTIFICATION_SMALL","再来一局对战？"
"TID_COME_BACK_NOTIFICATION_MEDIUM","再来一局对战？"
"TID_COME_BACK_NOTIFICATION_LARGE","再来一局对战？"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","连接中断"
"TID_ERROR_POP_UP_CONNECTION_LOST","请重新登录！"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","重新登录"
"TID_TROPHIES","奖杯"
"TID_PRACTICE","人机对战"
"TID_READY","准备就绪"
"TID_BATTLE_END_TITLE_VICTORY","胜利！"
"TID_BATTLE_END_TITLE_DEFEAT","对方获胜"
"TID_BATTLE_END_TITLE_DRAW","平局"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","存活了<TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","您是第1名！"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","第<RANK>名"
"TID_BATTLE_END_TVST_DRAW_DESC","平局，双方收集了同等数量的水晶！"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","您在<TIME>内击败了首领"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","您存活了<TIME>"
"TID_BATTLE_END_RETURN_HOME","返回主界面"
"TID_BATTLE_END_NEXT","下一步"
"TID_BATTLE_END_TAP","轻击以继续"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","对抗电脑不会获得奖杯"
"TID_BATTLE_END_XP_CAPPED","已获得所有的活动经验"
"TID_RESPAWNING","<n1>秒后重生"
"TID_TEAM_ENTRY_GAME_INFO","位于<LOC>的<MODE>"
"TID_TEAM_MEMBER_LEFT_0","您已退出房间。"
"TID_TEAM_MEMBER_LEFT_1","您已被踢出了房间。"
"TID_TEAM_MEMBER_LEFT_2","活动结束，房间已关闭。"
"TID_TEAM_MEMBER_LEFT_3","房主退出了房间，房间已关闭。"
"TID_TEAM_GAME_STARTING","游戏开始"
"TID_TEAM_CODE_COPIED","房间代码已复制到剪贴板"
"TID_TEAM_ERROR_1","房间服务器错误"
"TID_TEAM_ERROR_2","无法加入房间，房间已满。"
"TID_TEAM_ERROR_3","无法加入房间，房间已关闭。"
"TID_TEAM_ERROR_4","无法加入房间，您尚未解锁该房间要求的英雄。"
"TID_TEAM_ERROR_5","房间代码无效，请检查房间代码是否正确。"
"TID_TEAM_ERROR_6","根据该房间代码未找到相应房间。"
"TID_TEAM_ERROR_7","无法加入房间，您无法加入踢出过您的房间。"
"TID_TEAM_ERROR_8","请检查队伍分配，任何队伍的人数都不能超过3人。"
"TID_TEAM_ERROR_9","无法加入房间，您尚未解锁该房间要求的英雄。"
"TID_TEAM_ERROR_10","无法创建房间，您已经加入了一个房间。"
"TID_TEAM_ERROR_11","无法加入房间，活动已结束。"
"TID_TEAM_ERROR_12","无法加入房间，房间已过期。"
"TID_TEAM_ERROR_14","无法创建房间，该活动不支持组队游戏。"
"TID_TEAM_ERROR_15","无法加入房间，您所处的地区与房间所处的地区不符。"
"TID_TEAM_ERROR_16","无法加入房间，您尚未解锁该房间的活动。"
"TID_TEAM_ERROR_17","无法开始游戏，不允许使用相同的英雄。"
"TID_TEAM_ERROR_18","无法开始游戏，系统即将维护。"
"TID_TEAM_ERROR_19","房主在线时无法踢出房主。"
"TID_TEAM_ERROR_20","无法更换地区，该地区玩家数量过多"
"TID_TEAM_ERROR_21","无法开始游戏，没有足够的门票"
"TID_SELECT_LOCATION_TITLE","选择地点"
"TID_TEAM_SEARCH_INVALID_CODE","房间代码无效，请检查房间代码是否正确。"
"TID_TEAM_JOIN","加入"
"TID_TEAM_CANCEL_READY","取消"
"TID_TEAM_TEAMCODE","房间代码"
"TID_TEAM_TEAMCODE_DESC","您的好友可以通过该房间代码加入这个房间"
"TID_TEAM_WAITING_FOR_PLAYER","通过房间代码邀请"
"TID_TEAMCREATE_EVENT","位置"
"TID_TEAM_KICK","踢出"
"TID_TEAM_SWAP","更换队伍"
"TID_TEAM_SWAP_HERE","更换至此处"
"TID_TEAM_CREATOR_ONLY_FEATURE","仅房主可用"
"TID_TEAM_TOGGLE_TEAM","切换队伍"
"TID_TEAM_SIDE_LABEL","队伍</c>"
"TID_TEAM_SIDE_2","<c999999>随机</c>"
"TID_TEAM_SIDE_0","<cffd700>A</c>"
"TID_TEAM_SIDE_1","<c00ffff>B</c>"
"TID_BONUS_REWARD","3胜额外奖励："
"TID_BONUS_REWARD_COLLECTED","额外奖励已领取"
"TID_INFO_SERVER_ERROR_TITLE","服务器错误"
"TID_INFO_SERVER_ERROR_BUTTON","重新载入游戏"
"TID_RARITY_NAME_1","稀有"
"TID_RARITY_NAME_2","罕见"
"TID_RARITY_NAME_3","史诗"
"TID_RARITY_NAME_4","神秘"
"TID_RARITY_NAME_5","传奇"
"TID_RARITY_COLOR_0","3fc396"
"TID_RARITY_COLOR_1","a9f25d"
"TID_RARITY_COLOR_2","4db3ff"
"TID_RARITY_COLOR_3","e795ff"
"TID_RARITY_COLOR_4","ff786c"
"TID_RARITY_COLOR_5","ffe35f"
"TID_RANK_UP_POPUP_TITLE","排名提升！"
"TID_RANK_UP_POPUP_REWARD_BONUS","排名提升奖励"
"TID_RANK_UP_POPUP_RANK","排名<RANK>"
"TID_NAME_FAILED_TOO_SHORT","昵称太短！"
"TID_NAME_FAILED_PROFANITIES","昵称不符合要求！"
"TID_NAME_FAILED","昵称不符合要求！"
"TID_EVENT_STARTED","<LOCATION>现已开放！可以收集新的奖励啦！"
"TID_SELECT_HERO_INFO_1","<cFF8000>玩家对抗玩家</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>玩家对抗电脑</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>单人人机对战</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>玩家对抗玩家</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>单人人机对战</c>"
"TID_NAVI_1","商店"
"TID_NAVI_3","对战"
"TID_NAVI_4","英雄"
"TID_LEADERBOARD_TAB_TOTAL","总奖杯数"
"TID_LEADERBOARD_TAB_HEROES","英雄"
"TID_LEADERBOARD_TAB_CLANS","战队"
"TID_LEADERBOARD_TAB_FRIENDS","好友"
"TID_BATTLE_MAIN_NEXT_REWARD","下一奖励：<VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","<TIME>后开放新的区域"
"TID_BATTLE_MAIN_COLLECTED_COINS","已收集<VALUE>"
"TID_HERO_INFO_ARMOR","生命值"
"TID_HERO_INFO_ABILITY","攻击"
"TID_HERO_INFO_ULTI","超级技能"
"TID_HERO_INFO_BACK","返回"
"TID_HERO_INFO_UPGRADE","升级"
"TID_HERO_INFO_ABILITY_LEVEL","等级 <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","购买英雄"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_MATCHMAKE_FAILED_5","匹配失败：活动已结束"
"TID_MATCHMAKE_FAILED_7","匹配失败：有房间成员已断开连接"
"TID_MATCHMAKE_FAILED_9","匹配失败：维护即将开始"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","蓝队即将获胜："
"TID_ENEMY_TEAM_WINNING","红队即将获胜："
"TID_OWN_TEAM","蓝队"
"TID_ENEMY_TEAM","红队"
"TID_COUNTDOWN","倒计时"
"TID_HERO_LIST_LABEL","英雄"
"TID_HERO_LIST_DO_GATCHA","购买乱斗宝箱"
"TID_HERO_LOCKED_CANNOT_VIEW","点击\q随机抽取\q按钮以解锁新英雄"
"TID_DAILY_COINS_COLLECTED","已收集"
"TID_TEAM_BATTLE","创建"
"TID_TEAM_UNREADY","尚未就绪"
"TID_TEAM_WAITING_WHILE_READY","您已准备就绪！\n等待其他玩家。"
"TID_GATCHA_SCREEN_NEW_HERO","新<c<COLOR>><NAME></c>英雄"
"TID_GATCHA_SCREEN_EXISTING_HERO","重复英雄：<NAME>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","剩余宝箱：<AMOUNT>"
"TID_GATCHA_SCREEN_OK","太棒了！"
"TID_GATCHA_SCREEN_TAP","轻击！"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","活动门票"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","使用这些门票来参加正在进行的<NAME>活动"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","使用这些门票来参加即将开始的<NAME>活动"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","双倍金币"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","您通过对战获得金币时将额外获得该数量的金币！"
"TID_GATCHA_SCREEN_COIN_BOOSTER_HEADER","金币加成"
"TID_GATCHA_SCREEN_COIN_BOOSTER_VALUE","+ <TIME>天"
"TID_GATCHA_SCREEN_COIN_BOOSTER_DESC","您通过所有途径获得金币时将额外获得50%的金币"
"TID_NAVI_BLOCKED_1","准备就绪时无法切换页面！"
"TID_TEAM_MEMBER_INFO_READY","<NAME>正在等待其他玩家准备就绪"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME>尚未做好准备"
"TID_TEAM_MEMBER_INFO_SELF_READY","准备就绪时无法更换英雄！"
"TID_TEAM_CHANGE_EVENT_BLOCKED","准备就绪时无法更换活动！"
"TID_TEAM_NO_MEMBER_INFO","手动分享房间代码，您的好友可以通过该房间代码加入房间"
"TID_TEAM_INFO_TEAM_CODE","将房间代码分享给好友，邀请他们加入您的游戏房间！\n\n再次点击以复制至剪贴板。"
"TID_FREEZER","冷冻者"
"TID_GAME_OVER","对战结束"
"TID_LEVEL","等级<LVL>"
"TID_PLAYERS_IN_MM","有玩家正在匹配中！"
"TID_ONLINE_INFO","在线玩家：<ONLINE> 匹配中：<MATCHMAKE> 对战中：<BATTLES>"
"TID_INPUT_NAME","在这输入您的名称"
"TID_LEADERBOARD_YOUR_SCORE","您的分数"
"TID_LEADERBOARD_YOUR_RANK","您的排名"
"TID_LEADERBOARD_HIGHEST_SCORE","您的最高分数"
"TID_LEADERBOARD_LOCAL","本地 (<COUNTRY>)"
"TID_REGION_0","北美"
"TID_REGION_1","亚洲"
"TID_SET_REGION_RESULT_0","地区已成功切换至<REGION>"
"TID_SET_REGION_RESULT_1","地区切换失败：您需要退出战队才能切换"
"TID_SET_REGION_RESULT_2","地区切换失败：您需要退出房间才能切换"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","水晶争夺战"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","收集并守住10颗水晶！"
"TID_BATTLE_END_MY_TEAM","己方队伍"
"TID_BATTLE_END_ENEMY_TEAM","敌方队伍"
"TID_BACK","返回"
"TID_CARD_CRAFT_ERROR_2","没有足够的圣水，圣水可以通过乱斗宝箱获得"
"TID_CARD_CRAFT_ERROR_3","没有足够的筹码，筹码可以通过乱斗宝箱获得"
"TID_UNLOCK_SKIN_ERROR_1","宝石数量不够"
"TID_EXPERIENCE_LEVEL","经验等级"
"TID_BOT_1","机器人1号"
"TID_BOT_2","机器人2号"
"TID_BOT_3","机器人3号"
"TID_BOT_4","机器人4号"
"TID_BOT_5","机器人5号"
"TID_BOT_6","机器人6号"
"TID_BOT_7","机器人7号"
"TID_BOT_8","机器人8号"
"TID_BOT_9","机器人9号"
"TID_CRAFT_HERO_TITLE","购买英雄"
"TID_CRAFT_HERO_BUTTON_LABEL","购买"
"TID_UNLOCK_SKIN_TITLE","购买皮肤"
"TID_UNLOCK_SKIN_BUTTON_LABEL","购买"
"TID_HERO_LIST_TOTAL_TROPHIES","总奖杯数"
"TID_TOP_TOOL_TIP_1","金币可以从新活动和对战中获得。\n\n金币可用于打开宝箱。"
"TID_GAME_MODE_0","水晶争夺战"
"TID_GAME_MODE_0_DESC","率先收集到并守住10颗水晶至倒计时结束的队伍获胜！英雄收集到的水晶会在其阵亡时散落四周。"
"TID_GAME_MODE_2","金库劫案"
"TID_GAME_MODE_2_DESC","一支队伍保护保险箱，另一支队伍则要设法把它打开。惊喜来了！你无法预知自己会属于哪一方！"
"TID_GAME_MODE_3","赏金模式"
"TID_GAME_MODE_3_DESC","击败对方英雄可以获得赏金之星，英雄头上的赏金之星越多意味着该英雄的赏金越高。时间结束时赏金之星更多的队伍获胜！"
"TID_GAME_MODE_6","荒野决战"
"TID_GAME_MODE_6_DESC","击败其余的九名玩家并成为最后的生还者，非常时刻得使用一些非常手段，毕竟你只有一条命。"
"TID_GAME_MODE_5","乱斗足球"
"TID_GAME_MODE_5_DESC","进两个球即可获得胜利！"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","首胜"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","军衔提升"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","等级提升"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","胜利"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","失败"
"TID_BATTLE_END_GAIN_LABEL_DRAW","平局"
