"TID","MS"
"TID_CC_POPUP_OUT_OF_LIVES","TIADA BAKI PERCUBAAN"
"TID_CC_POPUP_BUY_LIVES","BELI <NUM> LAGI?"
"TID_CC_POPUP_COMPLETED","CABARAN SELESAI"
"TID_CC_POPUP_LEVEL","PERINGKAT <LEVEL>"
"TID_CC_POPUP_WIN","KEMENANGAN"
"TID_CC_POPUP_LOSSES","KEKALAHAN"
"TID_QUALIFIED_TITLE","Kelayakan dalam talian DIBUKA!"
"TID_QUALIFIED_INFO","Wah, anda memenangi Cabaran Kejuaraan! HEBAT!\n\nUntuk meneruskan perjalanan ke KEJUARAAN BRAWL STARS, pergi ke <cFFE400><URL></c>"
"TID_QUALIFIED_INFO_HUB","Wah, anda telah memenangi Cabaran Kejuaraan! HEBAT!\n\nUntuk meneruskan perjalanan anda di KEJUARAAN BRAWL STARS, pergi ke bahagian E-SUKAN yang baharu di skrin Berperingkat!"
"TID_QUALIFIED_INFO_PSG","Tahniah, anda memenangi PSG CUP! Anda telah membuka kulit Shelly PSG!"
"TID_QUALIFIED_GO","PERGI!"
"TID_EVENT_LABEL_CHAMPIONSHIP_CHALLENGE","CABARAN KEJUARAAN"
"TID_BATTLE_END_CC_WIN_LABEL","GANJARAN KEMENANGAN #<AMOUNT>"
"TID_BATTLE_END_CC_DEFEAT_0","Cabaran tamat\nCuba lagi lain kali!"
"TID_BATTLE_END_CC_DEFEAT_1","Anda akan disingkirkan selepas satu lagi kekalahan. Teruskan berusaha!"
"TID_BATTLE_END_CC_DEFEAT_2","Anda telah kalah tapi masih boleh meneruskannya!"
"TID_BATTLE_END_CC_DRAW_DESC","Main lagi untuk menang!"
"TID_BATTLE_END_CC_QUALIFY_LABEL","LAYAK!"
"TID_BATTLE_END_CC_QUALIFY_INFO","Tahniah! Anda layak untuk peringkat seterusnya dalam Kejuaraan Brawl Stars.\nSemak peti masuk untuk maklumat lanjut."
"TID_PRO_LEAGUE_INFO_POPUP_TITLE","Ganjaran Liga ARENA BINTANG"
"TID_PRO_LEAGUE_INFO_POPUP_INFO","Ganjaran berdasarkan\nmata akhir anda"
"TID_PRO_LEAGUE_INFO_POPUP_RANK","Kedudukan"
"TID_PRO_LEAGUE_INFO_POPUP_POINTS","Mata"
"TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO","Ganjaran tambahan kerana mencapai\ntempat atas papan pemimpin global"
"TID_PRO_LEAGUE_POPUP_REWARDS_LABEL","GANJARAN AKHIR LIGA ARENA BINTANG"
"TID_PRO_LEAGUE_POPUP_LEADERBOARDS_LABEL","CARTA KEDUDUKAN LIGA"
"TID_PRO_LEAGUE_SEASON_END_TIME","LIGA TAMAT DALAM"
"TID_PRO_LEAGUE_POPUP_TITLE","ARENA BINTANG"
"TID_EVENT_LABEL_PRO_LEAGUE","ARENA BINTANG"
"TID_PRO_LEAGUE_POPUP_INFO","Uji kemahiran anda di ARENA BINTANG! Bertanding dalam tiga perlawanan harian untuk memanjat carta kedudukan liga. Apabila liga tamat, anda akan dapat mata bintang berdasarkan mata dan kedudukan anda dalam carta kedudukan liga global."
"TID_PRO_LEAGUE_POPUP_CURRENT_SEASON","LIGA SEMASA"
"TID_PRO_LEAGUE_POPUP_PREVIOUS_SEASON","LIGA TERDAHULU"
"TID_PRO_LEAGUE_LABEL","ARENA BINTANG"
"TID_TEAM_ERROR_38","Pilih Brawler TAHAP KUASA 10!"
"TID_TEAM_ERROR_39","Tiada baki permainan ARENA BINTANG untuk hari ini!"
"TID_PRO_LEAGUE_GAMES","<GAMESLEFT>/<MAXGAMES> BAKI PERTEMPURAN"
"TID_PRO_LEAGUE_SEASON_END_POPUP_TITLE","LIGA ARENA BINTANG TELAH TAMAT"
"TID_PRO_LEAGUE_SEASON_END_POPUP_FINAL_POINTS","Mata Anda"
"TID_PRO_LEAGUE_SEASON_END_POPUP_FINAL_RANK","Tahap Anda"
"TID_PRO_LEAGUE_SEASON_END_POPUP_STAR_POINTS","Ganjaran Mata Bintang"
"TID_PRO_LEAGUE_SEASON_END_INFO_SHORT","GANJARAN ARENA BINTANG: Dapat<AMOUNT> <cff00ff>mata bintang</c>!"
"TID_EVENT_DETAILS_PRO_LEAGUE_OVERWHELMING_VICTORY","Menang Epik (+3 mata):"
"TID_OVERWHELMING_VICTORY_GMV_0","Menang sebelum permata ke-15 diwujudkan"
"TID_OVERWHELMING_VICTORY_GMV_5","Menang 2-0"
"TID_OVERWHELMING_VICTORY_GMV_2","Menang dengan setidaknya baki 60% nilai nyawa pada peti keselamatan anda"
"TID_OVERWHELMING_VICTORY_GMV_11","Menang dengan setidaknya baki 80% nilai nyawa pada IKE anda"
"TID_OVERWHELMING_VICTORY_GMV_3","Menang setidaknya lebih 10 bintang daripada musuh"
"TID_PRO_LEAGUE_SCORING_RULE_GAME_MODE_0","Dapatkan mata berdasarkan kedudukan anda dalam perlawanan"
"TID_PRO_LEAGUE_SCORING_RULE_GAME_MODE_2","Dapat 30 mata untuk kemenangan, 15 mata untuk seri dan 5 mata untuk kekalahan"
"TID_BATTLE_END_PRO_LEAGUE_POINTS_LABEL","MATA"
"TID_DOUBLE_TOKEN_WEEKEND","ACARA XP BERGANDA"
"TID_COIN_SHOWER_EVENT","HUJAN SYILING"
"TID_CHROMA_CREDITS_SHOWER_EVENT","HUJAN KROMA"
"TID_MASTERY_POINTS_BOOST_EVENT","KEGILAAN PENGUASAAN"
"TID_SKINS_TITLE","KULIT"
"TID_SKINS_BUTTON_LABEL","KULIT"
"TID_SKIN_PREVIEW","LIHAT KULIT"
"TID_DEFAULT_SKIN","KULIT LALAI <HERO>"
"TID_HERO_LVL_UP_MATERIAL","syiling"
"TID_TOKENS","token"
"TID_FIRST_WINS","Token Bintang"
"TID_CLUB_COINS","Syiling Kelab"
"TID_BUTTON_INBOX","PETI MASUK"
"TID_INBOX_TITLE","PETI MASUK"
"TID_INBOX_SYSTEM_SENDER","Sistem"
"TID_INBOX_SUPPORT_SENDER","Sokongan Brawl Stars"
"TID_INBOX_BRAWLSTARS_SENDER","Brawl Stars"
"TID_INBOX_AGE","<TIME> lalu"
"TID_INBOX_CLAIM","TUNTUT"
"TID_INBOX_VIEW","LIHAT"
"TID_INBOX_TAB_0","MEL KELAB"
"TID_INBOX_TAB_1","PERIBADI"
"TID_INBOX_NO_ENTRIES","TIADA ENTRI"
"TID_INBOX_CAPTION_101","PEMBERIAN: NAIK TARAF BRAWL PASS PLUS"
"TID_INBOX_CAPTION_100","PEMBERIAN: BRAWL PASS PLUS"
"TID_INBOX_CAPTION_99","Liga Trofi telah tamat"
"TID_INBOX_CAPTION_94","Pemberian kulit: <NAME>"
"TID_INBOX_CAPTION_93","Pemberian Brawler: <NAME>"
"TID_INBOX_CAPTION_93_WITH_LEVEL","Pemberian Brawler: <NAME> (Tahap kuasa <LEVEL>)"
"TID_INBOX_CAPTION_92","Pemberian <AMOUNT> Mata Kuasa untuk <NAME>"
"TID_INBOX_CAPTION_91","Pemberian <AMOUNT> tiket"
"TID_INBOX_CAPTION_90","Pemberian <AMOUNT> <NAME>"
"TID_INBOX_CAPTION_89","Pemberian <AMOUNT> Permata"
"TID_INBOX_CAPTION_88","Pemberian <AMOUNT> Gandaan XP"
"TID_INBOX_CAPTION_85","Pembatalan <AMOUNT> Permata"
"TID_INBOX_CAPTION_84_4","Pemberian Kuasa Bintang <ABI> untuk <NAME>"
"TID_INBOX_CAPTION_84_5","Pemberian Alat <ABI> untuk <NAME>"
"TID_INBOX_CAPTION_84_6","Pendermaan hipercas <ABI> kepada <NAME>"
"TID_INBOX_CAPTION_78","Pangkat Brawler 21-30 dah tiba!"
"TID_INBOX_CAPTION_76","Kelayakan dalam talian DIBUKA!"
"TID_INBOX_CAPTION_75","Ganjaran kemenangan <CHALLENGE>:\n<NAME>"
"TID_INBOX_CAPTION_74","Pampasan tiket"
"TID_INBOX_CAPTION_73","PEMBERIAN: BRAWL PASS"
"TID_INBOX_CAPTION_72_52","PEMBERIAN: PIN"
"TID_INBOX_CAPTION_71","PEMBERIAN: <AMOUNT> TOKEN UNTUK BRAWL PASS MUSIM <SEASON>"
"TID_INBOX_CAPTION_70","Ganjaran kemenangan <CHALLENGE>:"
"TID_INBOX_CAPTION_64","Pemberian: <AMOUNT>x <NAME>"
"TID_INBOX_CAPTION_DONATION","PEMBERIAN: <TEXT>"
"TID_INBOX_NEW","BAHARU!"
"TID_BAND_MAIL_POPUP_TITLE","MEL KELAB"
"TID_BAND_MAIL_POPUP_DEFAULT_TXT","tulis mesej anda di sini..."
"TID_BAND_MAIL_POPUP_POST","SIAR"
"TID_BAND_MAIL_POPUP_NO_MSG","Jangan lupa masukkan mesej"
"TID_FEATURE_DISABLED_FOR_DEMO_ACCOUNTS","Ciri ini tidak tersedia untuk akaun demonstrasi"
"TID_REVOKE_TITLE","Mesej Daripada Sokongan"
"TID_REVOKE_OK","Faham"
"TID_TEAM_REQEST_JOIN_FAIL_UNMERGEABLE_TEAMS","Tidak boleh menghantar permintaan penyertaan. Anda sudah berada dalam pasukan"
"TID_TEAM_REQEST_JOIN_FAIL_PENDING_INVITE","Tidak boleh menghantar permintaan penyertaan. Anda mempunyai jemputan pasukan tertangguh"
"TID_TEAM_REQEST_JOIN_FAIL_PENDING_JOIN_REQUEST","Tidak boleh menghantar permintaan penyertaan. Anda mempunyai permintaan penyertaan tertangguh"
"TID_TEAM_REQUEST_JOIN_REQUEST_CANCELLED","Permintaan penyertaan dibatalkan"
"TID_TEAM_JOIN_REQUEST_POPUP_TITLE","SAYA INGIN MENYERTAI PASUKAN ANDA"
"TID_BATTLE_LOG_TVST_RESULT_0","<c00ff00>MENANG</c>"
"TID_BATTLE_LOG_TVST_RESULT_1","<ccc0000>KALAH</c>"
"TID_BATTLE_LOG_TVST_RESULT_2","<ccccccc>SERI</c>"
"TID_BATTLE_LOG_DEATHMATCH_RESULT_0","<c00ff00>KEDUDUKAN <RANK></c>"
"TID_BATTLE_LOG_DEATHMATCH_RESULT_1","<ccc0000>KEDUDUKAN <RANK></c>"
"TID_BATTLE_LOG_DEATHMATCH_RESULT_2","<ccccccc>KEDUDUKAN <RANK></c>"
"TID_BATTLE_LOG_AGE","<TIME> lalu"
"TID_BATTLE_LOG_HERO_LEVEL_LABEL","THP"
"TID_BATTLE_LOG_TVST_VERSUS","LWN"
"TID_BATTLE_LOG_TITLE","LOG PERTEMPURAN"
"TID_BATTLE_LOG_REPLAY","ULANGAN"
"TID_BATTLE_LOG_MVP","TERBAIK"
"TID_BATTLE_LOG_FRIENDLY","PERSAHABATAN"
"TID_BATTLE_LOG_TOURNAMENT","KEJOHANAN"
"TID_BATTLE_LOG_PVP","KEDUDUKAN"
"TID_BATTLE_LOG_PRO_LEAGUE","ARENA BINTANG"
"TID_BATTLE_LOG_RANKED","BERPERINGKAT"
"TID_BATTLE_LOG_NO_ENTRIES","TIADA ENTRI"
"TID_BATTLE_LOG_THIS_IS_A_BOT","Ini bot"
"TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_DISABLED","Ulangan kini dinyahdayakan"
"TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_AVAILABLE","Belum ada ulangan yang tersedia"
"TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW","Tiada ulangan: trofi Brawler terlalu rendah"
"TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW_TROPHIES","Capai <NUM> trofi Brawler untuk membukaulangan"
"TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_SERVER_ERROR","Tiada ulangan: rakaman gagal"
"TID_BATTLE_LOG_REPLAY_INFO_REPLAY_EXPIRED","Tiada lagi ulangan"
"TID_PLAYER_RANK_TIER_0","I"
"TID_PLAYER_RANK_TIER_1","II"
"TID_PLAYER_RANK_TIER_2","III"
"TID_PLAYER_RANK_TIER_3","IV"
"TID_PLAYER_RANK_TIER_4","V"
"TID_PLAYER_RANK_TIER_5","VI"
"TID_ADD_FRIEND_FAILED","Gagal menambah rakan"
"TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED","Pautan rakan telah tamat tempoh!"
"TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL","Tidak berjaya menambah rakan, rakan senarai dia telah penuh."
"TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL","Tidak berjaya menambah rakan, rakan senarai anda telah penuh."
"TID_ADD_FRIEND_FAILED_BANNED","Tidak berjaya menambah rakan, pengguna telah disekat."
"TID_KEYPOOL_KEYS_REMAINING","Baki <VALUE>"
"TID_KEYPOOL_NEXT_PATCH","+<KEYS> token dalam <TIME>"
"TID_TOP_HUD_NEXT_REWARD","Ganjaran Seterusnya"
"TID_RANK_UP_REWARD_REPLACED_TITLE","Sahkan Ganjaran Alternatif"
"TID_RANK_UP_REWARD_REPLACED_POWER","Anda tiada Brawler yang boleh dipilih untuk menerima <AMOUNT> mata kuasa.\n\nIngin tuntut ganjaran alternatif?"
"TID_RANK_UP_REWARD_REPLACED_HERO","Memandangkan anda telah memiliki <NAME>, anda akan mendapat ganjaran alternatif."
"TID_RANK_UP_REWARD_REPLACED_PIN","Memandangkan anda telah memiliki pin ini, anda akan dapat ganjaran lain."
"TID_RANK_UP_REWARD_REPLACED_SKIN","Memandangkan anda telah memiliki <NAME>, anda akan dapat ganjaran lain."
"TID_RANK_UP_REWARD_REPLACED_GEN","Memandangkan anda telah memiliki ganjaran ini, anda akan dapat ganjaran lain."
"TID_RANK_UP_REWARD_REPLACED_POWER_POINTS","Tiada brawler anda yang boleh menerima <AMOUNT> mata kuasa dan anda telah mencapai bilangan had mata kuasa.\n\nTerima ganjaran lain?"
"TID_PLAYER_INFO_SEND_FRIEND_REQUEST","HANTAR PERMINTAAN RAKAN"
"TID_PLAYER_INFO_REMOVE_FRIEND","BUANG DARI SENARAI RAKAN"
"TID_PLAYER_INFO_FRIEND_REQUEST_SENT","PERMINTAAN RAKAN DIHANTAR"
"TID_PLAYER_INFO_IS_YOUR_FRIEND","RAKAN\nDALAM PERMAINAN"
"TID_POWER_POINTS","MATA KUASA"
"TID_HERO_INFO_LEVEL","KUASA"
"TID_HERO_INFO_LEVEL_LONG","TAHAP KUASA"
"TID_HERO_INFO_RANK","PERINGKAT"
"TID_HERO_TIER_MAX","MAKSIMUM"
"TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL","NAIK TARAF KE KUASA TAHAP <LVL>"
"TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL","KETIK SEKALI LAGI UNTUK SAHKAN"
"TID_HERO_INFO_MAX_LEVEL","KUASA MAKSIMUM"
"TID_HERO_INFO_MORE_POWER_NEEDED","Kumpul lebih kuasa untuk naik taraf!"
"TID_HERO_INFO_LEVEL_UP_ERROR_4","Brawler tiada Mata Kuasa yang mencukupi"
"TID_HERO_INFO_LEVEL_UP_ERROR_3","Anda tiada syiling yang mencukupi!"
"TID_HERO_INFO_LEVEL_UP_ERROR_5","Brawler sudah berada pada TAHAP KUASA maksimum!"
"TID_HERO_INFO_LEVEL_UP_PRICE_MISSING","<cff6034><AMOUNT></c>"
"TID_HERO_INFO_LEVEL_UP_PRICE","<AMOUNT>"
"TID_HERO_INFO_STARTING_HERO","BRAWLER PERMULAAN"
"TID_HERO_INFO_STAR_POWER_EQUIP","PILIH"
"TID_HERO_INFO_STAR_POWER_EQUIPPED","DIPILIH"
"TID_CHOOSE_CHARACTER","PILIH BRAWLER"
"TID_ARMOR","NILAI NYAWA"
"TID_ARMOR_DESC","Menunjukkan kerosakan yang boleh diterima Brawler sebelum terkorban."
"TID_SHOTGUN_GIRL","SHELLY"
"TID_SHOTGUN_GIRL_DESC","Shelly ialah renjer yang sempurna: boleh dipercayai, tahan lasak dan mahir mengendalikan senapang patah. Dia tidak faham sebab Colt pula yang mendapat tumpuan..."
"TID_LONG_RANGE_SHOTGUN","TEMBAKAN SEBARAN"
"TID_LONG_RANGE_SHOTGUN_DESC","Senapang patah Shelly menembak butiran pelet dari jarak jauh. Semakin banyak pelet yang terkena, semakin hebat kuasanya."
"TID_MEGA_BLASH_ULTI","PELURU SUPER"
"TID_MEGA_BLASH_ULTI_DESC","Peluru Super Shelly memusnahkan musuh dan pengadang. Yang terselamat akan mengalami tolakan."
"TID_GUNSLINGER","COLT"
"TID_GUNSLINGER_DESC","Colt ialah bintang di Starr Park! Ketampanan, karisma dan kemahiran memutar pistolnya menjadikan dia tarikan orang ramai, kecuali Shelly."
"TID_RAPID_FIRE","ENAM TEMBAKAN"
"TID_RAPID_FIRE_DESC","Colt melepaskan enam tembakan jauh yang yang berterusan dengan revolvernya."
"TID_RAPID_FIRE_ULTI","RIBUT PELURU"
"TID_RAPID_FIRE_ULTI_DESC","Colt menembak sebaran peluru yang menganjur lebih jauh memusnahkan pengadang."
"TID_BULL_DUDE","BULL"
"TID_BULL_DUDE_DESC","Bull tidak riang seperti masa remajanya, tetapi oleh kerana dia tidak lagi lasak seperti dulu, tidak bermakna dia akan melepaskan orang yang mengacau kententeramannya."
"TID_SHOTGUN_BLAST","TEMBAKAN DWILARAS"
"TID_SHOTGUN_BLAST_DESC","Senapang patah berlaras dua milik Bull ni melakukan kerosakan besar, tetapi pada jarak dekat. Oleh itu, Bull suka berdekat-dekat."
"TID_CHARGE","JENTOLAK"
"TID_CHARGE_DESC","Bull menundukkan kepala, meluru dan melanggar halangan, merosakkan musuh sepanjang jalan dan memperlahankan musuh berdekatan apabila dia berhenti. Dia memang keras kepala."
"TID_ROCKET_GIRL","BROCK"
"TID_ROCKET_GIRL_DESC","Brock ialah penggemar permainan video. Dia bercakap besar untuk menyembunyikan sifat introvertnya. Dia juga seorang yang kuat berdaya saing!"
"TID_FIREWORKS_WEAPON","ROKET MENGEJUT"
"TID_FIREWORKS_WEAPON_DESC","Brock melepaskan satu Roket Mengejut yang terbang jauh di medan pertempuran."
"TID_FIREWORKS_ULTI","HUJAN ROKET"
"TID_FIREWORKS_ULTI_DESC","Brock melepaskan bedilan roket yang memusnahkan musuh dan halangan. Dia hanya ingin tengok awak dihujani roket!"
"TID_TNT_DUDE","DYNAMIKE"
