"Name","Disabled","FileName","BackgroundFile","FallBackMusic","Volume","Loop","PlayCount","MovieClipFrameLabel"
"Giftshop_Level_Music","true","music/brawl_shop_ingame_01.ogg",,,70,"true",,
"Lunar_Menu_Music",,"music/lunar_brawl_menu_01.ogg",,,60,"true",,
"Retropolis_battle","true","music/retro_brawl_ingame_01.ogg",,,70,"true",,
"Retropolis_menu","true","music/brawl_retro_menu_01.ogg",,,60,"true",,
"Halloween_menu",,"music/brawloween_menu_01.ogg",,,60,"true",,
"Halloween_ingame",,"music/brawloween_ingame_02.ogg",,,70,"true",,
"Brawlcade_Menu","true","music/brawlcade_menu_01.ogg",,,60,"true",,
"Brawlcade_Ingame",,"music/brawlcade_ingame_01.ogg",,,70,"true",,
,,"music/brawlcade_ingame_02.ogg",,,70,"true",,
"Space_Brawl_Menu","true","music/military_lase_tag_ingame_01.ogg",,,60,"true",,
"Space_Brawl_LNY_Menu","true","music/brawl_lunarnewyear_space_lazer_military_01.ogg",,,60,"true",,
"Space_Brawl_Ingame","true","music/military_lase_tag_ingame_01.ogg",,,70,"true",,
,,"music/military_lase_tag_ingame_03.ogg",,,70,"true",,
,,"music/military_lase_tag_ingame_02.ogg",,,70,"true",,
"Xmas_Pirate_Menu","true","music/brawl_pirate_menu_01.ogg",,,60,"true",,
"Pirate_Brawl_Ingame","true","music/pirate_brawl_ingame_01.ogg",,,70,"true",,
"MenuMusic",,"music/brawl_stars_menu_01.ogg",,,60,"true",,
"MechMenuMusic","true","music/mech_menu_01.ogg",,,60,"true",,
"Cnymenu_music","true","music/cny_brawl_menu_01.ogg",,,60,"true",,
"Brawl_royale_menu_music","true","music/royale_brawl_menu_01.ogg",,,60,"true",,
"Brawl_dawgs_menu","true","music/brawl_dawgs_menu_01.ogg",,,60,"true",,
"Xmas_menu","true","music/brawlmass_01.ogg",,,60,"true",,
"10th_Anniversary_Menu","true","music/brawl_original_menu_01.ogg",,,60,"true",,
"WinJingle",,"music/slugfest_game_won_01.ogg",,,80,,1,
"LoseJingle",,"music/slugfest_game_lost_01.ogg",,,70,,1,
"DrawJingle",,"music/laser_game_draw_01.ogg",,,70,,1,
"Win_loop",,"music/win_screen_loop_4x_01.ogg",,,60,"true",,
"Draw_loop",,"music/draw_screen_loop_4x_01.ogg",,,60,"true",,
"Lose_loop",,"music/lose_screen_loop_4x_01.ogg",,,60,"true",,
"Brawlbawl_goal",,"music/brawl_goal_02.ogg",,,80,,1,
"Brawlbawl_other_goal",,"music/brawl_other_goal_01.ogg",,,80,,1,
"30_sec_panic",,"music/brawl_panic_time_01.ogg",,,75,"true",,
"Brawl_xmas_flag_win",,"sfx/brawloween_load_01.ogg",,,70,,1,
"Brawl_xmas_flag_lose",,"sfx/brawloween_load_01.ogg",,,70,,1,
"Snowtel_Menu","true","music/snowtel_menu_01.ogg",,,60,"true",,
"Snowtel_Ingame","true","music/snowtel_ingame_01.ogg",,,70,"true",,
"Ranked_pick",,"music/bs_nerd_mode_01.ogg",,,60,"true",,
"Golden_Week_Menu","true","music/golden_paw_stars_01.ogg",,,60,"true",,
"Action_Western_Menu","true","music/action_western_stars_01.ogg",,,60,"true",,
"Action_Western_Ingame","true","music/rooty_tooty_ingame_01.ogg",,,70,"true",,
"Basketbrawl_goal",,"music/brawl_score_point_01.ogg",,,80,,1,
"Basketbrawl_other_goal",,"music/brawl_other_point_01.ogg",,,80,,1,
"Volleybrawl_goal",,"music/brawl_score_point_01.ogg",,,80,,1,
"Volleybrawl_other_goal",,"music/brawl_other_point_01.ogg",,,80,,1,
"Summer_Brawl_Menu_Muzak","true","music/brawl_dinobeach_menu_01.ogg",,,60,"true",,
"Summer_Brawl_Ingame_Music","true","music/brawl_dinobeach_ingame_01.ogg",,,70,"true",,
"Punk_Brawl_Menu","true","music/brawl_punk_menu_01.ogg",,,70,"true",,
"Fairytale_Menu","true","music/brawl_fairytale_menu_01.ogg",,,60,"true",,
"Courtyard_Ingame","true","music/brawl_castle_ingame_01.ogg",,,70,"true",,
"Brawlywood_Ingame","true","music/brawlywood_ingame_01.ogg",,,70,"true",,
"Brawlywood_Menu","true","music/brawlywood_menu_01.ogg",,,60,"true",,
"Retro_Fight_Menu","true","music/retro_fighting_menu_01.ogg",,,60,"true",,
"Retro_Fight_Ingame","true","music/retro_fight_ingame_01.ogg",,,70,"true",,
"Biodome_Menu","true","music/biodome_menu_01.ogg",,,60,"true",,
"Biodome_Ingame","true","music/biodome_ingame_01.ogg",,,70,"true",,
"Pinstuntbrawl_Menu",,"music/pinstuntbrawl_menu_01.ogg",,,60,"true",,
"Pinstuntbrawl_Ingame",,"music/pinstuntbrawl_ingame_01.ogg",,,70,"true",,
"Bad_Randoms_Music","true","music/we_wont_cooperate.ogg",,,70,"true",,
,"true","music/background/healing_lies.ogg","true",,70,"true",,
,"true","music/background/mortis_game.ogg","true",,70,"true",,
,"true","music/background/together_song.ogg","true",,70,"true",,
"Deepsea_Beastieboys_Menu","true","music/deepsea_beastieboys_brawl_menu_01.ogg",,,60,"true",,
"Underwater_Braw_Ingame","true","music/underwater_brawl_ingame_01.ogg",,,70,"true",,
"Robotfactory_Menu","true","music/robot_factory_brawl_menu_01.ogg",,,60,"true",,
"Robotfactory_Ingame","true","music/robot_factory_brawl_ingame_01.ogg",,,70,"true",,
"TopGun_Action_Menu","true","music/top_gun_action_brawl_menu_01.ogg",,,60,"true",,
"Ghosttrain_Menu","true","music/brawloween_2022_menu_01.ogg",,,60,"true",,
"Ghosttrain_Ingame","true","music/brawloween_ghost_train_ingame_01.ogg",,,70,"true",,
"Candyland_Ingame","true","music/brawl_candy_level_ingame_01.ogg",,,70,"true",,
"Krampus_Menu","true","music/brawl_krampus_menu_01.ogg",,,60,"TRUE",,
"Brawlentines_Menu","true","music/brawlentine_menu_01.ogg",,,60,"TRUE",,
"Mandy_Candy_Menu","true","music/mandy_candy_meny_muzak_01.ogg",,,60,"TRUE",,
"Scifi_Noir_Menu","true","music/brawl_scifi_noir_menu_01.ogg",,,60,"true",,
"Mask_Dance_Menu","true","music/brawl_mask_dance_menu_01.ogg",,,60,"true",,
"Lounge_Hub_Ingame",,"music/brawl_lounge_ingame_01.ogg",,,70,"true",,
"Brawlympus_Menu",,"music/brawlympus_menu_music_01.ogg",,,60,"true",,
"Brawl_Jungle_Menu","true","music/brawl_jungle_menu_music_01.ogg",,,60,"true",,
"Brawl_Jungle_Ingame","true","music/brawl_jungle_ingame_music_01.ogg",,,60,"true",,
"BasketbrawL_Ingame","true","music/basket_brawl_ingame_music_01.ogg",,,60,"true",,
"Brawl_Enchanted_Forest_Menu","true","music/brawl_enchanted_forest_menu_01.ogg",,,60,"true",,
"Brawl_Enchanted_Forest_Ingame",,"music/brawl_enchanted_forest_ingame_01.ogg",,,70,"true",,
"Brawl_Cursed_Pirates_Menu","true","music/brawl_cursed_pirate_menu_01.ogg",,,60,"true",,
"Highschool_Menu","true","music/highschool_menu_music_01.ogg",,,60,"true",,
"Wasteland_Menu","true","music/wasteland_menu_muzak_01.ogg",,,60,"true",,
"Wasteland_Ingame","true","music/wasteland_ingame_music_01.ogg",,,70,"true",,
"Circus_Menu","true","music/circus_menu_01.ogg",,,60,"true",,
"Circus_Ingame",,"music/circus_ingame_01.ogg",,,70,"true",,
"Hindu_Menu","true","music/hindu_menu_01.ogg",,,60,"true",,
"Piggybank_Ingame","true","music/piggybank_ingame_01.ogg",,,70,"true",,
"Brawly_Toonz_Menu","true","music/brawly_toonz_menu_music.ogg",,,60,"true",,
"Brawly_Toonz_Ingame","true","music/brawly_toonz_ingame_01.ogg",,,70,"true",,
"Loveswamp_Ingame",,"music/love_swamp_ingame_01.ogg",,,70,"true",,
"Loveswamp_Menu","true","music/love_swamp_menu_01.ogg",,,60,"true",,
,,"music/love_swamp_menu_02.ogg",,,60,"true",,
"Kpop_Menu","true","music/kpop_menu_01.ogg",,,60,"true",,
"Extraction_panic_music",,"music/extraction_panic_music.ogg",,,70,"true",,
"Ragnarok_Menu","true","music/ragnarok_menu_01.ogg",,,60,"true",,"sfx_ragnarok_menu_01"
"Babyshark_Menu","true","music/babyshark_menu_01.ogg",,,60,"true",,
"Draco_Madevil_Menu","true","music/brawlstars_metal_menu_master_v1.ogg",,,60,"true",,
"Draco_Madevil_Ingame","true","music/brawlstars_metal_ingame_master_v1.ogg",,,70,"true",,
"Brawl_Haxx0r_M3nu","true","music/brawl_hackers_menu_01.ogg",,,60,"true",,
,"true","music/brawl_hackers_menu_02.ogg",,,60,"true",,
"Godzilla_Ingame","true","music/godzilla_ingame_01.ogg",,,70,"true",,
"Godzilla_Menu","true","music/godzilla_menu_01.ogg",,,60,"true",,
"Spongebrawl_Ingame","true","music/spongebob_ingame_01.ogg",,,70,"true",,
"Katana_Brawl_Menu","true","music/katana_brawl_menu_01.ogg",,,60,"true",,
"Dark_Once_Upon_Menu","true","music/dark_once_upon_menu_01.ogg",,,60,"true",,
"Collab_Chaos_Teaser_Menu","true","music/brawl_scary_book_loop_01.ogg",,,60,"true",,
"Spongebrawl_Menu_Musings","true","music/spongebrawl_menu_music_01.ogg",,,60,"true",,
"Juju_Ingame_Music",,"music/juju_environment_loop.ogg",,,70,"true",,
"Juju_Menu_Music","true","music/juju_menu_loop.ogg",,,60,"true",,
"Demonic_Menu_Music",,"music/bs_demonic_menu_theme_final_mix.ogg",,,60,"true",,
,,"music/bs_demonic_menu_theme_2.ogg",,,60,"true",,
"Angelic_Menu_Music",,"music/bs_angelic_menu_theme_final_mix.ogg",,,60,"true",,
,,"music/bs_angelic_menu_theme_2.ogg",,,60,"true",,
"Skatebeat_Ingame_Music","true","music/skatebeat_ingame_01.ogg",,,70,"true",,
"Skatebeat_Menu_Music","true","music/skatebeat_menu_01.ogg",,,60,"true",,
"Disney_Buzz_Menu","true","music/toy_story_menu_friend_01.ogg",,,60,"true",,
,,"music/toy_story_menu_buzz_01.ogg",,,60,"true",,
"Good_Randoms_Menu","true","music/good_randoms_menu_01.ogg",,,60,"true",,
"Lumi_Menu_Music","true","music/brawl_lumi_menu_01.ogg",,,60,"true",,
"Finx_Menu_Music","true","music/finx_menu_music_01.ogg",,,60,"true",,
"Uno_Menu_Music","true","music/uno_menu_music_01.ogg",,,60,"true",,
"Make_Heroes_Menu_Music","true","music/make_heroes_menu_01.ogg",,,60,"true",,
,"true","music/make_heroes_menu_02.ogg",,,60,"true",,
"Uno_Environment_Music","true","music/uno_menu_ingame_music_01.ogg",,,60,"true",,
"Jae_Healing_Music",,"music/healing_jae_music_01.ogg",,,60,"true",,
,,"music/healing_jae_music_02.ogg",,,60,"true",,
"Jae_Hyper_Music",,"music/hyper_jae_music_01.ogg",,,60,"true",,
,,"music/hyper_jae_music_02.ogg",,,60,"true",,
"Jae_Menu_Music","true","music/jae_edmtrot_menu_01.ogg",,,60,"true",,
,,"music/jae_love_menu_01.ogg",,,60,"true",,
"Feudal_Japan_Ingame_Music",,"music/feudal_japan_ingame_music_01.ogg",,,70,"true",,
"Feudal_Japan_Menu_Music","true","music/feudal_japan_menu_music_01.ogg",,,60,"true",,
"Kotomi_Kaze_Menu_Music","true","music/kaze_kotomi_menu_music_01.ogg",,,60,"true",,
"Jae_Power_Mode",,"music/jae_power_mode_music_01.ogg",,,60,"true",,
"Jae_Slow_Mode",,"music/jae_slow_mode_music_01.ogg",,,60,"true",,
"Broba_Menu",,"music/brawl_moba_01.ogg",,,60,"true",,
"MechaChime_Menu",,"music/braw_x_chime_mecha_01.ogg",,,60,"true",,
"Alli_Menu_Music","true","music/alli_menu_track_01.ogg",,,60,"true",,
"Trunk_Menu_Music",,"music/trunk_menu_track_01.ogg",,,60,"true",,
"D&D_Brawl",,"music/danddandbrawl_menu_track_01.ogg",,,60,"true",,
"Trophy_Road_Menu",,"music/trophy_road_menu_01.ogg",,,60,"true",,
"Dark_Greek_Menu","true","music/mortis_dark_greek_brawl_menu_01.ogg",,,60,"true",,
"Mina_Menu",,"music/mina_menu_01.ogg",,,60,"true",,
"Ziggy_Menu",,"music/ziggy_menu_01.ogg",,,60,"true",,
"Brawlsurfers_Menu",,"music/brawlsurfers_menu_01.ogg",,,60,"true",,
"Brawlsurfers_Ingame",,"music/subway_brawlstars_2_v2.ogg",,,70,"true",,
"Rush_Sugar_Menu",,"music/candy_rush_menu_01.ogg",,,70,"true",,
"Brawlsurfers_Rio_Menu",,"music/brawlsurfers_menu_01.ogg",,,60,"true",,
,,"music/sybo_subway_rio_theme.ogg",,,60,"true",,
"Brawlsurfers_Ny_Menu",,"music/brawlsurfers_menu_01.ogg",,,60,"true",,
,,"music/sybo_subway_ny_theme.ogg",,,60,"true",,
"Brawlsurfers_Berlin_Menu",,"music/brawlsurfers_menu_01.ogg",,,60,"true",,
,,"music/sybo_subway_berlin_theme.ogg",,,60,"true",,
"Brawlsurfers_Tokyo_Menu",,"music/brawlsurfers_menu_01.ogg",,,60,"true",,
,,"music/sybo_subway_tokyo_theme.ogg",,,60,"true",,
"Stranger_Brawl_Ingame_01",,"music/stranger_brawl_ingame_01.ogg",,,70,"true",,
"Stranger_Brawl_Ingame_02",,"music/stranger_brawl_ingame_02.ogg",,,70,"true",,
"Stranger_Brawl_Ingame_03",,"music/stranger_brawl_ingame_03.ogg",,,70,"true",,
"Winner_Winner_Waffle_Dinner",,"music/wwwd_music_01.ogg",,,70,"true",,
"Gigi_Menu_Music",,"music/gigi_menu_muzak_01.ogg",,,60,"true",,
"Mech_Brawl_Menu",,"music/mech_menu_01.ogg",,,60,"true",,
"Stranger_Things_Menu",,"music/stranger_things_menu_theme_01.ogg",,,70,"true",,
