"Name","FileName","ExportName"
"Shelly003LoseLoop","characters.sc","shelly_003_loseLoop"
"Shelly003Still","characters.sc","shelly_003_still"
"BrownIdle","characters.sc","primo_brown_idle"
"BrownWin","characters.sc","primo_brown_win"
"BrownWinLoop","characters.sc","primo_brown_winLoop"
"BrownLose","characters.sc","primo_brown_lose"
"BrownLoseLoop","characters.sc","primo_brown_loseLoop"
"BrownHS","characters.sc","primo_brown_hS"
"GeneBazaarHappy","characters.sc","gene_003_happy"
"GeneBazaarIdle","characters.sc","gene_003_idle"
"GeneBazaarIntro","characters.sc","gene_003_intro"
"GeneBazaarSad","characters.sc","gene_003_sad"
"ColetteWin","characters.sc","colette_def_win"
"ColetteWinLoop","characters.sc","colette_def_winLoop"
"ColetteLose","characters.sc","colette_def_lose"
"ColetteLoseLoop","characters.sc","colette_def_loseLoop"
"ColetteStill","characters.sc","colette_def_still"
"Colette002Win","characters.sc","colette_002_win"
"Colette002WinLoop","characters.sc","colette_002_winLoop"
"Colette002Lose","characters.sc","colette_002_lose"
"Colette002LoseLoop","characters.sc","colette_002_loseLoop"
"Colette002Still","characters.sc","colette_002_still"
"Colette003Win","characters.sc","colette_003_win"
"Colette003WinLoop","characters.sc","colette_003_winLoop"
"Colette003Lose","characters.sc","colette_003_lose"
"Colette003LoseLoop","characters.sc","colette_003_loseLoop"
"Colette003Still","characters.sc","colette_003_still"
"LouWin","characters.sc","lou_def_win"
"LouWinLoop","characters.sc","lou_def_winLoop"
"LouLose","characters.sc","lou_def_lose"
"LouLoseLoop","characters.sc","lou_def_loseLoop"
"LouStill","characters.sc","lou_def_still"
"Lou002Win","characters.sc","lou_002_win"
"Lou002WinLoop","characters.sc","lou_002_winLoop"
"Lou002Lose","characters.sc","lou_002_lose"
"Lou002LoseLoop","characters.sc","lou_002_loseLoop"
"Lou002Still","characters.sc","lou_002_still"
"Lou003Lose","characters.sc","lou_003_lose"
"Lou003LoseLoop","characters.sc","lou_003_loseLoop"
"ByronWin","characters.sc","byron_def_win"
"ByronWinLoop","characters.sc","byron_def_winLoop"
"ByronLose","characters.sc","byron_def_lose"
"ByronLoseLoop","characters.sc","byron_def_loseLoop"
"ByronStill","characters.sc","byron_def_still"
"RuffsWin","characters.sc","ruffs_def_win"
"RuffsWinLoop","characters.sc","ruffs_def_winLoop"
"RuffsLose","characters.sc","ruffs_def_lose"
"RuffsLoseLoop","characters.sc","ruffs_def_loseLoop"
"RuffsStill","characters.sc","ruffs_def_still"
"Bull003Win","characters.sc","bull_003_win"
"Bull003WinLoop","characters.sc","bull_003_winLoop"
"Bull003Lose","characters.sc","bull_003_lose"
"Bull003LoseLoop","characters.sc","bull_003_loseLoop"
"Bull003Still","characters.sc","bull_003_still"
"BoWin","characters.sc","bo_def_win"
"BoWinLoop","characters.sc","bo_def_winLoop"
"BoLose","characters.sc","bo_def_lose"
"BoLoseLoop","characters.sc","bo_def_loseLoop"
"BoStill","characters.sc","bo_def_still"
"Bo002Win","characters.sc","bo_002_win"
"Bo002WinLoop","characters.sc","bo_002_winLoop"
"Bo002Lose","characters.sc","bo_002_lose"
"Bo002LoseLoop","characters.sc","bo_002_loseLoop"
"Bo002Still","characters.sc","bo_002_still"
"Bo003Win","characters.sc","bo_003_win"
"Bo003WinLoop","characters.sc","bo_003_winLoop"
"Bo003Lose","characters.sc","bo_003_lose"
"Bo003LoseLoop","characters.sc","bo_003_loseLoop"
"Bo003Still","characters.sc","bo_003_still"
"Bo004Win","characters.sc","bo_004_win"
"Bo004WinLoop","characters.sc","bo_004_winLoop"
"Bo004Lose","characters.sc","bo_004_lose"
"Bo004LoseLoop","characters.sc","bo_004_loseLoop"
"Bo004Still","characters.sc","bo_004_still"
"BrockWin","characters.sc","brock_def_win"
"BrockWinLoop","characters.sc","brock_def_winLoop"
"BrockLose","characters.sc","brock_def_lose"
"BrockLoseLoop","characters.sc","brock_def_loseLoop"
"BrockStill","characters.sc","brock_def_still"
"Brock002Win","characters.sc","brock_002_win"
"Brock002WinLoop","characters.sc","brock_002_winLoop"
"Brock002Lose","characters.sc","brock_002_lose"
"Brock002LoseLoop","characters.sc","brock_002_loseLoop"
"Brock002Still","characters.sc","brock_002_still"
"PrimoWin","characters.sc","primo_def_win"
"PrimoWinLoop","characters.sc","primo_def_winLoop"
"PrimoLose","characters.sc","primo_def_lose"
"PrimoLoseLoop","characters.sc","primo_def_loseLoop"
"PrimoStill","characters.sc","primo_def_still"
"Primo002Win","characters.sc","primo_002_win"
"Primo002WinLoop","characters.sc","primo_002_winLoop"
"Primo002Lose","characters.sc","primo_002_lose"
"Primo002LoseLoop","characters.sc","primo_002_loseLoop"
"Primo002Still","characters.sc","primo_002_still"
"Primo004Win","characters.sc","primo_004_win"
"Primo004WinLoop","characters.sc","primo_004_winLoop"
"Primo004Lose","characters.sc","primo_004_lose"
"Primo004LoseLoop","characters.sc","primo_004_loseLoop"
"Primo004Still","characters.sc","primo_004_still"
"Primo005Win","characters.sc","primo_005_win"
"Primo005WinLoop","characters.sc","primo_005_winLoop"
"Primo005Lose","characters.sc","primo_005_lose"
"Primo005LoseLoop","characters.sc","primo_005_loseLoop"
"Primo005Still","characters.sc","primo_005_still"
"TickWin","characters.sc","tick_def_win"
"TickWinLoop","characters.sc","tick_def_winLoop"
"TickLose","characters.sc","tick_def_lose"
"TickLoseLoop","characters.sc","tick_def_loseLoop"
"TickStill","characters.sc","tick_def_still"
"Tick002Win","characters.sc","tick_002_win"
"Tick002WinLoop","characters.sc","tick_002_winLoop"
"Tick002Lose","characters.sc","tick_002_lose"
"Tick002LoseLoop","characters.sc","tick_002_loseLoop"
"Tick002Still","characters.sc","tick_002_still"
"Tick003Win","characters.sc","tick_003_win"
"Tick003WinLoop","characters.sc","tick_003_winLoop"
"Tick003Lose","characters.sc","tick_003_lose"
"Tick003LoseLoop","characters.sc","tick_003_loseLoop"
"Tick003Still","characters.sc","tick_003_still"
"PocoWin","characters.sc","poco_def_win"
"PocoWinLoop","characters.sc","poco_def_winLoop"
"PocoLose","characters.sc","poco_def_lose"
"PocoLoseLoop","characters.sc","poco_def_loseLoop"
"PocoStill","characters.sc","poco_def_still"
"Poco002Win","characters.sc","poco_002_win"
"Poco002WinLoop","characters.sc","poco_002_winLoop"
"Poco002Lose","characters.sc","poco_002_lose"
"Poco002LoseLoop","characters.sc","poco_002_loseLoop"
"Poco002Still","characters.sc","poco_002_still"
"Poco003Win","characters.sc","poco_003_win"
"Poco003WinLoop","characters.sc","poco_003_winLoop"
"Poco003Lose","characters.sc","poco_003_lose"
"Poco003LoseLoop","characters.sc","poco_003_loseLoop"
"Poco003Still","characters.sc","poco_003_still"
"LeonWin","characters.sc","leon_def_win"
"LeonWinLoop","characters.sc","leon_def_winLoop"
"LeonLose","characters.sc","leon_def_lose"
"LeonLoseLoop","characters.sc","leon_def_loseLoop"
"LeonStill","characters.sc","leon_def_still"
"Leon002Win","characters.sc","leon_002_win"
"Leon002WinLoop","characters.sc","leon_002_winLoop"
"Leon002Lose","characters.sc","leon_002_lose"
"Leon002LoseLoop","characters.sc","leon_002_loseLoop"
"Leon002Still","characters.sc","leon_002_still"
"RicoWin","characters.sc","rico_def_win"
"RicoWinLoop","characters.sc","rico_def_winLoop"
"RicoLose","characters.sc","rico_def_lose"
"RicoLoseLoop","characters.sc","rico_def_loseLoop"
"RicoStill","characters.sc","rico_def_still"
"Rico002Win","characters.sc","rico_002_win"
"Rico002WinLoop","characters.sc","rico_002_winLoop"
"Rico002Lose","characters.sc","rico_002_lose"
"Rico002LoseLoop","characters.sc","rico_002_loseLoop"
"Rico002Still","characters.sc","rico_002_still"
"Rico003Win","characters.sc","rico_003_win"
"Rico003WinLoop","characters.sc","rico_003_winLoop"
"Rico003Lose","characters.sc","rico_003_lose"
"Rico003LoseLoop","characters.sc","rico_003_loseLoop"
"Rico003Still","characters.sc","rico_003_still"
"Rico004Win","characters.sc","rico_004_win"
"Rico004WinLoop","characters.sc","rico_004_winLoop"
"Rico004Lose","characters.sc","rico_004_lose"
"Rico004LoseLoop","characters.sc","rico_004_loseLoop"
"Rico004Still","characters.sc","rico_004_still"
