"Name","Version","VersionCN","FileName","ExportName","Character","Skin","GiveOnSkinUnlock","Rarity","EffectColorR","EffectColorG","EffectColorB","FlipSprayForEnemies","LockedForChronos","SprayBundles","IsDefaultBattleSpray","Texture","PriceBling","PriceGems","DontSellInCatalog","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","UseShineVFX","ExtraCatalogCampaign","HideFromCatalogMainCategory","DisableFromCatalogIfNotOwned","BrawlerTrophyRewards","OdditiesShopAvailability"
"spray_shelly_1","","","sc/sprays_1.sc","spray_shelly_1","ShotgunGirl","","","COMMON","255","221","195","TRUE","","","","spray_shelly.png","","","TRUE","","","","","","","","TrophyRewardsShotgunGirl","NEVER"
"spray_stu_1","","","sc/sprays_1.sc","spray_stu_1","Roller","","","COMMON","33","53","247","TRUE","","","","spray_stu.png","","","TRUE","","","","","","","","TrophyRewardsRoller","NEVER"
"spray_tick_1","","","sc/sprays_1.sc","spray_tick_1","ClusterBombDude","","","COMMON","253","237","83","TRUE","","","","spray_tick.png","","","TRUE","","","","","","","","TrophyRewardsClusterBombDude","NEVER"
"spray_mrp_goldenweek","","","sc/sprays_1.sc","spray_mrp_goldenweek","SpawnerDude","SpawnerDudeDaruma","","COMMON","244","28","58","TRUE","","","","spray_mrp_goldenweek.png","","","TRUE","","","","","","","","","NEVER"
"spray_tara_ramadan","","","sc/sprays_1.sc","spray_tara_ramadan","BlackHole","BlackHoleDevious","","COMMON","247","205","18","TRUE","","","","spray_tara_ramadan.png","","","TRUE","","","","","","","","","NEVER"
"spray_crashdummy","","","sc/sprays_1.sc","spray_crashdummy","","","","COLLECTORS","255","234","0","TRUE","","","","spray_crashdummy.png","1000","29","TRUE","","","","","WASTELAND","","","","AVAILABLE"
"spray_stuntshow_chevrons","","","sc/sprays_1.sc","spray_stuntshow_chevrons","","","","COLLECTORS","251","205","16","TRUE","","","","spray_stuntshow_chevrons.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_stuntshow_wheel","","","sc/sprays_1.sc","spray_stuntshow_wheel","","","","COLLECTORS","82","117","214","TRUE","","","","spray_stuntshow_wheel.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_tick_bt21","","-1","sc/sprays_1.sc","spray_tick_bt21","ClusterBombDude","","","COMMON","253","237","83","TRUE","","","","spray_tick_bt21.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_sandy_bt21","","-1","sc/sprays_1.sc","spray_sandy_bt21","Sandstorm","SandstormKoya","","COMMON","0","150","217","TRUE","","","","spray_sandy_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_ruffs_bt21","","-1","sc/sprays_1.sc","spray_ruffs_bt21","Ruffs","RuffsChimmy","","COMMON","255","215","54","TRUE","","","","spray_ruffs_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_bibi_bt21","","-1","sc/sprays_1.sc","spray_bibi_bt21","Baseball","BaseballRj","","COMMON","255","255","255","TRUE","","","","spray_bibi_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_jacky_bt21","","-1","sc/sprays_1.sc","spray_jacky_bt21","Driller","DrillerCooky","","COMMON","254","68","169","TRUE","","","","spray_jacky_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_bull_bt21","","-1","sc/sprays_1.sc","spray_bull_bt21","BullDude","BullDudeMang","","COMMON","97","177","255","TRUE","","","","spray_bull_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_edgar_bt21","","-1","sc/sprays_1.sc","spray_edgar_bt21","Enrager","EnragerTata","","COMMON","82","133","234","TRUE","","","","spray_edgar_bt21.png","","","TRUE","","","","","","","","","NEVER"
"spray_elprimo_1","","","sc/sprays_1.sc","spray_elprimo_1","Luchador","","","COMMON","248","133","70","TRUE","","","","spray_elprimo.png","","","TRUE","","","","","","","","TrophyRewardsLuchador","NEVER"
"spray_rosa_1","","","sc/sprays_1.sc","spray_rosa_1","Rosa","","","COMMON","235","60","172","TRUE","","","","spray_rosa.png","","","TRUE","","","","","","","","TrophyRewardsRosa","NEVER"
"spray_poco_1","","","sc/sprays_1.sc","spray_poco_1","DeadMariachi","","","COMMON","255","49","133","TRUE","","","","spray_poco.png","","","TRUE","","","","","","","","TrophyRewardsDeadMariachi","NEVER"
"spray_barley_1","","","sc/sprays_1.sc","spray_barley_1","Barkeep","","","COMMON","7","174","74","TRUE","","","","spray_barley.png","","","TRUE","","","","","","","","TrophyRewardsBarkeep","NEVER"
"spray_rico_1","","","sc/sprays_1.sc","spray_rico_1","TrickshotDude","","","COMMON","255","98","28","TRUE","","","","spray_rico.png","","","TRUE","","","","","","","","TrophyRewardsTrickshotDude","NEVER"
"spray_darryl_1","","","sc/sprays_1.sc","spray_darryl_1","BarrelBot","","","COMMON","96","35","255","TRUE","","","","spray_darryl.png","","","TRUE","","","","","","","","TrophyRewardsBarrelBot","NEVER"
"spray_jacky_1","","","sc/sprays_1.sc","spray_jacky_1","Driller","","","COMMON","91","16","221","TRUE","","","","spray_jacky.png","","","TRUE","","","","","","","","TrophyRewardsDriller","NEVER"
"spray_penny_1","","","sc/sprays_1.sc","spray_penny_1","ArtilleryDude","","","COMMON","255","96","187","TRUE","","","","spray_penny.png","","","TRUE","","","","","","","","TrophyRewardsArtilleryDude","NEVER"
"spray_carl_1","","","sc/sprays_1.sc","spray_carl_1","Whirlwind","","","COMMON","255","236","147","TRUE","","","","spray_carl.png","","","TRUE","","","","","","","","TrophyRewardsWhirlwind","NEVER"
"spray_coc","","","sc/sprays_1.sc","spray_coc","","","","COLLECTORS","255","249","90","TRUE","","","","spray_coc.png","","","TRUE","","","","","CLASHIP","","","","NEVER"
"spray_badrandoms","","","sc/sprays_1.sc","spray_badrandoms","","","","COLLECTORS","255","88","255","TRUE","","","","spray_badrandoms.png","1000","29","TRUE","","","","","PUNK","","","","AVAILABLE"
"spray_deepsea_1","","","sc/sprays_1.sc","spray_deepsea_1","","","","COLLECTORS","150","255","16","TRUE","","","","spray_deepsea_1.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_deepsea_2","","","sc/sprays_1.sc","spray_deepsea_2","","","","COLLECTORS","255","77","212","TRUE","","","","spray_deepsea_2.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_bronze","","","sc/sprays_1.sc","spray_bronze","","","","COLLECTORS","239","117","39","TRUE","","","","spray_bronze.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_silver","","","sc/sprays_1.sc","spray_silver","","","","COLLECTORS","162","162","206","TRUE","","","","spray_silver.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_gold","","","sc/sprays_1.sc","spray_gold","","","","COLLECTORS","255","156","33","TRUE","","","","spray_gold.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_diamond","","","sc/sprays_1.sc","spray_diamond","","","","COLLECTORS","0","243","252","TRUE","","","","spray_diamond.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_mythic","","","sc/sprays_1.sc","spray_mythic","","","","COLLECTORS","243","64","255","TRUE","","","","spray_mythic.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_legendary","","","sc/sprays_1.sc","spray_legendary","","","","COLLECTORS","255","42","68","TRUE","","","","spray_legendary.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_masters","","","sc/sprays_1.sc","spray_masters","","","","COLLECTORS","252","224","91","TRUE","","","","spray_masters.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_challenge_ball","","","sc/sprays_1.sc","spray_challenge_ball","","","","COLLECTORS","255","255","255","TRUE","","","","spray_challenge_ball.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_challenge_solo","","","sc/sprays_1.sc","spray_challenge_solo","","","","COLLECTORS","255","255","255","TRUE","","","","spray_challenge_solo.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_challenge_duo1","","","sc/sprays_1.sc","spray_challenge_duo1","","","","COLLECTORS","255","255","255","TRUE","","","","spray_challenge_duo1.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_challenge_duo2","","","sc/sprays_1.sc","spray_challenge_duo2","","","","COLLECTORS","255","255","255","TRUE","","","","spray_challenge_duo2.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_bsc","","","sc/sprays_1.sc","spray_bsc","","","","COMMON","255","255","17","TRUE","","","","spray_bsc.png","","","TRUE","","","","TRUE","WF_2020","","","","NEVER"
"spray_mortis_mecha","","","sc/sprays_1.sc","spray_mortis_mecha","Undertaker","UndertakerMecha","TRUE","COMMON","214","79","252","TRUE","","","","spray_mortis_mecha.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_bea_1","","","sc/sprays_1.sc","spray_bea_1","BeeSniper","","","COMMON","252","200","10","TRUE","","","","spray_bea.png","","","TRUE","","","","","","","","TrophyRewardsBeeSniper","NEVER"
"spray_bibi_1","","","sc/sprays_1.sc","spray_bibi_1","Baseball","","","COMMON","96","224","255","TRUE","","","","spray_bibi.png","","","TRUE","","","","","","","","TrophyRewardsBaseball","NEVER"
"spray_bonnie_1","","","sc/sprays_1.sc","spray_bonnie_1","CannonGirl","","","COMMON","238","20","84","TRUE","","","","spray_bonnie.png","","","TRUE","","","","","","","","TrophyRewardsCannonGirl","NEVER"
"spray_edgar_1","","","sc/sprays_1.sc","spray_edgar_1","Enrager","","","COMMON","168","27","249","TRUE","","","","spray_edgar.png","","","TRUE","","","","","","","","TrophyRewardsEnrager","NEVER"
"spray_frank_1","","","sc/sprays_1.sc","spray_frank_1","HammerDude","","","COMMON","61","255","199","TRUE","","","","spray_frank.png","","","TRUE","","","","","","","","TrophyRewardsHammerDude","NEVER"
"spray_grom_1","","","sc/sprays_1.sc","spray_grom_1","CrossBomber","","","COMMON","255","241","0","TRUE","","","","spray_grom.png","","","TRUE","","","","","","","","TrophyRewardsCrossBomber","NEVER"
"spray_nani_1","","","sc/sprays_1.sc","spray_nani_1","Controller","","","COMMON","13","222","248","TRUE","","","","spray_nani.png","","","TRUE","","","","","","","","TrophyRewardsController","NEVER"
"spray_pam_1","","","sc/sprays_1.sc","spray_pam_1","MinigunDude","","","COMMON","194","193","232","TRUE","","","","spray_pam.png","","","TRUE","","","","","","","","TrophyRewardsMinigunDude","NEVER"
"spray_piper_1","","","sc/sprays_1.sc","spray_piper_1","Sniper","","","COMMON","155","54","193","TRUE","","","","spray_piper.png","","","TRUE","","","","","","","","TrophyRewardsSniper","NEVER"
"spray_griff_1","","","sc/sprays_1.sc","spray_griff_1","AssaultShotgun","","","COMMON","255","253","48","TRUE","","","","spray_griff.png","","","TRUE","","","","","","","","TrophyRewardsAssaultShotgun","NEVER"
"spray_robotfactory_1","","","sc/sprays_1.sc","spray_robotfactory_1","","","","COLLECTORS","7","167","255","TRUE","","","","spray_robotfactory_1.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_robotfactory_2","","","sc/sprays_1.sc","spray_robotfactory_2","","","","COLLECTORS","193","255","73","TRUE","","","","spray_robotfactory_2.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_gemgrab","","","sc/sprays_1.sc","spray_gemgrab","","","","COLLECTORS","154","69","255","TRUE","","","","spray_gemgrab.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_bounty","","","sc/sprays_1.sc","spray_bounty","","","","COLLECTORS","255","190","32","TRUE","","","","spray_bounty.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_heist","","","sc/sprays_1.sc","spray_heist","","","","COLLECTORS","184","238","251","TRUE","","","","spray_heist.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_mortis_1","","","sc/sprays_1.sc","spray_mortis_1","Undertaker","","","COMMON","255","13","255","TRUE","","","","spray_mortis.png","","","TRUE","","","","","","","","TrophyRewardsUndertaker","NEVER"
"spray_sprout_1","","","sc/sprays_1.sc","spray_sprout_1","Wally","","","COMMON","255","200","0","TRUE","","","","spray_sprout.png","","","TRUE","","","","","","","","TrophyRewardsWally","NEVER"
"spray_mrp_1","","","sc/sprays_1.sc","spray_mrp_1","SpawnerDude","","","COMMON","30","32","248","TRUE","","","","spray_mrp.png","","","TRUE","","","","","","","","TrophyRewardsSpawnerDude","NEVER"
"spray_byron_1","","","sc/sprays_1.sc","spray_byron_1","SnakeOil","","","COMMON","0","210","170","TRUE","","","","spray_byron.png","","","TRUE","","","","","","","","TrophyRewardsSnakeOil","NEVER"
"spray_max_1","","","sc/sprays_1.sc","spray_max_1","Speedy","","","COMMON","255","239","0","TRUE","","","","spray_max.png","","","TRUE","","","","","","","","TrophyRewardsSpeedy","NEVER"
"spray_tara_1","","","sc/sprays_1.sc","spray_tara_1","BlackHole","","","COMMON","0","133","251","TRUE","","","","spray_tara.png","","","TRUE","","","","","","","","TrophyRewardsBlackHole","NEVER"
"spray_squeak_1","","","sc/sprays_1.sc","spray_squeak_1","StickyBomb","","","COMMON","0","228","223","TRUE","","","","spray_squeak.png","","","TRUE","","","","","","","","TrophyRewardsStickyBomb","NEVER"
"spray_gene_1","","","sc/sprays_1.sc","spray_gene_1","HookDude","","","COMMON","255","180","3","TRUE","","","","spray_gene.png","","","TRUE","","","","","","","","TrophyRewardsHookDude","NEVER"
"spray_ghost_tunnel","","","sc/sprays_1.sc","spray_ghost_tunnel","","","","COLLECTORS","0","0","0","TRUE","","","","spray_ghost_tunnel.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_ghost_train","","","sc/sprays_1.sc","spray_ghost_train","","","","COLLECTORS","92","255","255","TRUE","","","","spray_ghost_train.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_ghost_wagon1","","","sc/sprays_1.sc","spray_ghost_wagon1","","","","COLLECTORS","92","255","255","TRUE","","","","spray_ghost_wagon1.png","1000","29","TRUE","","","","","BRAWLOWEEN","","","","AVAILABLE"
"spray_ghost_wagon2","","","sc/sprays_1.sc","spray_ghost_wagon2","","","","COLLECTORS","239","255","255","TRUE","","","","spray_ghost_wagon2.png","1000","29","TRUE","","","","","BRAWLOWEEN","","","","AVAILABLE"
"spray_ghost_wagon3","","","sc/sprays_1.sc","spray_ghost_wagon3","","","","COLLECTORS","255","14","248","TRUE","","","","spray_ghost_wagon3.png","1000","29","TRUE","","","","","BRAWLOWEEN","","","","AVAILABLE"
"spray_paper","","","sc/sprays_1.sc","spray_paper","","","","COLLECTORS","255","255","115","TRUE","","","","spray_paper.png","","","TRUE","","","","","UNIVERSITY","","","","NEVER"
"spray_scissors","","","sc/sprays_1.sc","spray_scissors","","","","COLLECTORS","255","255","115","TRUE","","","","spray_scissors.png","","","TRUE","","","","","UNIVERSITY","","","","NEVER"
"spray_rock","","","sc/sprays_1.sc","spray_rock","","","","COLLECTORS","255","255","115","TRUE","","","","spray_rock.png","","","TRUE","","","","","UNIVERSITY","","","","NEVER"
"spray_denied","","","sc/sprays_1.sc","spray_denied","","","","COMMON","244","0","57","TRUE","","","","spray_denied.png","750","19","TRUE","","","","","MISC","","","","AVAILABLE"
"spray_singlesday","","","sc/sprays_1.sc","spray_singlesday","","","","COLLECTORS","255","194","7","TRUE","","","","spray_singlesday.png","","","TRUE","","","","TRUE","MISC","","","","NEVER"
"spray_lastbox","","","sc/sprays_1.sc","spray_lastbox","","","","COLLECTORS","255","32","26","TRUE","","","","spray_lastbox.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_grand_masters","","","sc/sprays_1.sc","spray_grand_masters","","","","COLLECTORS","196","251","29","TRUE","","","","spray_grand_masters.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_amber_1","","","sc/sprays_1.sc","spray_amber_1","FireDude","","","COMMON","250","255","61","TRUE","","","","spray_amber.png","","","TRUE","","","","","","","","TrophyRewardsFireDude","NEVER"
"spray_crow_1","","","sc/sprays_1.sc","spray_crow_1","Crow","","","COMMON","193","211","255","TRUE","","","","spray_crow.png","","","TRUE","","","","","","","","TrophyRewardsCrow","NEVER"
"spray_meg_1","","","sc/sprays_1.sc","spray_meg_1","MechaDude","","","COMMON","243","0","66","TRUE","","","","spray_meg.png","","","TRUE","","","","","","","","TrophyRewardsMechaDude","NEVER"
"spray_leon_1","","","sc/sprays_1.sc","spray_leon_1","Ninja","","","COMMON","0","214","40","TRUE","","","","spray_leon.png","","","TRUE","","","","","","","","TrophyRewardsNinja","NEVER"
"spray_chester_1","","","sc/sprays_1.sc","spray_chester_1","Jester","","","COMMON","103","67","255","TRUE","","","","spray_chester.png","","","TRUE","","","","","","","","TrophyRewardsJester","NEVER"
"spray_sandy_1","","","sc/sprays_1.sc","spray_sandy_1","Sandstorm","","","COMMON","125","94","252","TRUE","","","","spray_sandy.png","","","TRUE","","","","","","","","TrophyRewardsSandstorm","NEVER"
"spray_spike_1","","","sc/sprays_1.sc","spray_spike_1","Cactus","","","COMMON","0","224","95","TRUE","","","","spray_spike.png","","","TRUE","","","","","","","","TrophyRewardsCactus","NEVER"
"spray_anniversary1","","","sc/sprays_1.sc","spray_anniversary1","","","","COLLECTORS","243","192","255","TRUE","","","","spray_anniversary1.png","","","TRUE","","","","","","","","","NEVER"
"spray_anniversary2","","","sc/sprays_1.sc","spray_anniversary2","","","","COLLECTORS","255","185","33","TRUE","","","","spray_anniversary2.png","","","TRUE","","","","","","","","","NEVER"
"spray_brawlidays_hat","","","sc/sprays_1.sc","spray_brawlidays_hat","","","","COLLECTORS","249","3","3","TRUE","","","","spray_brawlidays_hat.png","","","TRUE","","","","","BRAWLIDAYS","","","","NEVER"
"spray_brawlidays_horns","","","sc/sprays_1.sc","spray_brawlidays_horns","","","","COLLECTORS","18","188","0","TRUE","","","","spray_brawlidays_horns.png","","","TRUE","","","","","BRAWLIDAYS","","","","NEVER"
"spray_brawlentines_heart1","","","sc/sprays_1.sc","spray_brawlentines_heart1","","","","COLLECTORS","255","77","213","TRUE","","","","spray_brawlentines_heart1.png","1000","29","TRUE","","","","","BRAWLENTINES","","","","AVAILABLE"
"spray_brawlentines_heart2","","","sc/sprays_1.sc","spray_brawlentines_heart2","","","","COLLECTORS","255","77","213","TRUE","","","","spray_brawlentines_heart2.png","1000","29","TRUE","","","","","BRAWLENTINES","","","","AVAILABLE"
"spray_candyland1","","","sc/sprays_1.sc","spray_candyland1","","","","COLLECTORS","255","209","18","TRUE","","","","spray_candyland1.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_candyland2","","","sc/sprays_1.sc","spray_candyland2","","","","COLLECTORS","131","255","255","TRUE","","","","spray_candyland2.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_lny2022","","","sc/sprays_1.sc","spray_lny2022","","","","COLLECTORS","151","255","16","TRUE","","","","spray_lny2022.png","1000","29","TRUE","","","","","LNY","","","","AVAILABLE"
"spray_esports2022_punch","","","sc/sprays_1.sc","spray_esports2022_punch","","","","COMMON","102","247","47","TRUE","","","","spray_esports2022_punch.png","","","TRUE","","","","TRUE","WF_2020","","","","NEVER"
"spray_gray_1","","","sc/sprays_1.sc","spray_gray_1","DoorMan","","","COMMON","255","255","255","TRUE","","","","spray_gray.png","","","TRUE","","","","","","","","TrophyRewardsDoorMan","NEVER"
"spray_rt_1","","","sc/sprays_1.sc","spray_rt_1","Splitter","","","COMMON","255","255","255","TRUE","","","","spray_rt.png","","","TRUE","","","","TRUE","","","","TrophyRewardsSplitter","NEVER"
"spray_willow_1","","","sc/sprays_1.sc","spray_willow_1","Puppeteer","","","COMMON","18","255","209","TRUE","","","","spray_willow.png","","","TRUE","","","","","","","","TrophyRewardsPuppeteer","NEVER"
"spray_hub1","","","sc/sprays_1.sc","spray_hub1","","","","COLLECTORS","253","243","60","TRUE","","","","spray_hub1.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_hub2","","","sc/sprays_1.sc","spray_hub2","","","","COLLECTORS","255","10","98","TRUE","","","","spray_hub2.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_otis_mask","","","sc/sprays_1.sc","spray_otis_mask","Silencer","SilencerOni","","COMMON","61","190","255","TRUE","","","","spray_otis_mask.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_lola_mask","","","sc/sprays_1.sc","spray_lola_mask","Duplicator","DuplicatorKitsune","","COMMON","255","255","255","TRUE","","","","spray_lola_mask.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_dynamike_mask","","","sc/sprays_1.sc","spray_dynamike_mask","TntDude","TntDudeTengu","","COMMON","252","131","42","TRUE","","","","spray_dynamike_mask.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_janet_popstar","","","sc/sprays_1.sc","spray_janet_popstar","","","","COLLECTORS","251","243","79","TRUE","","","","spray_janet_popstar.png","1000","29","TRUE","","","","TRUE","MUSIC","","","","AVAILABLE"
"spray_nani_easter","","","sc/sprays_1.sc","spray_nani_easter","Controller","ControllerEaster","","COMMON","255","167","255","TRUE","","","","spray_nani_easter.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_carl_carpet","","","sc/sprays_1.sc","spray_carl_carpet","Whirlwind","WhirlwindRamadan","","COMMON","253","243","60","TRUE","","","","spray_carl_carpet.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_ruffs_1","","","sc/sprays_1.sc","spray_ruffs_1","Ruffs","","","COMMON","233","45","172","TRUE","","","","spray_ruffs.png","","","TRUE","","","","TRUE","","","","TrophyRewardsRuffs","NEVER"
"spray_belle_1","","","sc/sprays_1.sc","spray_belle_1","ElectroSniper","","","COMMON","160","243","255","TRUE","","","","spray_belle.png","","","TRUE","","","","TRUE","","","","TrophyRewardsElectroSniper","NEVER"
"spray_buzz_1","","","sc/sprays_1.sc","spray_buzz_1","RopeDude","","","COMMON","0","255","31","TRUE","","","","spray_buzz.png","","","TRUE","","","","TRUE","","","","TrophyRewardsRopeDude","NEVER"
"spray_buster_1","","","sc/sprays_1.sc","spray_buster_1","ShieldTank","","","COMMON","123","245","255","TRUE","","","","spray_buster.png","","","TRUE","","","","TRUE","","","","TrophyRewardsShieldTank","NEVER"
"spray_colette_1","","","sc/sprays_1.sc","spray_colette_1","Percenter","","","COMMON","250","170","255","TRUE","","","","spray_colette.png","","","TRUE","","","","TRUE","","","","TrophyRewardsPercenter","NEVER"
