"Name","FileName","ExportName"
"Dyna003Still","characters.sc","dyna_003_still"
"Dyna003Win","characters.sc","dyna_003_win"
"Dyna003WinLoop","characters.sc","dyna_003_winLoop"
"Dyna003Lose","characters.sc","dyna_003_lose"
"Dyna003LoseLoop","characters.sc","dyna_003_loseLoop"
"EdgarWin","characters.sc","edgar_def_win"
"EdgarWinLoop","characters.sc","edgar_002_winLoop"
"EdgarLose","characters.sc","edgar_def_lose"
"EdgarLoseLoop","characters.sc","edgar_002_loseLoop"
"EdgarStill","characters.sc","edgar_def_still"
"Edgar002Win","characters.sc","edgar_002_win"
"Edgar002WinLoop","characters.sc","edgar_002_winLoop"
"Edgar002Lose","characters.sc","edgar_002_lose"
"Edgar002LoseLoop","characters.sc","edgar_002_loseLoop"
"Edgar002Still","characters.sc","edgar_002_still"
"Edgar003Win","characters.sc","edgar_003_win"
"Edgar003WinLoop","characters.sc","edgar_003_winLoop"
"Edgar003Lose","characters.sc","edgar_003_lose"
"Edgar003LoseLoop","characters.sc","edgar_003_loseLoop"
"Edgar003Still","characters.sc","edgar_003_still"
"Edgar004Win","characters.sc","edgar_004_win"
"Edgar004WinLoop","characters.sc","edgar_004_winLoop"
"Edgar004Lose","characters.sc","edgar_004_lose"
"Edgar004LoseLoop","characters.sc","edgar_004_loseLoop"
"Edgar004Still","characters.sc","edgar_004_still"
"EmzStill","characters.sc","emz_def_still"
"EmzWin","characters.sc","emz_def_win"
"EmzWinLoop","characters.sc","emz_def_winLoop"
"EmzLose","characters.sc","emz_def_lose"
"EmzLoseLoop","characters.sc","emz_def_loseLoop"
"Emz002Still","characters.sc","emz_002_still"
"Emz002Win","characters.sc","emz_002_win"
"Emz002WinLoop","characters.sc","emz_002_winLoop"
"Emz002Lose","characters.sc","emz_002_lose"
"Emz002LoseLoop","characters.sc","emz_002_loseLoop"
"EveWin","characters.sc","eve_def_win"
"EveWinLoop","characters.sc","eve_def_winLoop"
"EveLose","characters.sc","eve_def_lose"
"EveLoseLoop","characters.sc","eve_def_loseLoop"
"EveStill","characters.sc","eve_def_still"
"Eve002Win","characters.sc","eve_002_win"
"Eve002WinLoop","characters.sc","eve_002_winLoop"
"Eve002Lose","characters.sc","eve_002_lose"
"Eve002LoseLoop","characters.sc","eve_002_loseLoop"
"Eve002Still","characters.sc","eve_002_still"
"FrankWin","characters.sc","frank_def_win"
"FrankWinLoop","characters.sc","frank_def_winLoop"
"FrankLose","characters.sc","frank_def_lose"
"FrankLoseLoop","characters.sc","frank_def_loseLoop"
"FrankStill","characters.sc","frank_def_still"
"FrankDJIdle","characters.sc","dj_idle"
"FrankDJWin","characters.sc","dj_win"
"FrankDJWinLoop","characters.sc","dj_winLoop"
"Frank003Win","characters.sc","frank_003_win"
"Frank003Still","characters.sc","frank_def_still"
"FangWin","characters.sc","fang_def_win"
"FangWinLoop","characters.sc","fang_def_winLoop"
"FangLose","characters.sc","fang_def_lose"
"FangLoseLoop","characters.sc","fang_def_loseLoop"
"FangStill","characters.sc","fang_def_still"
"Fang002Win","characters.sc","fang_002_win"
"Fang002WinLoop","characters.sc","fang_002_winLoop"
"Fang002Lose","characters.sc","fang_002_lose"
"Fang002LoseLoop","characters.sc","fang_002_loseLoop"
"Fang002Still","characters.sc","fang_002_still"
"JackyWin","characters.sc","jacky_def_win"
"JackyWinLoop","characters.sc","jacky_def_winLoop"
"JackyLose","characters.sc","jacky_def_lose"
"JackyLoseLoop","characters.sc","jacky_def_loseLoop"
"JackyStill","characters.sc","jacky_def_still"
"Jacky002Win","characters.sc","jacky_002_win"
"Jacky002WinLoop","characters.sc","jacky_002_winloop"
"Jacky002Lose","characters.sc","jacky_002_lose"
"Jacky002LoseLoop","characters.sc","jacky_002_loseloop"
"Jacky002Still","characters.sc","jacky_002_still"
"Jacky003Win","characters.sc","jacky_003_win"
"Jacky003WinLoop","characters.sc","jacky_003_winLoop"
"Jacky003Lose","characters.sc","jacky_003_lose"
"Jacky003LoseLoop","characters.sc","jacky_003_loseLoop"
"Jacky003Still","characters.sc","jacky_003_still"
"JessieStill","characters.sc","jessie_def_still"
"JessieIdle","characters.sc","jessie_def_idle"
"JessieWin","characters.sc","jessie_def_win"
"JessieWinLoop","characters.sc","jessie_def_winLoop"
"JessieLose","characters.sc","jessie_def_lose"
"JessieLoseLoop","characters.sc","jessie_def_loseLoop"
"JessieRenewIdle","characters.sc","jessie_def_idle_renew"
"JessieRenewStill","characters.sc","jessie_def_still_renew"
"JessieRenewWin","characters.sc","jessie_def_win_renew"
"JessieRenewWinLoop","characters.sc","jessie_def_winLoop_renew"
"JessieRenewLose","characters.sc","jessie_def_lose_renew"
"JessieRenewLoseLoop","characters.sc","jessie_def_loseLoop_renew"
"Jessie002Still","characters.sc","jessie_002_still"
"Jessie002Win","characters.sc","jessie_002_win"
"Jessie002WinLoop","characters.sc","jessie_002_winLoop"
"Jessie002Lose","characters.sc","jessie_002_lose"
"Jessie002LoseLoop","characters.sc","jessie_002_loseLoop"
"Jessie003Still","characters.sc","jessie_003_still"
"Jessie003Win","characters.sc","jessie_003_win"
"Jessie003WinLoop","characters.sc","jessie_003_winLoop"
"Jessie003Lose","characters.sc","jessie_003_lose"
"Jessie003LoseLoop","characters.sc","jessie_003_loseLoop"
"TaraStill","characters.sc","tara_def_still"
"TaraWin","characters.sc","tara_def_win"
"TaraWinLoop","characters.sc","tara_def_winLoop"
"TaraLose","characters.sc","tara_def_lose"
"TaraLoseLoop","characters.sc","tara_def_loseLoop"
"Tara002Still","characters.sc","tara_002_still"
"Tara002Win","characters.sc","tara_002_win"
"Tara002WinLoop","characters.sc","tara_002_winLoop"
"Tara002Lose","characters.sc","tara_002_lose"
"Tara002LoseLoop","characters.sc","tara_002_loseLoop"
"Tara003Still","characters.sc","tara_003_still"
"Tara003Win","characters.sc","tara_003_win"
"Tara003WinLoop","characters.sc","tara_003_winLoop"
"Tara003Lose","characters.sc","tara_003_lose"
"Tara003LoseLoop","characters.sc","tara_003_loseLoop"
"MaxWin","characters.sc","max_def_win"
"MaxWinLoop","characters.sc","max_def_winLoop"
"MaxLose","characters.sc","max_def_lose"
"MaxLoseLoop","characters.sc","max_def_loseLoop"
"MaxStill","characters.sc","max_def_still"
"Max002Win","characters.sc","max_002_win"
"Max002WinLoop","characters.sc","max_002_winLoop"
"Max002Lose","characters.sc","max_002_lose"
"Max002LoseLoop","characters.sc","max_002_loseLoop"
"Max002Still","characters.sc","max_002_still"
"Max003Win","characters.sc","max_003_win"
"Max003WinLoop","characters.sc","max_003_winLoop"
"Max003Lose","characters.sc","max_003_lose"
"Max003LoseLoop","characters.sc","max_003_loseLoop"
"Max003Still","characters.sc","max_003_still"
"MegStill","characters.sc","meg_def_still"
"MegWin","characters.sc","meg_def_win"
"MegWinLoop","characters.sc","meg_def_winLoop"
"MegLose","characters.sc","meg_def_loseLoop"
"MegLoseLoop","characters.sc","meg_def_loseLoop"
"Meg002Still","characters.sc","meg_002_still"
"Meg002Win","characters.sc","meg_002_win"
"Meg002WinLoop","characters.sc","meg_002_winLoop"
"Meg002Lose","characters.sc","meg_002_lose"
"Meg002LoseLoop","characters.sc","meg_002_loseLoop"
"MrPPetOff","characters.sc","mrp_pet_off"
"MrPPetOn","characters.sc","mrp_pet_on"
"MrPAgentpPetOff","characters.sc","mrp_agentp_pet_off"
"MrPAgentpPetOn","characters.sc","mrp_agentp_pet_on"
"MortisWin","characters.sc","mortis_def_win"
"MortisWinLoop","characters.sc","mortis_def_winLoop"
"MortisLose","characters.sc","mortis_def_lose"
"MortisLoseLoop","characters.sc","mortis_def_loseLoop"
"MortisStill","characters.sc","mortis_def_still"
"Mortis002Face","characters.sc","mortis_002_face"
"Mortis002Idle","characters.sc","mortis_002_idle"
"Mortis003Win","characters.sc","mortis_003_win"
"Mortis003WinLoop","characters.sc","mortis_003_winLoop"
"Mortis003Lose","characters.sc","mortis_003_lose"
"Mortis003LoseLoop","characters.sc","mortis_003_loseLoop"
"Mortis003Still","characters.sc","mortis_003_still"
"Mortis004Win","characters.sc","mortis_004_win"
"Mortis004WinLoop","characters.sc","mortis_004_winLoop"
"Mortis004Lose","characters.sc","mortis_004_lose"
"Mortis004LoseLoop","characters.sc","mortis_004_loseLoop"
"Mortis004Still","characters.sc","mortis_004_still"
"NaniStill","characters.sc","nani_def_still"
"NaniWin","characters.sc","nani_def_win"
"NaniWinLoop","characters.sc","nani_def_winLoop"
"NaniLose","characters.sc","nani_def_lose"
"NaniLoseLoop","characters.sc","nani_def_loseLoop"
"Nani002Still","characters.sc","nani_002_still"
"Nani002Win","characters.sc","nani_002_win"
"Nani002WinLoop","characters.sc","nani_002_winLoop"
"Nani002Lose","characters.sc","nani_002_lose"
"Nani002LoseLoop","characters.sc","nani_002_loseLoop"
"Nani003Still","characters.sc","nani_003_still"
"Nani003Win","characters.sc","nani_003_win"
"Nani003WinLoop","characters.sc","nani_003_winLoop"
"Nani003Lose","characters.sc","nani_003_lose"
"Nani003LoseLoop","characters.sc","nani_003_loseLoop"
"NitaStill","characters.sc","nita_def_still"
"NitaWin","characters.sc","nita_def_win"
"NitaWinLoop","characters.sc","nita_def_winLoop"
"NitaLose","characters.sc","nita_def_lose"
"NitaLoseLoop","characters.sc","nita_def_loseLoop"
"Nita002Still","characters.sc","nita_002_still"
"Nita002Win","characters.sc","nita_002_win"
"Nita002WinLoop","characters.sc","nita_002_winLoop"
"Nita002Lose","characters.sc","nita_002_lose"
"Nita002LoseLoop","characters.sc","nita_002_loseLoop"
"Nita003Still","characters.sc","nita_003_still"
"Nita003Win","characters.sc","nita_003_win"
"Nita003WinLoop","characters.sc","nita_003_winLoop"
"Nita003Lose","characters.sc","nita_003_lose"
"Nita003LoseLoop","characters.sc","nita_003_loseLoop"
"PamFace","characters.sc","pam_def_face"
"PamStill","characters.sc","pam_def_still"
"PamHappy","characters.sc","pam_def_happy"
"Pam002Win","characters.sc","pam_002_win"
"Pam002WinLoop","characters.sc","pam_002_winLoop"
"Pam002Lose","characters.sc","pam_002_lose"
"Pam002LoseLoop","characters.sc","pam_002_loseLoop"
"Pam002Still","characters.sc","pam_002_still"
"PennyFace","characters.sc","penny_face"
"Penny002Face","characters.sc","penny_002_face"
"PiperStillOpen","characters.sc","piper_still_open"
"PiperStillClosed","characters.sc","piper_still_close"
"PiperWin","characters.sc","piper_win"
"PiperWinLoop","characters.sc","piper_winLoop"
"PiperLose","characters.sc","piper_lose"
"PiperLoseLoop","characters.sc","piper_loseLoop"
"Piper002StillOpen","characters.sc","piper_002_stillOpen"
"Piper002StillClosed","characters.sc","piper_002_stillClosed"
"Piper002Win","characters.sc","piper_002_win"
"Piper002WinLoop","characters.sc","piper_002_winLoop"
"Piper002Lose","characters.sc","piper_002_lose"
"Piper002LoseLoop","characters.sc","piper_002_loseLoop"
"Piper003Win","characters.sc","piper_003_win"
"Piper003WinLoop","characters.sc","piper_003_winLoop"
"Piper003Lose","characters.sc","piper_003_lose"
"Piper003LoseLoop","characters.sc","piper_003_loseLoop"
"Piper004Win","characters.sc","piper_004_win"
"Piper004WinLoop","characters.sc","piper_004_winLoop"
"Piper004Lose","characters.sc","piper_004_lose"
"Piper004LoseLoop","characters.sc","piper_004_loseLoop"
"Piper004Still","characters.sc","piper_004_still"
"RosaWin","characters.sc","rosa_def_win"
"RosaWinLoop","characters.sc","rosa_def_winLoop"
"RosaLose","characters.sc","rosa_def_lose"
"RosaLoseLoop","characters.sc","rosa_def_loseLoop"
"RosaStill","characters.sc","rosa_def_still"
"Rosa002Win","characters.sc","rosa_002_win"
"Rosa002WinLoop","characters.sc","rosa_002_winLoop"
"Rosa002Lose","characters.sc","rosa_002_lose"
"Rosa002LoseLoop","characters.sc","rosa_002_loseLoop"
"Rosa002Still","characters.sc","rosa_002_still"
"Rosa003Win","characters.sc","rosa_003_win"
"Rosa003WinLoop","characters.sc","rosa_003_winLoop"
"Rosa003Lose","characters.sc","rosa_003_lose"
"Rosa003LoseLoop","characters.sc","rosa_003_loseLoop"
"Rosa003Still","characters.sc","rosa_003_still"
"Rosa004Win","characters.sc","rosa_004_win"
"Rosa004WinLoop","characters.sc","rosa_004_winLoop"
"Rosa004Lose","characters.sc","rosa_004_lose"
"Rosa004LoseLoop","characters.sc","rosa_004_loseLoop"
"Rosa004Still","characters.sc","rosa_004_still"
"SandyIdle","characters.sc","sandy_idle"
"SandyWin","characters.sc","sandy_win"
"SandyWinloop","characters.sc","sandy_winloop"
"SandyWalk","characters.sc","sandy_walk"
"SandyProfile","characters.sc","sandy_profile"
"Sandy002Win","characters.sc","sandy_002_win"
"Sandy002WinLoop","characters.sc","sandy_002_winLoop"
"Sandy002Lose","characters.sc","sandy_002_lose"
"Sandy002LoseLoop","characters.sc","sandy_002_loseLoop"
"Sandy002Still","characters.sc","sandy_002_still"
"ShellyFace","characters.sc","shelly_face"
"ShellyStill","characters.sc","shelly_still"
"ShellyHappy","characters.sc","shelly_happy"
"ShellySad","characters.sc","shelly_sad"
"ShellySadLoop","characters.sc","shelly_sadLoop"
"Shelly002Win","characters.sc","shelly_002_win"
"Shelly002WinLoop","characters.sc","shelly_002_winLoop"
"Shelly002Lose","characters.sc","shelly_002_lose"
"Shelly002LoseLoop","characters.sc","shelly_002_loseLoop"
"Shelly002Still","characters.sc","shelly_002_still"
"Shelly003Win","characters.sc","shelly_003_win"
"Shelly003WinLoop","characters.sc","shelly_003_winLoop"
"Shelly003Lose","characters.sc","shelly_003_lose"
"Shelly003LoseLoop","characters.sc","shelly_003_loseLoop"
"Shelly003Still","characters.sc","shelly_003_still"
"Shelly004Win","characters.sc","shelly_004_win"
"Shelly004WinLoop","characters.sc","shelly_004_winLoop"
"Shelly004Lose","characters.sc","shelly_004_lose"
"Shelly004LoseLoop","characters.sc","shelly_004_loseLoop"
"Shelly004Still","characters.sc","shelly_004_still"
"Stu002Face","characters.sc","stu_002_win"
"SqueakStill","characters.sc","squeak_def_still"
"SqueakWin","characters.sc","squeak_def_win"
"SqueakWinLoop","characters.sc","squeak_def_winLoop"
"SqueakLose","characters.sc","squeak_def_lose"
"SqueakLoseLoop","characters.sc","squeak_def_loseLoop"
"Squeak004Still","characters.sc","squeak_004_still"
"Squeak004Win","characters.sc","squeak_004_win"
"Squeak004WinLoop","characters.sc","squeak_004_winLoop"
"Squeak004Lose","characters.sc","squeak_004_lose"
"Squeak004LoseLoop","characters.sc","squeak_004_loseLoop"
"BrownIdle","characters.sc","primo_brown_idle"
"BrownWin","characters.sc","primo_brown_win"
"BrownWinLoop","characters.sc","primo_brown_winLoop"
"BrownLose","characters.sc","primo_brown_lose"
"BrownLoseLoop","characters.sc","primo_brown_loseLoop"
"BrownHS","characters.sc","primo_brown_hS"
"GeneWin","characters.sc","gene_def_win"
"GeneWinLoop","characters.sc","gene_def_winLoop"
"GeneLose","characters.sc","gene_def_lose"
"GeneLoseLoop","characters.sc","gene_def_loseLoop"
"GeneStill","characters.sc","gene_def_still"
"Gene002Win","characters.sc","gene_002_win"
"Gene002WinLoop","characters.sc","gene_002_winLoop"
"Gene002Lose","characters.sc","gene_002_lose"
"Gene002LoseLoop","characters.sc","gene_002_loseLoop"
"Gene002Still","characters.sc","gene_002_still"
"GeneBazaarHappy","characters.sc","gene_003_happy"
"GeneBazaarIdle","characters.sc","gene_003_idle"
"GeneBazaarIntro","characters.sc","gene_003_intro"
"GeneBazaarSad","characters.sc","gene_003_sad"
"Gene004Win","characters.sc","gene_004_win"
"Gene004WinLoop","characters.sc","gene_004_winLoop"
"Gene004Lose","characters.sc","gene_004_lose"
"Gene004LoseLoop","characters.sc","gene_004_loseLoop"
"Gene004Still","characters.sc","gene_004_still"
"GromWin","characters.sc","grom_def_win"
"GromWinLoop","characters.sc","grom_def_winLoop"
"GromLose","characters.sc","grom_def_lose"
"GromLoseLoop","characters.sc","grom_def_loseLoop"
"GromStill","characters.sc","grom_def_still"
"ColetteWin","characters.sc","colette_def_win"
"ColetteWinLoop","characters.sc","colette_def_winLoop"
"ColetteLose","characters.sc","colette_def_lose"
"ColetteLoseLoop","characters.sc","colette_def_loseLoop"
"ColetteStill","characters.sc","colette_def_still"
"Colette002Win","characters.sc","colette_002_win"
"Colette002WinLoop","characters.sc","colette_002_winLoop"
"Colette002Lose","characters.sc","colette_002_lose"
"Colette002LoseLoop","characters.sc","colette_002_loseLoop"
"Colette002Still","characters.sc","colette_002_still"
"Colette003Win","characters.sc","colette_003_win"
"Colette003WinLoop","characters.sc","colette_003_winLoop"
"Colette003Lose","characters.sc","colette_003_lose"
"Colette003LoseLoop","characters.sc","colette_003_loseLoop"
"Colette003Still","characters.sc","colette_003_still"
"Colette004Win","characters.sc","colette_004_win"
"Colette004WinLoop","characters.sc","colette_004_winLoop"
"Colette004Lose","characters.sc","colette_004_lose"
"Colette004LoseLoop","characters.sc","colette_004_loseLoop"
"Colette004Still","characters.sc","colette_004_still"
"LouWin","characters.sc","lou_def_win"
"LouWinLoop","characters.sc","lou_def_winLoop"
