"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_LEAPER","MICO","ميكو","米科","米可","MICO","MICO","MICO","MICO","מיקו","MICO","MICO","ミコ","미코","MICO","MICO","MICO","MICO","МИКО","มิโก้","MICO","MICO"
"TID_LEAPER_SHORT_DESC","ASSASSIN","فئة مدمر","突袭者","刺客型","ASSASSINE","ASESINO","SALAMURHAAJA","ASSASSINAT","מתנקש","PEMBURU","SICARIO","アサシン","어쌔신","ASASIN","AANVALLER","ZABÓJCA","ALGOZ","УБИЙЦА","นักฆ่า","SUİKASTÇI","SÁT THỦ"
"TID_LEAPER_DESC","Mico's the sound guy in Brawlywood, but one could be forgiven for thinking he's actually a celebrity given all the bragging and name-dropping. Hot-tempered and unstable, he cannot take a joke. Don't ever call him funny...","ميكو فني الصوت في بروليوود، لكن طبيعي أن تظن أنه من المشاهير بفضل الافتخار واسمه دائم التردد. لا يمكنه المزاح، فهو عصبي ومزاجه غير مستقر. لا تقل له إنه مضحك أبدًا...","米科是乱斗好莱坞的音效师。他总是大肆吹嘘自己和那些名人的关系，因此常有人以为他也是位名人。米科的脾气暴躁易怒，一点玩笑都受不了。千万别说他\q好笑\q......","米可是荒野亂萊塢的收音員。他總喜歡炫耀自己和名人的關係，因此常有人以為他也是個大明星。米可的脾氣暴躁易怒，一點玩笑都開不起，所以千萬別說他看起來很搞笑......","Mico ist in Brawlywood für den Sound zuständig. Bei all seiner Angeberei und dem Großtun mit den Namen bekannter Persönlichkeiten könnte man ihn jedoch für eine Berühmtheit halten. Sag diesem labilen Hitzkopf bloß nie, er sei komisch ...","Con todas esas anécdotas sobre famosos, lo normal es pensar que Mico es una estrella del espectáculo, pero en realidad es el técnico de sonido de Brawlywood. Irascible, impredecible y sin sentido del humor; hagas lo que hagas, nunca te rías delante de él.","Mico on Brawlywoodin äänimies, mutta leveilee siihen malliin, että hänen voisi äkkiseltään luulla olevan suurempikin tähti. Hän on äkkipikainen ja ailahtelevainen eikä siedä vitsailua. Älä koskaan kehu häntä hauskaksi...","Mico s'occupe de la prise de son à Brawlywood, mais on pourrait facilement le confondre avec une célébrité, vu comme il se la pète. Avec son tempérament de feu et son instabilité psychique, il a du mal à accepter les blagues à son sujet...","מיקו הוא איש סאונד ב- Brawlywood, אבל אפשר לסלוח למי שחושבים שהוא סלבריטי בהתחשב בכל ההשווצות ואזכור שמות. חמום מוח ולא יציב, הוא לא מקבל טוב בדיחות. אז לא לומר אף פעם שהוא מצחיק...","Segala hal terkait audio di Brawlywood, Mico adalah jagonya. Karena sering bertemu dengan banyak bintang film, dia sering merasa dia juga layak diperlakukan sebagai bintang! JANGAN PERNAH EJEK DIA ...","Mico è il fonico di Brawlywood, ma è così vanitoso che se la tira tanto quanto le star del cinema. È anche imprevedibile, irascibile e completamente privo di senso dell'umorismo. Ah, non ti conviene chiamarlo \qbuffo\q...","ミコは映画の音響スタッフにすぎないが、虚栄心が高く、有名人との逸話をまことしやかに吹聴している。まさに、虎の威を借る狐... いや、猿といったところか。しかし、気性は荒く冗談が通じないため、決してからったりはしないように...","브롤리우드의 음향 담당인데, 허세가 심해 다들 미코를 인기 스타인 줄 알 정도랍니다. 다혈질에 기분파라서 농담을 진지하게 받아들이니, 괜히 장난을 걸지 않는 편이 좋을 거예요.","Mico ialah pengurus sistem siar raya dalam Brawlywood, tetapi boleh disalah anggap sebagai selebriti kerana suka bercakap gah dan menunjuk-nunjuk. Dia panas baran, tidak stabil dan tidak boleh bergurau. Jangan sesekali panggil dia kelakar...","Mico is de geluidsman in Brawlywood, maar door al dat opscheppen zou je haast denken dat hij een beroemdheid is. Hij heeft een opvliegend karakter en kan niet tegen een grapje. Zeg nooit dat hij een goed gevoel voor humor heeft...","Mico jest w Brawlywood dźwiękowcem, ale ponieważ ciągle się przechwala i pokazuje, że wszystkich zna, można z łatwością pomyśleć, że jest jedną ze sław. Jest wybuchowy i niezrównoważony, nie lubi żartów na swój temat. Nawet nie próbuj powiedzieć, że zabawny z niego gość...","Mico é o técnico de som de Brawlywood, mas não seria estranho pensar que ele é a celebridade, considerando como ele fica se vangloriando. Ele tem pavio curto e não aceita zoações. Nunca o chame de macaco de circo...","Мико работает звукооператором в Броуливуде, но его легко принять за знаменитость, учитывая, сколько он хвастается. У него крутой нрав, а вот чувства юмора нет, так что лучше не шути с ним!","มิโก้เป็นผู้ดูแลฝ่ายเสียงในบรอว์ลีวู้ด แต่ก็ไม่แปลกหากหลายคนเข้าใจผิดว่าเขาเป็นคนดัง นั่นก็เพราะนิสัยโอ้อวดและชอบอ้างชื่อนักแสดงคนอื่นไปทั่วของเขา มิโก้เป็นคนหัวร้อน เอาแน่เอานอนไม่ได้ แถมไม่รับมุกอีกต่างหาก อย่าไปทำอะไรตลกๆ กับเขาแล้วกัน...","Mico, Brawlywood'un ses uzmanı. Herkesin onu ünlü biri sanması normal, böbürlenmeyi seviyor. Huyu böyle. Kolayca kızıyor ve dengesiz, hiç şaka kaldıramıyor. Sakın dalga geçmeyi deneme...","Mico là chuyên gia âm thanh ở Brawlywood, nhưng ai cũng nghĩ cậu ta là người nổi tiếng vì cậu ta luôn khoe khoang và \qăn ké\q danh tiếng của các ngôi sao. Hãy cẩn thận vì Mico rất dễ nổi cáu và không thích nói đùa."
"TID_LEAPER_WEAPON","MIC BOOM","ذراع الميكروفون","话筒跳劈","蹦蹦躍擊","MIC-ARM","MICRÓFONO DE BRAZO","MIKKIPIDIKE","LÂCHER DE MICRO","מיק בום","MIKROFON BOOM","MICROFONO A BRACCIO","マイクブーム","마이크 붐","LETUPAN MIKROFON","MIC DROP","ŻURAW MIKROFONU","MICROFONE EXPLOSIVO","МИКРОФОННАЯ СТОЙКА","ไมค์บูม","MİKROFON PATLAMASI","GẬY NỐI DÀI MICRO"
"TID_LEAPER_WEAPON_DESC","Mico jumps forward for a short distance attacking with his mic boom and damaging nearby enemies after landing.","يقفز ميكو للأمام لمسافة قصيرة ويهاجم باستخدام ذراع الميكروفون الخاص به، ويُلحق الضرر بالأعداء القريبين بعد الهبوط.","米科向前跳跃一小段距离，同时用话筒架发起攻击，在落地后对附近敌人造成伤害。","米可向前跳躍一小段距離，同時用他的收音桿發動攻擊，並在落地後對附近敵人造成傷害。","Mico springt ein kleines Stück nach vorne und greift mit seinem Mikrofon-Arm an. Durch seine Landung fügt er Gegnern in der Nähe Schaden zu.","Mico salta una distancia corta hacia delante, ataca con su micrófono e inflige daño a los enemigos cercanos al aterrizar.","Mico hyppää lyhyen matkan eteenpäin ja käy vastustajien kimppuun mikkipidikkeellään. Hän vahingoittaa lähistöllä olevia vastustajia laskeuduttuaan.","Mico bondit en avant sur une courte distance, attaquant les ennemis proches avec son micro et leur infligeant des dégâts à l'impact.","מיקו מזנק קדימה למרחק קצר ותוקף עם מיקרופון הבום שלו ופוגע באויבים ליד לאחר שנחת.","Mico melompat maju dalam serangan pendek dengan Mikrofon Boom miliknya. Saat mendarat, lawan yang berada di sekitarnya akan menerima kerusakan.","Mico balza in avanti per una breve distanza e, una volta atterrato, causa danni ai nemici più vicini col suo microfono.","飛びかかってマイクブームで攻撃し、着地地点の周辺にいる敵にダメージを与える。","앞으로 짧은 거리를 점프해 마이크로 적을 공격합니다. 착지 후 주변에 있는 적에게 피해를 줍니다.","Mico meloncat ke depan sedikit untuk menyerang dengan mikrofon dan merosakkan musuh berdekatan apabila mendarat.","Mico springt een korte afstand voorwaarts om aan te vallen met zijn microfoon. Wanneer hij landt, brengt hij schade toe aan nabije vijanden.","Mico skacze przed siebie na krótką odległość, atakując żurawiem swojego mikrofonu i zadając obrażenia pobliskim wrogom po lądowaniu.","Mico pula para a frente e ataca com seu microfone explosivo, causando dano a inimigos próximos ao aterrissar.","Мико делает небольшой прыжок вперёд, атакуя с помощью микрофонной стойки и нанося урон ближайшим противникам при приземлении.","มิโก้กระโดดไปข้างหน้าในระยะใกล้ๆ และโจมตีด้วยไมค์บูมของเขาพร้อมสร้างความเสียหายให้กับศัตรูที่อยู่ใกล้ๆ ตอนเขาลงถึงพื้น","Mico kısa bir mesafe ileri sıçrar ve yere indiğinde mikrofonunu yakınındaki düşmanların kafasına patlatarak onlara hasar verir.","Mico nhảy về phía trước một khoảng ngắn cùng với chiếc gậy nối dài micro và gây sát thương lên kẻ địch gần đó sau khi tiếp đất."
"TID_LEAPER_ULTI","OUT OF FRAME","خارج الكادر","越界坠击","高空取景","AUS DEM BILD","FUERA DE PLANO","POISSA KUVASTA","SAUT VERTIGINEUX","לא במסגרת","LOMPATAN INTERDIMENSI","FUORI CAMPO","フレームアウト","화면 이탈","KELUAR SEKEJAP","BUITEN BEELD","POZA KADREM","FORA DE QUADRO","ЗА КАДРОМ","หลุดเฟรม","SAHNEDEN ÇIKIŞ","NGOÀI KHUNG HÌNH"
"TID_LEAPER_ULTI_DESC","Mico jumps out of frame, becoming invulnerable while controlling his landing position and damaging nearby enemies when landing.","يقفز ميكو قفزة عالية ويصبح محصنًا من الضرر، بينما يتحكم في موضع الهبوط، ويُلحق الضرر بالأعداء القريبين عند الهبوط.","米科跳到画面外，免疫所有伤害。他可选择自己的落地位置，并在落地时对附近敌人造成伤害。","米可跳出鏡頭外，免疫所有傷害。他可控制自己落地的位置，並在落地後對周圍敵人造成傷害。","Mico springt aus dem Bild, wodurch er unverwundbar wird und seinen Landungspunkt bestimmen kann. Bei seiner Landung fügt er Gegnern in der Nähe Schaden zu.","Mico salta fuera de plano y se vuelve invulnerable mientras decide dónde aterrizar. Inflige daño a los enemigos al tocar el suelo.","Mico hyppää pois kuvasta ja muuttuu haavoittumattomaksi. Hän myös valitsee, minne laskeutuu, ja vahingoittaa lähellä olevia vastustajia laskeutuessaan.","Mico saute hors du champ de bataille, ce qui le rend invulnérable. Il décide du lieu d'atterrissage, et inflige des dégâts aux ennemis proches à l'impact.","מיקו קופץ מהמסגרת, והופך לחסין תוך שליטה בתנוחת הנחיתה שלו ופוגע באויבים ליד כשהוא נוחת.","Mico melompat ke dimensi lain! Selama lompatan ini, Mico tidak dapat diserang. Dia juga dapat mengendalikan lokasi pendaratan dan akan memberikan kerusakan pada lawan di sekitar area pendaratan.","Mico balza così in alto da scomparire e diventare invulnerabile per un breve periodo, durante il quale è in grado di controllare il punto di atterraggio e di danneggiare i nemici che si trovano nell'area in cui deciderà di piombare.","画面外までジャンプして無敵状態となり、好きな場所に着地して周辺の敵にダメージを与える。","화면 밖으로 벗어나 무적 상태에서 착지 지점을 고를 수 있습니다. 착지할 때 주변의 적에게 피해를 줍니다.","Mico melompat keluar dari skrin, menjadi kebal ketika memilih kedudukan pendaratan dan merosakkan musuh berdekatan apabila mendarat.","Mico springt buiten het beeld en is onkwetsbaar terwijl hij zijn landingspositie bepaalt. Met zijn landing brengt hij schade toe aan nabije vijanden.","Mico wyskakuje poza kadr, stając się niewrażliwym i kontrolując swoją pozycję lądowania oraz zadając obrażenia pobliskim wrogom po lądowaniu.","Ao ficar fora do quadro, Mico se torna invulnerável para controlar sua posição de chegada e causar dano a inimigos próximos ao aterrissar.","Мико прыгает за пределы экрана, становясь неуязвимым и выбирая, где приземлиться. При приземлении он наносит урон ближайшим противникам.","มิโก้กระโดดหายไปจากหน้าจอ เขาจะอยู่ยงคงกระพันขณะหาจุดกระโดดลง และสร้างความเสียหายให้กับศัตรูที่อยู่ใกล้ๆ ตอนเขาลงถึงพื้น","Mico büyük bir atlayış yapıp görünürden kaybolur, bu sırada hasar almaz ve ineceği yeri seçebilir. Yere indiğinde yakınındaki düşmanlara hasar verir.","Mico nhảy ra khỏi khung hình, trở nên bất khả xâm phạm trong khi xác định vị trí tiếp đất của mình và gây sát thương lên kẻ thù gần đó khi tiếp đất."
"TID_LEAPER_SP_1","MONKEY BUSINESS","شغل قرود","就地取材","猴子偷彈","MICH LAUST DER AFFE","ASUNTOS DE PRIMATES","APINAMAISTA MENOA","SINGERIE","עסקים מפוקפקים","PANJANG TANGAN","MANO LESTA","モンキーパンチ","몽키 비즈니스","Gelagat Monyet","APENSTREKEN","MAŁPI ROZUM","MACACADA","ПЛАГИАТ","ลิงหลอกเจ้า","MAYMUN İŞİ","CHƠI KHĂM"
"TID_LEAPER_SP_1_DESC","Every <c00cc00><VALUE1></c> seconds, Mico's basic attack steals ammo from his enemies after hitting them.","كل <c00cc00><VALUE1></c> ث، يسرق هجوم ميكو الأساسي الذخيرة من أعدائه بعد إصابتهم.","每过<c00cc00><VALUE1></c>秒，米科都可在普通攻击命中敌人时偷取弹药。","每過<c00cc00><VALUE1></c>秒，米可都會在普通攻擊命中敵人時偷取對方的彈藥。","Alle <c00cc00><VALUE1></c> Sekunden stiehlt Mico getroffenen Gegnern mit seiner Hauptattacke Angriffsaufladungen.","Cada <c00cc00><VALUE1></c> segundos, el ataque base de Mico roba munición a sus enemigos tras golpearlos.","Micon perushyökkäys varastaa osuessaan ammuksia vastustajilta <c00cc00><VALUE1></c> sekunnin välein.","Toutes les <c00cc00><VALUE1></c> seconde(s), l'attaque principale de Mico vole des munitions aux ennemis frappés.","כל <c00cc00><VALUE1></c> שניות, ההתקפה הבסיסית של מיקו גונבת תחמושת מהאויבים שלו לאחר שפגע בהם.","Setiap <c00cc00><VALUE1></c> detik, serangan dasar Mico yang mengenai lawan juga akan mencuri amunisi!","Ogni <c00cc00><VALUE1></c> secondi, Mico ruba i colpi degli avversari su cui va a segno col suo attacco base.","通常攻撃が命中した敵から弾薬を奪う。<c00cc00><VALUE1></c>秒ごとに奪取可能。","<c00cc00><VALUE1></c>초마다 일반 공격이 명중한 적의 탄환을 빼앗습니다.","Setiap <c00cc00><VALUE1></c> saat, serangan asas Mico akan mencuri peluru daripada musuh selepas mengenai mereka.","Met zijn basisaanval steelt Mico elke <c00cc00><VALUE1></c> seconden munitie van zijn vijanden nadat hij ze geraakt heeft.","Co <c00cc00><VALUE1></c> s podstawowy atak Mico wykrada amunicję od wrogów po ich trafieniu.","A cada <c00cc00><VALUE1></c> segundos, o ataque normal de Mico rouba munição dos inimigos atingidos.","Каждые <c00cc00><VALUE1></c> с. Мико отнимает у врагов боеприпасы, если задевает их основной атакой.","ทุกๆ <c00cc00><VALUE1></c> วินาที การโจมตีพื้นฐานของมิโก้จะขโมยกระสุนจากศัตรูหลังจากที่ศัตรูถูกยิงใส่","<c00cc00><VALUE1></c> saniyede bir Mico'nun temel saldırısı isabet ettiği düşmanlardan cephane çalar.","Mỗi <c00cc00><VALUE1></c> giây, đòn tấn công cơ bản của Mico sẽ trộm đạn dược từ kẻ địch sau khi đánh trúng họ."
"TID_LEAPER_SP_2","RECORD SMASH","تحطيم الرقم القياسي","尖锐破音","爆裂破音","SMASH-HIT","DISCO DE PLATINO","SUPERHITTI","GROSSES MANDALES","תקליט מוחץ","PEMECAH-BELAH","PRIMATE DA RECORD","ミリオンヒット","쇼킹 스매시","PECAH REKOD","SMASH HIT","POBICIE REKORDU","SUCESSO ESMAGADOR","РЕКОРДНЫЙ ХИТ","เพลงฮิตตีตลาด","KAYIT DIŞI","ĐÒN TẤN CÔNG MẠNH MẼ"
"TID_LEAPER_SP_2_DESC","Mico deals <c00cc00><VALUE1>%</c> extra damage against non brawlers.","يُلحق ميكو ضررًا إضافيًا بنسبة <c00cc00><VALUE1>%</c> ضد غير الأبطال.","米科对非英雄单位可造成<c00cc00><VALUE1>%</c>的额外伤害。","米可對非英雄單位可造成<c00cc00><VALUE1>%</c>的額外傷害。","Mico fügt Nicht-Brawlern <c00cc00><VALUE1> %</c> zusätzlichen Schaden zu.","Mico inflige un <c00cc00><VALUE1> %</c> de daño extra a cualquier cosa que no sea un brawler.","Mico aiheuttaa <c00cc00><VALUE1> %</c> lisätuhoa vastustajille, jotka eivät ole rämäpäitä.","Mico inflige <c00cc00><VALUE1> %</c> de dégâts supplémentaires aux cibles qui ne sont pas des brawlers.","מיקו גורם לנזק נוסף של <c00cc00><VALUE1>%</c> נגד לא-בראולרים.","Mico memberikan <c00cc00><VALUE1>%</c> kerusakan ekstra pada target mana saja selain Jagoan.","Mico infligge il <c00cc00><VALUE1>%</c> di danni in più ai bersagli che non sono brawler.","キャラクター以外の敵に<c00cc00><VALUE1>％</c>の追加ダメージを与える。","브롤러가 아닌 적에게 <c00cc00><VALUE1>%</c> 추가 피해를 줍니다.","Mico melakukan <c00cc00><VALUE1>%</c> kerosakan tambahan apabila menyerang unit bukan brawler.","Mico brengt <c00cc00><VALUE1>%</c> extra schade toe aan niet-knokkers.","Mico zadaje <c00cc00><VALUE1>%</c> dodatkowych obrażeń wrogom niebędącym Zadymiarzami.","Mico inflige <c00cc00><VALUE1>%</c> de dano extra contra elementos que não sejam Brawlers.","Мико наносит <c00cc00><VALUE1> %</c> дополнительного урона, если атакует не бойцов.","มิโก้สร้างความเสียหายเพิ่มเติม <c00cc00><VALUE1>%</c> ต่อคู่ต่อสู้ที่ไม่ใช่บรอว์เลอร์","Mico, savaşçılar haricindeki hedeflere <c00cc00>%<VALUE1></c> daha fazla hasar verir.","Mico gây ra thêm <c00cc00><VALUE1>%</c> sát thương đối với những đối thủ không phải là chiến binh brawl."
"TID_LEAPER_GADGET_1","CLIPPING SCREAM","صرخة الصمم","刺耳尖叫","刺耳尖叫","ÜBERSTEUERTER SCHREI","ROMPETÍMPANOS","HYYTÄVÄ HUUTO","CRI ASSOMMANT","צרחה מקפיאת דם","TERIAKAN MEMEKIK","MEGAFONO ASSORDANTE","声量開放","고막 주의","JERITAN NYARING","STRIJDKREET","NISZCZYCIELSKI KRZYK","GRITO ENSURDECEDOR","КРИК","เครื่องอัดเสียงกรีดร้อง","TİZ ÇIĞLIK","TIẾNG HÉT CHÓI TAI"
"TID_LEAPER_GADGET_1_DESC","Mico lets out a deafening scream towards the nearest enemy, dealing <c00cc00><VALUE1></c> damage and slowing down enemies for <c00cc00><VALUE2></c> seconds on hit.","يطلق ميكو صرخة مدوية تجاه أقرب عدو، فيلحق <c00cc00><VALUE1></c> من الضرر، ويبطئ الأعداء لمدة <c00cc00><VALUE2></c> ث عند الإصابة.","米科向最近的敌人发出震耳欲聋的尖叫，造成<c00cc00><VALUE1></c>伤害，并使敌人减速<c00cc00><VALUE2></c>秒。","米可向最近的敵人發出震耳欲聾的尖叫，造成<c00cc00><VALUE1></c>傷害，並使敵人減速<c00cc00><VALUE2></c>秒。","Mico schreit in ohrenbetäubender Lautstärke in Richtung des nächsten Gegners. Getroffenen Brawlern wird <c00cc00><VALUE1></c> Schaden zugefügt und sie werden <c00cc00><VALUE2></c> Sekunden verlangsamt.","Mico da un grito ensordecedor hacia el enemigo más cercano, le inflige <c00cc00><VALUE1></c> puntos de daño y lo ralentiza durante <c00cc00><VALUE2></c> segundos al impactar.","Mico karjaisee veret seisauttavan huudon kohti lähintä vastustajaa. Huuto tekee <c00cc00><VALUE1></c> tuhoa ja hidastaa osuessaan vastustajia <c00cc00><VALUE2></c> sekunnin ajaksi.","Mico pousse un cri assourdissant vers l'ennemi le plus proche, infligeant <c00cc00><VALUE1></c> points de dégâts et ralentissant les ennemis à l'impact pendant <c00cc00><VALUE2></c> seconde(s).","מיקו משחרר צרחה מקפיאת דם כלפי האויב הקרוב אליו, וגורם נזק של <c00cc00><VALUE1></c> וכן מאט את האויבים למשך <c00cc00><VALUE2></c> שניות לאחר פגיעה.","Mico melepaskan teriakan memekik ke lawan terdekat yang memberikan <c00cc00><VALUE1></c> kerusakan dan juga memberikan efek lambat pada lawan yang terkena selama <c00cc00><VALUE2></c> detik.","Mico spacca i timpani del nemico più vicino, causandogli <c00cc00><VALUE1></c> punti danno, e rallenta gli altri nemici colpiti per <c00cc00><VALUE2></c> secondi.","一番近くの敵に向けて耳をつんざくほどの叫び声を発し、<c00cc00><VALUE1></c>ダメージを与える。命中した敵は<c00cc00><VALUE2></c>秒間スローダウンする。","가장 가까운 적을 향해 귀가 먹을 듯한 고함을 내질러 <c00cc00><VALUE1></c> 피해를 입힙니다. 적중한 적은 <c00cc00><VALUE2></c>초 동안 이동 속도가 느려집니다.","Mico berteriak kepada musuh terdekat, melakukan <c00cc00><VALUE1></c> kerosakan dan memperlahankan musuh untuk <c00cc00><VALUE2></c> saat apabila terkesan.","Mico slaakt een oorverdovende schreeuw in de richting van de dichtstbijzijnde vijand, waarbij hij <c00cc00><VALUE1></c> schade toebrengt en geraakte vijanden <c00cc00><VALUE2></c> seconden vertraagt.","Mico wydaje ogłuszający krzyk w kierunku najbliższego wroga, zadając <c00cc00><VALUE1></c> obrażeń i spowalniając wrogów po trafieniu na <c00cc00><VALUE2></c> s.","Mico dá um grito ensurdecedor no inimigo mais próximo, infligindo <c00cc00><VALUE1></c> pontos de dano e desacelerando os adversários atingidos por <c00cc00><VALUE2></c> segundos.","Мико испускает оглушительный вопль в направлении ближайшего противника. При попадании эта атака наносит <c00cc00><VALUE1></c> ед. урона и замедляет врагов на <c00cc00><VALUE2></c> с.","มิโก้เปิดเทปเสียงกรีดร้องแสบแก้วหูไปยังศัตรูที่อยู่ใกล้ที่สุด สร้างความเสียหาย <c00cc00><VALUE1></c> หน่วยและทำให้ศัตรูช้าลงเป็นเวลา <c00cc00><VALUE2></c> วินาทีเมื่อโจมตีถูก","Mico'nun sağır edici çığlığı en yakın düşmana <c00cc00><VALUE1></c> hasar verir ve etkilediği düşmanları <c00cc00><VALUE2></c> saniyeliğine yavaşlatır.","Mico phát ra tiếng hét chói tai về phía đối thủ ở gần nhất, gây ra <c00cc00><VALUE1></c> sát thương và khiến đối thủ hoạt động chậm lại trong <c00cc00><VALUE2></c> giây khi trúng đòn."
"TID_LEAPER_GADGET_2","PRESTO","سرعة الإيقاع","凌空一跃","凌空飛躍","PRESTO","PRESTO","PRESTO","PRESTO","פרסטו","LOMPAT JAUH","SCARPE CON LE MOLLE","猿まわし","구름판","PRESTO","PRESTO","PRESTO","PRESTO","ВАУ!","บัตรผ่านลัดคิว","UZUN ATLAMA","NHẢY XA HƠN"
"TID_LEAPER_GADGET_2_DESC","Mico's next jump has <c00cc00><VALUE1>%</c> longer range.","قفزة ميكو التالية لها مدى أبعد بنسبة <c00cc00><VALUE1>%</c>.","米科的下一次跳跃距离延长<c00cc00><VALUE1>%</c>。","米可的下一次跳躍距離延長<c00cc00><VALUE1>%</c>。","Die Reichweite von Micos nächstem Sprung ist um <c00cc00><VALUE1> %</c> erhöht.","El alcance del próximo salto de Mico es un <c00cc00><VALUE1> %</c> mayor.","Micon seuraavan hypyn kantama on <c00cc00><VALUE1> %</c> pidempi.","Le prochain bond de Mico a <c00cc00><VALUE1> %</c> de portée supplémentaire.","יש לקפיצה הבאה של מיקו טווח ארוך יותר של <c00cc00><VALUE1>%</c>.","Jangkauan lompatan Mico berikutnya menjadi <c00cc00><VALUE1>%</c> lebih jauh.","Il primo salto di Mico successivo all'attivazione del gadget copre una distanza del <c00cc00><VALUE1>%</c> più lunga.","次の通常攻撃の射程距離が<c00cc00><VALUE1>％</c>伸びる。","다음 점프 시 <c00cc00><VALUE1>%</c> 더 멀리 뜁니다.","Jarak lompatan Mico yang seterusnya adalah <c00cc00><VALUE1>%</c> lebih jauh.","Mico's volgende sprong heeft <c00cc00><VALUE1>%</c> meer bereik.","Następny skok Mico ma o <c00cc00><VALUE1>%</c> większy zasięg.","O próximo salto de Mico tem alcance <c00cc00><VALUE1>%</c> maior.","Дальность следующего прыжка Мико увеличится на <c00cc00><VALUE1> %</c>.","การกระโดดครั้งต่อไปของมิโก้มีระยะไกลขึ้น <c00cc00><VALUE1>%</c>","Mico, bir sonraki sıçrayışında <c00cc00>%<VALUE1></c> daha uzağa gider.","Cú nhảy tiếp theo của Mico có tầm xa hơn <c00cc00><VALUE1>%</c>."
"TID_LEAPER_OVERCHARGE","SOUND CHECK","التحقق من الصوت","高音炸麦","音浪衝擊","SOUNDCHECK","PRUEBA DE SONIDO","SOUND CHECK","EFFET LARSEN","בדיקת קול","TES 1 ... 2 ... TES TES ...","SA, SA, PROVA","サウンドウェーブ","사운드 체크","UJI BUNYI","SOUNDCHECK","KONTROLA DŹWIĘKU","CHECAGEM DE SOM","САУНДЧЕК","ทดสอบระบบเสียง","SES DALGASI","KIỂM TRA ÂM THANH"
"TID_LEAPER_OVERCHARGE_DESC","Mico's super also stuns nearby enemies after landing for <c00cc00><VALUE1></c> seconds.","يصعق زخم ميكو الأعداء في الجوار بعد الهبوط لمدة <c00cc00><VALUE1></c> ث.","米科的超级技能落地时，还会击晕附近的敌人<c00cc00><VALUE1></c>秒。","米可的超級技能落地時，還會擊暈附近的敵人<c00cc00><VALUE1></c>秒。","Nach der Landung lähmt Micos Superskill Gegner zusätzlich <c00cc00><VALUE1></c> Sekunden lang.","El súper de Mico aturde a los enemigos cercanos durante <c00cc00><VALUE1></c> segundos cuando aterriza.","Laskeuduttuaan Micon supervoima myös lamaannuttaa vastustajat <c00cc00><VALUE1></c> sekunniksi.","Le super de Mico immobilise également les ennemis à l'impact pendant <c00cc00><VALUE1></c> seconde(s).","תכונת הסופר של מיקו מהממת גם אויבים ליד לאחר נחיתה למשך <c00cc00><VALUE1></c> שניות.","Kekuatan Super milik Mico juga akan memberikan efek kejut pada lawan terdekat selama <c00cc00><VALUE1></c> detik saat mendarat.","L'atterraggio effettuato con la super permette anche a Mico di stordire i nemici nelle vicinanze per <c00cc00><VALUE1></c> secondi.","必殺技の着地時に、周囲の敵を<c00cc00><VALUE1></c>秒間気絶させる。","미코의 특수 공격이 착지 후 주변 적을 <c00cc00><VALUE1></c>초 동안 기절시킵니다.","Super Mico juga memegunkan musuh berdekatan selepas mendarat selama <c00cc00><VALUE1></c> saat.","Mico's super verdooft <c00cc00><VALUE1></c> seconden lang nabije vijanden nadat hij landt.","Superatak Mico dodatkowo ogłusza wrogów w pobliżu na <c00cc00><VALUE1></c> s.","O Super do Mico também atordoa inimigos próximos por <c00cc00><VALUE1></c> segundos depois da aterrissagem.","После приземления Супер Мико также оглушает ближайших врагов на <c00cc00><VALUE1></c> с.","ท่าไม้ตายของมิโก้สตันศัตรูที่อยู่ใกล้ๆ หลังจากเขากระโดดลงมาเป็นระยะเวลา <c00cc00><VALUE1></c> วินาที","Mico'nun süper saldırısı, yere düştüğünde yakınlardaki düşmanları <c00cc00><VALUE1></c> saniyeliğine sersemletir.","Sau khi Mico tiếp đất, tuyệt chiêu của cậu ta cũng sẽ khiến đối thủ xung quanh bị choáng trong <c00cc00><VALUE1></c> giây."
