"TID","TR"
"TID_ADD_FRIEND_FAILED","Arkadaş eklenemedi"
"TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED","Arkadaş isteğinin süresi doldu!"
"TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL","Arkadaş eklenemiyor, arkadaşın listesi dolu!"
"TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL","Arkadaş eklenemiyor, arkadaş listen dolu!"
"TID_ADD_FRIEND_FAILED_BANNED","Arkadaş eklenemiyor, oyuncu engellenmiş!"
"TID_KEYPOOL_KEYS_REMAINING","<VALUE> kaldı"
"TID_KEYPOOL_NEXT_PATCH","<TIME> içinde +<KEYS> jeton"
"TID_TOP_HUD_NEXT_REWARD","Sonraki Ödül"
"TID_RANK_UP_REWARD_REPLACED_TITLE","Alternatif Ödül Onayı"
"TID_RANK_UP_REWARD_REPLACED_POWER","<AMOUNT> güç puanı alabilecek savaşçın yok.\n\nAlternatif ödülü almak ister misin?"
"TID_RANK_UP_REWARD_REPLACED_HERO","<NAME> sende zaten olduğundan alternatif ödülü alacaksın."
"TID_PLAYER_INFO_SEND_FRIEND_REQUEST","Arkadaşlık isteği gönder"
"TID_PLAYER_INFO_REMOVE_FRIEND","Arkadaş listesinden kaldır"
"TID_PLAYER_INFO_FRIEND_REQUEST_SENT","Arkadaşlık isteği gönderildi"
"TID_PLAYER_INFO_IS_YOUR_FRIEND","oyun içi\narkadaş"
"TID_POWER_POINTS","GÜÇ PUANI"
"TID_HERO_INFO_LEVEL","SEVİYE"
"TID_HERO_INFO_RANK","RÜTBE"
"TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL","<LVL>. SEVİYEYE YÜKSELT"
"TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL","ONAYLAMAK İÇİN TEKRAR DOKUN"
"TID_HERO_INFO_MAX_LEVEL","MAKSİMUM SEVİYE"
"TID_HERO_INFO_MORE_POWER_NEEDED","Yükseltmek için daha fazla güç puanı toplamalısın!"
"TID_HERO_INFO_LEVEL_UP_ERROR_4","Savaşçının yeterli güç puanı yok."
"TID_HERO_INFO_LEVEL_UP_ERROR_3","Altının yeterli değil!"
"TID_HERO_INFO_LEVEL_UP_ERROR_5","Savaşçı zaten maksimum seviyede!"
"TID_HERO_INFO_LEVEL_UP_PRICE_MISSING","<cff6034><AMOUNT></c>"
"TID_HERO_INFO_LEVEL_UP_PRICE","<AMOUNT>"
"TID_HERO_INFO_STARTING_HERO","İLK SAVAŞÇI"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Oyuncu şikayet edildi!"
"TID_TOO_MANY_REPORTS_SENT","Günlük şikayet sınırını aştın!"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Başka şikayette bulunmadan önce beklemelisin."
"TID_CHOOSE_CHARACTER","SAVAŞÇINI SEÇ"
"TID_ARMOR","SAĞLIK"
"TID_ARMOR_DESC","Savaşçının oyun dışı kalmadan önce alabileceği hasarı temsil eder."
"TID_SHOTGUN_GIRL","SHELLY"
"TID_SHOTGUN_GIRL_DESC","Shelly'nin av tüfeği rakip takımı saçmalarla delik deşik eder. Süper atışı da siperleri yok edip düşmanları uzaklaştırmak için idealdir."
"TID_LONG_RANGE_SHOTGUN","AV TÜFEĞİ"
"TID_LONG_RANGE_SHOTGUN_DESC","Shelly'nin av tüfeği orta menzilde geniş bir alana saçma atar. Ne kadar çok saçma isabet ederse o kadar fazla hasar verir."
"TID_MEGA_BLASH_ULTI","SÜPER FİŞEK"
"TID_MEGA_BLASH_ULTI_DESC","Shelly'nin Süper Fişeği hem siperleri hem düşmanları mahveder. Hayatta kalan düşmanları da geri püskürtür."
"TID_GUNSLINGER","COLT"
"TID_GUNSLINGER_DESC","Colt, çift tabancasıyla isabetli bir dizi atış yapar. Süper atışı da siperleri yok eder ve daha uzun menzillidir!"
"TID_RAPID_FIRE","ALTIPATLAR"
"TID_RAPID_FIRE_DESC","Colt, tabancalarıyla altı seri ve uzun mesafeli atış yapar."
"TID_RAPID_FIRE_ULTI","MERMİ FIRTINASI"
"TID_RAPID_FIRE_ULTI_DESC","Colt, özel mermileriyle daha uzun menzilli, yoluna çıkan siperleri de yok eden bir dizi atış yapar."
"TID_BULL_DUDE","BULL"
"TID_BULL_DUDE_DESC","Bull, yakın mesafede av tüfeğiyle ölümcül hasar verir. Süper saldırısında da koşmaya başlar, yoluna çıkan engelleri yok eder ve düşmanları geri püskürtür!"
"TID_SHOTGUN_BLAST","ÇİFTE"
"TID_SHOTGUN_BLAST_DESC","Bull'un çift namlulu av tüfeği ağır hasar verir ama kısa menzillidir. Zaten Bull da düşmanların yakınına girmekten çekinmez."
"TID_CHARGE","BULDOZER"
"TID_CHARGE_DESC","Bull, koşmaya başlar, yolundaki rakipleri ve engelleri ezip geçer. Kafasını kullanmayı iyi biliyor!"
"TID_ROCKET_GIRL","BROCK"
"TID_ROCKET_GIRL_DESC","Brock, düşmanlara uzun menzilli, patlayıcı roketlerle saldırır. Süper saldırısında da siperleri yok eden balistik bir roket yağmuru ateşler!"
"TID_FIREWORKS_WEAPON","TEK ROKET"
"TID_FIREWORKS_WEAPON_DESC","Brock, uzun menzilli tek bir roket atar."
"TID_FIREWORKS_ULTI","ROKET YAĞMURU"
"TID_FIREWORKS_ULTI_DESC","Brock, düşmanları ve engelleri yok eden bir sürü roket ateşler. Bu roket yağmuruna yakalananlar mahvolur!"
"TID_TNT_DUDE","DYNAMIKE"
"TID_TNT_DUDE_DESC","Dynamike, düşmanlara iki dinamit fırlatır. Süper saldırısı da siperleri de yok eden koca bir bomba fıçısıdır!"
"TID_MORTAR","KISA FÜNYE"
"TID_MORTAR_DESC","Mike hedefine iki paket dinamit atar. Yüksekten attığı bu dinamitler engellere takılmaz. Fünyeleri de Mike'ın boyu gibi kısadır."
"TID_MORTAR_ULTI","FIÇI BOMBA"
"TID_MORTAR_ULTI_DESC","Dev bir fıçı bomba. Siperleri ve engelleri yok eder. Yok olmayan düşmanlar da geri püskürtülür."
"TID_LUCHADOR","EL PRIMO"
"TID_LUCHADOR_DESC","El Primo düşmanlarına bir dizi seri yumruk atar. Süper saldırısı, altında kalan herkese hasar veren bir güreş atlayışıdır!"
"TID_LUCHADOR_WEAPON","ÖFKELİ YUMRUKLAR"
"TID_LUCHADOR_WEAPON_DESC","El Primo düşmanlara hızlı ve güçlü dört yumruk atar. İsabet eden yumruklar düşmanı pelteye çevirir."
"TID_LUCHADOR_ULTI","GÜREŞ ATLAYIŞI"
"TID_LUCHADOR_ULTI_DESC","El Primo, yüksekten bir atlayışla rakiplerine sert bir dirsek darbesi indirir ve çevredeki siperleri yok eder."
"TID_TRICKSHOT_DUDE","RICOCHET"
"TID_TRICKSHOT_DUDE_DESC","Ricochet, duvarlardan seken bir dizi mermi ateşler. Süper saldırısı, hedefleri parçalayan daha uzun menzilli mermilerdir!"
"TID_TRICKSHOT_DUDE_WEAPON","SEKEN MERMİLER"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","Ricochet'in mermileri duvarlardan seker ve seken mermilerin menzilleri artar. Siper arkasındaki düşmanları vurmak için harika bir yöntem."
"TID_TRICKSHOT_DUDE_ULTI","HİLELİ ATIŞ"
"TID_TRICKSHOT_DUDE_ULTI_DESC","Ricochet, düşmanları delip geçen ve duvarlardan seken çok sayıda güçlü mermi ateşler."
"TID_CACTUS","SPIKE"
"TID_CACTUS_DESC","Spike, iğne saçan kaktüs bombalar atar. Süper özelliğiyle de düşmanların yavaşlamasını ve zarar görmesini sağlayan bir kaktüs alanı oluşturur."
"TID_CACTUS_WEAPON","İĞNE BOMBASI"
"TID_CACTUS_WEAPON_DESC","Spike, patlayıp etrafa diken saçan küçük bir kaktüs fırlatır."
"TID_CACTUS_ULTI","HER YER KAKTÜS!"
"TID_CACTUS_ULTI_DESC","Spike, dikenli bir el bombası atar. Patlama alanında kalan düşmanlar zarar görür ve yavaşlar."
"TID_BARKEEP","BARLEY"
"TID_BARKEEP_DESC","Barley, düşmanlara şişe atarak saldırır ve alan hasarı verir. Süper saldırısında ise çok sayıda yanan şişe fırlatır!"
"TID_BARKEEP_WEAPON","ŞİŞE"
"TID_BARKEEP_WEAPON_DESC","Barley, bir şişe fırlatır ve kırılan şişeden saçılan sıvı düşmanlara zarar verir. Sıvı birikintisinin içinde kalan düşmanlar hasar görmeye devam eder."
"TID_BARKEEP_ULTI","SON SİPARİŞLER"
"TID_BARKEEP_ULTI_DESC","Barley, çok sayıda yanan şişe fırlatır ve geniş bir bölgeyi alevler içinde bırakır. Yan masadan gönderdiler!"
"TID_MECHANIC","JESSIE"
"TID_MECHANIC_DESC","Jessie'nin şok tüfeği düşmanlar arasında seken enerji küreleri atar. Süper özelliğiyle de şirin ama ölümcül bir taret yerleştirir!"
"TID_MECHANIC_WEAPON","ŞOK TÜFEĞİ"
"TID_MECHANIC_WEAPON_DESC","Jessie bir enerji küresi ateşler. Küre bir hedefe isabet edince menzil dahilindeki bir sonraki hedefe yönelir ve üç düşmana kadar ilerleyebilir."
"TID_MECHANIC_ULTI","KULE"
"TID_MECHANIC_ULTI_DESC","Jessie düşmanlara otomatik olarak ateş eden bir taret yerleştirir. %100 geri dönüşümlü malzemelerden yapılmıştır!"
"TID_SHAMAN","NITA"
"TID_SHAMAN_DESC","Nita, düşmanlarına şiddetli şok dalgaları gönderir. Süper özelliğiyle de dev ayısını çağırır!"
"TID_SHAMAN_WEAPON","ŞOK DALGASI"
"TID_SHAMAN_WEAPON_DESC","Nita, düşmanlara zarar veren bir şok dalgası gönderir."
"TID_SHAMAN_ULTI","AYI GÜCÜ"
"TID_SHAMAN_ULTI_DESC","Nita, düşmanları avlaması için dev ayısını çağırır."
"TID_UNDERTAKER","MORTIS"
"TID_UNDERTAKER_DESC","Mortis, küreğinin her darbesinde ileri atılır. Süper saldırısında da düşmanlarına zarar verip kendisini iyileştiren bir yarasa sürüsü gönderir!"
"TID_UNDERTAKER_WEAPON","KÜREK DARBESİ"
"TID_UNDERTAKER_WEAPON_DESC","Mortis ileri atılıp bir kürek darbesi indirir. Girişimci ruhuyla kendine iş fırsatları yaratır."
"TID_UNDERTAKER_ULTI","CAN SUYU"
"TID_UNDERTAKER_ULTI_DESC","Mortis, düşmanların sağlığını emip kendi sağlığını artıran bir vampir yarasa sürüsü çağırır. Tüyler ürpertici!"
"TID_CROW","CROW"
"TID_CROW_DESC","Crow, düşmanlarına üç ayrı zehirli hançer fırlatır. Süper saldırısında ise sıçrar ve sıçramanın hem öncesinde, hem de sonrasında etrafa hançer fırlatır."
"TID_CROW_WEAPON","SUSTALI"
"TID_CROW_WEAPON_DESC","Crow, düşmanlara doğru üç hançer fırlatır. Zehirli hançerlerin isabet ettiği düşmanlar bir süre daha hasar görmeye devam eder."
"TID_CROW_ULTI","PİKE"
"TID_CROW_ULTI_DESC","Crow uçmaya başlar, kalkışta ve inişte çevresine zehirli hançerler fırlatır."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco, düşmanlara zarar veren ses dalgaları gönderir. Süper özelliği ise hem Poco´yu hem de takım arkadaşlarını iyileştirir!"
"TID_DEAD_MARIACHI_WEAPON","ÖLÜMCÜL NOTA"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco gitarıyla bir nota çalarak düşmanlara doğru bir ses dalgası gönderir. Ses dalgasının isabet ettiği düşmanlar hasar alır."
"TID_DEAD_MARIACHI_ULTI","BİR DAHA"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco neşeli bir ritimle kendisini ve ulaşabildiği arkadaşlarını iyileştirir. Düşmanları etkilemez."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo, hedefine doğru üç patlayan ok atar. Süper özelliğiyle de üç gizli, patlayıcı mayın yerleştirir!"
"TID_BOW_DUDE_WEAPON","KARTAL GÖZLÜ"
"TID_BOW_DUDE_WEAPON_DESC","Bo, patlayıp düşmanları bir kartal pençesi gibi parçalayan üç ok atar."
"TID_BOW_DUDE_ULTI","TİLKİ AVI"
"TID_BOW_DUDE_ULTI_DESC","Bo, patlayıcı tuzaklarını kurar. Düşmanlar tarafından etkinleştirilen tuzaklar kısa bir gecikmeyle patlar, etki alanındaki düşmanlar zarar görür ve geri püskürtülür."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Piper'ın keskin nişancı atışları ne kadar uzağa giderse o kadar fazla hasar verir. Süper özelliğiyle de yere bombalar bırakıp uzağa sıçrar!"
"TID_SNIPER_WEAPON","ŞEMSİLAH"
"TID_SNIPER_WEAPON_DESC","Piper, şemsiyesinin ucundan bir keskin nişancı atışı yapar. Mermi ne kadar uzağa giderse o kadar fazla hasar verir."
"TID_SNIPER_ULTI","GÖRÜŞÜRÜZ"
"TID_SNIPER_ULTI_DESC","Piper, taliplerinin ısrarından kaçmak için bir sıçrama yapar. Giderken bir hanımefendiye yakışır hediyeler bırakmayı da ihmal etmez. Eteğindeki bombaları döker!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam, nişan almadan ateş eder ve hedeflerini şarapnel parçalarıyla vurur. Süper özelliği hem kendisini hem de takım arkadaşlarını iyileştirir!"
"TID_MINIGUN_DUDE_WEAPON","HURDA ATIŞI"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam, geniş bir alana hurda metal parçaları saçar. Koruyucu gözlük takmanız önerilir!"
"TID_MINIGUN_DUDE_ULTI","ANNE ÖPÜCÜĞÜ"
"TID_MINIGUN_DUDE_ULTI_DESC","Pam'in iyileştiren tareti, kendisini ve etki alanındaki diğer takım arkadaşlarını iyileştirir."
"TID_BONE_THROWER","Kemikatar"
"TID_BONE_THROWER_DESC","Dev makineli tüfeğiyle sayısız düşmanı biçebilen Makinelici, yavaş ama emin adımlarla ilerler. Geri püskürtme etkileri Makineliciye işlemez."
"TID_BONE_THROWER_WEAPON","MAKİNELİ"
"TID_BONE_THROWER_WEAPON_DESC","Makinelici için bu dev makineli tüfeği kullanmak çok kolay. Hem yürüyüp hem de tam otomatik ateş edebiliyor."
"TID_BONE_THROWER_ULTI","BANDAJ TAŞIYICI"
"TID_BONE_THROWER_ULTI_DESC","Yüksek yoğunluklu bir çatışmada bazen birkaç sıyrık ve yarayla uğraşmak gerekebilir. Bu bandajlar tüm takımı ayakta tutmaya yardımcı olur."
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Tara'nın üçlü tarot kartı saldırısı düşmanlarını delip geçer. Süper saldırısı ise yakınlardaki tüm düşmanları içine çeken ve hasar veren bir kara deliktir!"
"TID_BLACK_HOLE_WEAPON","ÜÇLÜ TAROT"
"TID_BLACK_HOLE_WEAPON_DESC","Tara bir bilek hareketiyle düşmanlara üç kart fırlatır. Kartlar hedefleri delip geçer. Güzel numara!"
"TID_BLACK_HOLE_ULTI","YER ÇEKİMİ"
"TID_BLACK_HOLE_ULTI_DESC","Tara, bir yer çekimi alanı oluşturur. Etki alanı içinde düşmanlar merkeze çekilir ve birbirlerine çarpıp hasar görürler."
"TID_TURRET_DAMAGE","Taret Hasarı"
"TID_TURRET_HEALTH","Taret Sağlığı"
"TID_STAT_DAMAGE_PER_SECOND","Saniye başına hasar"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Saniye başına hasar"
"TID_STAT_DAMAGE_PER_STRIKE","Yumruk başına hasar"
"TID_ROBOT","DEPUTY IRONS"
"TID_ROBOT_DESC","Hizmet için üretildi. Yok etmek için silahlandırıldı."
"TID_ROBOT_WEAPON","ROKET NİŞANCISI"
"TID_ROBOT_WEAPON_DESC","Deputy Irons, bir makine hassasiyetiyle isabetli ve uzun menzilli bir patlayıcı roket ateşler."
"TID_ROBOT_ULTI","KALABALIK KONTROLÜ"
"TID_ROBOT_ULTI_DESC","Daha fazla güç kullanımı gerektiğinde Deputy Irons taşkınlık yapan kalabalığa yığınla roket yağdırır."
"TID_ARMOR_STAT","Sağlık"
"TID_HEALTH","Sağlık"
"TID_STAT_GRENADE_DAMAGE","Bomba başına hasar"
"TID_STAT_MISSILE_DAMAGE","Roket başına hasar"
"TID_STAT_HEALTH","Sağlık"
"TID_STAT_SPEED","Hız"
"TID_STAT_DAMAGE","Hasar"
"TID_STAT_DAMAGE_PER_SHOT","Mermi başına hasar"
"TID_STAT_DAMAGE_PER_SHELL","Fişek başına hasar"
"TID_STAT_HAMMER_DAMAGE","Her 0,2 saniyede hasar"
"TID_BATTLE","OYNA"
"TID_QUIT","Çıkış"
"TID_MATCHMAKING_QUIT","Çıkış"
"TID_MATCHMAKING_HEADING","Oyuncu aranıyor"
"TID_MATCHMAKING_TIME_LABEL","Oyunun başlamasına:"
"TID_MATCHMAKING_PLAYERS","Bulunan oyuncular: <x>/<y>"
"TID_BUTTON_CANCEL","İptal"
"TID_BUTTON_OK","Tamam"
"TID_ENTER_NAME_TITLE","Brawl Stars'a hoş geldin!"
"TID_ENTER_NAME_BODY","Adın ne olsun?"
"TID_TIME_DAYS","g"
"TID_TIME_HOURS","sa"
"TID_TIME_MINS","dk"
"TID_TIME_SECS","sn"
"TID_MATCHMAKING_TIME","Başlamasına: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Bağlandı"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Bağlan"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Giriş"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Giriş yapmadan oyna"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","<number>. TP seviyesine sahip başka bir oyun var, yüklemek istiyor musun? Supercell ID ile giriş yaparak yükleyebilirsin."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Hata!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","İstemci ve sunucu senkronize değil!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Oyunu yeniden yükle"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Bağlantı hatası"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Sunucuya bağlanılamıyor. İnternet bağlantını kontrol et ve tekrar dene."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Tekrar dene"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Giriş yapılamadı"
"TID_ERROR_POP_UP_LOGIN_FAILED","Lütfen daha sonra tekrar dene."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Tekrar dene"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Orada kimse var mı?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Aşağıdaki düğmeye tıkla ve oyunu yeniden yükle."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Oyunu yeniden yükle"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Güncelleme hazır!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","İyi haber! Brawl Stars´'n yeni bir sürümü var."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Güncelle"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Bakım molası"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Sunucular bakımda. Daha sonra tekrar dene."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Tekrar dene"
"TID_ERROR_POP_UP_BANNED_TITLE","Engellendin!"
"TID_ERROR_POP_UP_BANNED","Geçici olarak engellendin"
"TID_ERROR_POP_UP_BANNED_BUTTON","Tamam"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Destekle iletişime geç"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Daha Fazla Bilgi"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Önemli Duyuru"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars'ı oynamak ücretsizdir ancak uygulama içi satın alımlarla ilerlemeni hızlandırabilirsin (bu özelliği cihaz ayarlarından devre dışı bırakabilirsin). Hizmet Koşullarımızı ve Gizlilik Politikamızı kabul etmek için Tamam'a dokun."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Tamam"
"TID_SERVER_ERROR_TITLE","Sunucu hatası <number>"
"TID_SERVER_ERROR","Savaş sırasında bağlantın kesildi."
"TID_SERVER_ERROR_BUTTON","Tamam"
"TID_COME_BACK_NOTIFICATION_SMALL","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_LARGE","Bir savaşa ne dersin?"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Bağlantı kesildi"
"TID_ERROR_POP_UP_CONNECTION_LOST","Lütfen tekrar giriş yapmayı dene!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Tekrar giriş yapmayı dene"
"TID_TROPHIES","Kupa"
"TID_PRACTICE","ALIŞTIRMA"
"TID_READY","Hazır"
"TID_BATTLE_END_TITLE_VICTORY","ZAFER!"
"TID_BATTLE_END_TITLE_DEFEAT","YENİLGİ"
"TID_BATTLE_END_TITLE_DRAW","Berabere"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","<TIME> hayatta kaldın"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Birinci sıradasın!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Sıra: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","İki takım da aynı sayıda elmas topladığından oyun berabere bitti."
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Büyük Savaşçı <TIME> içinde yok edildi"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Hayatta kalma süresi: <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","MÜCADELE: <LEVEL> TAMAMLANDI!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","YENİLGİ"
"TID_BATTLE_END_RETURN_HOME","ÇIKIŞ"
"TID_BATTLE_END_NEXT","İleri"
"TID_BATTLE_END_TAP","devam etmek için dokun"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","ALIŞTIRMALAR KUPA VERMEZ"
"TID_BATTLE_END_XP_CAPPED","Bugün kazanılan toplam deneyim"
"TID_BATTLE_END_PLAY_AGAIN","TEKRAR OYNA"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","İPTAL"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> takımına katıldı"
"TID_RESPAWNING","Bekleme süresi:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TAKIMLAR"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Kulüp ve Arkadaş Takımları"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","DEVAM EDEN OYUNLARI BURADA GÖRMEK İÇİN BİR KULÜBE KATIL"
"TID_TEAMS_POPUP_SEARCH","KOD İLE KATIL"
"TID_TEAMS_POPUP_CREATE","TAKIM OLUŞTUR"
"TID_TEAM_SEARCH_POPUP_TITLE","KOD KULLANARAK TAKIMA KATIL"
"TID_TEAM_SEARCH_POPUP_SEARCH","KATIL"
"TID_TEAM_JOIN_ROOM_CODE","Takım kodunu buraya yaz..."
"TID_TEAM_CHANGE_MAP","DEĞİŞTİR"
"TID_TEAM_TYPE_INFO_0","Dereceli"
"TID_TEAM_TYPE_INFO_1","Dostluk Maçı"
"TID_TEAM_TYPE_INFO_2","Biletli"
"TID_TEAM_MEMBER_LEFT_0","Takımdan ayrıldın."
"TID_TEAM_MEMBER_LEFT_1","Odadan atıldın."
"TID_TEAM_MEMBER_LEFT_2","Etkinlik bittiğinden takım dağıldı."
"TID_TEAM_MEMBER_LEFT_3","Takımı oluşturan takımdan ayrıldığından takım dağıldı."
"TID_TEAM_GAME_STARTING","Oyun başlıyor"
"TID_TEAM_CODE_COPIED","Kod panoya kopyalandı"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>BEKLEYEN DAVET</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>REDDEDİLDİ</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>HEDEF ÇEVRİMDIŞI</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","iptal etmek için dokun"
"TID_TEAM_ERROR_1","Takım sunucusu hatası"
"TID_TEAM_ERROR_2","Katılamadın, takım dolu."
"TID_TEAM_ERROR_3","Katılamadın. Takım dağıtılmış."
"TID_TEAM_ERROR_5","Takım kodu geçersiz. Kodun doğru olup olmadığını kontrol edin."
"TID_TEAM_ERROR_6","Bu koda sahip bir takım bulunamıyor."
