"Name","Type","Index","ProgressStart","Progress","Season","PrimaryRewardType","PrimaryRewardCount","PrimaryRewardExtraData","PrimaryRewardData","SecondaryRewardType","SecondaryRewardCount","SecondaryRewardExtraData","SecondaryRewardData"
"Premium_1_94",1,94,18600,200,1,16,10,,,,,,
"Premium_1_95",1,95,18800,200,1,19,1,,"emoji_champie_darksands",1,10,,
"Premium_1_96",1,96,19000,200,1,16,10,,,,,,
"Premium_1_97",1,97,19200,200,1,16,5,,,,,,
"Premium_1_98",1,98,19400,200,1,16,10,,,,,,
"Premium_1_99",1,99,19600,200,1,16,10,,,,,,
"Premium_1_100",1,100,19800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_0",2,0,-1,1,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_1",2,1,0,200,1,49,1,,"OverchargeStar",,,,
"Free_1_2",2,2,200,200,1,49,1,,"RankedStar",,,,
"Free_1_3",2,3,400,200,1,50,1,,,,,,
"Free_1_4",2,4,600,200,1,49,1,,"RankedStar",,,,
"Free_1_5",2,5,800,200,1,49,1,5,,,,,
"Free_1_6",2,6,1000,200,1,49,1,,"RankedStar",,,,
"Free_1_7",2,7,1200,200,1,50,1,,,,,,
"Free_1_8",2,8,1400,200,1,49,1,,"RankedStar",,,,
"Free_1_9",2,9,1600,200,1,50,1,,,,,,
"Free_1_10",2,10,1800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_11",2,11,2000,200,1,50,1,,,,,,
"Free_1_12",2,12,2200,200,1,49,1,,"RankedStar",,,,
"Free_1_13",2,13,2400,200,1,50,1,,,,,,
"Free_1_14",2,14,2600,200,1,16,5,,,,,,
"Free_1_15",2,15,2800,200,1,49,1,4,,,,,
"Free_1_16",2,16,3000,200,1,49,1,,"RankedStar",,,,
"Free_1_17",2,17,3200,200,1,50,1,,,,,,
"Free_1_18",2,18,3400,200,1,49,1,,"RankedStar",,,,
"Free_1_19",2,19,3600,200,1,50,1,,,,,,
"Free_1_20",2,20,3800,200,1,49,1,5,,,,,
"Free_1_21",2,21,4000,200,1,16,5,,,,,,
"Free_1_22",2,22,4200,200,1,49,1,,"RankedStar",,,,
"Free_1_23",2,23,4400,200,1,50,1,,,,,,
"Free_1_24",2,24,4600,200,1,49,1,,"RankedStar",,,,
"Free_1_25",2,25,4800,200,1,49,1,4,,,,,
"Free_1_26",2,26,5000,200,1,49,1,,"RankedStar",,,,
"Free_1_27",2,27,5200,200,1,50,1,,,,,,
"Free_1_28",2,28,5400,200,1,49,1,,"RankedStar",,,,
"Free_1_29",2,29,5600,200,1,50,1,,,,,,
"Free_1_30",2,30,5800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_31",2,31,6000,200,1,50,1,,,,,,
"Free_1_32",2,32,6200,200,1,49,1,,"RankedStar",,,,
"Free_1_33",2,33,6400,200,1,50,1,,,,,,
"Free_1_34",2,34,6600,200,1,16,5,,,,,,
"Free_1_35",2,35,6800,200,1,49,1,5,,,,,
"Free_1_36",2,36,7000,200,1,49,1,,"RankedStar",,,,
"Free_1_37",2,37,7200,200,1,50,1,,,,,,
"Free_1_38",2,38,7400,200,1,49,1,,"RankedStar",,,,
"Free_1_39",2,39,7600,200,1,50,1,,,,,,
"Free_1_40",2,40,7800,200,1,49,1,5,,,,,
"Free_1_41",2,41,8000,200,1,16,5,,,,,,
"Free_1_42",2,42,8200,200,1,49,1,,"RankedStar",,,,
"Free_1_43",2,43,8400,200,1,50,1,,,,,,
"Free_1_44",2,44,8600,200,1,49,1,,"RankedStar",,,,
"Free_1_45",2,45,8800,200,1,49,1,4,,,,,
"Free_1_46",2,46,9000,200,1,49,1,,"RankedStar",,,,
"Free_1_47",2,47,9200,200,1,50,1,,,,,,
"Free_1_48",2,48,9400,200,1,49,1,,"RankedStar",,,,
"Free_1_49",2,49,9600,200,1,50,1,,,,,,
"Free_1_50",2,50,9800,200,1,49,1,5,,,,,
"Free_1_51",2,51,10000,200,1,50,1,,,,,,
"Free_1_52",2,52,10200,200,1,49,1,,"RankedStar",,,,
"Free_1_53",2,53,10400,200,1,50,1,,,,,,
"Free_1_54",2,54,10600,200,1,16,5,,,,,,
"Free_1_55",2,55,10800,200,1,49,1,4,,,,,
"Free_1_56",2,56,11000,200,1,49,1,,"RankedStar",,,,
"Free_1_57",2,57,11200,200,1,50,1,,,,,,
"Free_1_58",2,58,11400,200,1,49,1,,"RankedStar",,,,
"Free_1_59",2,59,11600,200,1,50,1,,,,,,
"Free_1_60",2,60,11800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_61",2,61,12000,200,1,16,5,,,,,,
"Free_1_62",2,62,12200,200,1,49,1,,"RankedStar",,,,
"Free_1_63",2,63,12400,200,1,50,1,,,,,,
"Free_1_64",2,64,12600,200,1,49,1,,"RankedStar",,,,
"Free_1_65",2,65,12800,200,1,49,1,4,,,,,
"Free_1_66",2,66,13000,200,1,49,1,,"RankedStar",,,,
"Free_1_67",2,67,13200,200,1,50,1,,,,,,
"Free_1_68",2,68,13400,200,1,49,1,,"RankedStar",,,,
"Free_1_69",2,69,13600,200,1,50,1,,,,,,
"Free_1_70",2,70,13800,200,1,49,1,5,,,,,
"Free_1_71",2,71,14000,200,1,50,1,,,,,,
"Free_1_72",2,72,14200,200,1,49,1,,"RankedStar",,,,
"Free_1_73",2,73,14400,200,1,50,1,,,,,,
"Free_1_74",2,74,14600,200,1,16,5,,,,,,
"Free_1_75",2,75,14800,200,1,49,1,4,,,,,
"Free_1_76",2,76,15000,200,1,49,1,,"RankedStar",,,,
"Free_1_77",2,77,15200,200,1,50,1,,,,,,
"Free_1_78",2,78,15400,200,1,49,1,,"RankedStar",,,,
"Free_1_79",2,79,15600,200,1,50,1,,,,,,
"Free_1_80",2,80,15800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Free_1_81",2,81,16000,200,1,16,5,,,,,,
"Free_1_82",2,82,16200,200,1,49,1,,"RankedStar",,,,
"Free_1_83",2,83,16400,200,1,50,1,,,,,,
"Free_1_84",2,84,16600,200,1,49,1,,"RankedStar",,,,
"Free_1_85",2,85,16800,200,1,49,1,4,,,,,
"Free_1_86",2,86,17000,200,1,49,1,,"RankedStar",,,,
"Free_1_87",2,87,17200,200,1,50,1,,,,,,
"Free_1_88",2,88,17400,200,1,49,1,,"RankedStar",,,,
"Free_1_89",2,89,17600,200,1,50,1,,,,,,
"Free_1_90",2,90,17800,200,1,49,1,5,,,,,
"Free_1_91",2,91,18000,200,1,50,1,,,,,,
"Free_1_92",2,92,18200,200,1,49,1,,"RankedStar",,,,
"Free_1_93",2,93,18400,200,1,50,1,,,,,,
"Free_1_94",2,94,18600,200,1,16,5,,,,,,
"Free_1_95",2,95,18800,200,1,49,1,4,,,,,
"Free_1_96",2,96,19000,200,1,49,1,,"RankedStar",,,,
"Free_1_97",2,97,19200,200,1,50,1,,,,,,
"Free_1_98",2,98,19400,200,1,16,5,,,,,,
"Free_1_99",2,99,19600,200,1,49,1,5,,,,,
"Free_1_100",2,100,19800,200,1,"PROGRESSION_SKIN_LEVEL_UP",1,,"GunSlinger2025RankedProgrsesionSkinLevel1",,,,
"Tail_1",3,0,0,0,1,49,1,5,,,,,
"Premium_2_0",1,0,-1,1,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Premium_2_1",1,1,0,200,2,1,10000,,,,,,
"Premium_2_2",1,2,200,200,2,16,10,,,,,,
"Premium_2_3",1,3,400,200,2,16,5,,,,,,
"Premium_2_4",1,4,600,200,2,16,10,,,,,,
"Premium_2_5",1,5,800,200,2,19,1,,"emoji_propass_watermelonghost",1,10,,
"Premium_2_6",1,6,1000,200,2,16,10,,,,,,
"Premium_2_7",1,7,1200,200,2,16,5,,,,,,
"Premium_2_8",1,8,1400,200,2,16,10,,,,,,
"Premium_2_9",1,9,1600,200,2,16,5,,,,,,
"Premium_2_10",1,10,1800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Premium_2_11",1,11,2000,200,2,16,5,,,,,,
"Premium_2_12",1,12,2200,200,2,16,10,,,,,,
"Premium_2_13",1,13,2400,200,2,16,5,,,,,,
"Premium_2_14",1,14,2600,200,2,16,10,,,,,,
"Premium_2_15",1,15,2800,200,2,35,1,,"spray_propass_62_1",1,10,,
"Premium_2_16",1,16,3000,200,2,16,10,,,,,,
"Premium_2_17",1,17,3200,200,2,16,5,,,,,,
"Premium_2_18",1,18,3400,200,2,16,10,,,,,,
"Premium_2_19",1,19,3600,200,2,16,5,,,,,,
"Premium_2_20",1,20,3800,200,2,19,1,,"emoji_propass_angrybirb",1,10,,
"Premium_2_21",1,21,4000,200,2,16,5,,,,,,
"Premium_2_22",1,22,4200,200,2,16,10,,,,,,
"Premium_2_23",1,23,4400,200,2,16,5,,,,,,
"Premium_2_24",1,24,4600,200,2,16,10,,,,,,
"Premium_2_25",1,25,4800,200,2,25,1,,"player_icon_propass_kit",1,10,,
"Premium_2_26",1,26,5000,200,2,16,10,,,,,,
"Premium_2_27",1,27,5200,200,2,16,5,,,,,,
"Premium_2_28",1,28,5400,200,2,16,10,,,,,,
"Premium_2_29",1,29,5600,200,2,16,5,,,,,,
"Premium_2_30",1,30,5800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Premium_2_31",1,31,6000,200,2,16,5,,,,,,
"Premium_2_32",1,32,6200,200,2,16,10,,,,,,
"Premium_2_33",1,33,6400,200,2,16,5,,,,,,
"Premium_2_34",1,34,6600,200,2,16,10,,,,,,
"Premium_2_35",1,35,6800,200,2,19,1,,"emoji_graffiti_blue",1,10,,
"Premium_2_36",1,36,7000,200,2,16,10,,,,,,
"Premium_2_37",1,37,7200,200,2,16,5,,,,,,
"Premium_2_38",1,38,7400,200,2,16,10,,,,,,
"Premium_2_39",1,39,7600,200,2,16,5,,,,,,
"Premium_2_40",1,40,7800,200,2,19,1,,"emoji_graffiti_orange",1,10,,
"Premium_2_41",1,41,8000,200,2,16,5,,,,,,
"Premium_2_42",1,42,8200,200,2,16,10,,,,,,
"Premium_2_43",1,43,8400,200,2,16,5,,,,,,
"Premium_2_44",1,44,8600,200,2,16,10,,,,,,
"Premium_2_45",1,45,8800,200,2,25,1,,"player_icon_propass_melody",1,10,,
"Premium_2_46",1,46,9000,200,2,16,10,,,,,,
"Premium_2_47",1,47,9200,200,2,16,5,,,,,,
"Premium_2_48",1,48,9400,200,2,16,10,,,,,,
"Premium_2_49",1,49,9600,200,2,16,5,,,,,,
"Premium_2_50",1,50,9800,200,2,19,1,,"emoji_graffiti_pink",1,10,,
"Premium_2_51",1,51,10000,200,2,16,5,,,,,,
"Premium_2_52",1,52,10200,200,2,16,10,,,,,,
"Premium_2_53",1,53,10400,200,2,16,5,,,,,,
"Premium_2_54",1,54,10600,200,2,16,10,,,,,,
"Premium_2_55",1,55,10800,200,2,19,1,,"emoji_champie_greek",1,10,,
"Premium_2_56",1,56,11000,200,2,16,10,,,,,,
"Premium_2_57",1,57,11200,200,2,16,5,,,,,,
"Premium_2_58",1,58,11400,200,2,16,10,,,,,,
"Premium_2_59",1,59,11600,200,2,16,5,,,,,,
"Premium_2_60",1,60,11800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Premium_2_61",1,61,12000,200,2,16,5,,,,,,
"Premium_2_62",1,62,12200,200,2,16,10,,,,,,
"Premium_2_63",1,63,12400,200,2,16,5,,,,,,
"Premium_2_64",1,64,12600,200,2,16,10,,,,,,
"Premium_2_65",1,65,12800,200,2,35,1,,"spray_propass_62_2",1,10,,
"Premium_2_66",1,66,13000,200,2,16,10,,,,,,
"Premium_2_67",1,67,13200,200,2,16,5,,,,,,
"Premium_2_68",1,68,13400,200,2,16,10,,,,,,
"Premium_2_69",1,69,13600,200,2,16,5,,,,,,
"Premium_2_70",1,70,13800,200,2,19,1,,"emoji_champie_bling",1,10,,
"Premium_2_71",1,71,14000,200,2,16,5,,,,,,
"Premium_2_72",1,72,14200,200,2,16,10,,,,,,
"Premium_2_73",1,73,14400,200,2,16,5,,,,,,
"Premium_2_74",1,74,14600,200,2,16,10,,,,,,
"Premium_2_75",1,75,14800,200,2,19,1,,"emoji_propass_phewbirb",1,10,,
"Premium_2_76",1,76,15000,200,2,16,10,,,,,,
"Premium_2_77",1,77,15200,200,2,16,5,,,,,,
"Premium_2_78",1,78,15400,200,2,16,10,,,,,,
"Premium_2_79",1,79,15600,200,2,16,5,,,,,,
"Premium_2_80",1,80,15800,200,2,25,1,,"player_icon_propass_spikecaster",1,10,,
"Premium_2_81",1,81,16000,200,2,16,5,,,,,,
"Premium_2_82",1,82,16200,200,2,16,10,,,,,,
"Premium_2_83",1,83,16400,200,2,16,5,,,,,,
"Premium_2_84",1,84,16600,200,2,16,10,,,,,,
"Premium_2_85",1,85,16800,200,2,19,1,,"emoji_propass_takethel",1,10,,
"Premium_2_86",1,86,17000,200,2,16,10,,,,,,
"Premium_2_87",1,87,17200,200,2,16,5,,,,,,
"Premium_2_88",1,88,17400,200,2,16,10,,,,,,
"Premium_2_89",1,89,17600,200,2,16,5,,,,,,
"Premium_2_90",1,90,17800,200,2,35,1,,"spray_propass_62_3",1,10,,
"Premium_2_91",1,91,18000,200,2,16,5,,,,,,
"Premium_2_92",1,92,18200,200,2,16,10,,,,,,
"Premium_2_93",1,93,18400,200,2,16,5,,,,,,
"Premium_2_94",1,94,18600,200,2,16,10,,,,,,
"Premium_2_95",1,95,18800,200,2,19,1,,"emoji_propass_coffin",1,10,,
"Premium_2_96",1,96,19000,200,2,16,10,,,,,,
"Premium_2_97",1,97,19200,200,2,16,5,,,,,,
"Premium_2_98",1,98,19400,200,2,16,10,,,,,,
"Premium_2_99",1,99,19600,200,2,16,10,,,,,,
"Premium_2_100",1,100,19800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_0",2,0,-1,1,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_1",2,1,0,200,2,49,1,,"OverchargeStar",,,,
"Free_2_2",2,2,200,200,2,49,1,,"RankedStar",,,,
"Free_2_3",2,3,400,200,2,50,1,,,,,,
"Free_2_4",2,4,600,200,2,49,1,,"RankedStar",,,,
"Free_2_5",2,5,800,200,2,49,1,5,,,,,
"Free_2_6",2,6,1000,200,2,49,1,,"RankedStar",,,,
"Free_2_7",2,7,1200,200,2,50,1,,,,,,
"Free_2_8",2,8,1400,200,2,49,1,,"RankedStar",,,,
"Free_2_9",2,9,1600,200,2,50,1,,,,,,
"Free_2_10",2,10,1800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_11",2,11,2000,200,2,50,1,,,,,,
"Free_2_12",2,12,2200,200,2,49,1,,"RankedStar",,,,
"Free_2_13",2,13,2400,200,2,50,1,,,,,,
"Free_2_14",2,14,2600,200,2,16,5,,,,,,
"Free_2_15",2,15,2800,200,2,49,1,4,,,,,
"Free_2_16",2,16,3000,200,2,49,1,,"RankedStar",,,,
"Free_2_17",2,17,3200,200,2,50,1,,,,,,
"Free_2_18",2,18,3400,200,2,49,1,,"RankedStar",,,,
"Free_2_19",2,19,3600,200,2,25,1,,"player_icon_esports_neon1",,,,
"Free_2_20",2,20,3800,200,2,49,1,5,,,,,
"Free_2_21",2,21,4000,200,2,16,5,,,,,,
"Free_2_22",2,22,4200,200,2,49,1,,"RankedStar",,,,
"Free_2_23",2,23,4400,200,2,50,1,,,,,,
"Free_2_24",2,24,4600,200,2,49,1,,"RankedStar",,,,
"Free_2_25",2,25,4800,200,2,49,1,4,,,,,
"Free_2_26",2,26,5000,200,2,49,1,,"RankedStar",,,,
"Free_2_27",2,27,5200,200,2,50,1,,,,,,
"Free_2_28",2,28,5400,200,2,49,1,,"RankedStar",,,,
"Free_2_29",2,29,5600,200,2,50,1,,,,,,
"Free_2_30",2,30,5800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_31",2,31,6000,200,2,50,1,,,,,,
"Free_2_32",2,32,6200,200,2,49,1,,"RankedStar",,,,
"Free_2_33",2,33,6400,200,2,50,1,,,,,,
"Free_2_34",2,34,6600,200,2,16,5,,,,,,
"Free_2_35",2,35,6800,200,2,49,1,5,,,,,
"Free_2_36",2,36,7000,200,2,49,1,,"RankedStar",,,,
"Free_2_37",2,37,7200,200,2,50,1,,,,,,
"Free_2_38",2,38,7400,200,2,49,1,,"RankedStar",,,,
"Free_2_39",2,39,7600,200,2,25,1,,"player_icon_esports_neon2",,,,
"Free_2_40",2,40,7800,200,2,49,1,5,,,,,
"Free_2_41",2,41,8000,200,2,16,5,,,,,,
"Free_2_42",2,42,8200,200,2,49,1,,"RankedStar",,,,
"Free_2_43",2,43,8400,200,2,50,1,,,,,,
"Free_2_44",2,44,8600,200,2,49,1,,"RankedStar",,,,
"Free_2_45",2,45,8800,200,2,49,1,4,,,,,
"Free_2_46",2,46,9000,200,2,49,1,,"RankedStar",,,,
"Free_2_47",2,47,9200,200,2,50,1,,,,,,
"Free_2_48",2,48,9400,200,2,49,1,,"RankedStar",,,,
"Free_2_49",2,49,9600,200,2,50,1,,,,,,
"Free_2_50",2,50,9800,200,2,49,1,5,,,,,
"Free_2_51",2,51,10000,200,2,50,1,,,,,,
"Free_2_52",2,52,10200,200,2,49,1,,"RankedStar",,,,
"Free_2_53",2,53,10400,200,2,50,1,,,,,,
"Free_2_54",2,54,10600,200,2,16,5,,,,,,
"Free_2_55",2,55,10800,200,2,49,1,4,,,,,
"Free_2_56",2,56,11000,200,2,49,1,,"RankedStar",,,,
"Free_2_57",2,57,11200,200,2,50,1,,,,,,
"Free_2_58",2,58,11400,200,2,49,1,,"RankedStar",,,,
"Free_2_59",2,59,11600,200,2,50,1,,,,,,
"Free_2_60",2,60,11800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_61",2,61,12000,200,2,16,5,,,,,,
"Free_2_62",2,62,12200,200,2,49,1,,"RankedStar",,,,
"Free_2_63",2,63,12400,200,2,50,1,,,,,,
"Free_2_64",2,64,12600,200,2,49,1,,"RankedStar",,,,
"Free_2_65",2,65,12800,200,2,49,1,4,,,,,
"Free_2_66",2,66,13000,200,2,49,1,,"RankedStar",,,,
"Free_2_67",2,67,13200,200,2,50,1,,,,,,
"Free_2_68",2,68,13400,200,2,49,1,,"RankedStar",,,,
"Free_2_69",2,69,13600,200,2,50,1,,,,,,
"Free_2_70",2,70,13800,200,2,49,1,5,,,,,
"Free_2_71",2,71,14000,200,2,50,1,,,,,,
"Free_2_72",2,72,14200,200,2,49,1,,"RankedStar",,,,
"Free_2_73",2,73,14400,200,2,50,1,,,,,,
"Free_2_74",2,74,14600,200,2,16,5,,,,,,
"Free_2_75",2,75,14800,200,2,49,1,4,,,,,
"Free_2_76",2,76,15000,200,2,49,1,,"RankedStar",,,,
"Free_2_77",2,77,15200,200,2,50,1,,,,,,
"Free_2_78",2,78,15400,200,2,49,1,,"RankedStar",,,,
"Free_2_79",2,79,15600,200,2,50,1,,,,,,
"Free_2_80",2,80,15800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Free_2_81",2,81,16000,200,2,16,5,,,,,,
"Free_2_82",2,82,16200,200,2,49,1,,"RankedStar",,,,
"Free_2_83",2,83,16400,200,2,50,1,,,,,,
"Free_2_84",2,84,16600,200,2,49,1,,"RankedStar",,,,
"Free_2_85",2,85,16800,200,2,49,1,4,,,,,
"Free_2_86",2,86,17000,200,2,49,1,,"RankedStar",,,,
"Free_2_87",2,87,17200,200,2,50,1,,,,,,
"Free_2_88",2,88,17400,200,2,49,1,,"RankedStar",,,,
"Free_2_89",2,89,17600,200,2,50,1,,,,,,
"Free_2_90",2,90,17800,200,2,49,1,5,,,,,
"Free_2_91",2,91,18000,200,2,19,1,,"emoji_champi_knight",,,,
"Free_2_92",2,92,18200,200,2,49,1,,"RankedStar",,,,
"Free_2_93",2,93,18400,200,2,50,1,,,,,,
"Free_2_94",2,94,18600,200,2,16,5,,,,,,
"Free_2_95",2,95,18800,200,2,49,1,4,,,,,
"Free_2_96",2,96,19000,200,2,49,1,,"RankedStar",,,,
"Free_2_97",2,97,19200,200,2,50,1,,,,,,
"Free_2_98",2,98,19400,200,2,16,5,,,,,,
"Free_2_99",2,99,19600,200,2,49,1,5,,,,,
