"TID","CNT"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","請稍後再進行檢舉"
"TID_CHOOSE_CHARACTER","選擇英雄"
"TID_ARMOR","生命值"
"TID_ARMOR_DESC","代表英雄在被擊倒前能夠承受的傷害。"
"TID_SHOTGUN_GIRL","雪莉"
"TID_SHOTGUN_GIRL_DESC","雪莉的散彈槍可發射制式散彈重創敵人。她的超級技能可摧毀障礙物並擊退敵人！"
"TID_LONG_RANGE_SHOTGUN","制式散彈"
"TID_LONG_RANGE_SHOTGUN_DESC","雪莉的散彈槍可大範圍散射出多枚中等射程的彈丸，命中敵人的彈丸越多，造成的傷害越高。"
"TID_MEGA_BLASH_ULTI","超級散彈"
"TID_MEGA_BLASH_ULTI_DESC","雪莉的超級散彈可摧毀障礙物直擊對手，即使有敵人僥倖生還也會被擊退。"
"TID_GUNSLINGER","柯爾特"
"TID_GUNSLINGER_DESC","柯爾特雙持左輪手槍，每次攻擊都能射出一連串精準無比的子彈。他的超級技能不僅能發射更加密集的子彈、攻擊更遠的距離，還能摧毀障礙物！"
"TID_RAPID_FIRE","左輪連擊"
"TID_RAPID_FIRE_DESC","柯爾特使用他的左輪手槍向同一個方向連開6槍，可攻擊到遠距離的敵人。"
"TID_RAPID_FIRE_ULTI","狂彈風暴"
"TID_RAPID_FIRE_ULTI_DESC","柯爾特能快速連續射出大量子彈，這些子彈的射程更遠且能摧毀障礙物。"
"TID_BULL_DUDE","狂牛"
"TID_BULL_DUDE_DESC","狂牛的雙管獵槍可以對近距離的敵人造成巨大傷害。開啟超級技能後，他可以撞穿障礙物、撞飛敵人！"
"TID_SHOTGUN_BLAST","雙管獵殺"
"TID_SHOTGUN_BLAST_DESC","狂牛的雙管獵槍傷害非常驚人，但是射程很短，所以狂牛喜歡衝到敵人面前解決問題。"
"TID_CHARGE","蠻牛衝撞"
"TID_CHARGE_DESC","狂牛埋頭發動衝鋒，能夠撞飛敵人、撞穿障礙物。沒錯，這位老兄不但脾氣倔得像頭牛，腦袋也硬得像頭牛！"
"TID_ROCKET_GIRL","布洛克"
"TID_ROCKET_GIRL_DESC","布洛克可以發射勁爆的火箭攻擊遠處的敵人。他的超級技能發射的火箭彈幕更能重創敵人、摧毀障礙物！"
"TID_FIREWORKS_WEAPON","搖滾火箭"
"TID_FIREWORKS_WEAPON_DESC","布洛克每次能發射一枚射程驚人的搖滾火箭。"
"TID_FIREWORKS_ULTI","火箭轟炸"
"TID_FIREWORKS_ULTI_DESC","布洛克發射的火箭彈幕可摧毀敵人和障礙物。敵人遭受火箭轟炸的畫面，是布洛克眼裡最美的風景。"
"TID_TNT_DUDE","爆破麥克"
"TID_TNT_DUDE_DESC","麥克每次可以投擲兩根爆破炸藥。他的超級技能是丟出一個塞滿炸藥的大木桶，把敵人和障礙物通通炸飛！"
"TID_MORTAR","爆破炸藥"
"TID_MORTAR_DESC","麥克投擲兩根可飛越障礙物的爆破炸藥。這些爆破炸藥就像麥克的脾氣一樣易燃易爆炸！"
"TID_MORTAR_ULTI","爆破蹦蹦蹦"
"TID_MORTAR_ULTI_DESC","這個塞滿炸藥的炸藥桶不僅威力巨大，還能摧毀障礙物。即使敵人在爆炸中僥倖生還，也仍會被強大的衝擊波震飛。"
"TID_LUCHADOR","艾爾普里莫"
"TID_LUCHADOR_DESC","艾爾普里莫會用迅雷不及掩耳的拳頭痛擊對手。他的超級技能可以讓他騰空飛起，重創下方的敵人！"
"TID_LUCHADOR_WEAPON","憤怒鐵拳"
"TID_LUCHADOR_WEAPON_DESC","艾爾普里莫以迅雷之勢連續打出4記憤怒鐵拳。這墨西哥嗆辣十足的拳頭可以把對手打得滿地找牙！"
"TID_LUCHADOR_ULTI","飛身肘擊"
"TID_LUCHADOR_ULTI_DESC","艾爾普里莫高高躍起，落地時施展強力肘擊，能擊退敵人並摧毀障礙物！"
"TID_TRICKSHOT_DUDE_OLD","彈射"
"TID_TRICKSHOT_DUDE_DESC","彈射發射的一連串子彈撞到牆壁後會反彈。他的超級技能發射更多的子彈，射得更遠、彈力更強，還能穿透敵人！"
"TID_TRICKSHOT_DUDE_WEAPON","彈力射擊"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","彈射射出的子彈在擊中牆面後會反彈，而且飛得更遠，此特性讓他可以攻擊到躲在障礙物後面的敵人。"
"TID_TRICKSHOT_DUDE_ULTI","華麗彈射"
"TID_TRICKSHOT_DUDE_ULTI_DESC","彈射射出一連串子彈，子彈可以穿透敵人，擊中牆面後會反彈並飛得更遠。"
"TID_CACTUS","史派克"
"TID_CACTUS_DESC","史派克丟出的炸彈在爆炸後會向周圍發射尖刺。他華麗的超級技能會讓指定區域內長滿尖刺，可減緩敵人的移動速度並對他們造成傷害。"
"TID_CACTUS_WEAPON","驚喜刺刺球"
"TID_CACTUS_WEAPON_DESC","史派克射出一個小仙人掌，仙人掌爆炸後會向不同方向發射尖刺。"
"TID_CACTUS_ULTI","尖刺樂園"
"TID_CACTUS_ULTI_DESC","史派克拋出一個尖刺炸彈，處於技能範圍內的敵人會受到傷害並降低移動速度。"
"TID_BARKEEP","保力"
"TID_BARKEEP_DESC","保力會朝敵人丟出手搖瓶並造成範圍傷害。他的超級技能是丟出一連串的燃燒瓶！"
"TID_BARKEEP_WEAPON","手搖瓶"
"TID_BARKEEP_WEAPON_DESC","保力拋出一個手搖瓶，瓶子落地破碎時會噴濺液體對敵人造成傷害，同時若敵人持續處於濺出液體範圍內則會受到更多傷害。"
"TID_BARKEEP_ULTI","無限暢飲"
"TID_BARKEEP_ULTI_DESC","保力迅速拋出多個燃燒瓶，使一大片區域燃起熊熊烈火，保力以行動表現滿滿熱情！"
"TID_MECHANIC","潔西"
"TID_MECHANIC_DESC","潔西用脈衝步槍發射的能量球會在多個敵人間彈射。她的超級技能是部署一座可愛又可怕的炮台！"
"TID_MECHANIC_WEAPON","脈衝步槍"
"TID_MECHANIC_WEAPON_DESC","潔西發射一個能量球，能量球在命中目標後會彈向其他敵人，最多可擊中3個敵人。"
"TID_MECHANIC_ULTI","自動炮台"
"TID_MECHANIC_ULTI_DESC","潔西架設一座可以自動攻擊敵人的炮台，這座炮台運用可完全回收的材料製作！"
"TID_SHAMAN","妮塔"
"TID_SHAMAN_DESC","妮塔發射的衝擊波可以傷害多名敵人。她的超級技能是召喚一頭熊靈與她並肩作戰！"
"TID_SHAMAN_WEAPON","衝擊波"
"TID_SHAMAN_WEAPON_DESC","妮塔向前方使出一道衝擊波，對波及的敵人造成傷害。"
"TID_SHAMAN_ULTI","熊靈召喚"
"TID_SHAMAN_ULTI_DESC","妮塔召喚出大寶貝熊，牠會自動追擊附近的敵人。"
"TID_UNDERTAKER","莫提斯"
"TID_UNDERTAKER_DESC","莫提斯每次揮鏟都會向前突進。他的超級技能是召喚一群蝙蝠傷害敵人並治療自己！"
"TID_UNDERTAKER_WEAPON","鐵鏟突襲"
"TID_UNDERTAKER_WEAPON_DESC","莫提斯喜歡揮舞鋒利的鐵鏟向前突襲，為自己的事業創造商機。"
"TID_UNDERTAKER_ULTI","噬血侵襲"
"TID_UNDERTAKER_ULTI_DESC","莫提斯召喚出一群蝙蝠，傷害敵人的同時也能為自己恢復生命值，恐怖到了極點哦！"
"TID_CROW","鴉"
"TID_CROW_DESC","鴉每次會丟出3把淬毒飛刀。使用超級技能時，鴉會淩空飛起，並在騰空和落地時分別丟出一圈飛刀！"
"TID_CROW_WEAPON","淬毒飛刀"
"TID_CROW_WEAPON_DESC","鴉擲出3把淬毒飛刀，被飛刀傷到的敵人會受到持續性傷害。"
"TID_CROW_ULTI","飛躍毒襲"
"TID_CROW_ULTI_DESC","鴉飛向空中，在他起飛和落地的瞬間會向周圍丟出一圈淬毒的飛刀。"
"TID_DEAD_MARIACHI","波可"
"TID_DEAD_MARIACHI_DESC","波可的吉他會發出音浪，對敵人造成傷害。他的超級技能可以同時治療自己和隊友！"
"TID_DEAD_MARIACHI_WEAPON","強力和弦"
"TID_DEAD_MARIACHI_WEAPON_DESC","波可彈吉他時會發出一波接一波刺耳的琴聲，被音浪波及的對手將受到傷害。"
"TID_DEAD_MARIACHI_ULTI","治癒安可曲"
"TID_DEAD_MARIACHI_ULTI_DESC","波可彈奏一段振奮人心的旋律，為自己和範圍內的隊友恢復生命值！對敵人無效。"
"TID_BOW_DUDE","鷹獵人 爆"
"TID_BOW_DUDE_DESC","鷹獵人爆每次可以朝敵人發射3支爆炸箭。他的超級技能是在地上佈置3枚會爆炸的隱形地雷！"
"TID_BOW_DUDE_WEAPON","爆炸箭"
"TID_BOW_DUDE_WEAPON_DESC","鷹獵人爆每次能射出3支爆炸箭，這些箭矢就像獵鷹的利爪般精準而致命。"
"TID_BOW_DUDE_ULTI","狩獵陷阱"
"TID_BOW_DUDE_ULTI_DESC","鷹獵人爆丟出幾個隱形的狩獵陷阱，陷阱被觸發後會短暫延遲，然後爆炸，對敵人造成傷害並擊退敵人。"
"TID_SNIPER","小辣椒"
"TID_SNIPER_DESC","小辣椒可以遠距離狙擊敵人，她的子彈飛得越遠，傷害就越高。她發動超級技能時，會在附近丟下幾顆手榴彈，同時跳至別處！"
"TID_SNIPER_WEAPON","狙擊陽傘"
"TID_SNIPER_WEAPON_DESC","小辣椒的狙擊陽傘從傘頂發射子彈狙擊敵人，子彈飛行的距離越遠，造成的傷害越高！"
"TID_SNIPER_ULTI","飛天重禮"
"TID_SNIPER_ULTI_DESC","小辣椒跳向一旁，以躲避那些企圖接近她的\q追求者\q。不過她還是會讓他們感受到一點名媛的\q青睞\q：幾顆藏在她吊帶襪中的手榴彈。"
"TID_MINIGUN_DUDE","帕姆"
"TID_MINIGUN_DUDE_DESC","帕姆最愛用背後的廢料噴射器料理敵人。她的超級技能是放置一座治療台，為自己和附近的隊友恢復生命值！"
"TID_MINIGUN_DUDE_WEAPON","廢料噴射"
"TID_MINIGUN_DUDE_WEAPON_DESC","帕姆向大範圍區域噴射金屬廢料。請戴好安全護目鏡！"
"TID_MINIGUN_DUDE_ULTI","大媽的地盤"
"TID_MINIGUN_DUDE_ULTI_DESC","帕姆的治療台能為她自己和技能範圍內的隊友恢復生命值。"
"TID_BONE_THROWER","白面槍手"
"TID_BONE_THROWER_DESC","不要小看這個槍手！他能隨手拿起巨型機關槍，輕鬆掃平無數壞蛋。（移動速度慢，免疫擊退）"
"TID_BONE_THROWER_WEAPON","重型機關槍"
"TID_BONE_THROWER_WEAPON_DESC","這個大個子能夠輕而易舉拿起這架巨大的機關槍，甚至能一邊開火一邊前進！"
"TID_BONE_THROWER_ULTI","繃帶分發器"
"TID_BONE_THROWER_ULTI_DESC","槍林彈雨中不免會受些皮肉傷，而這台繃帶分發器能讓你和你的隊友都保持奮戰的活力。"
"TID_BLACK_HOLE","塔拉"
"TID_BLACK_HOLE_DESC","塔拉每次丟出的3張塔羅牌，可以穿透敵人並造成傷害。她的超級技能可以把附近的敵人吸在一起並造成傷害！"
"TID_BLACK_HOLE_WEAPON","三重塔羅"
"TID_BLACK_HOLE_WEAPON_DESC","塔拉輕抖手腕，以迅雷之勢甩出3張可射穿對手的塔羅牌。這操作真是太神了！"
"TID_BLACK_HOLE_ULTI","命運之輪"
"TID_BLACK_HOLE_ULTI_DESC","塔拉召喚出令人難以抵擋的命運之輪，會將範圍內的敵人吸入其中，讓他們一起面對共同的命運！"
"TID_TURRET_DAMAGE","炮台傷害"
"TID_TURRET_HEALTH","炮台生命值"
"TID_STAT_DAMAGE_PER_SECOND","每秒傷害"
"TID_STAT_DAMAGE_PER_SECOND_EACH","每秒傷害"
"TID_STAT_DAMAGE_PER_STRIKE","每拳傷害"
"TID_ROBOT","副官艾恩斯"
"TID_ROBOT_DESC","為服務而生，為破壞代言。"
"TID_ROBOT_WEAPON","狙擊火箭"
"TID_ROBOT_WEAPON_DESC","副官艾恩斯利用機械般的精準度發射爆炸火箭，可以攻擊到超遠距離外的敵人。"
"TID_ROBOT_ULTI","火力壓制"
"TID_ROBOT_ULTI_DESC","如果需要使用非常手段，副官艾恩斯可以發射大量火箭，對密集的敵人造成重大打擊。"
"TID_ARMOR_STAT","生命值"
"TID_HEALTH","生命值"
"TID_STAT_GRENADE_DAMAGE","每顆手榴彈傷害"
"TID_STAT_MISSILE_DAMAGE","每發火箭傷害"
"TID_STAT_HEALTH","生命值"
"TID_STAT_SPEED","速度"
"TID_STAT_DAMAGE","傷害"
"TID_STAT_DAMAGE_PER_SHOT","每顆子彈傷害"
"TID_STAT_DAMAGE_PER_SHELL","每顆彈丸傷害"
"TID_STAT_HAMMER_DAMAGE","每0.2秒傷害"
"TID_BATTLE","對戰"
"TID_QUIT","退出"
"TID_MATCHMAKING_QUIT","退出"
"TID_MATCHMAKING_HEADING","正在搜尋玩家"
"TID_MATCHMAKING_TIME_LABEL","離對戰開始還有："
"TID_MATCHMAKING_PLAYERS","已找到玩家 <x>/<y>"
"TID_BUTTON_CANCEL","取消"
"TID_BUTTON_OK","確定"
"TID_ENTER_NAME_TITLE","歡迎來到《荒野亂鬥》！"
"TID_ENTER_NAME_BODY","取個名字吧！"
"TID_TIME_DAYS","天"
"TID_TIME_HOURS","小時"
"TID_TIME_MINS","分"
"TID_TIME_SECS","秒"
"TID_MATCHMAKING_TIME","<TIME>後開始"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","已連結"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","連結"
"TID_SUPERCELL_ID_LOGIN_BUTTON","登入"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","不登入"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","你想要載入另一個經驗等級為<number>的遊戲進度嗎？請登入你的Supercell ID以載入該進度。"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","錯誤！"
"TID_ERROR_POP_UP_OUT_OF_SYNC","客戶端與伺服器不同步！"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","重新載入遊戲"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","連線錯誤"
"TID_ERROR_POP_UP_CONNECTION_FAILED","無法與伺服器連線，請檢查你的網路連線並再次嘗試。"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","請重試"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","登入失敗"
"TID_ERROR_POP_UP_LOGIN_FAILED","請稍後再次嘗試。"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","請重試"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","還在嗎？"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","點擊下方按鈕以重新載入遊戲。"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","重新載入遊戲"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","可以更新啦！"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","好消息！《荒野亂鬥》有新版本啦！"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","更新"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","系統維護中"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","抱歉，伺服器正在維護。請你先休息一下，稍後再試。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","請重試"
"TID_ERROR_POP_UP_BANNED_TITLE","你的帳號已被封禁！"
"TID_ERROR_POP_UP_BANNED","你的帳號已被暫時封禁"
"TID_ERROR_POP_UP_BANNED_BUTTON","確定"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","聯繫玩家支援"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","查看詳情"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","重要通知"
"TID_INFO_POP_UP_IAP_NOTE","《荒野亂鬥》是一款免費遊戲，但您可以使用遊戲內購買加快遊戲進度（您可以在裝置的設定中關閉該購買功能）。輕按確定以接受我們的服務條款與隱私保護政策。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","確定"
"TID_SERVER_ERROR_TITLE","伺服器錯誤<number>"
"TID_SERVER_ERROR","你在對戰時斷線了。"
"TID_SERVER_ERROR_BUTTON","確定"
"TID_COME_BACK_NOTIFICATION_SMALL","再來一場對戰？"
"TID_COME_BACK_NOTIFICATION_MEDIUM","再來一場對戰？"
"TID_COME_BACK_NOTIFICATION_LARGE","再來一場對戰？"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","連線中斷"
"TID_ERROR_POP_UP_CONNECTION_LOST","請重新登入！"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","重新登入"
"TID_TROPHIES","獎盃"
"TID_PRACTICE","練習"
"TID_READY","準備就緒"
"TID_BATTLE_END_TITLE_VICTORY","勝利！"
"TID_BATTLE_END_TITLE_DEFEAT","戰敗"
"TID_BATTLE_END_TITLE_DRAW","平局"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","存活時間：<TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","你是第1名！"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","第<RANK>名"
"TID_BATTLE_END_TVST_DRAW_DESC","平局——雙方收集的寶石數量相同！"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","擊敗巨型英雄耗時<TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","存活時間：<TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","<LEVEL>難度已完成！"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","戰敗"
"TID_BATTLE_END_RETURN_HOME","退出"
"TID_BATTLE_END_NEXT","下一步"
"TID_BATTLE_END_TAP","點擊以繼續"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","練習不會獲得獎盃"
"TID_BATTLE_END_XP_CAPPED","今天可獲得的經驗值已達上限"
"TID_BATTLE_END_PLAY_AGAIN","再來一場"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","取消"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME>加入了你的小隊"
"TID_RESPAWNING","重生倒數計時：\n<n1>"
"TID_TEAMS_POPUP_TITLE","小隊"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","戰隊和好友小隊"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","加入戰隊，即可在這裡查看可以加入的小隊"
"TID_TEAMS_POPUP_SEARCH","使用代碼加入"
"TID_TEAMS_POPUP_CREATE","創建小隊"
"TID_TEAM_SEARCH_POPUP_TITLE","使用代碼加入小隊"
"TID_TEAM_SEARCH_POPUP_SEARCH","加入"
"TID_TEAM_JOIN_ROOM_CODE","在此輸入小隊代碼"
"TID_TEAM_CHANGE_MAP","更換"
"TID_TEAM_TYPE_INFO_0","排位賽"
"TID_TEAM_TYPE_INFO_1","友誼賽"
"TID_TEAM_TYPE_INFO_2","憑券參賽"
"TID_TEAM_MEMBER_LEFT_0","你已離開小隊"
"TID_TEAM_MEMBER_LEFT_1","你已被踢出小隊"
"TID_TEAM_MEMBER_LEFT_2","活動結束，小隊已解散。"
"TID_TEAM_MEMBER_LEFT_3","小隊創建者退出，小隊已解散。"
"TID_TEAM_GAME_STARTING","遊戲開始"
"TID_TEAM_CODE_COPIED","代碼已複製到剪貼簿"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>等待對方答覆</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>已拒絕</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>對方已下線</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","點擊取消"
"TID_TEAM_ERROR_1","小隊伺服器錯誤"
"TID_TEAM_ERROR_2","加入失敗，小隊已滿。"
"TID_TEAM_ERROR_3","加入失敗，小隊已解散。"
