"TID","MS"
"TID_LUCHADOR_WEAPON_DESC","El Primo mengayunkan empat tumbukan melayang. Ini seperti tumbukan sambal cili padi!"
"TID_LUCHADOR_ULTI","JATUHAN SIKU TERBANG"
"TID_LUCHADOR_ULTI_DESC","El Primo melompat tinggi dan menjatuhkan siku antara galaksi yang akan menolak kuat musuh dan memusnahkan pengadang!"
"TID_TRICKSHOT_DUDE_OLD","RICOCHET"
"TID_TRICKSHOT_DUDE_DESC","Rico menembak banyak peluru yang melantun dari dinding. Tembakan hebatnya adalah lantunan peluru berturut-turut yang menembusi sasaran!"
"TID_TRICKSHOT_DUDE_WEAPON","PELURU MELANTUN"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","Peluru Rico melantun dari dinding, meningkatkan jaraknya. Ia boleh menembak musuh yang berselindung."
"TID_TRICKSHOT_DUDE_ULTI","TEMBAKAN TEKNIK"
"TID_TRICKSHOT_DUDE_ULTI_DESC","Rico menembak banyak peluru yang menembusi musuh dan melantun dari dinding, meningkatkan jaraknya."
"TID_CACTUS","SPIKE"
"TID_CACTUS_DESC","Spike membaling grenad kaktus yang menyebarkan jarum dan Supernya mengagumkan: medan duri kaktus yang memperlahankan dan melakukan kerosakan pada musuh!"
"TID_CACTUS_WEAPON","GRENAD JARUM"
"TID_CACTUS_WEAPON_DESC","Spike menembak kaktus kecil dan meletup, menembak menembak duri ke semua arah."
"TID_CACTUS_ULTI","JANGAN KE MANA-MANA!"
"TID_CACTUS_ULTI_DESC","Spike membaling tinggi-tinggi grenad berduri. Musuh yang terperangkap di dalam kawasan letupan akan menerima kerosakan dan diperlahankan."
"TID_BARKEEP","BARLEY"
"TID_BARKEEP_DESC","Barley menyerang dengan melontar botol pada musuh, melakukan kerosakan percikan. Supernya adalah lontaran botol membakar yang bertalu-talu!"
"TID_BARKEEP_WEAPON","SIMBAHAN PEKAT"
"TID_BARKEEP_WEAPON_DESC","Barley membaling botol dan membiarkannya memecah di lantai. Simpahan membawa kerosakan kepada musuh dan kerosakan bertambah jika mereka kekal di dalam lopak itu."
"TID_BARKEEP_ULTI","PELUANG TERAKHIR"
"TID_BARKEEP_ULTI_DESC","Barley melempar selonggok botol yang menyebabkan sebuah kawasan besar terbakar. Semua ni percuma!"
"TID_MECHANIC","JESSIE"
"TID_MECHANIC_DESC","Tembakan Melantun Jessie menembak orb tenaga yang melantun di antara musuh. Supernya melancarkan turet senapang yang comel tetapi membawa maut!"
"TID_MECHANIC_WEAPON","TEMBAKAN MELANTUN"
"TID_MECHANIC_WEAPON_DESC","Jessie menembak orb bertenaga. Selepas mengenai target, orb itu melantun ke target seterusnya yang berada dalam julat, yang akan mengenai maksimum tiga musuh."
"TID_MECHANIC_ULTI","SEKERAP!"
"TID_MECHANIC_ULTI_DESC","Jessie mengerahkan turet pistol yang menembak ke arah musuh secara automatik. Ia diperbuat 100% daripada bahan kitar semula."
"TID_SHAMAN","NITA"
"TID_SHAMAN_DESC","Nita menyerang musuhnya dengan gelombang kejutan gemuruh. Supernya menyeru beruang besar untuk berlawan di sisinya!"
"TID_SHAMAN_WEAPON","RUPTUR"
"TID_SHAMAN_WEAPON_DESC","Nita melepaskan gelombang kejut, mencederakan musuh yang terperangkap di dalam gegaran tu."
"TID_SHAMAN_ULTI","BERUANG KONCO"
"TID_SHAMAN_ULTI_DESC","Nita menyeru roh Anak Beruang Besar untuk memburu musuhnya."
"TID_UNDERTAKER","MORTIS"
"TID_UNDERTAKER_DESC","Mortis meluru ke hadapan dengan setiap ayunan penyodoknya. Dengan serangan Supernya, dia mengerahkan sekumpulan kelawar untuk melakukan kerosakan pada musuh dan memulihkan dirinya!"
"TID_UNDERTAKER_WEAPON","AYUNAN PENYODOK"
"TID_UNDERTAKER_WEAPON_DESC","Mortis memecut ke depan dan mengayunkan penyodoknya, mencipta peluang perniagaan untuk dirinya."
"TID_UNDERTAKER_ULTI","NADI"
"TID_UNDERTAKER_ULTI_DESC","Mortis menyeru sekerumun kelawar pontianak yang menghisap nilai nyawa musuhnya ketika memulihkan nilai nyawanya. Memang mengerikan!"
"TID_CROW","CROW"
"TID_CROW_DESC","Crow melontar tiga pisau belati beracun. Dengan gerakan Supernya, dia melompat, melontar pisau belatinya semasa melompat dan mendarat!"
"TID_CROW_WEAPON","PISAU FLIK"
"TID_CROW_WEAPON_DESC","Crow melempar pisau belati. Musuh yang terkena pisau beracun itu akan terima kerosakan untuk satu tempoh."
"TID_CROW_ULTI","MENUKIK"
"TID_CROW_ULTI_DESC","Crow terbang ke langit, menaburkan lingkaran pisau belati di sekelilingnya ketika berlepas dan mendarat."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco menembak gelombang bunyi yang memusnahkan musuh. Supernya boleh memulihkan diri Poco sendiri dan rakan sepasukannya!"
"TID_DEAD_MARIACHI_WEAPON","KORD BERKUASA"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco memetik gitarnya, menghantar gelombang bunyi yang membuat bulu roma berdiri. Musuh yang mengenai gelombang akan mengalami kerosakan."
"TID_DEAD_MARIACHI_ULTI","SORAK PINTA"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco menyembuhkan dirinya dan rakannya yang dia boleh capai dengan melodinya yang riang. Tidak berkesan pada musuh."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo melepaskan tiga anak panah meletup ke arah sasarannya. Supernya meletakkan tiga periuk api boleh meletup tersembunyi di bawah tanah!"
"TID_BOW_DUDE_WEAPON","MATA HELANG"
"TID_BOW_DUDE_WEAPON_DESC","Bo melepaskan tiga anak panah yang meletup, menyiat musuh seperti cakar helang."
"TID_BOW_DUDE_ULTI","PERANGKAP BOM"
"TID_BOW_DUDE_ULTI_DESC","Bo menyembunyikan perangkap meletusnya di bawah tanah. Apabila perangkap dicetuskan oleh musuh, ia akan meletup selepas sedikit penangguhan, menolak dan mengenakan kerosakan pada musuh."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Tembakan tepat Piper melakukan lebih kerosakan apabila menyusur lebih jauh. Supernya menjatuhkan grenad pada kakinya sementara Piper sendiri melompat pergi!"
"TID_SNIPER_WEAPON","PAYUNAPANG"
"TID_SNIPER_WEAPON_DESC","Piper melepaskan tembakan tepat dari hujung payungnya. Lebih jauh tembakan, lebih umph tembakan itu!"
"TID_SNIPER_ULTI","TERJUN PAYUNG"
"TID_SNIPER_ULTI_DESC","Piper melompat pergi untuk mengelak peminat yang mendesak. Namun, dia pasti meninggalkan sesuatu yang manis: grenad hidup dari gancunya!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam menembak dari pinggul, menyerang sasaran dengan serpihan. Supernya adalah turet penyembuh yang memulihkan nilai nyawanya dan rakan sepasukannya!"
"TID_MINIGUN_DUDE_WEAPON","RIBUT SEKERAP"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam memancutkan sekerap logam pada kawasan besar. Penggunaan pelindung mata adalah dinasihatkan!"
"TID_MINIGUN_DUDE_ULTI","CIUMAN MAMA"
"TID_MINIGUN_DUDE_ULTI_DESC","Turet penyembuhan Pam akan merawat dia dan rakan sepasukannya yang berada di dalam kawasan terkesan."
"TID_BONE_THROWER","pembaling tulang"
"TID_BONE_THROWER_DESC","Semua benda penembak ini besar-besar belaka! Cekap menggunakan mesingan besarnya, Pengendali Pistol Mini ini boleh menumpaskan berbilang orang jahat (Pergerakan perlahan, tidak akan ditolak)"
"TID_BONE_THROWER_WEAPON","PISTOL MINI"
"TID_BONE_THROWER_WEAPON_DESC","Pengendali Pistol Mini ini membuat pengunaan mesingan besar ini nampak mudah. Dia boleh berjalan sambil menembak dalam mod auto!"
"TID_BONE_THROWER_ULTI","BEKAS PEMBALUT"
"TID_BONE_THROWER_ULTI_DESC","Ada kalanya anda akan tercalar atau mengalami luka dalam pertempuran sengit. Bekas Pembalut membantu memastikan pasukan anda dalam keadaan sihat!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Serangan kad tarot tigaan Tara menembusi musuhnya. Supernya ialah lubang hitam yang menyedut semua musuh berdekatan dan melakukan kerosakan!"
"TID_BLACK_HOLE_WEAPON","TAROT TIGAAN"
"TID_BLACK_HOLE_WEAPON_DESC","Tara menyentakkan gelang tangannya, melemparkan tiga kad tarot yang menembusi musuh. Agak hebat helah ni!"
"TID_BLACK_HOLE_ULTI","GRAVITI"
"TID_BLACK_HOLE_ULTI_DESC","Tara mewujudkan perigi graviti yang sukar hendak dibayangkan. Musuh dalam kawasan terkesan akan ditarik masuk dan melanggar satu sama lain dengan kuat sekali."
"TID_TURRET_DAMAGE","kerosakan turet"
"TID_TURRET_HEALTH","nilai nyawa turet"
"TID_STAT_DAMAGE_PER_SECOND","kerosakan setiap saat"
"TID_STAT_DAMAGE_PER_SECOND_EACH","kerosakan setiap saat"
"TID_STAT_DAMAGE_PER_STRIKE","kerosakan setiap tumbukan"
"TID_ROBOT","DEPUTY IRONS"
"TID_ROBOT_DESC","Dibina untuk berkhidmat. Bertanggungjawab untuk membinasa."
"TID_ROBOT_WEAPON","TEMBAKAN HENDAP ROKET"
"TID_ROBOT_WEAPON_DESC","Deputy Irons menembak roket meletup dari julat yang jauh sangat dengan ketepatan mekanikal."
"TID_ROBOT_ULTI","KAWALAN KUMPULAN"
"TID_ROBOT_ULTI_DESC","Apabila keadaan menjadi keterlaluan, Deputy Irons boleh menghujani kumpulan yang tidak terkawal dengan bedilan roket."
"TID_ARMOR_STAT","nIlai nyawa"
"TID_HEALTH","nIlai nyawa"
"TID_STAT_GRENADE_DAMAGE","kerosakan setiap grenad"
"TID_STAT_MISSILE_DAMAGE","kerosakan setiap roket"
"TID_STAT_HEALTH","nilai nyawa"
"TID_STAT_SPEED","kelajuan"
"TID_STAT_DAMAGE","kerosakan"
"TID_STAT_DAMAGE_PER_SHOT","kerosakan setiap peluru"
"TID_STAT_DAMAGE_PER_SHELL","kerosakan setiap peluru"
"TID_STAT_HAMMER_DAMAGE","kerosakan setiap 0.2 saat"
"TID_BATTLE","MAIN"
"TID_QUIT","Keluar"
"TID_MATCHMAKING_QUIT","Keluar"
"TID_MATCHMAKING_HEADING","Mencari Pemain"
"TID_MATCHMAKING_TIME_LABEL","Pertempuran bermula dalam:"
"TID_MATCHMAKING_PLAYERS","Pemain ditemui <x>/<y>"
"TID_BUTTON_CANCEL","Batal"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Selamat datang ke Brawl Stars!"
"TID_ENTER_NAME_BODY","Apakah nama anda?"
"TID_TIME_DAYS","h"
"TID_TIME_HOURS","j"
"TID_TIME_MINS","m"
"TID_TIME_SECS","s"
"TID_MATCHMAKING_TIME","Masa bermula <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Disambungkan"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Sambung"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Log masuk"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Main tanpa"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Adakah anda ingin memuatkan perkembangan lain dengan XP tahap <number>? Muatkannya dengan melog masuk menggunakan Supercell ID anda."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Ralat!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Klien dan pelayan di luar penyegerakan!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Muat semula permainan"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Ralat sambungan"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Tidak dapat menyambung kepada pelayan. Semak sambungan internet anda dan cuba lagi."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Log masuk gagal"
"TID_ERROR_POP_UP_LOGIN_FAILED","Sila cuba sebentar lagi"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Ada sesiapa di sana?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Klik butang di bawah untuk memuat semula permainan."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Muat semula permainan"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Kemas kini tersedia!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Berita baik! Versi baharu Brawl Stars tersedia."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Kemas kini"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Rehat penyelenggaraan"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Maaf, pelayan sedang diselenggara. Sila cuba sebentar lagi."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Cuba lagi"
"TID_ERROR_POP_UP_BANNED_TITLE","Anda telah disekat!"
"TID_ERROR_POP_UP_BANNED","Anda telah disekat buat sementara waktu"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okey"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Hubungi Sokongan"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Maklumat Lanjut"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Notis Penting"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars boleh dimainkan secara percuma tetapi anda boleh mempercepat perkembangan dengan pembelian dalam aplikasi (anda boleh menyahdayakan ini dalam tetapan peranti anda). Ketik Okey untuk menerima Terma dan Dasar Privasi kami."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okey"
"TID_SERVER_ERROR_TITLE","Ralat pelayan <number>"
"TID_SERVER_ERROR","Anda terputus sambungan semasa pertempuran"
"TID_SERVER_ERROR_BUTTON","Okey"
"TID_COME_BACK_NOTIFICATION_SMALL","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_LARGE","Apa kata bertempur sekali lagi?"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Sambungan hilang"
"TID_ERROR_POP_UP_CONNECTION_LOST","Sila cuba log masuk sekali lagi!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Cuba log masuk semula"
"TID_TROPHIES","trofi"
"TID_PRACTICE","LATIHAN"
"TID_READY","Sedia"
"TID_BATTLE_END_TITLE_VICTORY","MENANG!"
"TID_BATTLE_END_TITLE_DEFEAT","KALAH"
"TID_BATTLE_END_TITLE_DRAW","Seri"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Kekal hidup selama <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Anda #1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Tahap: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Keputusan seri sebab jumlah permata dikumpul kedua-dua pasukan adalah sama!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Brawler Besar dikalahkan dalam <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Bertahan <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","CABARAN: <LEVEL> TELAH SELESAI!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","KALAH"
"TID_BATTLE_END_RETURN_HOME","KELUAR"
"TID_BATTLE_END_NEXT","Seterusnya"
"TID_BATTLE_END_TAP","ketik untuk teruskan"
