"TID","CN"
"TID_TNT_DUDE_DESC","爆破麦克是个退休老矿工，他一直怀念以前工作时的美好时光——把东西炸飞！"
"TID_MORTAR","即时炸弹"
"TID_MORTAR_DESC","麦克投掷出两根即时炸弹，可飞越掩体。这些即时炸弹就像麦克的脾气一样易燃易爆炸！"
"TID_MORTAR_ULTI","桶装炸药"
"TID_MORTAR_ULTI_DESC","一个几乎能够炸飞一切的桶装炸药，即使是在爆炸中侥幸生还的敌人也会被震退。"
"TID_LUCHADOR","艾尔·普里莫"
"TID_LUCHADOR_DESC","艾尔·普里莫曾经被外太空飞来的陨石砸中过，这一经历带给了他超人的力量和无与伦比的魅力。"
"TID_LUCHADOR_WEAPON","愤怒之拳"
"TID_LUCHADOR_WEAPON_DESC","艾尔·普里莫以迅雷之势连续打出四记愤怒之拳。这墨西哥劲辣红椒味的拳头可以把对手打得满地找牙！"
"TID_LUCHADOR_ULTI","飞身肘击"
"TID_LUCHADOR_ULTI_DESC","艾尔·普里莫高高跃起，落地时施放强力肘击，能击退敌人并摧毁掩体！"
"TID_TRICKSHOT_DUDE","弹射机器人"
"TID_TRICKSHOT_DUDE_DESC","一个被更高级机器人淘汰掉的泳池清理机器人。现在弹射机器人依靠自己强大的角度计算能力成为了一名伟大的英雄。"
"TID_TRICKSHOT_DUDE_WEAPON","弹射子弹"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","弹射机器人射出的子弹在击中墙面后会进行弹射，这一特性使它可以攻击到躲在掩体后的敌人。"
"TID_TRICKSHOT_DUDE_ULTI","特技射击"
"TID_TRICKSHOT_DUDE_ULTI_DESC","弹射机器人射出一长串子弹，子弹可以在墙面反弹并射穿所有敌人。"
"TID_CACTUS","斯派克"
"TID_CACTUS_DESC","据我们所知，这个奇怪的沙漠居民是仙人掌族最后的血脉。"
"TID_CACTUS_WEAPON","尖刺炸弹"
"TID_CACTUS_WEAPON_DESC","斯派克射出一个小仙人掌，仙人掌爆炸后会向不同方向发射尖刺。"
"TID_CACTUS_ULTI","尖刺狂欢"
"TID_CACTUS_ULTI_DESC","斯派克抛出一个尖刺炸弹，处于技能范围内的敌人会受到伤害并降低移动速度。"
"TID_BARKEEP","巴利"
"TID_BARKEEP_DESC","巴利原本只想做一个普普通通的酒保。现在他打磨好了身上的零件——蒸汽涌现，酒瓶飞扬！"
"TID_BARKEEP_WEAPON","酒瓶冲击"
"TID_BARKEEP_WEAPON_DESC","巴利抛出一个酒瓶，酒瓶落地破碎后会溅射出腐蚀性的液体，对液体溅射区域内的敌人造成伤害，如果敌人持续待在区域中则会受到更多伤害。"
"TID_BARKEEP_ULTI","盛情款待"
"TID_BARKEEP_ULTI_DESC","巴利迅猛地抛出一个燃烧酒瓶，使一大片区域燃起熊熊烈火。这瓶烈酒巴利请客！"
"TID_MECHANIC","杰西"
"TID_MECHANIC_DESC","杰西是个乡下来的天才少女，她竟然可以用一堆废铜烂铁做出威力十足的炮台。"
"TID_MECHANIC_WEAPON","震击步枪"
"TID_MECHANIC_WEAPON_DESC","杰西发射一个能量球，能量球在命中目标后会弾向其他敌人，最多可击中三个敌人。"
"TID_MECHANIC_ULTI","架设炮台"
"TID_MECHANIC_ULTI_DESC","杰西部署一个可以自动攻击敌人的炮台，这炮台可是100%完全用可回收材料制作的！"
"TID_SHAMAN","妮塔"
"TID_SHAMAN_DESC","小脚丫妮塔是众多部族萨满中的年纪最小的一位，她的灵兽是大宝贝熊。"
"TID_SHAMAN_WEAPON","冲击波"
"TID_SHAMAN_WEAPON_DESC","妮塔向前方发射一道冲击波，对波及的敌人造成伤害。"
"TID_SHAMAN_ULTI","召唤熊灵"
"TID_SHAMAN_ULTI_DESC","妮塔召唤出大宝贝熊，并驱使它追击敌人。"
"TID_UNDERTAKER","莫提斯"
"TID_UNDERTAKER_DESC","莫提斯的工作就是将人埋葬。尽管他骨瘦如柴，满面沧桑，但他的冲刺速度相当惊人。"
"TID_UNDERTAKER_WEAPON","铁铲扫击"
"TID_UNDERTAKER_WEAPON_DESC","莫提斯总是喜欢拿着他锋利的铁铲向前突袭，为自己的事业创造商机。"
"TID_UNDERTAKER_ULTI","生命之血"
"TID_UNDERTAKER_ULTI_DESC","莫提斯召唤出一群蝙蝠，伤害敌人的同时能为自身恢复生命值，太恐怖了！"
"TID_CROW","黑鸦"
"TID_CROW_DESC","这个神秘莫测的生物只在小镇上出现过一天，没有人敢碰他的羽毛——不会再有人了。"
"TID_CROW_WEAPON","淬毒飞刀"
"TID_CROW_WEAPON_DESC","黑鸦向三个方向投掷出淬毒飞刀，被飞刀伤到的对手会受到持续性伤害。"
"TID_CROW_ULTI","俯冲突袭"
"TID_CROW_ULTI_DESC","黑鸦飞向空中，在他起飞和落地的瞬间会向周围投掷出一圈淬毒的飞刀。"
"TID_DEAD_MARIACHI","波科"
"TID_DEAD_MARIACHI_DESC","在自己的粉丝都被对手乐队吸引走后，波科醒着的每分每秒都在尝试找到那最美的旋律，他想要赢回自己失去的一切。"
"TID_DEAD_MARIACHI_WEAPON","强袭之音"
"TID_DEAD_MARIACHI_WEAPON_DESC","波科弹吉他时会发出一波接一波刺耳的琴声，对被音浪波及的对手造成伤害。"
"TID_DEAD_MARIACHI_ULTI","愈世之音"
"TID_DEAD_MARIACHI_ULTI_DESC","波科弹奏出一段振奋人心的旋律，为自己和范围内的队友恢复生命值！对敌人无效。"
"TID_BOW_DUDE","阿博"
"TID_BOW_DUDE_DESC","驯鹰猎人阿博是部族历史上最伟大的弓箭手，他射出的箭看上去朴实无华，威力却不容小觑！"
"TID_BOW_DUDE_WEAPON","鹰眼射击"
"TID_BOW_DUDE_WEAPON_DESC","阿博一次发射三枚爆炸性箭矢，这些箭矢会像鹰爪一般抓伤对手。"
"TID_BOW_DUDE_ULTI","爆炸陷阱"
"TID_BOW_DUDE_ULTI_DESC","阿博扔出几个隐形的爆炸陷阱，陷阱被触发后会有短暂延迟然后爆炸，对敌人造成伤害并击退敌人。"
"TID_SNIPER","小胡椒"
"TID_SNIPER_DESC","小胡椒德拉普瑞姆一直都是一位绝色女英雄，她身手十分全面，她的精准射击技巧更是炉火纯青。"
"TID_SNIPER_WEAPON","阳伞狙击枪"
"TID_SNIPER_WEAPON_DESC","小胡椒的特制阳伞可以从伞顶发射子弹狙击敌人，子弹飞行的距离越远，造成的伤害越大！"
"TID_SNIPER_ULTI","触不可及"
"TID_SNIPER_ULTI_DESC","小胡椒跳向一旁，以躲避那些企图接近她的\q追求者\q。不过她还是会让他们感受一点名媛的\q青睐\q：三颗藏在她吊带袜中的手榴弹。"
"TID_MINIGUN_DUDE","帕姆"
"TID_MINIGUN_DUDE_DESC","帕姆是一名拥有钢铁般意志的女士，她把扩张后的拾荒者家族管理得井然有序。"
"TID_MINIGUN_DUDE_WEAPON","废料风暴"
"TID_MINIGUN_DUDE_WEAPON_DESC","帕姆向大范围区域喷射金属废料，请戴好安全护目镜！"
"TID_MINIGUN_DUDE_ULTI","慈母之吻"
"TID_MINIGUN_DUDE_ULTI_DESC","帕姆的治疗炮台能够为她自己和技能范围内的队友恢复生命值。"
"TID_BONE_THROWER","白面枪手"
"TID_BONE_THROWER_DESC","不要小看这个枪手！他能随手拿起巨型机关枪，轻松扫平无数坏蛋。（移动速度慢，免疫击退）"
"TID_BONE_THROWER_WEAPON","重型机关枪"
"TID_BONE_THROWER_WEAPON_DESC","这个大个子能够轻而易举拿起这架巨大的机关枪，甚至能一边开火一边前进！"
"TID_BONE_THROWER_ULTI","绷带分发器"
"TID_BONE_THROWER_ULTI_DESC","枪林弹雨中不免会受些皮肉伤，而这台绷带分发器能让您和您的队友都保持奋战的活力。"
"TID_BLACK_HOLE","塔拉"
"TID_BLACK_HOLE_DESC","这位来自远方的神秘人为了解读众人的命运而来。你的塔罗牌上写了什么？只有简单的两个字：战败！"
"TID_BLACK_HOLE_WEAPON","三重塔罗"
"TID_BLACK_HOLE_WEAPON_DESC","塔拉轻抖手腕，以迅雷之势甩出三张塔罗牌射伤对手。这技艺真是出神入化！"
"TID_BLACK_HOLE_ULTI","重力漩涡"
"TID_BLACK_HOLE_ULTI_DESC","塔拉创造出一个令人难以抵挡的重力漩涡，会将范围内的敌人吸入其中，这下他们可得一起承受痛苦啦！"
"TID_TURRET_DAMAGE","炮台伤害"
"TID_TURRET_HEALTH","炮台生命值"
"TID_STAT_DAMAGE_PER_SECOND","每秒伤害"
"TID_STAT_DAMAGE_PER_SECOND_EACH","每秒伤害"
"TID_STAT_DAMAGE_PER_STRIKE","每击伤害"
"TID_ROBOT","副官艾恩斯"
"TID_ROBOT_DESC","为服务而生，为破坏代言。"
"TID_ROBOT_WEAPON","狙击火箭"
"TID_ROBOT_WEAPON_DESC","副官艾恩斯利用与生俱来的机械精度发射爆炸火箭，可以攻击到超远距离外的敌军。"
"TID_ROBOT_ULTI","密集打击"
"TID_ROBOT_ULTI_DESC","如果需要使用非常手段，副官艾恩斯可以发射大量火箭，这些火箭将从天而降，对密集的敌军造成重大打击。"
"TID_ARMOR_STAT","生命值"
"TID_HEALTH","生命值"
"TID_STAT_GRENADE_DAMAGE","单个手榴弹伤害"
"TID_STAT_MISSILE_DAMAGE","单发火箭伤害"
"TID_STAT_HEALTH","生命值"
"TID_STAT_SPEED","速度"
"TID_STAT_DAMAGE","伤害"
"TID_STAT_DAMAGE_PER_SHOT","单发伤害"
"TID_STAT_DAMAGE_PER_SHELL","单发霰弹伤害"
"TID_STAT_HAMMER_DAMAGE","每0.2秒伤害"
"TID_BATTLE","对战"
"TID_QUIT","退出"
"TID_MATCHMAKING_QUIT","退出"
"TID_MATCHMAKING_HEADING","正在搜索玩家"
"TID_MATCHMAKING_TIME_LABEL","离对战开始还有："
"TID_MATCHMAKING_PLAYERS","已找到玩家 <x>/<y>"
"TID_BUTTON_CANCEL","取消"
"TID_BUTTON_OK","确定"
"TID_ENTER_NAME_TITLE","欢迎来到《荒野乱斗》！"
"TID_ENTER_NAME_BODY","取个名字吧！"
"TID_TIME_DAYS","天"
"TID_TIME_HOURS","小时"
"TID_TIME_MINS","分"
"TID_TIME_SECS","秒"
"TID_MATCHMAKING_TIME","<TIME>后开始"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","错误！"
"TID_ERROR_POP_UP_OUT_OF_SYNC","客户端与服务器不同步！"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","重新加载"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","连接错误"
"TID_ERROR_POP_UP_CONNECTION_FAILED","无法连接服务器，请检查您的网络连接后再次尝试。"
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","重试"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","登录失败"
"TID_ERROR_POP_UP_LOGIN_FAILED","请稍后再次尝试。"
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","重试"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","还在吗？"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","点击下方按钮重新载入游戏。"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","重新载入游戏"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","可以更新啦！"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","好消息！《荒野乱斗》有新版本啦。"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","更新"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","系统维护中"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","抱歉，服务器正在维护。请您先休息一会儿，稍后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","重试"
"TID_ERROR_POP_UP_BANNED_TITLE","您的账号已被封禁！"
"TID_ERROR_POP_UP_BANNED","您的账号已被临时封禁"
"TID_ERROR_POP_UP_BANNED_BUTTON","确定"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","联系玩家支持"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","查看详情"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","重要通知"
"TID_INFO_POP_UP_IAP_NOTE","《荒野乱斗》是一款免费游戏，但您可以使用应用内购买加速游戏进度（您可以在设备的设置中关闭此购买功能）。轻按确定以接受我们的服务条款与隐私保护政策。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","确定"
"TID_SERVER_ERROR_TITLE","服务器错误<number>"
"TID_SERVER_ERROR","您在战斗时掉线了。"
"TID_SERVER_ERROR_BUTTON","确定"
"TID_COME_BACK_NOTIFICATION_SMALL","再来一局对战？"
"TID_COME_BACK_NOTIFICATION_MEDIUM","再来一局对战？"
"TID_COME_BACK_NOTIFICATION_LARGE","再来一局对战？"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","连接中断"
"TID_ERROR_POP_UP_CONNECTION_LOST","请重新登录！"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","重新登录"
"TID_TROPHIES","奖杯"
"TID_PRACTICE","练习赛"
"TID_READY","准备就绪"
"TID_BATTLE_END_TITLE_VICTORY","胜利！"
"TID_BATTLE_END_TITLE_DEFEAT","战败"
"TID_BATTLE_END_TITLE_DRAW","平局"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","存活了<TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","您是第一名！"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","第<RANK>名"
"TID_BATTLE_END_TVST_DRAW_DESC","平局——双方收集的宝石数量相同！"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","首领在<TIME>内被击败"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","存活了<TIME>"
"TID_BATTLE_END_RETURN_HOME","收集"
"TID_BATTLE_END_NEXT","下一步"
"TID_BATTLE_END_TAP","轻击以继续"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","练习赛不会获得奖杯"
"TID_BATTLE_END_XP_CAPPED","已获得所有活动经验值"
"TID_RESPAWNING","<n1>秒后重生"
"TID_TEAMS_POPUP_TITLE","游戏房间"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","战队游戏房间"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","加入战队，即可在这里查看可以加入的战队游戏房间"
"TID_TEAMS_POPUP_SEARCH","使用代码加入"
"TID_TEAMS_POPUP_CREATE","创建房间"
"TID_TEAM_SEARCH_POPUP_TITLE","使用代码加入房间"
"TID_TEAM_SEARCH_POPUP_SEARCH","加入"
"TID_TEAM_JOIN_ROOM_CODE","在此处输入房间代码......"
"TID_TEAM_ENTRY_GAME_INFO","位于<LOC>的<MODE>"
"TID_TEAM_TYPE_INFO_0","排位赛"
"TID_TEAM_TYPE_INFO_1","友谊赛"
"TID_TEAM_TYPE_INFO_2","凭票参赛"
"TID_TEAM_MEMBER_LEFT_0","您已退出房间。"
"TID_TEAM_MEMBER_LEFT_1","您已被踢出了房间。"
"TID_TEAM_MEMBER_LEFT_2","活动结束，房间已关闭。"
"TID_TEAM_MEMBER_LEFT_3","房主退出，房间已关闭。"
"TID_TEAM_GAME_STARTING","游戏开始"
"TID_TEAM_CODE_COPIED","房间代码已复制到剪贴板"
"TID_TEAM_ERROR_1","房间服务器错误"
"TID_TEAM_ERROR_2","无法加入房间，房间已满。"
"TID_TEAM_ERROR_3","无法加入房间，房间已关闭。"
"TID_TEAM_ERROR_4","无法加入房间，您尚未解锁该房间要求的英雄。"
"TID_TEAM_ERROR_5","房间代码无效，请检查房间代码是否正确。"
"TID_TEAM_ERROR_6","根据该房间代码未找到相应房间。"
"TID_TEAM_ERROR_7","无法加入房间，您无法加入踢出过您的房间。"
"TID_TEAM_ERROR_8","请检查队伍分配，每个队伍的人数不能超过3人。"
"TID_TEAM_ERROR_9","无法加入房间，您尚未解锁该房间要求的英雄。"
"TID_TEAM_ERROR_10","无法创建房间，您已经加入了一个房间。"
"TID_TEAM_ERROR_11","无法加入房间，活动已结束。"
"TID_TEAM_ERROR_12","无法加入房间，房间已过期。"
"TID_TEAM_ERROR_14","无法创建房间，该活动不支持组队游戏。"
"TID_TEAM_ERROR_15","无法加入房间，您所处的地区与房间所处的地区不符。"
"TID_TEAM_ERROR_16","无法加入房间，您尚未解锁该房间的活动。"
"TID_TEAM_ERROR_17","无法开始游戏，不允许使用相同的英雄。"
"TID_TEAM_ERROR_18","无法开始游戏，系统即将维护。"
"TID_TEAM_ERROR_19","房主在线时无法踢出房主。"
"TID_TEAM_ERROR_20","无法更换地图，该地图玩家数量过多"
"TID_TEAM_ERROR_21","无法开始游戏，没有足够的门票"
"TID_TEAM_ERROR_22","无法更换地图，玩家数量过多"
"TID_TEAM_ERROR_23","无法更换活动，有玩家尚未解锁该活动"
"TID_SELECT_LOCATION_TITLE","选择地图"
"TID_SELECT_LOCATION_LOCATIONS","友谊赛"
"TID_SELECT_LOCATION_EVENTS","排位赛"
"TID_TEAM_SEARCH_INVALID_CODE","房间代码无效，请检查房间代码是否正确。"
"TID_TEAM_LEAVE","退出"
"TID_TEAM_JOIN","加入"
"TID_TEAM_READY_BUTTON_LABEL","准备就绪"
"TID_TEAM_CANCEL_READY","取消"
"TID_TEAM_QUIT","退出"
"TID_TEAM_TEAMCODE","房间代码"
"TID_TEAM_TEAMCODE_DESC","您的好友可以使用该房间代码加入这个房间"
"TID_TEAM_WAITING_FOR_PLAYER","通过房间代码邀请"
"TID_TEAM_NO_MEMBER","机器人"
"TID_TEAMCREATE_EVENT","地图"
"TID_TEAM_KICK","踢出"
"TID_TEAM_SWAP","更换队伍"
"TID_TEAM_SWAP_HERE","更换至此处"
"TID_TEAM_CREATOR_ONLY_FEATURE","仅房主可用"
"TID_TEAM_TOGGLE_TEAM","切换队伍"
"TID_TEAM_SIDE_LABEL","队伍</c>"
"TID_TEAM_SIDE_2","<c999999>随机</c>"
"TID_TEAM_SIDE_0","<cffd700>A</c>"
"TID_TEAM_SIDE_1","<c00ffff>B</c>"
"TID_TEAM_PRACTISE_BUTTON_LABEL","练习赛"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","对抗电脑"
"TID_BONUS_REWARD","3胜额外奖励："
"TID_BONUS_REWARD_COLLECTED","额外奖励已领取"
"TID_INFO_SERVER_ERROR_TITLE","服务器错误"
"TID_INFO_SERVER_ERROR_BUTTON","重新载入游戏"
"TID_RARITY_NAME_0","普通"
"TID_RARITY_NAME_1","稀有"
"TID_RARITY_NAME_2","罕见"
"TID_RARITY_NAME_3","史诗"
"TID_RARITY_NAME_4","神秘"
"TID_RARITY_NAME_5","传奇"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR",164382
"TID_RANK_UP_POPUP_TITLE","奖杯等级提升！"
"TID_RANK_UP_POPUP_REWARD_BONUS","等级提升奖励"
"TID_RANK_UP_POPUP_RANK","奖杯等级<RANK>"
"TID_RANK_UP_POPUP_HEADER","祝贺您！您已达到"
"TID_NAME_FAILED_TOO_SHORT","昵称太短！"
"TID_NAME_FAILED_PROFANITIES","昵称不符合要求！"
"TID_NAME_FAILED","昵称不符合要求！"
"TID_EVENT_STARTED","新的<GAMEMODE>地图现已开放！快来赢取新的奖励吧！"
"TID_SELECT_HERO_INFO_1","<cFF8000>玩家对抗玩家</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>玩家对抗电脑</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>单人人机对战</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>玩家对抗玩家</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>单人人机对战</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>在友谊赛中，所有英雄皆为满级</c>"
"TID_NAVI_1","商店"
"TID_NAVI_2","新闻"
"TID_NAVI_3","对战"
"TID_NAVI_4","英雄"
"TID_NAVI_5","战队"
"TID_NAVI_6","资料"
"TID_NAVI_7","好友"
"TID_LEADERBOARD_TITLE","排行榜"
"TID_LEADERBOARD_TAB_TOTAL","总奖杯数"
"TID_LEADERBOARD_TAB_HEROES","英雄"
"TID_LEADERBOARD_TAB_CLANS","战队"
"TID_LEADERBOARD_TAB_FRIENDS","好友"
"TID_LEADERBOARD_SUBTITLE_1","最强玩家"
"TID_LEADERBOARD_SUBTITLE_2","最强战队"
"TID_LEADERBOARD_SUBTITLE_0","最强<HERO>玩家"
"TID_BATTLE_MAIN_NEXT_REWARD","下一奖励：<VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","新的地图：<TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","已收集<VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","获得100个钥匙可以得到一个乱斗宝箱，进行对战可以获得钥匙。"
"TID_GATCHA_INFO","<c0000ff>乱斗宝箱</c>\n\n打开乱斗宝箱有机会获得英雄、能量点数、金币或加成。"
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","生命值"
"TID_HERO_INFO_ABILITY","普通攻击：<NAME>"
"TID_HERO_INFO_ULTI","超级技能：<NAME>"
"TID_HERO_INFO_BACK","返回"
"TID_HERO_INFO_UPGRADE","升级"
"TID_HERO_INFO_ABILITY_LEVEL","等级 <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","购买英雄"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","从乱斗宝箱和商店中获取能量。该能量条充满后，您即可为英雄升级。"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","现在可以从乱斗宝箱中开出能力之星"
"TID_HERO_INFO_STAR_POWER_BLOCKED","当<HERONAME>升至<LEVEL>级后，可在乱斗宝箱中开出。"
"TID_HERO_INFO_STAR_POWER_LABEL","能力之星：<NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","匹配失败：活动已结束"
"TID_MATCHMAKE_FAILED_7","匹配失败：有房间成员已断开连接"
"TID_MATCHMAKE_FAILED_9","匹配失败：维护即将开始"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","蓝队即将获胜："
"TID_ENEMY_TEAM_WINNING","红队即将获胜："
"TID_OWN_TEAM","蓝队"
"TID_ENEMY_TEAM","红队"
"TID_COUNTDOWN","倒计时"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","英雄"
"TID_HERO_LIST_DO_GATCHA","购买乱斗宝箱"
"TID_RANK_POPUP_TITLE","奖杯等级"
"TID_RANK_POPUP_TOTAL_INFO","您的奖杯等级取决于您的总奖杯数，即您所有英雄的奖杯数之和！"
"TID_RANK_POPUP_NEXT_RANK","下一奖杯等级奖励"
"TID_RANK_POPUP_MAX_RANK","已达最高奖杯等级"
"TID_RANK_POPUP_RANK_BONUS","等级提升奖励"
"TID_RANK_POPUP_SEASON_REWARD","当前赛季结束奖励"
"TID_RANK_POPUP_SEASON_END","离赛季结束还有"
"TID_RANK_POPUP_SEASON_END_INFO","奖杯等级越高，您可获得的赛季奖励就越丰厚。\n\n赛季结束时，您奖杯数超过<DECAYSTART>的英雄，其奖杯的超出部分将扣除<DECAYPERCENTAGE>%。"
"TID_HERO_LOCKED_CANNOT_VIEW","点击随机抽取按钮以解锁新英雄"
"TID_DAILY_COINS_COLLECTED","已收集"
"TID_TEAM_BATTLE","创建"
"TID_TEAM_UNREADY","尚未就绪"
"TID_TEAM_WAITING_WHILE_READY","您已准备就绪！\n等待其他玩家。"
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME>英雄</c>"
