"TID","ID"
"TID_PLAYER_RANK_TIER_2","III"
"TID_PLAYER_RANK_TIER_3","IV"
"TID_PLAYER_RANK_TIER_4","V"
"TID_PLAYER_RANK_TIER_5","VI"
"TID_ADD_FRIEND_FAILED","Gagal menambah teman"
"TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED","Tautan teman telah kedaluwarsa!"
"TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL","Tidak dapat menambahkan teman, daftar temannya sudah penuh!"
"TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL","Tidak dapat menambahkan teman, daftar temanmu sudah penuh!"
"TID_ADD_FRIEND_FAILED_BANNED","Tidak dapat menambahkan teman, pemain diblokir!"
"TID_KEYPOOL_KEYS_REMAINING","<VALUE> tersisa"
"TID_KEYPOOL_NEXT_PATCH","+<KEYS> token dalam <TIME>"
"TID_TOP_HUD_NEXT_REWARD","Hadiah Berikutnya"
"TID_RANK_UP_REWARD_REPLACED_TITLE","Konfirmasi Hadiah Alternatif"
"TID_RANK_UP_REWARD_REPLACED_POWER","Tidak ada Jagoan milikmu yang bisa dipilih untuk mendapatkan <AMOUNT> Poin Kekuatan.\n\nKlaim hadiah alternatif?"
"TID_RANK_UP_REWARD_REPLACED_HERO","Karena kamu sudah memiliki <NAME>, kamu akan mendapatkan hadiah alternatif."
"TID_PLAYER_INFO_SEND_FRIEND_REQUEST","MINTA BERTEMAN"
"TID_PLAYER_INFO_REMOVE_FRIEND","Hapus dari daftar teman"
"TID_PLAYER_INFO_FRIEND_REQUEST_SENT","PERMINTAAN BERTEMAN TERKIRIM"
"TID_PLAYER_INFO_IS_YOUR_FRIEND","TEMAN\nDALAM GAME"
"TID_POWER_POINTS","POIN KEKUATAN"
"TID_HERO_INFO_LEVEL","LEVEL"
"TID_HERO_INFO_RANK","KELAS"
"TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL","TINGKATKAN KE LEVEL KEKUATAN <LVL>"
"TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL","KETUK LAGI UNTUK KONFIRMASI"
"TID_HERO_INFO_MAX_LEVEL","KEKUATAN MAKS"
"TID_HERO_INFO_MORE_POWER_NEEDED","Kumpulkan lebih banyak Poin Kekuatan untuk meningkatkan!"
"TID_HERO_INFO_LEVEL_UP_ERROR_4","Jagoan tidak memiliki cukup Poin Kekuatan"
"TID_HERO_INFO_LEVEL_UP_ERROR_3","Koinmu tidak cukup!"
"TID_HERO_INFO_LEVEL_UP_ERROR_5","Level kekuatan Jagoan sudah maksimal!"
"TID_HERO_INFO_LEVEL_UP_PRICE_MISSING","<cff6034><AMOUNT></c>"
"TID_HERO_INFO_LEVEL_UP_PRICE","<AMOUNT>"
"TID_HERO_INFO_STARTING_HERO","JAGOAN AWAL"
"TID_HERO_INFO_STAR_POWER_EQUIP","AKTIFKAN"
"TID_HERO_INFO_STAR_POWER_EQUIPPED","AKTIF"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Pemain dilaporkan!"
"TID_TOO_MANY_REPORTS_SENT","Batas laporan harian sudah tercapai!"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Harap tunggu sebelum mengirimkan laporan lain"
"TID_CHOOSE_CHARACTER","PILIH JAGOAN"
"TID_ARMOR","KESEHATAN"
"TID_ARMOR_DESC","Mewakili jumlah kerusakan yang bisa ditanggung Jagoan sebelum tumbang."
"TID_SHOTGUN_GIRL","SHELLY"
"TID_SHOTGUN_GIRL_DESC","Peluru sebar dari senapan Shelly siap menumbangkan lawan. Serangan Supernya dapat menghancurkan halangan dan menghantam mundur lawan!"
"TID_LONG_RANGE_SHOTGUN","PELURU SEBAR"
"TID_LONG_RANGE_SHOTGUN_DESC","Senapan Shelly menembakkan peluru sebar dengan jangkauan menengah. Semakin banyak peluru yang mengenai target, semakin dahsyat dampaknya."
"TID_MEGA_BLASH_ULTI","SELONGSONG SUPER"
"TID_MEGA_BLASH_ULTI_DESC","Selongsong Super milik Shelly melibas halangan dan lawan. Lawan yang masih berdiri akan terhantam mundur."
"TID_GUNSLINGER","COLT"
"TID_GUNSLINGER_DESC","Colt menembakkan berondongan peluru dari dua revolvernya. Serangan Supernya mencabik-cabik halangan dan memperpanjang berondongan pelurunya!"
"TID_RAPID_FIRE","REVOLVER"
"TID_RAPID_FIRE_DESC","Colt menembakkan 6 peluru dari revolvernya. Tembakan ini lurus dan memiliki jangkauan yang jauh."
"TID_RAPID_FIRE_ULTI","BADAI PELURU"
"TID_RAPID_FIRE_ULTI_DESC","Colt menembakkan berondongan peluru masif dengan jangkauan ekstra jauh yang menghancurkan segala halangan."
"TID_BULL_DUDE","BULL"
"TID_BULL_DUDE_DESC","Dalam jarak dekat, Bull memberi kerusakan dahsyat dari senapan sebarnya. Untuk serangan Super, dia menerjang segala halangan dan memukul mundur lawan!"
"TID_SHOTGUN_BLAST","LARAS GANDA"
"TID_SHOTGUN_BLAST_DESC","Senapan laras ganda milik Bull memberikan kerusakan besar meski jangkauannya sangat pendek. Oleh karena itu, Bull lebih memilih untuk bertempur jarak dekat."
"TID_CHARGE","BULDOSER"
"TID_CHARGE_DESC","Bull akan merunduk dan menerjang, melibas lawan dan halangan. Kepalanya memang sekeras baja!"
"TID_ROCKET_GIRL","BROCK"
"TID_ROCKET_GIRL_DESC","Brock menembakkan roket berhulu ledak dengan jangkauan jauh. Serangan Supernya berupa hujan roket balistik yang menghancurkan halangan!"
"TID_FIREWORKS_WEAPON","ROKET KEREN"
"TID_FIREWORKS_WEAPON_DESC","Brock menerbangkan Roket Keren yang benar-benar meluncur jauh."
"TID_FIREWORKS_ULTI","HUJAN ROKET"
"TID_FIREWORKS_ULTI_DESC","Brock menembakkan berondongan roket yang akan menghancurkan lawan dan halangan. Dia hanya ingin lawan mandi Hujan Roket!"
"TID_TNT_DUDE","DYNAMIKE"
"TID_TNT_DUDE_DESC","Dynamike melemparkan dua dinamit eksplosif. Serangan Supernya adalah satu tong penuh dinamit yang meledakkan halangan!"
"TID_MORTAR","SUMBU PENDEK"
"TID_MORTAR_DESC","Dynamike melemparkan dua batang dinamit melewati halangan apa pun. Sumbunya telah dipangkas mengikuti kepribadian eksplosifnya!"
"TID_MORTAR_ULTI","BOM TONG BESAR"
"TID_MORTAR_ULTI_DESC","Bom Tong Besar menghancurkan apa pun. Yang masih selamat akan terhantam mundur!"
"TID_LUCHADOR","EL PRIMO"
"TID_LUCHADOR_DESC","El Primo mengerahkan rentetan tinju pada lawan. Serangan Supernya berupa hantaman sikut melayang yang merusak semua yang ada di sekitarnya!"
"TID_LUCHADOR_WEAPON","TINJU AMARAH"
"TID_LUCHADOR_WEAPON_DESC","El Primo melancarkan empat tinju membara. Itulah roti lapis tinju cabai jalapeno pedas!"
"TID_LUCHADOR_ULTI","HANTAMAN SIKUT MELAYANG"
"TID_LUCHADOR_ULTI_DESC","El Primo melayang tinggi dan menghantamkan Sikut Intergalaksi miliknya yang menghantam lawan dan menghancurkan halangan!"
"TID_TRICKSHOT_DUDE_OLD","RICOCHET"
"TID_TRICKSHOT_DUDE_DESC","Rico menembakkan berondongan peluru yang bisa memantul. Serangan Super miliknya berupa rentetan panjang tembakan peluru memantul yang bisa menembus lawan!"
"TID_TRICKSHOT_DUDE_WEAPON","PELURU MEMANTUL"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","Peluru Rico memantul di tembok dan melesat lebih jauh. Dengan begitu, dia bisa menjangkau musuh yang bersembunyi di balik halangan."
"TID_TRICKSHOT_DUDE_ULTI","TEMBAKAN ATRAKSI"
"TID_TRICKSHOT_DUDE_ULTI_DESC","Rico menembakkan serangkaian peluru yang menembus lawan. Peluru ini bisa memantul di tembok dan melesat lebih jauh."
"TID_CACTUS","SPIKE"
"TID_CACTUS_DESC","Spike melemparkan granat kaktus yang meledak menembakkan duri. Serangan Super miliknya benar-benar mampu membuat lawan terpaku dengan menciptakan medan kaktus berduri yang memperlambat lawan serta memberi kerusakan!"
"TID_CACTUS_WEAPON","GRANAT JARUM"
"TID_CACTUS_WEAPON_DESC","Spike melemparkan kaktus kecil yang meledak dan menembakkan duri ke berbagai arah."
"TID_CACTUS_ULTI","TERUS MELEKAT!"
"TID_CACTUS_ULTI_DESC","Spike melemparkan granat berduri. Lawan yang terjebak di area duri akan menerima kerusakan dan melambat."
"TID_BARKEEP","BARLEY"
"TID_BARKEEP_DESC","Barley menyerang dengan melemparkan botol ke lawan yang cipratannya memberikan kerusakan. Kekuatan Supernya adalah berondongan botol membara!"
"TID_BARKEEP_WEAPON","RACIKAN PEKAT"
"TID_BARKEEP_WEAPON_DESC","Barley melemparkan botol yang pecah saat mendarat. Percikannya memberi kerusakan pada lawan. Semakin lama lawan berdiri dalam genangan, semakin besar kerusakannya."
"TID_BARKEEP_ULTI","PESANAN TERAKHIR"
"TID_BARKEEP_ULTI_DESC","Barley melemparkan botol-botol membara yang akan menyelimuti area luas dengan api. Kali ini minumannya gratis!"
"TID_MECHANIC","JESSIE"
"TID_MECHANIC_DESC","Senapan Kejut Jessie menembakkan bola energi yang bisa memantul ke lawan lain. Dia mengerahkan turet senapan yang lucu tapi mematikan sebagai serangan Supernya!"
"TID_MECHANIC_WEAPON","SENAPAN KEJUT"
"TID_MECHANIC_WEAPON_DESC","Jessie menembakkan bola energi yang dapat memantul ke target berikutnya hingga tiga lawan."
"TID_MECHANIC_ULTI","SCRAPPY!"
"TID_MECHANIC_ULTI_DESC","Jessie mengerahkan turet yang secara otomatis menembak lawan. Turet ini terbuat dari 100% material daur ulang!"
"TID_SHAMAN","NITA"
"TID_SHAMAN_DESC","Nita menyerang lawan dengan gelombang kejut yang bergemuruh. Serangan Supernya memanggil beruang besar untuk bertarung bersamanya!"
"TID_SHAMAN_WEAPON","GEMPA"
"TID_SHAMAN_WEAPON_DESC","Nita mengerahkan gelombang kejut yang menimbulkan gempa dan memberi kerusakan pada lawan."
"TID_SHAMAN_ULTI","BAYI BERUANG BESAR"
"TID_SHAMAN_ULTI_DESC","Nita memanggil arwah Bayi Beruang Besar untuk membantunya memburu lawan."
"TID_UNDERTAKER","MORTIS"
"TID_UNDERTAKER_DESC","Mortis menerjang maju sambil mengayunkan sekopnya. Serangan Supernya adalah mengirim kawanan kelelawar untuk memberi kerusakan pada lawan sembari menyembuhkan dirinya sendiri!"
"TID_UNDERTAKER_WEAPON","AYUNAN CANGKUL"
"TID_UNDERTAKER_WEAPON_DESC","Mortis melesat sembari mengayunkan cangkulnya yang tajam, lawan yang tumbang adalah peluang mendapatkan uang."
"TID_UNDERTAKER_ULTI","DARAH KEHIDUPAN"
"TID_UNDERTAKER_ULTI_DESC","Mortis memanggil kawanan kelelawar vampir yang akan mengisap kesehatan lawan untuk menyembuhkan dirinya. Seram!"
"TID_CROW","CROW"
"TID_CROW_DESC","Crow melemparkan tiga belati beracun. Jurus Supernya: Terbang sembari melemparkan belati beracun saat melompat dan mendarat!"
"TID_CROW_WEAPON","PISAU LIPAT"
"TID_CROW_WEAPON_DESC","Crow melemparkan tiga belati berbahaya. Lawan yang terkena pisau beracun ini akan menerima kerusakan seiring waktu."
"TID_CROW_ULTI","TERBANG MENYAMBAR"
"TID_CROW_ULTI_DESC","Crow terbang ke langit dan melemparkan belati beracun ke segala arah baik saat terbang maupun mendarat."
"TID_DEAD_MARIACHI","POCO"
"TID_DEAD_MARIACHI_DESC","Poco menembakkan gelombang suara yang memekakkan telinga lawan. Kekuatan Supernya bisa menyembuhkan dirinya sendiri dan rekan tim!"
"TID_DEAD_MARIACHI_WEAPON","SENAR SAKTI"
"TID_DEAD_MARIACHI_WEAPON_DESC","Poco memetik senar gitarnya, mengirimkan gelombang suara yang menggetarkan tulang. Lawan yang terpapar gelombang suara ini akan menerima kerusakan."
"TID_DEAD_MARIACHI_ULTI","LAGU EKSTRA"
"TID_DEAD_MARIACHI_ULTI_DESC","Poco menyembuhkan dirinya sendiri dan semua teman yang terjangkau oleh melodi penyemangatnya. Tidak berdampak apa pun pada tim lawan."
"TID_BOW_DUDE","BO"
"TID_BOW_DUDE_DESC","Bo melepaskan tiga panah dengan hulu ledak. Kemampuan Supernya memasang tiga ranjau eksplosif tersembunyi di darat!"
"TID_BOW_DUDE_WEAPON","MATA ELANG"
"TID_BOW_DUDE_WEAPON_DESC","Bo melepaskan tiga anak panah berhulu ledak yang dapat mencabik-cabik lawan seperti cakaran elang."
"TID_BOW_DUDE_ULTI","PERANGKAP RUBAH"
"TID_BOW_DUDE_ULTI_DESC","Bo menyembunyikan ranjau di bawah tanah. Saat lawan memicunya, ranjau akan meledak setelah jeda sejenak, menghantam mundur dan memberi kerusakan pada lawan."
"TID_SNIPER","PIPER"
"TID_SNIPER_DESC","Semakin jauh tembakan jitu Piper, semakin besar kerusakan yang diberikan. Serangan Supernya adalah terbang melayang sambil menjatuhkan granat berbahaya!"
"TID_SNIPER_WEAPON","SENAPAN PAYUNG"
"TID_SNIPER_WEAPON_DESC","Piper menembakkan peluru jitu dari ujung payungnya. Semakin jauh jarak tembakannya, semakin mematikan!"
"TID_SNIPER_ULTI","TERJUN PAYUNG"
"TID_SNIPER_ULTI_DESC","Piper melompat tinggi untuk menghindari lawan yang menyudutkannya. Dia pergi dengan meninggalkan hadiah berupa granat aktif!"
"TID_MINIGUN_DUDE","PAM"
"TID_MINIGUN_DUDE_DESC","Pam menembakkan serpihan besi pada lawan. Kekuatan Supernya adalah turet penyembuh yang memulihkan kesehatan dirinya dan rekan tim!"
"TID_MINIGUN_DUDE_WEAPON","BADAI RONGSOKAN"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam menyemprot area luas dengan rongsokan besi. Kenakan kacamata pelindung!"
"TID_MINIGUN_DUDE_ULTI","KECUPAN MAMA"
"TID_MINIGUN_DUDE_ULTI_DESC","Turet penyembuh Pam akan mengobati dirinya serta rekan timnya yang berada dalam jangkauan efek."
"TID_BONE_THROWER","Pelempar Tulang"
"TID_BONE_THROWER_DESC","Tidak ada yang mini tentang si ahli senapan ini! Terampil dengan senapan mesin raksasa, Senapan Mini siap melibas hampir semua penjahat. (Pergerakan lambat, kebal terhadap hantaman mundur)"
"TID_BONE_THROWER_WEAPON","SENAPAN MINI"
"TID_BONE_THROWER_WEAPON_DESC","Si Senapan Mini mampu memanggul senapan mesin raksasa ini dengan begitu mudah. Dia bahkan masih bisa berjalan mudah sembari menembakkannya otomatis penuh!"
"TID_BONE_THROWER_ULTI","DISPENSER PERBAN"
"TID_BONE_THROWER_ULTI_DESC","Luka dan lecet adalah suatu yang biasa ditemukan dalam baku tembak intensitas tinggi. Dispenser Perban akan memastikan seluruh tim siap tempur!"
"TID_BLACK_HOLE","TARA"
"TID_BLACK_HOLE_DESC","Serangan tiga kartu tarot dari Tara bisa menembus lawan. Serangan Supernya adalah lubang hitam yang dapat mengisap lawan terdekat dan memberi kerusakan!"
"TID_BLACK_HOLE_WEAPON","TAROT LIPAT TIGA"
"TID_BLACK_HOLE_WEAPON_DESC","Tara melemparkan tiga kartu tarot tajam yang mampu menembus lawan! Trik kartu luar biasa!"
"TID_BLACK_HOLE_ULTI","GRAVITASI"
"TID_BLACK_HOLE_ULTI_DESC","Tara memanggil lubang gravitasi! Lawan di dekatnya akan terseret dan terluka akibat kuatnya gaya tarikan ini."
"TID_TURRET_DAMAGE","Kerusakan Senapan Turet"
"TID_TURRET_HEALTH","Kesehatan Senapan Turet"
"TID_STAT_DAMAGE_PER_SECOND","Kerusakan per detik"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Kerusakan per detik"
"TID_STAT_DAMAGE_PER_STRIKE","Kerusakan per pukulan"
"TID_ROBOT","DEPUTI BESI"
"TID_ROBOT_DESC","Dirakit untuk melayani. Dipersenjatai untuk tampil berani."
"TID_ROBOT_WEAPON","ROKET JITU"
"TID_ROBOT_WEAPON_DESC","Deputi Besi menembakkan roket eksplosif dengan jangkauan ekstrem dan presisi mekanik."
"TID_ROBOT_ULTI","KENDALI MASSA"
"TID_ROBOT_ULTI_DESC","Dalam keadaan genting, Deputi Besi akan menghujani kerumunan lawan dengan roket liar."
"TID_ARMOR_STAT","Kesehatan"
"TID_HEALTH","Kesehatan"
"TID_STAT_GRENADE_DAMAGE","Kerusakan per granat"
"TID_STAT_MISSILE_DAMAGE","Kerusakan per roket"
"TID_STAT_HEALTH","Poin Kesehatan"
"TID_STAT_SPEED","Kecepatan"
"TID_STAT_DAMAGE","Kerusakan"
"TID_STAT_DAMAGE_PER_SHOT","Kerusakan per peluru"
"TID_STAT_DAMAGE_PER_SHELL","Kerusakan per proyektil"
"TID_STAT_HAMMER_DAMAGE","Kerusakan per 0,2 detik"
"TID_BATTLE","MAIN"
"TID_QUIT","Keluar"
"TID_MATCHMAKING_QUIT","Keluar"
"TID_MATCHMAKING_HEADING","Mencari pemain"
"TID_MATCHMAKING_TIME_LABEL","Laga dimulai dalam:"
"TID_MATCHMAKING_PLAYERS","Pemain ditemukan <x>/<y>"
"TID_BUTTON_CANCEL","Batal"
"TID_BUTTON_OK","Oke"
"TID_ENTER_NAME_TITLE","Selamat datang di Brawl Stars!"
"TID_ENTER_NAME_BODY","Siapa namamu?"
"TID_TIME_DAYS","h"
"TID_TIME_HOURS","j"
"TID_TIME_MINS","m"
"TID_TIME_SECS","d"
"TID_MATCHMAKING_TIME","Waktu dimulai <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Tersambung"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Sambungkan"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Masuk"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Main tanpa"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Ingin memuat progres lain dengan XP level <number>? Masuk dengan Supercell ID milikmu untuk memuat."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Kesalahan!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Klien dan server tidak sinkron!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Muat ulang game"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Kesalahan koneksi"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Tidak dapat tersambung ke server. Periksa sambungan internet, lalu coba lagi."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Coba lagi"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Gagal masuk"
"TID_ERROR_POP_UP_LOGIN_FAILED","Coba lagi nanti."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Coba lagi"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Ada orang?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Klik tombol di bawah untuk memuat ulang game."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Muat ulang game"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Pembaruan tersedia!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Kabar baik! Brawl Stars versi baru kini tersedia."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Perbarui"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Jeda pemeliharaan"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Maaf, server sedang dalam pemeliharaan. Coba lagi nanti."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Coba lagi"
"TID_ERROR_POP_UP_BANNED_TITLE","Kamu telah diblokir!"
"TID_ERROR_POP_UP_BANNED","Kamu diblokir untuk sementara"
"TID_ERROR_POP_UP_BANNED_BUTTON","Oke"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Hubungi Dukungan"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Info Lengkap"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Pemberitahuan Penting"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars gratis dimainkan, tetapi progres dapat dipercepat dengan pembelian dalam aplikasi (bisa dinonaktifkan di pengaturan perangkat). Ketuk Oke untuk menyetujui Ketentuan dan Kebijakan Privasi kami."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Oke"
"TID_SERVER_ERROR_TITLE","Kesalahan server <number>"
"TID_SERVER_ERROR","Koneksi terputus di tengah pertempuran."
"TID_SERVER_ERROR_BUTTON","Oke"
"TID_COME_BACK_NOTIFICATION_SMALL","Mau berlaga lagi?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Mau berlaga lagi?"
"TID_COME_BACK_NOTIFICATION_LARGE","Mau berlaga lagi?"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Koneksi terputus"
"TID_ERROR_POP_UP_CONNECTION_LOST","Silakan coba masuk lagi!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Coba masuk lagi"
"TID_TROPHIES","Trofi"
"TID_PRACTICE","LATIHAN"
"TID_READY","Siap"
"TID_BATTLE_END_TITLE_VICTORY","MENANG!"
"TID_BATTLE_END_TITLE_DEFEAT","KALAH"
"TID_BATTLE_END_TITLE_DRAW","Seri"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","Bertahan selama <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Kamu No. 1!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Peringkat: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Permainan berakhir seri karena kedua tim mendapatkan jumlah permata yang sama!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Jagoan Besar dikalahkan dalam <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Bertahan <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","TANTANGAN: <LEVEL> BERHASIL!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","KALAH"
"TID_BATTLE_END_RETURN_HOME","KELUAR"
"TID_BATTLE_END_NEXT","Berikutnya"
"TID_BATTLE_END_TAP","ketuk untuk lanjut"
