"TID","FR"
"TID_UNDERTAKER_DESC","À force d'enterrer des gens professionnellement, Mortis s'est fait les muscles. Il n'en a pas l'air mais il est très rapide."
"TID_UNDERTAKER_WEAPON","Shovel Swing"
"TID_UNDERTAKER_WEAPON_DESC","Mortis fait marcher son magasin de pompes funèbres : il fonce sur ses ennemis et leur assène un grand coup de pelle."
"TID_UNDERTAKER_ULTI","Life Blood"
"TID_UNDERTAKER_ULTI_DESC","Mortis appelle des chauve-souris vampires qui drainent ses ennemis de leurs points de vie et restaurent les siens."
"TID_CROW","Crow"
"TID_CROW_DESC","Créature énigmatique apparue comme ça un beau jour. Les gens ont vite arrêté de lui prendre le bec."
"TID_CROW_WEAPON","Knife Toss"
"TID_CROW_WEAPON_DESC","Crow lance trois dagues empoisonnées. Les ennemis touchés reçoivent des dégâts sur une durée prolongée."
"TID_CROW_ULTI","Swoop"
"TID_CROW_ULTI_DESC","Crow lance des dagues empoisonnées tout autour de de lui quand il s'envole, et encore quand il atterrit."
"TID_DEAD_MARIACHI","Poco"
"TID_DEAD_MARIACHI_DESC","Depuis que ses fans l'ont abandonné pour un autre groupe, Poco cherche le riff parfait pour les reconquérir un jour."
"TID_DEAD_MARIACHI_WEAPON","Power Chord"
"TID_DEAD_MARIACHI_WEAPON_DESC","Un accord de son guitarron crée une onde de choc à faire grincer les dents. Gare aux dégâts !"
"TID_DEAD_MARIACHI_ULTI","Encore"
"TID_DEAD_MARIACHI_ULTI_DESC","Grâce à sa mélodie enjouée, Poco se soigne ainsi que ses équipiers. Encore !"
"TID_BOW_DUDE","Bo"
"TID_BOW_DUDE_DESC","Bo Eagle Hunter, le plus grand archer que les tribus aient connu. Ses flèches sont aussi les plus explosives !"
"TID_BOW_DUDE_WEAPON","Eagle-eyed"
"TID_BOW_DUDE_WEAPON_DESC","Bo lance un trio de flèches explosives qui déchirent ses ennemis comme les serres d'un aigle des plaines."
"TID_BOW_DUDE_ULTI","Catch a Fox"
"TID_BOW_DUDE_ULTI_DESC","Bo dissimule des pièges explosifs. Les ennemis volent littéralement dans les airs !"
"TID_SNIPER","Piper"
"TID_SNIPER_DESC","Il faut bien admettre que Piper de la Prim a beaucoup de classe. Elle était aussi la première de sa classe de tir au fusil."
"TID_SNIPER_WEAPON","Gunbrella"
"TID_SNIPER_WEAPON_DESC","Piper tire avec le fusil dissimulé dans son ombrelle. Plus elle tire de loin, plus ça fait mal !"
"TID_SNIPER_ULTI","Poppin'"
"TID_SNIPER_ULTI_DESC","Piper se débarrasse des prétendants trop lourds. Elle s'échappe d'un bond et leur laisse trois grenades en cadeau !"
"TID_MINIGUN_DUDE","Pam"
"TID_MINIGUN_DUDE_DESC","Pam est une dame de fer qui sait faire se tenir la très grande famille Junker à carreau."
"TID_MINIGUN_DUDE_WEAPON","Scrapstorm"
"TID_MINIGUN_DUDE_WEAPON_DESC","Pam recycle la ferraille comme personne : elle l'aspire et fait feu avec sur les méchants !"
"TID_MINIGUN_DUDE_ULTI","Mama's Kiss"
"TID_MINIGUN_DUDE_ULTI_DESC","Un brawl, ça peut laisser des égratignures. Mais Pam va vous arranger tout ça avec sa tourelle de guérison."
"TID_BONE_THROWER","Bone Thrower"
"TID_BONE_THROWER_DESC","Petit mais costaud ! Avec sa mitrailleuse géante, ce franc-tireur taille mini fauche les méchants par dizaines. (Vitesse de déplacement réduite, ne peut pas être repoussé)"
"TID_BONE_THROWER_WEAPON","Minigun"
"TID_BONE_THROWER_WEAPON_DESC","Rien de plus maniable qu'une mitrailleuse : Bone Thrower peut s'éloigner et la laisser tirer en automatique !"
"TID_BONE_THROWER_ULTI","Bandage Dispenser"
"TID_BONE_THROWER_ULTI_DESC","Les égratignures pendant un combat, ça arrive. Ce distributeur de pansements vous aidera à maintenir votre équipe au top de leur forme !"
"TID_BLACK_HOLE","Tara"
"TID_BLACK_HOLE_DESC","Les cartes n'ont aucun secret pour cette voyante d'un pays mystérieux. Et dans le futur elle a vu votre perte !"
"TID_BLACK_HOLE_WEAPON","Triple Tarot"
"TID_BLACK_HOLE_WEAPON_DESC","Un geste de la main et trois cartes de tarot transpercent ses ennemis. Tu parles d'un tour !"
"TID_BLACK_HOLE_ULTI","Gravity"
"TID_BLACK_HOLE_ULTI_DESC","Une illusion qui attire inévitablement le public : tous ceux qui sont piégés par ce tour se cognent la tête. Aïe !"
"TID_STAT_DAMAGE_PER_SECOND","Dégâts par seconde"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Dégâts par seconde"
"TID_STAT_DAMAGE_PER_STRIKE","Dégâts par coup de poing"
"TID_ROBOT","Deputy Irons"
"TID_ROBOT_DESC","Construits pour servir. Adjoints de destruction."
"TID_ROBOT_WEAPON","Rocket Snipe"
"TID_ROBOT_WEAPON_DESC","Les adjoints tirent des roquettes à une distance considérable et avec une précision redoutable."
"TID_ROBOT_ULTI","Crowd Control"
"TID_ROBOT_ULTI_DESC","Circonstances exceptionnelles, mesures exceptionnelles : une pluie de roquettes fait généralement l'affaire."
"TID_ARMOR_STAT","Santé"
"TID_HEALTH","Santé"
"TID_STAT_GRENADE_DAMAGE","Dégâts par grenade"
"TID_STAT_MISSILE_DAMAGE","Dégâts par roquette"
"TID_STAT_HEALTH","Points de vie"
"TID_STAT_SPEED","Vitesse"
"TID_STAT_DAMAGE","Dégâts"
"TID_STAT_DAMAGE_PER_SHOT","Dégâts par balle"
"TID_STAT_DAMAGE_PER_SHELL","Dégâts par obus"
"TID_STAT_HAMMER_DAMAGE","Dégâts toutes les 0,2 sec"
"TID_BATTLE","Brawl"
"TID_QUIT","Abandonner"
"TID_MATCHMAKING_QUIT","Abandonner"
"TID_MATCHMAKING_HEADING","Recherche de joueurs"
"TID_MATCHMAKING_TIME_LABEL","Début du jeu dans :"
"TID_MATCHMAKING_PLAYERS","Joueurs trouvés <x>/<y>"
"TID_BUTTON_CANCEL","Annuler"
"TID_BUTTON_OK","OK"
"TID_ENTER_NAME_TITLE","Bienvenue à Brawl Stars !"
"TID_ENTER_NAME_BODY","Quel est votre nom ?"
"TID_TIME_DAYS","j"
"TID_TIME_HOURS","h"
"TID_TIME_MINS","min"
"TID_TIME_SECS","sec"
"TID_MATCHMAKING_TIME","Temps avant le début <TIME>"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Erreur !"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Erreur de synchronisation client/serveur."
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Recharger le jeu"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Erreur de connexion"
"TID_ERROR_POP_UP_CONNECTION_FAILED","La connexion au serveur a échoué. Veuillez vérifier votre connexion Internet et réessayez."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Réessayer"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Échec de la connexion"
"TID_ERROR_POP_UP_LOGIN_FAILED","Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Réessayer"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Vous êtes toujours là ?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Sélectionnez le bouton ci-dessous pour recharger le jeu."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Recharger le jeu"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Mise à jour disponible !"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Bonne nouvelle ! Une nouvelle version de Brawl Stars est disponible."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Mettre à jour"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Maintenance"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Les serveurs sont en cours de maintenance. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Réessayer"
"TID_ERROR_POP_UP_BANNED_TITLE","Vous avez été exclu."
"TID_ERROR_POP_UP_BANNED","Vous avez été temporairement exclu"
"TID_ERROR_POP_UP_BANNED_BUTTON","OK"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contacter l'assistance"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Plus d'infos"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Informations importantes"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars est un jeu gratuit mais vous pouvez progresser plus rapidement grâce aux achats intégrés (à désactiver dans les paramètres de votre appareil). Appuyez sur OK pour accepter nos conditions d'utilisation et notre politique de confidentialité."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_SERVER_ERROR_TITLE","Erreur du serveur <number>"
"TID_SERVER_ERROR","Votre connexion a été interrompue pendant le combat."
"TID_SERVER_ERROR_BUTTON","OK"
"TID_COME_BACK_NOTIFICATION_SMALL","Encore un brawl ?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Encore un brawl ?"
"TID_COME_BACK_NOTIFICATION_LARGE","Encore un brawl ?"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Connexion interrompue"
"TID_ERROR_POP_UP_CONNECTION_LOST","Veuillez essayer de vous reconnecter"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Reconnexion"
"TID_TROPHIES","Trophées"
"TID_PRACTICE","Bot Brawl"
"TID_READY","Prêt"
"TID_BATTLE_END_TITLE_VICTORY","Victoire !"
"TID_BATTLE_END_TITLE_DEFEAT","L'équipe adverse a gagné"
"TID_BATTLE_END_TITLE_DRAW","Égalité"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","A survécu pendant <TIME>"
"TID_BATTLE_END_DEATHMATCH_VICTORY","Vous êtes #1 !"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","Classement : <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","Les deux équipes ont récupéré le même nombre de cristaux. Elles sont à égalité !"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","Vous aurez vaincu le boss dans <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Vous avez survécu pendant <TIME>"
"TID_BATTLE_END_RETURN_HOME","Rentrer"
"TID_BATTLE_END_NEXT","Suivant"
"TID_BATTLE_END_TAP","touchez pour continuer"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","Aucun trophée de match contre des bots"
"TID_BATTLE_END_XP_CAPPED","Toute l'expérience des évènements a été récupérée"
"TID_RESPAWNING","Nouvelle vie dans :\n<n1>"
"TID_TEAM_ENTRY_GAME_INFO","<MODE> à <LOC>"
"TID_TEAM_MEMBER_LEFT_0","Vous avez quitté la salle."
"TID_TEAM_MEMBER_LEFT_1","Vous avez été exclu de la salle."
"TID_TEAM_MEMBER_LEFT_2","La salle a été supprimée car l'évènement est terminé."
"TID_TEAM_MEMBER_LEFT_3","La salle a été supprimée car le créateur de la salle l'a quittée."
"TID_TEAM_GAME_STARTING","Démarrage du jeu"
"TID_TEAM_CODE_COPIED","Code copié dans le presse papier"
"TID_TEAM_ERROR_1","Erreur du serveur de salle"
"TID_TEAM_ERROR_2","Vous ne pouvez pas rejoindre cette salle. Elle est déjà pleine."
"TID_TEAM_ERROR_3","Vous ne pouvez pas rejoindre cette salle. Elle a déjà été dissoute."
"TID_TEAM_ERROR_4","Vous ne pouvez pas rejoindre cette salle. Vous n'avez pas débloqué les brawlers requis."
"TID_TEAM_ERROR_5","Code de salle non valide. Veuillez vérifier que le code est correct."
"TID_TEAM_ERROR_6","Nous ne trouvons pas de salle avec ce code."
"TID_TEAM_ERROR_7","Vous ne pouvez pas rejoindre cette salle. Vous en avez été exclu."
"TID_TEAM_ERROR_8","Veuillez vérifier les paramètres. Il ne peut pas y avoir plus de 3 joueurs par équipe."
"TID_TEAM_ERROR_9","Vous ne pouvez pas rejoindre cette salle. Vous n'avez pas débloqué les brawlers requis."
"TID_TEAM_ERROR_10","La création de salle a échoué. Vous êtes déjà dans une salle."
"TID_TEAM_ERROR_11","La création de salle a échoué. L'évènement est terminé."
"TID_TEAM_ERROR_12","Vous ne pouvez pas rejoindre cette salle. Elle a expiré."
"TID_TEAM_ERROR_14","La création de salle a échoué. Cet évènement n'est pas compatible avec le jeu en équipe."
"TID_TEAM_ERROR_15","Vous ne pouvez pas rejoindre cette salle. Elle n'est pas accessible depuis votre région."
"TID_TEAM_ERROR_16","Vous n'avez pas débloqué l'évènement pour accéder à cette salle."
"TID_TEAM_ERROR_17","Le jeu ne peut pas démarrer. Les brawlers en double ne sont pas autorisés."
"TID_TEAM_ERROR_18","Le jeu ne peut pas démarrer. Il va être désactivé pour la maintenance."
"TID_TEAM_ERROR_19","Vous ne pouvez pas exclure le créateur d'une salle quand il est en ligne."
"TID_TEAM_ERROR_20","Vous ne pouvez pas changer d'emplacement. Il y a déjà trop de membres."
"TID_TEAM_ERROR_21","Le jeu ne peut pas démarrer. Pas assez de tickets."
"TID_SELECT_LOCATION_TITLE","Choisissez l'emplacement"
"TID_TEAM_SEARCH_INVALID_CODE","Code de salle non valide. Veuillez vérifier que le code est correct."
"TID_TEAM_JOIN","Rejoindre"
"TID_TEAM_CANCEL_READY","Annuler"
"TID_TEAM_TEAMCODE","Code de la salle"
"TID_TEAM_TEAMCODE_DESC","Vos amis peuvent trouver votre salle grâce à ce code"
"TID_TEAM_WAITING_FOR_PLAYER","Inviter avec un code de salle"
"TID_TEAMCREATE_EVENT","Localisation"
"TID_TEAM_KICK","Exclure"
"TID_TEAM_SWAP","Changer de côté"
"TID_TEAM_SWAP_HERE","Changer ici"
"TID_TEAM_CREATOR_ONLY_FEATURE","Autorisé uniquement pour les créateurs de salle"
"TID_TEAM_TOGGLE_TEAM","Modifier les équipes"
"TID_TEAM_SIDE_LABEL","Équipe</c>"
"TID_TEAM_SIDE_2","<c999999>Aléatoire</c>"
"TID_TEAM_SIDE_0","<cffd700>A</c>"
"TID_TEAM_SIDE_1","<c00ffff>B</c>"
"TID_BONUS_REWARD","Récompense bonus pour 3 victoires :"
"TID_BONUS_REWARD_COLLECTED","Récompense bonus récupérée"
"TID_INFO_SERVER_ERROR_TITLE","Erreur du serveur"
"TID_INFO_SERVER_ERROR_BUTTON","Recharger le jeu"
"TID_RARITY_NAME_1","Rare"
"TID_RARITY_NAME_2","Super rare"
"TID_RARITY_NAME_3","Épique"
"TID_RARITY_NAME_4","Mythique"
"TID_RARITY_NAME_5","Légendaire"
"TID_RARITY_COLOR_0","3fc396"
"TID_RARITY_COLOR_1","a9f25d"
"TID_RARITY_COLOR_2","4db3ff"
"TID_RARITY_COLOR_3","e795ff"
"TID_RARITY_COLOR_4","ff786c"
"TID_RARITY_COLOR_5","ffe35f"
"TID_RANK_UP_POPUP_TITLE","Amélioration du classement"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS DE CLASSEMENT"
"TID_RANK_UP_POPUP_RANK","CLASSEMENT <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nom trop court"
"TID_NAME_FAILED_PROFANITIES","Nom non accepté"
"TID_NAME_FAILED","Nom non accepté"
"TID_EVENT_STARTED","<LOCATION> est ouvert ! Nouvelles récompenses disponibles !"
"TID_SELECT_HERO_INFO_1","<cFF8000>Joueurs contre joueurs</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Joueurs contre bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Jouer solo avec des bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Joueurs contre joueurs</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Jouer solo avec des bots</c>"
"TID_NAVI_1","Magasin"
"TID_NAVI_3","Brawl"
"TID_NAVI_4","Brawlers"
"TID_LEADERBOARD_TAB_TOTAL","Total des trophées"
"TID_LEADERBOARD_TAB_HEROES","Brawlers"
"TID_LEADERBOARD_TAB_CLANS","Bandes"
"TID_LEADERBOARD_TAB_FRIENDS","Amis"
"TID_BATTLE_MAIN_NEXT_REWARD","Prochaine récompense : <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Nouvel emplacement dans : <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> récupéré"
"TID_HERO_INFO_ARMOR","Santé"
"TID_HERO_INFO_ABILITY","Attaque"
"TID_HERO_INFO_ULTI","Super"
"TID_HERO_INFO_BACK","RETOUR"
"TID_HERO_INFO_UPGRADE","AMÉLIORER"
"TID_HERO_INFO_ABILITY_LEVEL","NIV. <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Acheter brawler"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_MATCHMAKE_FAILED_5","La rencontre a échoué : l'évènement est terminé"
"TID_MATCHMAKE_FAILED_7","La rencontre a échoué : le membre de la salle s'est déconnecté"
"TID_MATCHMAKE_FAILED_9","La rencontre a échoué : la maintenance va commencer"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","L'équipe bleue va gagner dans :"
"TID_ENEMY_TEAM_WINNING","L'équipe rouge va gagner dans :"
"TID_OWN_TEAM","Équipe bleue"
"TID_ENEMY_TEAM","Équipe rouge"
"TID_COUNTDOWN","COMPTE À REBOURS"
"TID_HERO_LIST_LABEL","Brawlers"
"TID_HERO_LIST_DO_GATCHA","Ouvrir la brawl box"
"TID_HERO_LOCKED_CANNOT_VIEW","Touchez le bouton roulette pour débloquer des brawlers"
"TID_DAILY_COINS_COLLECTED","Récupéré"
"TID_TEAM_BATTLE","CRÉER"
"TID_TEAM_UNREADY","pas prêt"
"TID_TEAM_WAITING_WHILE_READY","Vous êtes prêt !\nEn attente d'autres joueurs."
"TID_GATCHA_SCREEN_NEW_HERO","Nouveau brawler <c<COLOR>><NAME></c>"
"TID_GATCHA_SCREEN_EXISTING_HERO","Répliquer <NAME>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","Boîtes restantes : <AMOUNT>"
"TID_GATCHA_SCREEN_OK","Cool !"
"TID_GATCHA_SCREEN_TAP","Touche ! Touche !"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","Billets évènements"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Utilisez les billets pour participer à l'évènement <NAME> en cours"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Utilisez les billets pour participer au prochain évènement <NAME>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","Doublon"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Pour chaque pièce gagnée dans un brawl, vous recevrez une de ces pièces bonus !"
"TID_GATCHA_SCREEN_COIN_BOOSTER_HEADER","Boost pièces"
"TID_GATCHA_SCREEN_COIN_BOOSTER_VALUE","+ <TIME> jours"
"TID_GATCHA_SCREEN_COIN_BOOSTER_DESC","Ce boost vous rapporte 50 % de pièces en plus dès que vous en gagnez."
"TID_NAVI_BLOCKED_1","Vous ne pouvez plus changer de page une fois prêt !"
"TID_TEAM_MEMBER_INFO_READY","<NAME> attend que les autres soient prêts"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> n'est pas encore prêt à jouer"
"TID_TEAM_MEMBER_INFO_SELF_READY","Vous ne pouvez plus changer de brawler une fois prêt !"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Vous ne pouvez plus changer d'évènement une fois prêt !"
"TID_TEAM_NO_MEMBER_INFO","Envoyez le code manuellement. Vos amis pourront l'utiliser pour rejoindre votre salle de jeu."
"TID_TEAM_INFO_TEAM_CODE","Partagez le code avec vos amis pour les inviter à rejoindre votre salle de jeu !\n\nTouchez encore une fois pour copier dans le presse-papier."
"TID_FREEZER","Congélateur"
"TID_GAME_OVER","Match terminé"
"TID_LEVEL","Niv. <LVL>"
"TID_PLAYERS_IN_MM","Il y a des joueurs en attente d'une rencontre !"
"TID_ONLINE_INFO","Joueurs en ligne : <ONLINE> dans les rencontres : <MATCHMAKE> dans un match : <BATTLES>"
"TID_INPUT_NAME","Tapez votre nom ici"
"TID_LEADERBOARD_YOUR_SCORE","Votre score"
"TID_LEADERBOARD_YOUR_RANK","Votre classement"
"TID_LEADERBOARD_HIGHEST_SCORE","Votre meilleur score"
"TID_LEADERBOARD_LOCAL","Région (<COUNTRY>)"
"TID_REGION_0","Amérique du nord"
"TID_REGION_1","Asie"
"TID_SET_REGION_RESULT_0","Votre région a été changée à <REGION>"
"TID_SET_REGION_RESULT_1","Changement de région impossible car vous êtes dans une bande"
"TID_SET_REGION_RESULT_2","Changement de région impossible car vous êtes dans une salle de jeu"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Attrape-cristal"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Récupérez et gardez 10 cristaux"
"TID_BATTLE_END_MY_TEAM","Votre équipe"
"TID_BATTLE_END_ENEMY_TEAM","Équipe adverse"
"TID_BACK","RETOUR"
"TID_CARD_CRAFT_ERROR_2","Pas assez d'élixir, ouvrez des brawl box pour en obtenir"
"TID_CARD_CRAFT_ERROR_3","Pas assez de jetons, ouvrez des brawl box pour en obtenir"
"TID_UNLOCK_SKIN_ERROR_1","Pas assez de gemmes"
"TID_EXPERIENCE_LEVEL","Niveau d'expérience"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Acheter brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Acheter"
"TID_UNLOCK_SKIN_TITLE","Acheter skin"
