Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,OverchargeSkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,DeployAnim,HappyAnim,HappyLoopAnim,RecruitRoadOverrideAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,RecruitRoadOverrideFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,MainAttackOverchargedProjectile,SecondaryProjectile,ThirdProjectile,UltiProjectile,OverchargedUltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,OverchargedUltiAttackEffect,OverchargedUltiAttackEffect2,ShieldEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,OverchargedUltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,OverchargedUltiLoopEffect,OverchargedUltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectAttack2,AreaEffectUlti,AreaEffectUlti2,OverchargedAreaEffectUlti,OverchargedAreaEffectUlti2,PetrolEffect,SpawnedItem,SpawnedItem2,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffectUse1,BoneEffect2,BoneEffectUse2,BoneEffect3,BoneEffectUse3,BoneEffect4,BoneEffectUse4,BoneEffect5,BoneEffectUse5,BoneEffect6,BoneEffectUse6,AutoAttackProjectile,ProjectileForShockyStarPower,OverchargedProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,KillEffect,DeathEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation,PoisonEffect,BuffEffect,AttackBuildUpEffect,SpecialMaterialSetup,FaceCoversWholeTexture,CustomEffect1,CustomEffect2,LifeSaverDeathEffect,LifeSaverSpawnEffect,WingType,WingPivot_Std,WingOffset_Std,WingScalePercent_Std,WingPivot_Spc,WingOffset_Spc,WingScalePercent_Spc,HaloPivot,HaloOffset,HaloScalePercent,HaloRotateEuler,NothingHereAfterIsExtension,WidgetEffects,ClientShowToHeroSkin,ClientShowPivot,ClientShowOffset,ClientShowPercent,ClientShowRotateEuler,MainAttackOverchargedProjectile,OverchargedProjectileForShockyStarPower
TrickshotDefault,TrickshotDude,rico_geo.scw,,,rico_base_cam.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,,RicoWin,RicoWinloop,,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,RicoStill,RicoStill,RicoWin,RicoWinLoop,,RicoLose,RicoLoseLoop,RicoWin,RicoWinLoop,RicoWinLoop,RicoWin,RicoWinLoop,RicoWin,RicoStill,RicoStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-3;-3.7,90,chest_s,0;-3.5;-3,75,head_s,0;0;170,75,,,,,,,,,,
CactusDefault,Cactus,spike_geo.scw,,,spike_base_cam.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,,SpikeWin,SpikeWinloop,,SpikeLose,SpikeLoseloop,SpikeWin,SpikeWinloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,,SpikeIdle,SpikeIdle,SpikeProfile,,,SpikeProfile,SpikeIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-3.3,85,chest_s,0;-1.1;-3.2,56,head_s,0;0;190,80,,,,,,,,,,
CactusPink,Cactus,spike_blossom_geo.scw,,,spike_base_cam.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,,SpikeWin,SpikeWinloop,,SpikeLose,SpikeLoseloop,SpikeWin,SpikeWinloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,,SpikeIdle,SpikeIdle,SpikeProfile,,,SpikeProfile,SpikeIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,Spike002Projectile,,,,Spike002UltiProjectile,,spike_002_atk,,spike_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-3.3,85,chest_s,0;-1.1;-3.2,56,head_s,0;0;190,80,,,,,,,,,,
BarkeepDefault,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,,BarkeepWin,BarkeepWinloop,,BarkeepLose,BarkeepLoseloop,BarkeepWin,BarkeepWinloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,,BarkeepIdle,BarkeepIdle,BarkeepProfile,,,BarkeepIntro,BarkeepIdle,,,,BarkeepSecondary,BarkeepRecoil,BarleyStill,BarleyStill,BarleyWin,BarleyWinLoop,,BarleyLose,BarleyLoseLoop,BarleyWin,BarleyWinLoop,BarleyWinLoop,BarleyWin,BarleyWinLoop,BarleyWin,BarleyStill,BarleyStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-2,90,chest_s,0;-1;-2.4,64,head_s,0;0;170,75,0;0;9,,,,,,,,,
MechanicDefault,Mechanic,jessie_geo.glb,,,jessie_portrait.glb,,JessieIdle,JessieWalk,JessiePrimary,JessieUltiAttack,JessieUltiAttack,JessieRecoil,,JessieUltiRecoil,,JessieReload,JessiePushback,,JessieWin,JessieWinloop,,JessieLose,JessieLoseloop,JessieWin,JessieWinloop,JessieIdle,JessieWin,JessieWinloop,JessieWin,,JessieIdle,JessieIdle,JessieProfile,,,JessieProfile,JunkerIdle,,,,,,JessieRenewStill,JessieRenewStill,JessieRenewWin,JessieRenewWinLoop,,JessieRenewLose,JessieRenewLoseLoop,JessieRenewWin,JessieRenewWinLoop,JessieRenewIdle,JessieRenewWin,JessieRenewWinLoop,JessieRenewWin,JessieRenewStill,JessieRenewStill,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;0.2;-4,65,chest_s,0;0;-4,55,head_s,0;0;192,75,0;0;27,,,,,,,,,
ShamanDefault,Shaman,nita_geo.scw,,,nita_base_cam.scw,,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,,ShamanWin,ShamanWinloop,,ShamanLose,ShamanLoseloop,ShamanWin,ShamanWinloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,,ShamanIdle,ShamanIdle,ShamanProfile,,,ShamanProfile,ShamanIdle,,,,,,NitaStill,NitaStill,NitaWin,NitaWinLoop,,NitaLose,NitaLoseLoop,NitaWin,NitaWinLoop,NitaWinLoop,NitaWin,NitaWinLoop,NitaWin,NitaStill,NitaStill,,,,,,,TRUE,TRUE,,,,,,,nita_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.4;-2.2,65,chest_s,0;-0.4;-2.8,46,head_s,0;15;170,80,,,,,,,,,,
ShamanPanda,Shaman,nita_geo.scw,,,nita_base_cam.scw,,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,,ShamanWin,ShamanWinloop,,ShamanLose,ShamanLoseloop,ShamanWin,ShamanWinloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,,ShamanIdle,ShamanIdle,ShamanProfile,,,ShamanProfile,ShamanIdle,,,,,,NitaStill,NitaStill,NitaWin,NitaWinLoop,,NitaLose,NitaLoseLoop,NitaWin,NitaWinLoop,NitaWinLoop,NitaWin,NitaWinLoop,NitaWin,NitaStill,NitaStill,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.4;-2.2,65,chest_s,0;-0.4;-2.8,46,head_s,0;15;170,80,,,,,,,,,,
ShamanBearDefault,ShamanPet,nita_bear_geo.scw,,,portrait_cam.scw,,BearShibaIdle,BearWalk,BearAttack,BearShibaIdle,BearShibaIdle,BearRecoil,,BearShibaIdle,,BearShibaIdle,BearPushback,,BearShibaIdle,BearShibaIdle,,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,,BearShibaIdle,BearShibaIdle,BearShibaIdle,,,BearShibaIdle,BearShibaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanBearPanda,ShamanPet,nita_bear_geo.scw,,,portrait_cam.scw,,BearShibaIdle,BearWalk,BearAttack,BearShibaIdle,BearShibaIdle,BearRecoil,,BearShibaIdle,,BearShibaIdle,BearPushback,,BearShibaIdle,BearShibaIdle,,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,,BearShibaIdle,BearShibaIdle,BearShibaIdle,,,BearShibaIdle,BearShibaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanDragon,Shaman,nita_nian_geo.glb,,,nita_base_cam.scw,,ShamanDragonIdle,ShamanDragonWalk,ShamanDragonAttack,ShamanDragonSecondary,ShamanDragonSecondary,ShamanDragonRecoil,,ShamanDragonRecoil,,ShamanDragonReload,ShamanDragonPushback,,ShamanDragonWin,ShamanDragonWinloop,,ShamanDragonLose,ShamanDragonLoseloop,ShamanDragonWin,ShamanDragonWinloop,ShamanDragonIdle,ShamanDragonWin,ShamanDragonWinloop,ShamanDragonWin,,ShamanDragonIdle,ShamanDragonIdle,ShamanDragonProfile,ShamanIdle,,ShamanDragonProfile,ShamanIdle,,,,,,NitaStill,NitaStill,NitaWin,NitaWinLoop,,NitaLose,NitaLoseLoop,NitaWin,NitaWinLoop,NitaWinLoop,NitaWin,NitaWinLoop,NitaWin,NitaStill,NitaStill,,,,,,,TRUE,TRUE,Shaman005Projectile,,,,Shaman005UltiProjectile,,nita_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.4;-2.2,65,chest_s,0;0;-2.8,46,head_s,0;15;200,80,,,,,,,,,,
UndertakerDefault,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,,,mortis_base_cam.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,,UndertakerWin,UndertakerWinloop,,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,MortisStill,MortisStill,MortisWin,MortisWinLoop,,MortisLose,MortisLoseLoop,MortisWin,MortisWinLoop,MortisWinLoop,MortisWin,MortisWinLoop,MortisWin,MortisStill,MortisStill,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.3;-2,90,chest_s,0;0;-2,56,head_s,0;0;160,80,,,,,,,,,,
