"Name","PromptQuestion","Answer1","Answer1Correct","Answer2","Answer2Correct","Answer3","Answer3Correct","Difficulty"
"QUIZ_DUO_41","TID_QUIZ_DUO_41","TID_QUIZ_DUO_41_ANSWER_1","true","TID_QUIZ_DUO_41_ANSWER_2","false","TID_QUIZ_DUO_41_ANSWER_3","false","Easy"
"QUIZ_DUO_42","TID_QUIZ_DUO_42","TID_QUIZ_DUO_42_ANSWER_1","true","TID_QUIZ_DUO_42_ANSWER_2","false","TID_QUIZ_DUO_42_ANSWER_3","false","Medium"
"QUIZ_DUO_43","TID_QUIZ_DUO_43","TID_QUIZ_DUO_43_ANSWER_1","true","TID_QUIZ_DUO_43_ANSWER_2","false","TID_QUIZ_DUO_43_ANSWER_3","false","Difficult"
"QUIZ_DUO_44","TID_QUIZ_DUO_44","TID_QUIZ_DUO_44_ANSWER_1","true","TID_QUIZ_DUO_44_ANSWER_2","false","TID_QUIZ_DUO_44_ANSWER_3","false","Medium"
"QUIZ_DUO_45","TID_QUIZ_DUO_45","TID_QUIZ_DUO_45_ANSWER_1","true","TID_QUIZ_DUO_45_ANSWER_2","false","TID_QUIZ_DUO_45_ANSWER_3","false","Medium"
"QUIZ_DUO_46","TID_QUIZ_DUO_46","TID_QUIZ_DUO_46_ANSWER_1","true","TID_QUIZ_DUO_46_ANSWER_2","false","TID_QUIZ_DUO_46_ANSWER_3","false","Medium"
"QUIZ_DUO_47","TID_QUIZ_DUO_47","TID_QUIZ_DUO_47_ANSWER_1","true","TID_QUIZ_DUO_47_ANSWER_2","false","TID_QUIZ_DUO_47_ANSWER_3","false","Difficult"
"QUIZ_DUO_48","TID_QUIZ_DUO_48","TID_QUIZ_DUO_48_ANSWER_1","true","TID_QUIZ_DUO_48_ANSWER_2","false","TID_QUIZ_DUO_48_ANSWER_3","false","Medium"
"QUIZ_DUO_49","TID_QUIZ_DUO_49","TID_QUIZ_DUO_49_ANSWER_1","true","TID_QUIZ_DUO_49_ANSWER_2","false","TID_QUIZ_DUO_49_ANSWER_3","false","Difficult"
"QUIZ_DUO_50","TID_QUIZ_DUO_50","TID_QUIZ_DUO_50_ANSWER_1","true","TID_QUIZ_DUO_50_ANSWER_2","false","TID_QUIZ_DUO_50_ANSWER_3","false","Easy"
"QUIZ_DUO_51","TID_QUIZ_DUO_51","TID_QUIZ_DUO_51_ANSWER_1","true","TID_QUIZ_DUO_51_ANSWER_2","false","TID_QUIZ_DUO_51_ANSWER_3","false","Medium"
"QUIZ_DUO_52","TID_QUIZ_DUO_52","TID_QUIZ_DUO_52_ANSWER_1","true","TID_QUIZ_DUO_52_ANSWER_2","false","TID_QUIZ_DUO_52_ANSWER_3","false","Medium"
"QUIZ_DUO_53","TID_QUIZ_DUO_53","TID_QUIZ_DUO_53_ANSWER_1","true","TID_QUIZ_DUO_53_ANSWER_2","false","TID_QUIZ_DUO_53_ANSWER_3","false","Difficult"
"QUIZ_DUO_54","TID_QUIZ_DUO_54","TID_QUIZ_DUO_54_ANSWER_1","true","TID_QUIZ_DUO_54_ANSWER_2","false","TID_QUIZ_DUO_54_ANSWER_3","false","Medium"
"QUIZ_DUO_55","TID_QUIZ_DUO_55","TID_QUIZ_DUO_55_ANSWER_1","true","TID_QUIZ_DUO_55_ANSWER_2","false","TID_QUIZ_DUO_55_ANSWER_3","false","Medium"
"QUIZ_DUO_56","TID_QUIZ_DUO_56","TID_QUIZ_DUO_56_ANSWER_1","true","TID_QUIZ_DUO_56_ANSWER_2","false","TID_QUIZ_DUO_56_ANSWER_3","false","Difficult"
"QUIZ_DUO_57","TID_QUIZ_DUO_57","TID_QUIZ_DUO_57_ANSWER_1","true","TID_QUIZ_DUO_57_ANSWER_2","false","TID_QUIZ_DUO_57_ANSWER_3","false","Medium"
"QUIZ_DUO_58","TID_QUIZ_DUO_58","TID_QUIZ_DUO_58_ANSWER_1","true","TID_QUIZ_DUO_58_ANSWER_2","false","TID_QUIZ_DUO_58_ANSWER_3","false","Difficult"
"QUIZ_DUO_59","TID_QUIZ_DUO_59","TID_QUIZ_DUO_59_ANSWER_1","true","TID_QUIZ_DUO_59_ANSWER_2","false","TID_QUIZ_DUO_59_ANSWER_3","false","Medium"
"QUIZ_DUO_60","TID_QUIZ_DUO_60","TID_QUIZ_DUO_60_ANSWER_1","true","TID_QUIZ_DUO_60_ANSWER_2","false","TID_QUIZ_DUO_60_ANSWER_3","false","Medium"
"QUIZ_DUO_61","TID_QUIZ_DUO_61","TID_QUIZ_DUO_61_ANSWER_1","true","TID_QUIZ_DUO_61_ANSWER_2","false","TID_QUIZ_DUO_61_ANSWER_3","false","Medium"
"QUIZ_DUO_62","TID_QUIZ_DUO_62","TID_QUIZ_DUO_62_ANSWER_1","true","TID_QUIZ_DUO_62_ANSWER_2","false","TID_QUIZ_DUO_62_ANSWER_3","false","Easy"
"QUIZ_DUO_63","TID_QUIZ_DUO_63","TID_QUIZ_DUO_63_ANSWER_1","true","TID_QUIZ_DUO_63_ANSWER_2","false","TID_QUIZ_DUO_63_ANSWER_3","false","Difficult"
"QUIZ_DUO_64","TID_QUIZ_DUO_64","TID_QUIZ_DUO_64_ANSWER_1","true","TID_QUIZ_DUO_64_ANSWER_2","false","TID_QUIZ_DUO_64_ANSWER_3","false","Medium"
"QUIZ_DUO_65","TID_QUIZ_DUO_65","TID_QUIZ_DUO_65_ANSWER_1","true","TID_QUIZ_DUO_65_ANSWER_2","false","TID_QUIZ_DUO_65_ANSWER_3","false","Medium"
"QUIZ_DUO_66","TID_QUIZ_DUO_66","TID_QUIZ_DUO_66_ANSWER_1","true","TID_QUIZ_DUO_66_ANSWER_2","false","TID_QUIZ_DUO_66_ANSWER_3","false","Easy"
"QUIZ_DUO_67","TID_QUIZ_DUO_67","TID_QUIZ_DUO_67_ANSWER_1","true","TID_QUIZ_DUO_67_ANSWER_2","false","TID_QUIZ_DUO_67_ANSWER_3","false","Difficult"
"QUIZ_DUO_68","TID_QUIZ_DUO_68","TID_QUIZ_DUO_68_ANSWER_1","true","TID_QUIZ_DUO_68_ANSWER_2","false","TID_QUIZ_DUO_68_ANSWER_3","false","Easy"
"QUIZ_DUO_69","TID_QUIZ_DUO_69","TID_QUIZ_DUO_69_ANSWER_1","true","TID_QUIZ_DUO_69_ANSWER_2","false","TID_QUIZ_DUO_69_ANSWER_3","false","Difficult"
"QUIZ_DUO_70","TID_QUIZ_DUO_70","TID_QUIZ_DUO_70_ANSWER_1","true","TID_QUIZ_DUO_70_ANSWER_2","false","TID_QUIZ_DUO_70_ANSWER_3","false","Easy"
"QUIZ_DUO_71","TID_QUIZ_DUO_71","TID_QUIZ_DUO_71_ANSWER_1","false","TID_QUIZ_DUO_71_ANSWER_2","false","TID_QUIZ_DUO_71_ANSWER_3","true","Medium"
"QUIZ_DUO_72","TID_QUIZ_DUO_72","TID_QUIZ_DUO_72_ANSWER_1","true","TID_QUIZ_DUO_72_ANSWER_2","false","TID_QUIZ_DUO_72_ANSWER_3","false","Difficult"
"QUIZ_DUO_73","TID_QUIZ_DUO_73","TID_QUIZ_DUO_73_ANSWER_1","false","TID_QUIZ_DUO_73_ANSWER_2","false","TID_QUIZ_DUO_73_ANSWER_3","true","Difficult"
"QUIZ_DUO_74","TID_QUIZ_DUO_74","TID_QUIZ_DUO_74_ANSWER_1","true","TID_QUIZ_DUO_74_ANSWER_2","false","TID_QUIZ_DUO_74_ANSWER_3","false","Medium"
"QUIZ_DUO_75","TID_QUIZ_DUO_75","TID_QUIZ_DUO_75_ANSWER_1","false","TID_QUIZ_DUO_75_ANSWER_2","true","TID_QUIZ_DUO_75_ANSWER_3","false","Medium"
"QUIZ_DUO_76","TID_QUIZ_DUO_76","TID_QUIZ_DUO_76_ANSWER_1","true","TID_QUIZ_DUO_76_ANSWER_2","false","TID_QUIZ_DUO_76_ANSWER_3","false","Difficult"
"QUIZ_DUO_77","TID_QUIZ_DUO_77","TID_QUIZ_DUO_77_ANSWER_1","true","TID_QUIZ_DUO_77_ANSWER_2","false","TID_QUIZ_DUO_77_ANSWER_3","false","Medium"
"QUIZ_DUO_78","TID_QUIZ_DUO_78","TID_QUIZ_DUO_78_ANSWER_1","true","TID_QUIZ_DUO_78_ANSWER_2","false","TID_QUIZ_DUO_78_ANSWER_3","false","Difficult"
"QUIZ_DUO_79","TID_QUIZ_DUO_79","TID_QUIZ_DUO_79_ANSWER_1","true","TID_QUIZ_DUO_79_ANSWER_2","true","TID_QUIZ_DUO_79_ANSWER_3","true","Easy"
"QUIZ_DUO_80","TID_QUIZ_DUO_80","TID_QUIZ_DUO_80_ANSWER_1","true","TID_QUIZ_DUO_80_ANSWER_2","false","TID_QUIZ_DUO_80_ANSWER_3","false","Easy"
"QUIZ_DUO_81","TID_QUIZ_DUO_81","TID_QUIZ_DUO_81_ANSWER_1","true","TID_QUIZ_DUO_81_ANSWER_2","true","TID_QUIZ_DUO_81_ANSWER_3","true","Easy"
"QUIZ_DUO_82","TID_QUIZ_DUO_82","TID_QUIZ_DUO_82_ANSWER_1","true","TID_QUIZ_DUO_82_ANSWER_2","true","TID_QUIZ_DUO_82_ANSWER_3","true","Easy"
"QUIZ_DUO_83","TID_QUIZ_DUO_83","TID_QUIZ_DUO_83_ANSWER_1","false","TID_QUIZ_DUO_83_ANSWER_2","false","TID_QUIZ_DUO_83_ANSWER_3","true","Easy"
"QUIZ_DUO_84","TID_QUIZ_DUO_84","TID_QUIZ_DUO_84_ANSWER_1","true","TID_QUIZ_DUO_84_ANSWER_2","false","TID_QUIZ_DUO_84_ANSWER_3","false","Medium"
"QUIZ_DUO_85","TID_QUIZ_DUO_85","TID_QUIZ_DUO_85_ANSWER_1","false","TID_QUIZ_DUO_85_ANSWER_2","true","TID_QUIZ_DUO_85_ANSWER_3","true","Easy"
"QUIZ_DUO_86","TID_QUIZ_DUO_86","TID_QUIZ_DUO_86_ANSWER_1","true","TID_QUIZ_DUO_86_ANSWER_2","false","TID_QUIZ_DUO_86_ANSWER_3","true","Medium"
"QUIZ_DUO_87","TID_QUIZ_DUO_87","TID_QUIZ_DUO_87_ANSWER_1","true","TID_QUIZ_DUO_87_ANSWER_2","false","TID_QUIZ_DUO_87_ANSWER_3","false","Difficult"
"QUIZ_DUO_88","TID_QUIZ_DUO_88","TID_QUIZ_DUO_88_ANSWER_1","false","TID_QUIZ_DUO_88_ANSWER_2","false","TID_QUIZ_DUO_88_ANSWER_3","true","Medium"
"QUIZ_DUO_89","TID_QUIZ_DUO_89","TID_QUIZ_DUO_89_ANSWER_1","false","TID_QUIZ_DUO_89_ANSWER_2","true","TID_QUIZ_DUO_89_ANSWER_3","false","Medium"
"QUIZ_DUO_90","TID_QUIZ_DUO_90","TID_QUIZ_DUO_90_ANSWER_1","false","TID_QUIZ_DUO_90_ANSWER_2","false","TID_QUIZ_DUO_90_ANSWER_3","true","Medium"
"QUIZ_DUO_91","TID_QUIZ_DUO_91","TID_QUIZ_DUO_91_ANSWER_1","true","TID_QUIZ_DUO_91_ANSWER_2","false","TID_QUIZ_DUO_91_ANSWER_3","false","Medium"
"QUIZ_DUO_92","TID_QUIZ_DUO_92","TID_QUIZ_DUO_92_ANSWER_1","true","TID_QUIZ_DUO_92_ANSWER_2","false","TID_QUIZ_DUO_92_ANSWER_3","false","Easy"
"QUIZ_DUO_93","TID_QUIZ_DUO_93","TID_QUIZ_DUO_93_ANSWER_1","false","TID_QUIZ_DUO_93_ANSWER_2","true","TID_QUIZ_DUO_93_ANSWER_3","false","Difficult"
"QUIZ_DUO_94","TID_QUIZ_DUO_94","TID_QUIZ_DUO_94_ANSWER_1","false","TID_QUIZ_DUO_94_ANSWER_2","true","TID_QUIZ_DUO_94_ANSWER_3","false","Medium"
"QUIZ_DUO_95","TID_QUIZ_DUO_95","TID_QUIZ_DUO_95_ANSWER_1","true","TID_QUIZ_DUO_95_ANSWER_2","false","TID_QUIZ_DUO_95_ANSWER_3","false","Easy"
"QUIZ_DUO_96","TID_QUIZ_DUO_96","TID_QUIZ_DUO_96_ANSWER_1","true","TID_QUIZ_DUO_96_ANSWER_2","false","TID_QUIZ_DUO_96_ANSWER_3","false","Difficult"
"QUIZ_DUO_97","TID_QUIZ_DUO_97","TID_QUIZ_DUO_97_ANSWER_1","true","TID_QUIZ_DUO_97_ANSWER_2","false","TID_QUIZ_DUO_97_ANSWER_3","false","Easy"
"QUIZ_DUO_98","TID_QUIZ_DUO_98","TID_QUIZ_DUO_98_ANSWER_1","true","TID_QUIZ_DUO_98_ANSWER_2","false","TID_QUIZ_DUO_98_ANSWER_3","false","Easy"
"QUIZ_DUO_99","TID_QUIZ_DUO_99","TID_QUIZ_DUO_99_ANSWER_1","true","TID_QUIZ_DUO_99_ANSWER_2","false","TID_QUIZ_DUO_99_ANSWER_3","false","Easy"
"QUIZ_DUO_100","TID_QUIZ_DUO_100","TID_QUIZ_DUO_100_ANSWER_1","true","TID_QUIZ_DUO_100_ANSWER_2","false","TID_QUIZ_DUO_100_ANSWER_3","false","Easy"
"QUIZ_DUO_101","TID_QUIZ_DUO_101","TID_QUIZ_DUO_101_ANSWER_1","true","TID_QUIZ_DUO_101_ANSWER_2","false","TID_QUIZ_DUO_101_ANSWER_3","false","Easy"
"QUIZ_DUO_102","TID_QUIZ_DUO_102","TID_QUIZ_DUO_102_ANSWER_1","true","TID_QUIZ_DUO_102_ANSWER_2","false","TID_QUIZ_DUO_102_ANSWER_3","false","Easy"
"QUIZ_DUO_103","TID_QUIZ_DUO_103","TID_QUIZ_DUO_103_ANSWER_1","true","TID_QUIZ_DUO_103_ANSWER_2","false","TID_QUIZ_DUO_103_ANSWER_3","false","Easy"
"QUIZ_DUO_104","TID_QUIZ_DUO_104","TID_QUIZ_DUO_104_ANSWER_1","true","TID_QUIZ_DUO_104_ANSWER_2","false","TID_QUIZ_DUO_104_ANSWER_3","false","Easy"
"QUIZ_DUO_105","TID_QUIZ_DUO_105","TID_QUIZ_DUO_105_ANSWER_1","true","TID_QUIZ_DUO_105_ANSWER_2","false","TID_QUIZ_DUO_105_ANSWER_3","false","Easy"
"QUIZ_DUO_106","TID_QUIZ_DUO_106","TID_QUIZ_DUO_106_ANSWER_1","true","TID_QUIZ_DUO_106_ANSWER_2","false","TID_QUIZ_DUO_106_ANSWER_3","false","Easy"
"QUIZ_DUO_107","TID_QUIZ_DUO_107","TID_QUIZ_DUO_107_ANSWER_1","true","TID_QUIZ_DUO_107_ANSWER_2","false","TID_QUIZ_DUO_107_ANSWER_3","false","Easy"
"QUIZ_DUO_108","TID_QUIZ_DUO_108","TID_QUIZ_DUO_108_ANSWER_1","true","TID_QUIZ_DUO_108_ANSWER_2","false","TID_QUIZ_DUO_108_ANSWER_3","false","Medium"
"QUIZ_DUO_109","TID_QUIZ_DUO_109","TID_QUIZ_DUO_109_ANSWER_1","true","TID_QUIZ_DUO_109_ANSWER_2","false","TID_QUIZ_DUO_109_ANSWER_3","false","Easy"
"QUIZ_DUO_110","TID_QUIZ_DUO_110","TID_QUIZ_DUO_110_ANSWER_1","true","TID_QUIZ_DUO_110_ANSWER_2","false","TID_QUIZ_DUO_110_ANSWER_3","false","Easy"
"QUIZ_DUO_111","TID_QUIZ_DUO_111","TID_QUIZ_DUO_111_ANSWER_1","true","TID_QUIZ_DUO_111_ANSWER_2","false","TID_QUIZ_DUO_111_ANSWER_3","false","Easy"
"QUIZ_DUO_112","TID_QUIZ_DUO_112","TID_QUIZ_DUO_112_ANSWER_1","true","TID_QUIZ_DUO_112_ANSWER_2","false","TID_QUIZ_DUO_112_ANSWER_3","false","Easy"
"QUIZ_DUO_113","TID_QUIZ_DUO_113","TID_QUIZ_DUO_113_ANSWER_1","true","TID_QUIZ_DUO_113_ANSWER_2","false","TID_QUIZ_DUO_113_ANSWER_3","false","Medium"
"QUIZ_DUO_114","TID_QUIZ_DUO_114","TID_QUIZ_DUO_114_ANSWER_1","true","TID_QUIZ_DUO_114_ANSWER_2","false","TID_QUIZ_DUO_114_ANSWER_3","false","Medium"
"QUIZ_DUO_115","TID_QUIZ_DUO_115","TID_QUIZ_DUO_115_ANSWER_1","true","TID_QUIZ_DUO_115_ANSWER_2","false","TID_QUIZ_DUO_115_ANSWER_3","false","Easy"
"QUIZ_DUO_116","TID_QUIZ_DUO_116","TID_QUIZ_DUO_116_ANSWER_1","true","TID_QUIZ_DUO_116_ANSWER_2","false","TID_QUIZ_DUO_116_ANSWER_3","false","Difficult"
"QUIZ_DUO_117","TID_QUIZ_DUO_117","TID_QUIZ_DUO_117_ANSWER_1","true","TID_QUIZ_DUO_117_ANSWER_2","false","TID_QUIZ_DUO_117_ANSWER_3","false","Easy"
"QUIZ_DUO_118","TID_QUIZ_DUO_118","TID_QUIZ_DUO_118_ANSWER_1","true","TID_QUIZ_DUO_118_ANSWER_2","false","TID_QUIZ_DUO_118_ANSWER_3","false","Easy"
"QUIZ_DUO_119","TID_QUIZ_DUO_119","TID_QUIZ_DUO_119_ANSWER_1","true","TID_QUIZ_DUO_119_ANSWER_2","false","TID_QUIZ_DUO_119_ANSWER_3","false","Medium"
"QUIZ_DUO_120","TID_QUIZ_DUO_120","TID_QUIZ_DUO_120_ANSWER_1","true","TID_QUIZ_DUO_120_ANSWER_2","false","TID_QUIZ_DUO_120_ANSWER_3","false","Medium"
"QUIZ_DUO_121","TID_QUIZ_DUO_121","TID_QUIZ_DUO_121_ANSWER_1","true","TID_QUIZ_DUO_121_ANSWER_2","false","TID_QUIZ_DUO_121_ANSWER_3","false","Difficult"
"QUIZ_DUO_122","TID_QUIZ_DUO_122","TID_QUIZ_DUO_122_ANSWER_1","true","TID_QUIZ_DUO_122_ANSWER_2","false","TID_QUIZ_DUO_122_ANSWER_3","false","Medium"
"QUIZ_DUO_123","TID_QUIZ_DUO_123","TID_QUIZ_DUO_123_ANSWER_1","true","TID_QUIZ_DUO_123_ANSWER_2","false","TID_QUIZ_DUO_123_ANSWER_3","false","Difficult"
"QUIZ_DUO_124","TID_QUIZ_DUO_124","TID_QUIZ_DUO_124_ANSWER_1","true","TID_QUIZ_DUO_124_ANSWER_2","false","TID_QUIZ_DUO_124_ANSWER_3","false","Medium"
"QUIZ_DUO_125","TID_QUIZ_DUO_125","TID_QUIZ_DUO_125_ANSWER_1","true","TID_QUIZ_DUO_125_ANSWER_2","false","TID_QUIZ_DUO_125_ANSWER_3","false","Difficult"
"QUIZ_DUO_126","TID_QUIZ_DUO_126","TID_QUIZ_DUO_126_ANSWER_1","true","TID_QUIZ_DUO_126_ANSWER_2","false","TID_QUIZ_DUO_126_ANSWER_3","false","Difficult"
"QUIZ_DUO_127","TID_QUIZ_DUO_127","TID_QUIZ_DUO_127_ANSWER_1","true","TID_QUIZ_DUO_127_ANSWER_2","false","TID_QUIZ_DUO_127_ANSWER_3","false","Difficult"
"QUIZ_DUO_128","TID_QUIZ_DUO_128","TID_QUIZ_DUO_128_ANSWER_1","true","TID_QUIZ_DUO_128_ANSWER_2","false","TID_QUIZ_DUO_128_ANSWER_3","false","Easy"
