Name,Disabled,FileName,ExportName,ParticleFileName,ParticleExportName,ParticleStyle,ParticleVariations,ThemeMusic,LoadingJingle,LoadingScreen,CustomButtonName
Brawlidays_2021,TRUE,sc/background_brawlidays2021.sc,bgr_brawlidays2021,,,,,Xmas_menu,sfx/brawl_xmas_load_01.ogg,sc/loading_brawlidays.sc,
Brawlidays_2021_snow,TRUE,sc/background_brawlidays2021.sc,bgr_brawlidays2021,sc/ui.sc,particle_snow_,Snow,2,Xmas_menu,sfx/brawl_xmas_load_01.ogg,sc/loading_brawlidays.sc,
Brawlentines,TRUE,sc/background_stv.sc,bgr_stv,,,,,Brawlywood_Menu,sfx/brawl_fighting_load_01.ogg,,
LNY22,TRUE,sc/background_lny22.sc,bgr_lny22,,,,,Retro_Fight_Menu,sfx/brawl_fighting_load_01.ogg,,
Biodome,TRUE,sc/background_biodome.sc,bgr_biodome,,,,,Biodome_Menu,sfx/brawly_biome_loading_01.ogg,,
Ramadan22,TRUE,sc/background_ramadan22.sc,bgr_ramadan22,,,,,Brawzaar_menu_muzak,,,
Easter22,TRUE,sc/background_easter22.sc,bgr_easter22,,,,,MenuMusic,,,
GoldenWeek22,TRUE,sc/background_gw22.sc,bgr_gw,,,,,Lunar_Menu_Music,,,
Stuntshow,TRUE,sc/background_stuntshow.sc,bgr_stuntshow,,,,,Pinstuntbrawl_Menu,,,
Villains,TRUE,sc/background_villains.sc,bgr_villains,,,,,Space_Brawl_Menu,,,
Deepsea,TRUE,sc/background_deepsea.sc,bgr_deepsea,,,,,Deepsea_Beastieboys_Menu,sfx/brawl_underwater_load_01.ogg,,
Bt21,TRUE,sc/background_basic.sc,bgr_bt21,,,,,MenuMusic,,,
MechaMortis,TRUE,sc/background_mecha.sc,bgr_mecha,,,,,MechMenuMusic,,,
MoonFestival2022,TRUE,sc/background_mf.sc,bgr_mf,,,,,Lunar_Menu_Music,,,
Brawloween2022,TRUE,sc/background_brawloween22.sc,bgr_brawloween,,,,,Halloween_menu,sfx/brawloween_load_01.ogg,sc/loading_brawloween2022.sc,
RobotFactory,TRUE,sc/background_outlaw.sc,bgr_outlaw,,,,,Robotfactory_Menu,,,
GhostTrain,TRUE,sc/background_ghosttrain.sc,bgr_ghosttrain,,,,,Ghosttrain_Menu,sfx/ghost_train_load_01.ogg,,
ActionHeroes,TRUE,sc/background_action.sc,bgr_action,,,,,TopGun_Action_Menu,,,
LastBox,TRUE,sc/background_lastbox.sc,bgr_lastbox,,,,,MenuMusic,,,
Candyland,TRUE,sc/background_candyland.sc,bgr_candyland,,,,,Mandy_Candy_Menu,sfx/candy_land_load_01.ogg,,
4thAnniversary,TRUE,sc/background_basic.sc,bgr_4thanniversary,,,,,MenuMusic,,,
Brawlentines23,TRUE,sc/background_brawlentines.sc,bgr_brawlentines,,,,,Brawlentines_Menu,,,
LNY23,TRUE,sc/background_lny23.sc,bgr_lny23,,,,,Retro_Fight_Menu,sfx/brawl_fighting_load_01.ogg,,
LNY23red,TRUE,sc/background_lny23.sc,bgr_lny23red,,,,,Retro_Fight_Menu,sfx/brawl_fighting_load_01.ogg,,
Darkmas,TRUE,sc/background_darkmas.sc,bgr_darkmas,sc/ui.sc,particle_snow_,Snow,2,Krampus_Menu,sfx/dark_xmas_load_01.ogg,sc/loading_darkmas.sc,
Masks,TRUE,sc/background_masks.sc,bgr_masks,,,,,Mask_Dance_Menu,sfx/brawl_mask_dance_loading_jingle_01.ogg,,
Easter2023,TRUE,sc/background_easter_2023.sc,bgr_easter2023,,,,,MenuMusic,,,
Popstar,TRUE,sc/background_popstar.sc,bgr_popstar,,,,,MenuMusic,,,
Ramadan2023,TRUE,sc/background_ramadan2023.sc,bgr_ramadan2023,,,,,Brawzaar_menu_muzak,,,
Hub,TRUE,sc/background_hub.sc,bgr_hub,,,,,Scifi_Noir_Menu,,,
Olympus,TRUE,sc/background_olympus.sc,bgr_olympus,,,,,Brawlympus_Menu,sfx/brawlympus_loading_01.ogg,sc/loading_olympus.sc,
GoldenWeek2023,TRUE,sc/background_gw2023.sc,bgr_gw2023,,,,,Lunar_Menu_Music,,,
Jungle,TRUE,sc/background_jungle.sc,bgr_jungle,,,,,Brawl_Jungle_Menu,sfx/brawl_jungle_loading_01.ogg,,
Deepsea2023,TRUE,sc/background_deepsea.sc,bgr_deepsea,,,,,Deepsea_Beastieboys_Menu,sfx/brawl_underwater_load_01.ogg,,
Enchanted,TRUE,sc/background_enchantedforest.sc,bgr_enchanted,,,,,Brawl_Enchanted_Forest_Menu,sfx/enchanted_forest_loading_01.ogg,,
Phoenix,TRUE,sc/background_phoenix.sc,bgr_phoenix,sc/ui.sc,particle_ember_,Ember,2,Action_Western_Menu,,,
Velocirapids2023,TRUE,sc/background_velocirapids2023.sc,bgr_velocirapids2023,,,,,Summer_Brawl_Menu_Muzak,,,
Cursedpirates,TRUE,sc/background_cursedpirates.sc,bgr_cursedpirates,,,,,Brawl_Cursed_Pirates_Menu,sfx/cursed_pirates_loading_01.ogg,sc/loading_cursed.sc,
Football2023,TRUE,sc/background_football2023.sc,bgr_football2023,,,,,Footbrawl_menu_muzak,,,
Mechaedgar,TRUE,sc/background_mecha_edgar.sc,bgr_mecha_edgar,,,,,MechMenuMusic,,sc/loading_mechaedgar.sc,
Brawloween2023,TRUE,sc/background_ghosttrain.sc,bgr_ghosttrain,,,,,Ghosttrain_Menu,sfx/ghost_train_load_01.ogg,,
Wasteland,TRUE,sc/background_wasteland.sc,bgr_wasteland,,,,,Wasteland_Menu,sfx/wasteland_loading_01.ogg,,
University,TRUE,sc/background_university.sc,bgr_university,,,,,Highschool_Menu,sfx/monster_university_loading_01.ogg,sc/loading_university.sc,
MoonFestival2023,TRUE,sc/background_mf2023.sc,bgr_mf2023,,,,,Lunar_Menu_Music,,,
motisi_1,,sc/background_motisi.sc,bgr_mortisi,,,,,MenuMusic,,,
sipaike_1,,sc/background_sipaike.sc,bgr_sipaike,,,,,MenuMusic,,,
Retropolis2023,TRUE,sc/background_retropolis.sc,bgr_retropolis,,,,,Retropolis_menu,,sc/loading_retropolis.sc,button_cctv
WF2023,TRUE,sc/background_wf2023.sc,bgr_wf2023,,,,,MenuMusic,sfx/brawlywood_load_01.ogg,sc/loading_wf2023.sc,button_cctv
Hindu,TRUE,sc/background_hindu.sc,bgr_hindu,,,,,Hindu_Menu,sfx/hindu_brawl_loading_01.ogg,sc/loading_hindu.sc,button_cctv
Halloween2023,TRUE,sc/background_brawloween2023.sc,bgr_brawloween,,,,,Halloween_menu,sfx/brawloween_load_01.ogg,sc/loading_brawloween2023.sc,
Circus,TRUE,sc/background_circus.sc,bgr_circus,,,,,Circus_Menu,sfx/hindu_circus_loading_01.ogg,,button_cctv
colt_1,TRUE,sc/background_colt.sc,bgr_colt,,,,,MenuMusic,,,
bo_1,TRUE,sc/background_bo.sc,bgr_bo,,,,,MenuMusic,,,
stu_1,TRUE,sc/background_stu.sc,bgr_stu,,,,,MenuMusic,,,
emz_1,TRUE,sc/background_emz.sc,bgr_emz,,,,,MenuMusic,,,
,,,,,,,,,,,
,,,,,,,,GunslingerElectronictoy_Menu,,,
,,,,,,,,BowDudeSagittarius_Menu,,,
Brawlidays2023,TRUE,sc/background_brawlidays2023.sc,bgr_brawlidays2023,,,,,Xmas_menu,sfx/brawl_xmas_load_01.ogg,,button_cctv
LNY24,TRUE,sc/background_lny24.sc,bgr_lny24,,,,,Retro_Fight_Menu,sfx/brawl_fighting_load_01.ogg,sc/loading_lny2024.sc,
Cartoon,TRUE,sc/background_cartoon.sc,bgr_cartoon,,,,,Brawly_Toonz_Menu,sfx/brawly_toonz_loading_01.ogg,sc/loading_cartoon.sc,
Superbrawl,TRUE,sc/background_superbrawl.sc,bgr_superbrawl,,,,,Highschool_Menu,sfx/monster_university_loading_01.ogg,sc/loading_lny2024.sc,
Carnaval,TRUE,sc/background_carnaval.sc,bgr_carnaval,sc/ui.sc,particle_snow_,Snow,2,Footbrawl_menu_muzak,sfx/brawl_fighting_load_01.ogg,sc/loading_lny2024.sc,
,,,,,,,,,,,
piper_1,TRUE,sc/background_piper.sc,bgr_piper,,,,,MenuMusic,,,
Sands,TRUE,sc/background_sands.sc,bgr_sands,,,,,Brawzaar_menu_muzak,sfx/hindu_brawl_loading_01.ogg,sc/loading_sands.sc,
Ragnarok,TRUE,sc/background_ragnarok.sc,bgr_ragnarok,,,,,Ragnarok_Menu,sfx/ragnarok_load_01.ogg,sc/loading_ragnarok.sc,
LoveSwamp,TRUE,sc/background_love_swamp.sc,bgr_loveswamp,,,,,Loveswamp_Menu,sfx/swampoflove_load_01.ogg,,
Melody,TRUE,sc/background_melody.sc,bgr_melody,,,,,Kpop_Menu,sfx/kpop_load_01.ogg,sc/loading_melodie.sc,
BabyShark,TRUE,sc/background_babyshark.sc,bgr_babyshark,,,,,Babyshark_Menu,sfx/babyshark_load_01.ogg,sc/loading_babyshark.sc,
MechaLeon,TRUE,sc/background_mecha_leon.sc,bgr_mecha_leon,,,,,MechMenuMusic,sfx/brawl_robotfactory_load_01.ogg,sc/loading_leon_mecha.sc,
,,,,,,,,,,,
bull_1,TRUE,sc/background_bull.sc,bgr_bull,,,,,bull_Taurus_Menu,,,
Enchanted2024,,sc/background_enchantedforest.sc,bgr_enchanted,,,,,Brawl_Enchanted_Forest_Menu,sfx/enchanted_forest_loading_01.ogg,,
Godzilla,,sc/background_godzilla.sc,bgr_godzilla,,,,,Godzilla_Menu,sfx/brawl_godzilla_load_01.ogg,sc/loading_godzilla.sc,
Hackers,,sc/background_hackers.sc,bgr_hackers,,,,,Brawl_Haxx0r_M3nu,sfx/brawl_cyberhax_load_01.ogg,sc/loading_hackers.sc,
Madevil,,sc/background_madevil.sc,bgr_madevil,sc/ui.sc,particle_ember_,Ember,2,Draco_Madevil_Menu,sfx/brawl_metal_load_01.ogg,sc/loading_draco.sc,
Velocirapids2024,,sc/background_velocirapids2023.sc,bgr_velocirapids2023,,,,,Summer_Brawl_Menu_Muzak,sfx/brawl_jungle_loading_01.ogg,sc/loading_velocirapids.sc,
fang_1,,sc/background_fang.sc,bgr_fang,,,,,FangUltramanTigaToy_Menu,,sc/loading_atm.sc,
