TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU,Can't join team. You don't have enough Club Tickets!,لا يمكنك الانضمام إلى الفريق. لا تملك عددًا كافيًا من تذاكر الاتحاد.,无法加入小队，您的门票数量不足！,無法加入小隊，你的入場券數量不足！,Team konnte nicht beigetreten werden. Du hast nicht genug Clubtickets!,No es posible unirse al equipo. ¡No tienes suficientes tiques del club!,Et voi liittyä joukkueeseen. Sinulla ei ole tarpeeksi jengilippuja!,Impossible de rejoindre l'équipe. Vous n'avez pas assez de tickets.,לא ניתן להצטרף לקבוצה. אין לך מספיק כרטיסי מועדון!,Gagal bergabung ke tim: Kamu tidak memiliki Tiket Geng yang cukup!,Impossibile unirsi alla squadra. Non hai abbastanza biglietti del club.,クラブチケットが足りないため、チームに参加できません。,팀 가입 실패: 클럽 티켓이 부족합니다!,Tidak dapat menyertai pasukan. Anda tidak mempunyai tiket kelab yang cukup!,Aansluiten bij team mislukt. Je hebt niet genoeg clubtickets.,Nie można dołączyć do drużyny. Nie masz wystarczająco biletów klubowych!,Não é possível entrar na equipe. Você não tem ingressos suficientes!,Нельзя вступить в команду. У тебя не хватает билетов клуба!,ไม่สามารถเข้าร่วมทีมได้ คุณมีตั๋วคลับไม่เพียงพอ!,Takıma katılamadın. Kulüp biletin yetersiz.,Không thể gia nhập đội. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU,Can't invite. You don't have enough Club Tickets!,الدعوة غير ممكنة. لا تملك عددًا كافيًا من تذاكر الاتحاد.,无法邀请，您的门票数量不足！,無法邀請，你的入場券數量不足！,Einladung nicht möglich. Du hast nicht genug Clubtickets!,No es posible enviar la invitación. ¡No tienes suficientes tiques del club!,Kutsun lähetys ei onnistu. Sinulla ei ole tarpeeksi jengilippuja!,Invitation impossible. Vous n'avez pas assez de tickets.,לא ניתן להזמין. אין לך מספיק כרטיסי מועדון!,Gagal mengundang: Kamu tidak memiliki Tiket Geng yang cukup!,Errore nell'invito. Non hai abbastanza biglietti del club.,クラブチケットが足りないため、招待できません。,초대 실패: 클럽 티켓이 부족합니다!,Tidak dapat jemput. Anda tidak mempunyai tiket kelab yang cukup!,Uitnodigen mislukt. Je hebt niet genoeg clubtickets.,Nie można wysłać zaproszenia. Nie masz wystarczająco biletów klubowych!,Não é possível convidar. Você não tem ingressos suficientes!,Нельзя пригласить. У тебя не хватает билетов клуба!,ไม่สามารถเชิญได้ คุณมีตั๋วคลับไม่เพียงพอ!,Davet edilemiyor. Kulüp biletin yetersiz.,Không thể mời. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER,Can't invite. Player doesn't have enough Club Tickets!,الدعوة غير ممكنة. لا يملك اللاعب عددًا كافيًا من تذاكر الاتحاد.,无法邀请，玩家门票数量不足！,無法邀請，玩家入場券數量不足！,Einladung nicht möglich. Spieler hat nicht genug Clubtickets!,No es posible enviar la invitación. ¡El jugador no tiene suficientes tiques del club!,Kutsun lähetys ei onnistu. Pelaajalla ei ole tarpeeksi jengilippuja!,Invitation impossible. Le joueur n'a pas assez de tickets.,לא ניתן להזמין. לשחקן אין מספיק כרטיסי מועדון!,Gagal mengundang: Pemain tidak memiliki Tiket Geng yang cukup!,Errore nell'invito. Il giocatore non ha abbastanza biglietti del club.,このプレイヤーはクラブチケットが足りないため、招待できません。,초대 실패: 플레이어가 가진 클럽 티켓이 부족합니다!,Tidak dapat jemput. Pemain tidak mempunyai tiket kelab yang cukup!,Uitnodigen mislukt. Deze speler heeft niet genoeg clubtickets.,Nie można wysłać zaproszenia. Gracz nie ma wystarczająco biletów klubowych!,Não é possível convidar. O jogador não tem ingressos suficientes!,Нельзя пригласить. У игрока не хватает билетов клуба!,ไม่สามารถเชิญได้ ผู้เล่นมีตั๋วคลับไม่เพียงพอ!,Davet edilemiyor. Oyuncunun kulüp bileti yetersiz.,Không thể mời. Người chơi không có đủ Vé Câu lạc bộ!
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1> : <NUM1>%\nRare Brawler : <NUM2>%<GAR_HERO_1>\nSuper Rare Brawler : <NUM3>%<GAR_HERO_2>\nEpic Brawler : <NUM4>%<GAR_HERO_3>\nMythic Brawler : <NUM5>%<GAR_HERO_4>\nLegendary Brawler : <NUM6>%<GAR_HERO_5>\nStar Power : <NUM7>%<GAR_STAR_POWER>\nGadget : <NUM8>%<GAR_ACCESSORY>\nGear Tokens: <NUM9>%,\n\n<CATEGORY1> : <NUM1>%\nبطل نادر: <NUM2>%<GAR_HERO_1>\nبطل بالغ الندرة: <NUM3>%<GAR_HERO_2>\nبطل استثنائي: <NUM4>%<GAR_HERO_3>\nبطل خرافي: <NUM5>%<GAR_HERO_4>\nبطل أسطوري: <NUM6>%<GAR_HERO_5>\nقدرة خاصة: <NUM7>%<GAR_STAR_POWER>\nجهاز: <NUM8>%<GAR_ACCESSORY>\nأقراص العتاد: <NUM9>%,\n\n<CATEGORY1>：<NUM1>%\n稀有英雄：<NUM2>%<GAR_HERO_1>\n超稀有英雄：<NUM3>%<GAR_HERO_2>\n史诗英雄：<NUM4>%<GAR_HERO_3>\n神话英雄：<NUM5>%<GAR_HERO_4>\n传奇英雄：<NUM6>%<GAR_HERO_5>\n星徽之力：<NUM7>%<GAR_STAR_POWER>\n随身妙具：<NUM8>%<GAR_ACCESSORY>\n装备零件：<NUM9>%,\n\n<CATEGORY1>：<NUM1>%\n稀有英雄：<NUM2>%<GAR_HERO_1>\n超稀有英雄：<NUM3>%<GAR_HERO_2>\n史詩英雄：<NUM4>%<GAR_HERO_3>\n神話英雄：<NUM5>%<GAR_HERO_4>\n傳奇英雄：<NUM6>%<GAR_HERO_5>\n能力之星：<NUM7>%<GAR_STAR_POWER>\n武裝配件：<NUM8>%<GAR_ACCESSORY>\n裝置代幣：<NUM9>%,\n\n<CATEGORY1>: <NUM1> %\nSeltener Brawler: <NUM2> %<GAR_HERO_1>\nSuperseltener Brawler: <NUM3> %<GAR_HERO_2>\nEpischer Brawler: <NUM4> %<GAR_HERO_3>\nMythischer Brawler: <NUM5> %<GAR_HERO_4>\nLegendärer Brawler: <NUM6> %<GAR_HERO_5>\nStarpower: <NUM7> %<GAR_STAR_POWER>\nGadget: <NUM8> %<GAR_ACCESSORY>\nAusrüstungsmarken: <NUM9> %,\n\n<CATEGORY1>: <NUM1> %\nBrawler especial: <NUM2> %<GAR_HERO_1>\nBrawler superespecial: <NUM3> %<GAR_HERO_2>\nBrawler épico: <NUM4> %<GAR_HERO_3>\nBrawler mítico: <NUM5> %<GAR_HERO_4>\nBrawler legendario: <NUM6> %<GAR_HERO_5>\nHabilidad estelar: <NUM7> %<GAR_STAR_POWER>\nGadget: <NUM8> %<GAR_ACCESSORY>\nFichas de refuerzo: <NUM9> %,\n\n<CATEGORY1>: <NUM1> %\nharvinainen rämäpää: <NUM2> % <GAR_HERO_1>\nsuperharvinainen rämäpää: <NUM3> %<GAR_HERO_2>\neeppinen rämäpää: <NUM4> %<GAR_HERO_3>\nmyyttinen rämäpää: <NUM5> %<GAR_HERO_4>\nlegendaarinen rämäpää: <NUM6> %<GAR_HERO_5>\ntähtivoima: <NUM7> %<GAR_STAR_POWER>\nvaruste: <NUM8> %<GAR_ACCESSORY>\nvaihdepoletit: <NUM9> %,\n\n<CATEGORY1> : <NUM1> %\nBrawler rare : <NUM2> % <GAR_HERO_1>\nBrawler super rare : <NUM3> % <GAR_HERO_2>\nBrawler épique : <NUM4> % <GAR_HERO_3>\nBrawler mythique : <NUM5> % <GAR_HERO_4>\nBrawler légendaire : <NUM6> % <GAR_HERO_5>\nPouvoir star : <NUM7> % <GAR_STAR_POWER>\nGadget : <NUM8> % <GAR_ACCESSORY>\nJetons d'équipement : <NUM9> %,\n\n<CATEGORY1> : <NUM1>%\nבראולר נדיר : <NUM2>%<GAR_HERO_1>\nבראולר נדיר במיוחד : <NUM3>%<GAR_HERO_2>\nבראולר אדיר : <NUM4>%<GAR_HERO_3>\nבראולר מדהים : <NUM5>%<GAR_HERO_4>\nבראולר אגדי : <NUM6>%<GAR_HERO_5>\nכוח כוכב : <NUM7>%<GAR_STAR_POWER>\nגאדג‘ט : <NUM8>%<GAR_ACCESSORY>\nטוקנים לציוד: <NUM9>%,\n\n<CATEGORY1>: <NUM1>%\nJagoan Langka: <NUM2>%<GAR_HERO_1>\nJagoan Super Langka: <NUM3>%<GAR_HERO_2>\nJagoan Epik: <NUM4>%<GAR_HERO_3>\nJagoan Mistis: <NUM5>%<GAR_HERO_4>\nJagoan Legendaris: <NUM6>%<GAR_HERO_5>\nKekuatan Bintang: <NUM7>%<GAR_STAR_POWER>\nGadget: <NUM8>%<GAR_ACCESSORY>\nToken Buster: <NUM9>%,\n\n<NUM1>% per <CATEGORY1>\n<NUM2>% per i brawler rari <GAR_HERO_1>\n<NUM3>% per i brawler super rari <GAR_HERO_2>\n<NUM4>% per i brawler epici <GAR_HERO_3>\n<NUM5>% per i brawler mitici <GAR_HERO_4>\n<NUM6>% per i brawler leggendari <GAR_HERO_5>\n<NUM7>% per le abilità stellari <GAR_STAR_POWER>\n<NUM8>% per i gadget <GAR_ACCESSORY>\n<NUM9>% per gettoni equipaggiamento,\n\n<CATEGORY1>：<NUM1>％\nレアキャラクター：<NUM2>％<GAR_HERO_1>\nスーパーレアキャラクター：<NUM3>％<GAR_HERO_2>\nハイパーレアキャラクター：<NUM4>％<GAR_HERO_3>\nウルトラレアキャラクター：<NUM5>％<GAR_HERO_4>\nレジェンドレアキャラクター：<NUM6>％<GAR_HERO_5>\nスターパワー：<NUM7>％<GAR_STAR_POWER>\nガジェット：<NUM8>％<GAR_ACCESSORY>\nギアトークン：<NUM9>％,\n\n<CATEGORY1> : <NUM1>%\n희귀 브롤러 : <NUM2>%<GAR_HERO_1>\n초희귀 브롤러 : <NUM3>%<GAR_HERO_2>\n영웅 브롤러 : <NUM4>%<GAR_HERO_3>\n신화 브롤러 : <NUM5>%<GAR_HERO_4>\n전설 브롤러 : <NUM6>%<GAR_HERO_5>\n스타 파워 : <NUM7>%<GAR_STAR_POWER>\n가젯 : <NUM8>%<GAR_ACCESSORY>\n기어 토큰: <NUM9>%,\n\n<CATEGORY1> : <NUM1>%\nBrawler Jarang : <NUM2>%<GAR_HERO_1>\nBrawler Superjarang : <NUM3>%<GAR_HERO_2>\nBrawler Epik : <NUM4>%<GAR_HERO_3>\nBrawler Mitos : <NUM5>%<GAR_HERO_4>\nBrawler Legenda : <NUM6>%<GAR_HERO_5>\nKuasa Bintang : <NUM7>%<GAR_STAR_POWER>\nAlat : <NUM8>%<GAR_ACCESSORY>\nToken Pelengkap: <NUM9>%,\n\n<CATEGORY1>: <NUM1>%\nZeldzame knokker: <NUM2>%<GAR_HERO_1>\nSuperzeldzame knokker: <NUM3>%<GAR_HERO_2>\nEpische knokker: <NUM4>%<GAR_HERO_3>\nMythische knokker: <NUM5>%<GAR_HERO_4>\nLegendarische knokker: <NUM6>%<GAR_HERO_5>\nSterrenkracht: <NUM7>%<GAR_STAR_POWER>\nGadget: <NUM8>%<GAR_ACCESSORY>\nUitrustingstokens: <NUM9>%,\n\n<CATEGORY1>: <NUM1>%\nRzadki Zadymiarz: <NUM2>%<GAR_HERO_1>\nBardzo rzadki Zadymiarz: <NUM3>%<GAR_HERO_2>\nEpicki Zadymiarz: <NUM4>%<GAR_HERO_3>\nMityczny Zadymiarz: <NUM5>%<GAR_HERO_4>\nLegendarny Zadymiarz: <NUM6>%<GAR_HERO_5>\nGwiezdna moc: <NUM7>%<GAR_STAR_POWER>\nGadżet: <NUM8>%<GAR_ACCESSORY>\nŻetony wyposażenia: <NUM9>%,\n\n<CATEGORY1>: <NUM1>%\nBrawler raro: <NUM2>%<GAR_HERO_1>\nBrawler super-raro: <NUM3>%<GAR_HERO_2>\nBrawler épico: <NUM4>%<GAR_HERO_3>\nBrawler mítico: <NUM5>%<GAR_HERO_4>\nBrawler lendário: <NUM6>%<GAR_HERO_5>\nPoder de estrela: <NUM7>%<GAR_STAR_POWER>\nAcessório: <NUM8>%<GAR_ACCESSORY>\nFichas de engrenagem: <NUM9>%,\n\n<CATEGORY1>: <NUM1> %\nРедкий боец: <NUM2> %<GAR_HERO_1>\nСверхредкий боец: <NUM3> %<GAR_HERO_2>\nЭпический боец: <NUM4> %<GAR_HERO_3>\nМифический боец: <NUM5> %<GAR_HERO_4>\nЛегендарный боец: <NUM6> %<GAR_HERO_5>\nЗвёздная сила: <NUM7> %<GAR_STAR_POWER>\nГаджет: <NUM8> %<GAR_ACCESSORY>\nЖетоны снаряжения: <NUM9> %,\n\n<CATEGORY1> : <NUM1>%\nบรอวเลอร์ระดับแรร์ : <NUM2>%<GAR_HERO_1>\nบรอว์เลอร์ระดับซูเปอร์แรร์ : <NUM3>%<GAR_HERO_2>\nบรอว์เลอร์ระดับอีปิค : <NUM4>%<GAR_HERO_3>\nบรอว์เลอร์ระดับมีธิค : <NUM5>%<GAR_HERO_4>\nบรอว์เลอร์ระดับเลเจนดารี : <NUM6>%<GAR_HERO_5>\nพลังดวงดาว : <NUM7>%<GAR_STAR_POWER> \nอุปกรณ์เสริม : <NUM8>%<GAR_ACCESSORY>\nโทเค็นเครื่องมือ: <NUM9>%,\n\n<CATEGORY1> : %<NUM1>\nEnder savaşçı : %<NUM2><GAR_HERO_1>\nSüper ender savaşçı : %<NUM3><GAR_HERO_2>\nDestansı savaşçı : %<NUM4><GAR_HERO_3>\nGizemli savaşçı : %<NUM5><GAR_HERO_4>\nEfsanevi savaşçı : %<NUM6><GAR_HERO_5>\nYıldız gücü : %<NUM7><GAR_STAR_POWER>\nAksesuar : %<NUM8><GAR_ACCESSORY>\nEşya jetonu : %<NUM9>,\n\n<CATEGORY1>: <NUM1>%\nChiến binh Brawl Hiếm: <NUM2>%<GAR_HERO_1>\nChiến binh Brawl Siêu Hiếm: <NUM3>%<GAR_HERO_2>\nChiến binh Brawl Quý hiếm: <NUM4>%<GAR_HERO_3>\nChiến binh Brawl Thần thoại: <NUM5>%<GAR_HERO_4>\nChiến binh Brawl Huyền thoại: <NUM6>%<GAR_HERO_5>\nSức mạnh Sao: <NUM7>%<GAR_STAR_POWER>\nPhụ kiện: <NUM8>%<GAR_ACCESSORY>\nThẻ Trang bị: <NUM9>%
TID_GEAR_SHIELD_INFO,"Gain extra <NUM> HEALTH as a consumable SHIELD. The shield regenerates in 10 seconds, when at full health.",احصل على <NUM> من الصحة في صورة درع قابل للاستهلاك. سيتجدد الدرع بعد 10 ثوان عند اكتمال نقاط الصحة.,获得一个生命值为<NUM>的承伤护盾。英雄生命值全满状态下，护盾生命值会在10秒内完全恢复。,在英雄生命值全滿的狀態下會產生消耗型護盾，護盾會在10秒內升至最大值<NUM>。,"Erhalte <NUM> EXTRA-TP als SCHILD. Dieser regeneriert sich innerhalb von 10 Sekunden, wenn du volle TP hast.",El brawler recibe un ESCUDO de <NUM> puntos de SALUD. El escudo se regenera en 10 segundos cuando el brawler tiene la salud al máximo.,"Antaa <NUM> lisäpistettä ELINVOIMAA kuluvana SUOJANA. Suoja palautuu 10 sekunnissa, kun elinvoima on täysi.",Offre <NUM> points de santé sous la forme d'un bouclier. Le bouclier est régénéré en 10 secondes lorsque la santé est au maximum.,תוספת <NUM> בריאות כמגן הניתן לצריכה. המגן מתחדש בתוך 10 שניות במצב בריאות מלא.,Memberikan <NUM> KESEHATAN ekstra sebagai PERISAI habis pakai. Perisai akan terisi kembali setiap 10 detik saat kesehatan Jagoan penuh.,Dà al brawler uno SCUDO danneggiabile da <NUM> PUNTI SALUTE che si rigenera in 10 secondi quando il brawler ha la salute piena.,消費型のシールドとして最大HPを<NUM>増強する。キャラクターのHPが満タンになると、10秒後にシールドが全回復する。,"소모성 보호막으로서 <NUM>HP를 추가로 얻습니다. 브롤러의 HP가 가득 차면, 10초 후 보호막이 완전히 회복됩니다.",Mendapat <NUM> NILAI NYAWA tambahan sebagai PELINDUNG guna habis. Pelindung menjana semula dalam 10 saat apabila nilai nyawa penuh.,Krijg <NUM> extra levenspunten in de vorm van een schild. Het schild herstelt zich in 10 seconden wanneer je gezondheidsbalk vol is.,Daje dodatkowe <NUM> PKT ŻYCIA w postaci zużywalnej TARCZY. Tarcza regeneruje życie w 10 sekund przy maks. liczbie punktów życia.,Ganha <NUM> PONTOS DE VIDA extras como ESCUDO. O escudo se regenera em 10 segundos com 100% de saúde,Добавляет ЩИТ с <NUM> очк. ЗДОРОВЬЯ. При полном запасе здоровья щит восстанавливается за 10 секунд.,ได้พลังชีวิตเพิ่มเติม <NUM> หน่วยเป็นโล่ป้องกันที่ใช้แล้วหมดไป โล่จะฟื้นฟูพลังชีวิตทุกๆ 10 วินาทีเมื่อพลังชีวิตเต็ม,"Ekstra <NUM> sağlık kazandıran bir kalkan verir. Bu kalkan, sağlık tam dolu olduğunda 10 saniyede onarılır.",Nhận thêm <NUM> MÁU dưới dạng KHIÊN CHẮN tiêu hao. Khiên chắn khôi phục sau 10 giây khi chiến binh brawl đầy máu.
TID_CLUB_LEAGUE_TICKETS_GET_MORE_ONE,Get one more Golden Ticket!,احصل على تذكرة ذهبية أخرى!,再获取1张金色门票！,再獲得1張黃金入場券！,Bekomme ein weiteres Goldenes Ticket!,¡Consigue otro tique de oro!,Hanki yksi kultainen lippu lisää!,Obtenez un ticket d'or supplémentaire !,קבל עוד כרטיס זהב אחד!,Dapatkan satu Tiket Emas lagi!,Ottieni un altro biglietto d'oro!,ゴールドチケットをもう1枚入手できます！,골드 티켓 1장을 더 획득하세요!,Dapatkan satu lagi Tiket Emas!,Verkrijg één extra gouden ticket!,Zdobądź jeszcze jeden złoty bilet!,Obtenha mais um ingresso dourado!,Получи ещё один золотой билет!,รับตั๋วทองคำเพิ่ม 1 ใบ!,Bir altın bilet daha alabilirsin!,Nhận thêm một Vé Vàng!
TID_CLUB_LEAGUE_TICKETS_GET_MORE_UP_TO_NUM,Get up to <NUM> more Golden Tickets!,اجمع حتى <NUM> من التذاكر الذهبية الإضافية!,最多还可获取<NUM>张金色门票！,最多還可獲得<NUM>張黃金入場券！,Bekomme bis zu <NUM> weitere Goldene Tickets!,¡Consigue hasta <NUM> tiques de oro más!,Hanki jopa <NUM> kultaista lippua lisää!,Obtenez jusqu'à <NUM> tickets d'or supplémentaires !,קבלו עד <NUM> כרטיסי זהב נוספים! ,Dapatkan hingga <NUM> Tiket Emas lagi!,Ottieni fino a <NUM> biglietti d'oro in più!,最大<NUM>枚のゴールドチケットを入手できます！,최대 <NUM>장의 골드 티켓을 더 획득하세요!,Dapatkan sehingga <NUM> Tiket Emas tambahan!,Verkrijg tot <NUM> extra gouden tickets!,Uzyskaj więcej złotych biletów — nawet <NUM>!,Obtenha até <NUM> mais ingressos dourados!,Получи больше золотых билетов (до <NUM>)!,ได้ตั๋วทองคำเพิ่มสูงสุดถึง <NUM> ใบ!,<NUM> altın bilet daha alabilirsin!,Nhận thêm lên đến <NUM> Vé Vàng!
TID_CLUB_LEAGUE_TICKET_NOT_ENOUGH_SPACE,Not enough space,المساحة لا تكفي,空间不足,空間不足,Nicht genug Platz,¡No hay espacio suficiente!,Ei tarpeeksi tilaa,Pas assez d'espace,אין מספיק מקום,Penyimpanan sudah penuh,Spazio insufficiente,所有数が上限に達しています,보유 한도에 도달했습니다!,Tidak cukup ruang,Niet genoeg ruimte,Za mało miejsca,Espaço insuficiente,Не хватает места,ที่ว่างไม่เพียงพอ,Yer yok.,Không đủ chỗ chứa
TID_REWARD_INFO_RESOURCE_CLUBCOINS,<AMOUNT> Club Coins claimed,تم تحصيل <AMOUNT> من نقود الاتحاد,已领取<AMOUNT>枚战队币,已領取<AMOUNT>枚戰隊幣,<AMOUNT> Clubmünzen bekommen,<AMOUNT> monedas del club reclamadas,<AMOUNT> jengikolikkoa lunastettu,<AMOUNT> pièces de club récupérées,התקבלו <AMOUNT>מטבעות מועדון,<AMOUNT> Koin Geng diklaim,<AMOUNT> monete del club riscosse,<AMOUNT>クラブコインを回収しました,클럽 코인 <AMOUNT>개 획득,<AMOUNT> syiling kelab dikumpul,<AMOUNT> clubmunten opgehaald,Odebrane monety klubowe: <AMOUNT>,<AMOUNT> moedas do clube coletadas,Получены монеты клуба (<AMOUNT>),รับเหรียญคลับไปแล้ว <AMOUNT> เหรียญ,<AMOUNT> kulüp altını aldın.,Đã nhận <AMOUNT> Xu CLB
TID_REWARD_INFO_RESOURCE_GEARSCRAP,<AMOUNT> Scrap claimed,تم تحصيل <AMOUNT> من الخردة,已领取<AMOUNT>块装备碎片,已領取<AMOUNT>塊神奇碎片,<AMOUNT> Fragmente bekommen,<AMOUNT> piezas de chatarra reclamadas,<AMOUNT> osaa lunastettu,<AMOUNT> unités de ferraille récupérées,התקבלו <AMOUNT> גרוטאות,<AMOUNT> Fragmen diklaim,<AMOUNT> frammenti ritirati,<AMOUNT>スクラップを回収しました,스크랩 <AMOUNT>개 획득,<AMOUNT> sekerap dikumpul,<AMOUNT> stuks schroot opgehaald,Odebrany złom: <AMOUNT>,<AMOUNT> de sucata coletada,Получены детали (<AMOUNT>),รับเศษเครื่องมือไปแล้ว <AMOUNT> ชิ้น,<AMOUNT> parça aldın.,Đã nhận <AMOUNT> Mảnh vụn
