"TID","AR"
"TID_SHOTGUN_BLAST_DESC","نمی‌تونه ده قدم جلوتر از خودش رو ببینه، اما اصلا نیازی نداره! تفنگ شکاری دولولش می‌تونه در یک اصطبل رو از جا بکنه."
"TID_CHARGE","بولدوزر"
"TID_CHARGE_DESC","بوفالو همیشه سرش درد می‌کرده واسه دردسره. واسه همین کله‌اش رو میزاره زمین و مثل بولدوزر از روی حریفا و موانع رد می‌شه."
"TID_ROCKET_GIRL","براک"
"TID_ROCKET_GIRL_DESC","وقتی کل زمین جنگ رو چراغونی نمی‌کنه، زمین رقص رو غرق در نور و شادی می‌کنه."
"TID_FIREWORKS_WEAPON","راکت پر قدرت"
"TID_FIREWORKS_WEAPON_DESC","براک با یه راکت پر قدرت تا اون دور دورا پرواز می‌کنه."
"TID_FIREWORKS_ULTI","راکت بارون"
"TID_FIREWORKS_ULTI_DESC","براک فقط دلش می‌خواد ببینه شما غرق در راکت بارونید: یک سیل انفجاری که دشمنها و موانع رو با خودش می‌بره."
"TID_TNT_DUDE","داینامایک"
"TID_TNT_DUDE_DESC","داینامایک یک معدنچی بازنشسته است که دلش واسه شغل محبوبش تنگ می‌شه: منفجر کردن همه چی!"
"TID_MORTAR","فیوز قطع"
"TID_MORTAR_DESC","مایک با اعصاب ضعیفش همیشه نزدیکه که فیوز بپرونه و منفجر بشه، درست مثل دو تا تیکه دینامیت روشنی که میندازه سمت حریف."
"TID_MORTAR_ULTI","بشکه بوم"
"TID_MORTAR_ULTI_DESC","یک بشکه پر از دینامیت که همه چیز رو می‌پوکونه. دشمنها از موج انفجار پرت می‌شن عقب!"
"TID_LUCHADOR","ال‌پریمو"
"TID_LUCHADOR_DESC","یک شهاب سنگ از فضا به سر ال‌پریمو برخورد کرده و بهش قدرت ابر انسانی و جذبه بی بدیل داده."
"TID_LUCHADOR_WEAPON","مشت خشم"
"TID_LUCHADOR_WEAPON_DESC","ال‌پریمو چهار تا مشت خشمگین حواله می‌کنه.\nمی‌شه یه ساندویچ مشتی فلفلی!"
"TID_LUCHADOR_ULTI","البو دراپ پرنده"
"TID_LUCHADOR_ULTI_DESC","ال‌پریمو می‌پره بالا و با آرنج‌هاش روی هر کی که فرود بیاد خورد و خاکشیر می‌شه!"
"TID_TRICKSHOT_DUDE","ریوچت"
"TID_TRICKSHOT_DUDE_DESC","آدم‌آهنی که سابقا شغلش آب‌حوض کشی بوده، با اومدن مدل‌های جدید از رده خارج شده. ریوچت با مهارت عجیبش در محاسبه زوابا، می‌خواد جنگجوی بزرگی بشه."
"TID_TRICKSHOT_DUDE_WEAPON","فشنگ‌های جهنده"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","فشنگ‌های ریوچت به هر چی بخوره برمی‌گرده به غیر از حریفاش. حتی وقتی یک جا قایم شدن هم، فشنگ‌ها بهشون اصابت می‌کنه."
"TID_TRICKSHOT_DUDE_ULTI","شلیک مشقی"
"TID_TRICKSHOT_DUDE_ULTI_DESC","ریوچت یک رشته گلوله پشت سر هم شلیک می‌کنه که به دشمن‌ها اصابت می‌کنه، به دیوار می‌خوره و برمی‌گرده."
"TID_CACTUS","اسپایک"
"TID_CACTUS_DESC","این صحرا نورد غریب و مرموز، آخرین نفر از نوع خودشه.\nشایدم نه...؟"
"TID_CACTUS_WEAPON","نارنجک سوزنی"
"TID_CACTUS_WEAPON_DESC","اسپایک یک کاکتوس کوچولو پرت می‌کنه که منفجر می‌شه و تیغ‌هاش به اطراف پرت می‌شه."
"TID_CACTUS_ULTI","همین دور و برا باش!"
"TID_CACTUS_ULTI_DESC","اسپایک همه جوانه‌ها رو کاکتوس پارتی دعوت می‌کنه! هر دشمنی که اون اطراف باشه، آسیب می‌بینیه و کند می‌شه."
"TID_BARKEEP","بارلی"
"TID_BARKEEP_DESC","بارلی فقط می‌خواد یک کافه‌چی معمولی باشه. ولی کافیه رو اعصابش راه بری، از گوش‌هاش بخار بیرون می‌زنه و بطری‌ها تو هوا به پرواز درمیان!"
"TID_BARKEEP_WEAPON","رقیق نشده"
"TID_BARKEEP_WEAPON_DESC","بارلی یک بطری رو کمونی پرتاب می‌کنه، می‌شکنه و همه محتویاتش رو زمین پخش می‌شه. هر دشمنی که پاش توی مایع فاسد کننده بره، آسیب می‌بینه."
"TID_BARKEEP_ULTI","دور آخر"
"TID_BARKEEP_ULTI_DESC","این یکی رو دیگه مهمون ما باشید! بارلی یک سری بطری آتشین رو پرت می‌کنه و یک منطقه وسیعی رو شعله‌ور می‌کنه. اوی! آدم بدا! بریزید بیرون!"
"TID_MECHANIC","جسی"
"TID_MECHANIC_DESC","جانکر جسی یک دختر روستایی نابغه است که از وسایل اوراقی و قراضه برجک اسلحه می‌سازه."
"TID_MECHANIC_WEAPON","تفنگ برقی"
"TID_MECHANIC_WEAPON_DESC","اختراع خود جسی. تفنگ برقی، گویی از انرژی شلیک می‌کنه که قبل از اینکه محو شه، می‌تونه 3 تا دشمن رو دنبال کنه."
"TID_MECHANIC_ULTI","اوراقی!"
"TID_MECHANIC_ULTI_DESC","جسی از قراضه‌ها یک برجک شلیک می‌سازه. یک نابغه واقعیه!"
"TID_SHAMAN","نیکیتا"
"TID_SHAMAN_DESC","«نیکیتا ریزه» آخرین شمن از نسل خودشه. حیوانی که روحش رو در خودش جا می‌ده، یک بچه خرس بزرگه."
"TID_SHAMAN_WEAPON","لرزه"
"TID_SHAMAN_WEAPON_DESC","نیکیتا موجی می‌فرسته که زمین رو می‌لرزونه. هر دشمنی که در محدوده موج باشه آسیب می‌بینه."
"TID_SHAMAN_ULTI","احضار خرس‌ها"
"TID_SHAMAN_ULTI_DESC","نیکیتا روح بچه خرس بزرگه رو احضار می‌کنه و دشمن‌ها رو تیکه و پاره میکنه."
"TID_UNDERTAKER","مورتیس"
"TID_UNDERTAKER_DESC","مورتیس گور کن مردم رو میذاره توی تابوت. بر خلاف قامت دراز و نحیف و سن و بالاش با سرعت باورنکردنی حرکت می‌کنه."
"TID_UNDERTAKER_WEAPON","بیل چرخون"
"TID_UNDERTAKER_WEAPON_DESC","برای اینکه واسه خودش فرصت شغلی ایجا کنه، به دشمنهها هجوم می‌بره و با چرخش بیلش دخلشون رو میاره."
"TID_UNDERTAKER_ULTI","شیره حیات"
"TID_UNDERTAKER_ULTI_DESC","مورتیس حجمی از خفاش‌های خون‌آشام رو فرا می‌خونه که در حالیکه جون به مورتیس برمی‌گرده، خفاش‌ها جون رو از تن دشمن‌ها می‌مکن. چندشه!‌"
"TID_CROW","کلاغ"
"TID_CROW_DESC","این موجود اسرارآمیز یکدفعه در شهر پیداش شد. هیچ کس جرات نمی‌کنه دم پرش بچرخه."
"TID_CROW_WEAPON","پرتاب چاقو"
"TID_CROW_WEAPON_DESC","کلاغ وقتی خنجرهای سمی پرت می‌کنه سه برابر خطرناکتر می‌شه. این دشنه‌ها به هر حریفی که بخورن، در طول زمان آسیب وارد می‌کنند."
"TID_CROW_ULTI","قاپیدن"
"TID_CROW_ULTI_DESC","کلاغ پرواز می‌کنه به سمت آسمون. هم در حال اوج گرفتن و هم در وقت فرود اومدن، حلقه‌ای از دشنه سمی دور خودش ایجاد می‌کنه."
"TID_DEAD_MARIACHI","پوکو"
"TID_DEAD_MARIACHI_DESC","بعد از اینکه همه هواداراش رفتن سراغ گروه رقیب، همه هم و غم پوکو شده پیدا کردن ملودی مناسب که هواداراش رو برگردونه."
"TID_DEAD_MARIACHI_WEAPON","آکورد قدرت"
"TID_DEAD_MARIACHI_WEAPON_DESC","پوکو به گیتار مکزیکیش زخمه می‌زنه و امواج ویرانگری به اطراف می‌فرسته. هر دشمنی که موج بهش اصابت کنه، آسیب می‌بینه."
"TID_DEAD_MARIACHI_ULTI","اجرای آخر"
"TID_DEAD_MARIACHI_ULTI_DESC","پوکو ملودی التیام بخشی اجرا می‌کنه که خودش و هم‌تیمی‌هاش رو درمان می‌کنه. اجرای آخر!"
"TID_BOW_DUDE","باو"
"TID_BOW_DUDE_DESC","باو، شکارچی عقاب و بهترین کمانداریه که قبیله به خودش دیده. تیرهاش انفجارین!"
"TID_BOW_DUDE_WEAPON","چشم عقاب"
"TID_BOW_DUDE_WEAPON_DESC","باو حجمی از تیرهای انفجاری رو از کمان رها می‌کنه که همچون چنگال عقاب، دشمنان رو از هم می‌دره."
"TID_BOW_DUDE_ULTI","تله عقاب"
"TID_BOW_DUDE_ULTI_DESC","روی زمین تله‌های انفجاری کار میذاره. هر دشمنی که روش پا بذاره منفجر می‌شه!"
"TID_SNIPER","پایپر"
"TID_SNIPER_DESC","پایپر پر طلا زاده همیشه شمع هر محفله. خیلی با کلاس و خانمه. تو کلاس تک تیراندازی هم شاگرد اوله."
"TID_SNIPER_WEAPON","چترنگ"
"TID_SNIPER_WEAPON_DESC","از نوک چترش تیری شلیک می‌کنه که هر چی دورتر پرواز می‌کنه، سرعتش بیشتر می‌شه!"
"TID_SNIPER_ULTI","ترکش"
"TID_SNIPER_ULTI_DESC","پایپر از دست خواستگارهای سمج فرار می‌کنه. هر چند براشون یک یادگاری میگذاره: با دامنش سه تا نارنجک فعال رو زمین پهن می‌کنه!"
"TID_MINIGUN_DUDE","پَم"
"TID_MINIGUN_DUDE_DESC","پَم یک شیر زنه که نظم رو در خانواده عریض و طویل جانکر برقرار می‌کنه."
"TID_MINIGUN_DUDE_WEAPON","طوفان قراضه"
"TID_MINIGUN_DUDE_WEAPON_DESC","پَم راه حل صاف و ساده‌ای برای کنار اومدن با آهن اوراقی داره: بیارش نزدیک و پرتش کن سمت دشمنها!"
"TID_MINIGUN_DUDE_ULTI","بوسه‌ی مرگ"
"TID_MINIGUN_DUDE_ULTI_DESC","ممکنه موقع دعوا، جاییتون زخم بشه. پَم می‌تونه حالتون رو بهتر کنه، کافی لمستون کنه با برجک اسلحه شفا بخشش!"
"TID_BONE_THROWER","استخون‌انداز"
"TID_BONE_THROWER_DESC","هیچی این هفت‌تیر‌کش کوچیک نیست! خیلی تو کار با مسلسل عظیمش ماهره. میتونه هر تعداد آدم بد که دلش می‌خواد لت و پار کنه. (سرعت حرکت آرام، ایمن در برابر هل به عقب)"
"TID_BONE_THROWER_WEAPON","مینی تفنگ"
"TID_BONE_THROWER_WEAPON_DESC","یک جوری راه میره و بیخیال رگباری شلیک می‌کنه که بقیه فکر می‌کنن استفاده از این سلاح ماشینی ساده است!"
"TID_BONE_THROWER_ULTI","مخزن پانسمان"
"TID_BONE_THROWER_ULTI_DESC","توی یک دعوایی که آدما رو هم اسلحه می‌کشن، ممکنه یکس، یک جاییش خراش برداره. مخزن پانسمان همه گروه رو برای جنگ حاضر و آماده نگه می‌داره!"
"TID_BLACK_HOLE","تارا"
"TID_BLACK_HOLE_DESC","پیشونی نوشتت چیه؟ این موجود اسرارآمیز از سرزمین‌های دور دست اومده تا فالت رو ببینه. رو پیشونیت نوشته: شکست!"
"TID_BLACK_HOLE_WEAPON","تاروت سوبل"
"TID_BLACK_HOLE_WEAPON_DESC","تا مچش رو خم می‌کنه عقب، سه تا کارت تاروت از آستینش به سمت دشمن شلیک می‌شه. چه حقه‌هایی که تو آستین نداره!"
"TID_BLACK_HOLE_ULTI","جاذبه"
"TID_BLACK_HOLE_ULTI_DESC","با قدرت تردستیش، تماشاچی‌ها رو میخکوب می‌کنه. هر کس که مبهوتش می‌شه، سرش به طرز دردناک و شدیدی ضربه می‌خوره!"
"TID_STAT_DAMAGE_PER_SECOND","آسیب در ثانیه"
"TID_STAT_DAMAGE_PER_SECOND_EACH","آسیب در ثانیه"
"TID_STAT_DAMAGE_PER_STRIKE","آسیب هر مشت"
"TID_ROBOT","کلانتر آهنین"
"TID_ROBOT_DESC","ساخته شده برای خدمت. دارای مجوز نابودی."
"TID_ROBOT_WEAPON","تک موشک‌انداز"
"TID_ROBOT_WEAPON_DESC","کلانتر آهنین با دقتی باورنکردنی تا فاصله‌های دور موشک پرتاب می‌کنه."
"TID_ROBOT_ULTI","کنترل جمعیت"
"TID_ROBOT_ULTI_DESC","وقتی شرایط اضطراری باشه، مامورین آهنین می‌تونن بارانی از موشک روی سر جماعت بینظم بریزن."
"TID_ARMOR_STAT","سلامت"
"TID_HEALTH","سلامت"
"TID_STAT_GRENADE_DAMAGE","آسیب هر نارنجک"
"TID_STAT_MISSILE_DAMAGE","آسیب هر موشک"
"TID_STAT_HEALTH","تحمل ضربه"
"TID_STAT_SPEED","سرعت"
"TID_STAT_DAMAGE","آسیب"
"TID_STAT_DAMAGE_PER_SHOT","آسیب هر فشنگ"
"TID_STAT_DAMAGE_PER_SHELL","آسیب هر لاک"
"TID_STAT_HAMMER_DAMAGE","آسیب هر 0.2 ثانیه"
"TID_BATTLE","جنگ"
"TID_QUIT","خروج"
"TID_MATCHMAKING_QUIT","خروج"
"TID_MATCHMAKING_HEADING","جستجوی بازیکنان"
"TID_MATCHMAKING_TIME_LABEL","بازی شروع میشه در:"
"TID_MATCHMAKING_PLAYERS","بازیکنان یافته شده <x>/<y>"
"TID_BUTTON_CANCEL","لغو"
"TID_BUTTON_OK","تایید"
"TID_ENTER_NAME_TITLE","به براول استار خوش اومدید!"
"TID_ENTER_NAME_BODY","اسمت چیه؟"
"TID_TIME_DAYS","روز"
"TID_TIME_HOURS","ساعت"
"TID_TIME_MINS","دقیقه"
"TID_TIME_SECS","ثانیه"
"TID_MATCHMAKING_TIME","وقت شروع <TIME>"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","خطا!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","سیستم شما و سرور همگام نیستند!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","بارگذاری مجدد بازی"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","خطای اتصال"
"TID_ERROR_POP_UP_CONNECTION_FAILED","نمی‌توان به سرور متصل شد. اتصال اینترنت را بررسی و دوباره امتحان کن."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","دوباره امتحان کن"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","خطای ورود به سیستم"
"TID_ERROR_POP_UP_LOGIN_FAILED","لطفاً بعداً دوباره امتحان کن."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","دوباره امتحان کن"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","کسی اونجا هست؟"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","برای بارگذاری مجدد بازی، روی دکمه پایینی کلیک کن."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","بارگذاری مجدد بازی"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","به‌روزرسانی موجود است!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","خبر خوش! نسخه جدید براول استار موجوده."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","به‌روزرسانی"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","فرصت تعمیر و نگهداری"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","متأسفیم، سرورها در دست تعمیر هستند. لطفاً بعداً دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","دوباره امتحان کن"
"TID_ERROR_POP_UP_BANNED_TITLE","محروم شدی!"
"TID_ERROR_POP_UP_BANNED","موقتاً محروم شدی"
"TID_ERROR_POP_UP_BANNED_BUTTON","تایید"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","تماس با مرکز پشتیبانی"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","اطلاعات بیشتر"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","اطلاعیه مهم"
"TID_INFO_POP_UP_IAP_NOTE","بازی براول استار رایگانه، اما می‌تونی با انجام خریدهای درون بازی سرعت پیشرفت خودت رو بیشتر کنی (می‌تونی این ویژگی رو در تنظیمات دستگاه غیرفعال کنی). برای پذیرش شرایط و خط‌مشی حریم خصوصی ما، روی «تأیید» ضربه بزن."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","تایید"
"TID_SERVER_ERROR_TITLE","خطای سرور <number>"
"TID_SERVER_ERROR","در طول نبرد ارتباطت قطع شد."
"TID_SERVER_ERROR_BUTTON","تایید"
"TID_COME_BACK_NOTIFICATION_SMALL","با یک جنگ دیگه موافقی؟"
"TID_COME_BACK_NOTIFICATION_MEDIUM","با یک جنگ دیگه موافقی؟"
"TID_COME_BACK_NOTIFICATION_LARGE","با یک جنگ دیگه موافقی؟"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","ارتباط قطع شد"
"TID_ERROR_POP_UP_CONNECTION_LOST","لطفاً دوباره وارد سیستم شو!"
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","ورود دوباره به سیستم"
"TID_TROPHIES","جام‌ها"
"TID_PRACTICE","جنگ با روبات"
"TID_READY","حاضر"
"TID_BATTLE_END_TITLE_VICTORY","پیروزی!"
"TID_BATTLE_END_TITLE_DEFEAT","تیم حریف برد"
"TID_BATTLE_END_TITLE_DRAW","تساوی"
"TID_BATTLE_END_TITLE_COOP_SURVIVAL","<TIME> دوام آورد"
"TID_BATTLE_END_DEATHMATCH_VICTORY","تو شماره یکی!"
"TID_BATTLE_END_DEATHMATCH_DEFEAT","رتبه: <RANK>"
"TID_BATTLE_END_TVST_DRAW_DESC","چون هر دو تیم مقدار مساوی کریستال جمع کردن، بازی مساوی شد!"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM","رئیس رو شکست می‌دی ظرف <TIME>"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","<TIME> دوام آوردی"
"TID_BATTLE_END_RETURN_HOME","بازگشت به خانه"
"TID_BATTLE_END_NEXT","بعدی"
"TID_BATTLE_END_TAP","برای ادامه ضربه بزن"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","جامی از مسابقه در برابر رباتها حاصل نشد"
"TID_BATTLE_END_XP_CAPPED","همه‌ی تجربه‌های رویداد جمع شد"
"TID_RESPAWNING","جون تازه در:\n<n1>"
"TID_TEAM_ENTRY_GAME_INFO","<MODE> در <LOC>"
"TID_TEAM_MEMBER_LEFT_0","اتاق رو ترک کردی."
"TID_TEAM_MEMBER_LEFT_1","از اتاق بیرونت کردن."
"TID_TEAM_MEMBER_LEFT_2","چون رویداد منقضی شده، اتاق لغو شد."
"TID_TEAM_MEMBER_LEFT_3","چون سازنده اتاق ترکش کرده، اتاق لغو شده."
"TID_TEAM_GAME_STARTING","شروع بازی"
"TID_TEAM_CODE_COPIED","کپی کردن کد به کلیپ‌بورد"
"TID_TEAM_ERROR_1","خطای سرور اتاق"
"TID_TEAM_ERROR_2","نمیشه به اتاق پیوست. اتاق پره."
"TID_TEAM_ERROR_3","نمیشه به اتاق پیوست. اتاق قبلا منحل شده."
"TID_TEAM_ERROR_4","نمیشه به اتاق پیوست. قفل هیچ کدوم از جنگجوهای لازم رو باز نکردی."
"TID_TEAM_ERROR_5","کد اتاق نامعتبر. لطفا بررسی کن که کد درست رو وارد می‌کنی."
"TID_TEAM_ERROR_6","اتاقی که کدش رو وارد کردی پیدا نشد."
"TID_TEAM_ERROR_7","نمیشه به اتاق پیوست. نمیشه به اتاقی بپیوندی که قبلا ازش بیرون انداخته شدی."
"TID_TEAM_ERROR_8","تنظیمات طرف‌ها رو چک کن. هر طرف فقط می‌تونه 3 تا بازیکن داشته باشه."
"TID_TEAM_ERROR_9","نمیشه به اتاق پیوست. قفل هیچ کدوم از جنگجوهای لازم رو باز نکردی."
"TID_TEAM_ERROR_10","نمیشه اتاق ایجاد کرد. همین الان توی یک اتاقی."
"TID_TEAM_ERROR_11","نمیشه اتاق ایجاد کرد. اتاق منقضی شده."
"TID_TEAM_ERROR_12","نمیشه به اتاق پیوست. اتاق منقضی شده."
"TID_TEAM_ERROR_14","نمیشه اتاق ایجاد کرد. این رویداد، بازی تیمی رو پشتیبانی نمی‌کنه."
"TID_TEAM_ERROR_15","نمیشه به اتاق پیوست. این اتاق در منطقه تو نیست."
"TID_TEAM_ERROR_16","نمیشه به اتاق پیوست. قفل رویداد این اتاق رو باز نکردی."
"TID_TEAM_ERROR_17","نمیشه بازی رو شروع کرد. جنگجوهای یکسان در اتاق ممنوعن."
"TID_TEAM_ERROR_18","نمیشه بازی رو شروع کرد. بازی برای تعمیر و نگهداری متوقف خواهد شد."
"TID_TEAM_ERROR_19","نمیشه وقتی سازنده اتاق آنلاینه، بیرونش کنی."
"TID_TEAM_ERROR_20","نمیشه مکان رو تغییر داد. تعداد اعضای این مکان زیادیه"
"TID_TEAM_ERROR_21","نمیشه بازی رو شروع کرد. بلیت به اندازه کافی نیست"
"TID_SELECT_LOCATION_TITLE","انتخاب مکان"
"TID_TEAM_SEARCH_INVALID_CODE","کد اتاق نامعتبر. لطفا بررسی کن که کد درست رو وارد می‌کنی."
"TID_TEAM_JOIN","پیوستن"
"TID_TEAM_CANCEL_READY","لغو"
"TID_TEAM_TEAMCODE","کد اتاق"
"TID_TEAM_TEAMCODE_DESC","با استفاده از این کد، دوستات می‌تونن به اتاق دسترسی داشته باشن."
"TID_TEAM_WAITING_FOR_PLAYER","دعوت با کد اتاق"
"TID_TEAMCREATE_EVENT","مکان"
"TID_TEAM_KICK","بیرون کردن"
"TID_TEAM_SWAP","تبادل طرف بازی"
"TID_TEAM_SWAP_HERE","اینجا مبادله کن"
"TID_TEAM_CREATOR_ONLY_FEATURE","فقط برای سازنده اتاق مجازه"
"TID_TEAM_TOGGLE_TEAM","عوض کردن طرف"
"TID_TEAM_SIDE_LABEL","طرف</c>"
"TID_TEAM_SIDE_2","<c999999>تصادفی</c>"
"TID_TEAM_SIDE_0","<cffd700>آ</c>"
"TID_TEAM_SIDE_1","<c00ffff>ب</c>"
"TID_BONUS_REWARD","جایزه اضافی برای 3 پیروزی:"
"TID_BONUS_REWARD_COLLECTED","جایزه اضافی دریافت شد"
"TID_INFO_SERVER_ERROR_TITLE","خطای سرور"
"TID_INFO_SERVER_ERROR_BUTTON","بارگذاری مجدد بازی"
"TID_RARITY_NAME_1","کمیاب"
"TID_RARITY_NAME_2","سوپر کمیاب"
"TID_RARITY_NAME_3","حماسی"
"TID_RARITY_NAME_4","اسطوره‌ای"
"TID_RARITY_NAME_5","افسانه‌ای"
"TID_RARITY_COLOR_0","3fc396"
"TID_RARITY_COLOR_1","a9f25d"
"TID_RARITY_COLOR_2","4db3ff"
"TID_RARITY_COLOR_3","e795ff"
"TID_RARITY_COLOR_4","ff786c"
"TID_RARITY_COLOR_5","ffe35f"
"TID_RANK_UP_POPUP_TITLE","صعود رتبه!"
"TID_RANK_UP_POPUP_REWARD_BONUS","پاداش صعود رتبه"
"TID_RANK_UP_POPUP_RANK","رتبه <RANK>"
"TID_NAME_FAILED_TOO_SHORT","اسم زیادی کوتاهه!"
"TID_NAME_FAILED_PROFANITIES","اسم پذیرفتنی نیست!"
"TID_NAME_FAILED","اسم پذیرفتنی نیست!"
"TID_EVENT_STARTED","حالا <LOCATION> بازه! جوایز جدید موجوده!"
"TID_SELECT_HERO_INFO_1","<cFF8000>بازیکنان در مقابل بازیکنان</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>بازیکنان در مقابل ربات</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>بازی تکی با ربات</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>بازیکنان در مقابل بازیکنان</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>بازی تکی با ربات</c>"
"TID_NAVI_1","فروشگاه"
"TID_NAVI_3","جنگ"
"TID_NAVI_4","جنگجوها"
"TID_LEADERBOARD_TAB_TOTAL","مجموع جام‌ها"
"TID_LEADERBOARD_TAB_HEROES","جنگجوها"
"TID_LEADERBOARD_TAB_CLANS","گروه‌ها"
"TID_LEADERBOARD_TAB_FRIENDS","دوستان"
"TID_BATTLE_MAIN_NEXT_REWARD","جایزه بعدی: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","مکان جدید ظرف: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE>جمع شد!"
"TID_HERO_INFO_ARMOR","سلامت"
"TID_HERO_INFO_ABILITY","حمله"
"TID_HERO_INFO_ULTI","سوپر"
"TID_HERO_INFO_BACK","بازگشت"
"TID_HERO_INFO_UPGRADE","ارتقا"
"TID_HERO_INFO_ABILITY_LEVEL","سطح <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","خرید جنگجو"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_MATCHMAKE_FAILED_5","حریف‌یابی انجام نشد: رویداد منقضی شده است"
"TID_MATCHMAKE_FAILED_7","حریف‌یابی انجام نشد: ارتباط عضو اتاق قطع شده بود"
"TID_MATCHMAKE_FAILED_9","حریف‌یابی انجام نشد: وقفه نگهداری در شرف آغازه"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","پیروزی تیم آبی ظرف:"
"TID_ENEMY_TEAM_WINNING","پیروزی تیم قرمز ظرف:"
"TID_OWN_TEAM","تیم آبی"
"TID_ENEMY_TEAM","تیم قرمز"
"TID_COUNTDOWN","شمارش معکوس"
"TID_HERO_LIST_LABEL","جنگجوها"
"TID_HERO_LIST_DO_GATCHA","جعبه جنگ رو باز کن"
"TID_HERO_LOCKED_CANNOT_VIEW","برای باز کردن جنگجوهای جدید، روی دکمه پیمایش ضربه بزن"
"TID_DAILY_COINS_COLLECTED","جمع شد!"
"TID_TEAM_BATTLE","ایجاد"
"TID_TEAM_UNREADY","آماده نیست"
"TID_TEAM_WAITING_WHILE_READY","تو آماده‌ای!\nدر انتظار دیگران."
"TID_GATCHA_SCREEN_NEW_HERO","جنگجو<c<COLOR>><NAME></c> جدید"
"TID_GATCHA_SCREEN_EXISTING_HERO","تکراری <NAME>"
